,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
81,2022-06-30,柔軟な対応。少し適当。,3.75,営業マンさん、電話受付さん、配送員さん、全ての方々が柔軟に対応してくださり感謝しております。相見積もりをする話をしたら、見積時に即決で10000安くなりました。比較する時間も有限なので、これ以上は大差ないと判断し決めました。無料の段ボールももらいましたが、足りなければそれに近いサイズの物なら受け付けてくれます。荷物の変更も、メールや電話で対応してもらえ、当日も急な変更にも応じていただきました。配送員さんの私語が時折ありましたが、仕事的には問題なかったと思います。ありがとうございました。,静岡,静岡,午後～15時まで,4,5,3,3,1,4,0,5
80,2022-06-29,大手で安心感はありました。,3.25,他社さんと相見積もりをして、対応の良かったアーク引越センターにしました。営業マンはとても話がお上手で、大手の安心感もあり、お任せすることにしました。ただ、実際の引っ越しはとても時間がかかりました。本来こんなものなのでしょうか。午後からだったので疲れていたのかもしれません。ただし、関東で他の引っ越し屋さんで2回経験しましたが、彼らの仕事ぶりと比べて、たったの2LDKで5時間かかるとは思いませんでした。二人体制でしたが、アルバイトを除くと実質はプロ一人だったからかもしれません。人手に頼って引越しをお願いしているので、ある程度の価格は仕方ないと思っています。暑い中本当に大変だったと思います。お世話になりました。,静岡,静岡,午後～15時まで,4,4,3,2,2,6,20,5
85,2022-06-23,実直にお仕事していただき、お値段以上でした。,4.75,【見積もり時の対応】迅速に訪問日程を設定した上でお越しいただきました。当日もその場で納得いく説明を交えてプランを組んでいただきました。できること・できないことや何をすればいくらプラスされるのかを明確にしていただいたり、引っ越し業者にまつわる不安を解消していただいたのも好印象でした。【料金】他社さん(訪問見積もりなし)がメールで安い金額を提示した中、かなり頑張ってそれを潜る金額をご提示いただきました。単身引越しを数回経験しているため相場は心得ているつもりでしたが、想定していたよりもお安くしていただきました。【作業内容】ベテランさんと若手の方で組んでお越しいただいたことと、お名刺をいただく事で、大手にありがちな臨時職員のみでクルーが構成されているのでは？という不安の払拭に繋がり、安心してお任せできました。作業もとても丁寧に行っていただき、今まで引っ越しで家財道具や部屋を傷つけられたことがある者としてはポイントが高かったです。細かいところですが、ふきんや靴下も綺麗なものを使用されていました。【全体的な評価】幼少期から中年社会人の現在に至るまで引っ越しが多く、大手中小問わず多数の業者さんと関わりましたが、今回こちらで最も良い引っ越しをさせていただきました。実家の近くに営業所があり、会社名は存じ上げておりましたが、引っ越し侍さんを利用するまでなかなかご縁がなかったのが勿体なかったと思うくらいです。今まで引っ越しは何かしら不満が付き物でしたが、今回は終始全く不満がないどころか加点が付く、気持ちの良い対応をしていただきました。この度は猛暑の中にも関わらず、本当にありがとうございました。このご縁に感謝しております。また機会がございましたら、よろしくお願いいたします。皆様のますますのご発展を祈念しております。【良かった点】・お電話から作業終了まで、スタッフの皆様が終始丁寧で気持ちが良い。・見積もりにお越しいただき、正確な積荷の量を把握いただいた上での価格提示に安心感があった。(最後まで追加請求はもちろんなかった)・単身引越しでも必ずベテラン正社員が現場に入っていただける。・気になったことはすぐに電話で解決できた。・段ボール引き取りが有料の業者もある中、こちらは無料で引き取っていただける。今回はこんなに安くて、寧ろ申し訳なくなってしまうくらいでした。【気になった点】・強いて挙げるとすれば、最初の訪問見積り日程調整の電話が業務時間内に掛かってきたため、お昼頃にかけていただけたらすぐに応対ができた。他社さんもそうだったので、引っ越し侍の方で連絡希望時間帯を入力できたら良いかもしれないと思いました。,長野,長野,午後～15時まで,4,5,5,5,4,2,20,5
87,2022-04-22,懇切丁寧，迅速（営業、手間とも）,5.0,訪問時の説明と作業内容の棲み分け、料金、作業者の対応、梱包方法や搬入・搬出の円滑さ、何も申し分ない。30年ほど前にも引っ越ししたが、ここまで徹底されていなかった気がする。（他社）料金設定は合っているのだろうか。（大変安く感じる）3人で凡そ半日。手間と時間を考えれば合うのでしょうが、丁寧・迅速なのが満足。重たい荷物もスイスイ運んでいたのは見ていて気持ちが良い。ダンボールやテープ類がタダなのは、いまどき普通なのだろうか。たいへん気持ちよく引っ越しが運んだ。物売りではないので、結局作業する人達の経験や指揮者の采配によるのだろうが、私の場合はアタリだったと思う。今のところ、転居先でのキズや内容物の凹み、破損などは皆無のようだ。（あれだけグルグル巻きに丁寧な梱包されれば当然でしょう）混雑期の合間だったので空いていたらしいが、引っ越しの依頼は空いている時期（日）の午前中がいいでしょう。安く、体力のある人達がモリモリ作業してくれます。,愛知,愛知,午後～15時まで,5,5,5,5,9,13,20,5
86,2022-04-20,電話対応も丁寧で親切でした。,5.0,アーク引越センターさんを利用させて頂きましたが、最初の電話対応の時点からとても印象がよく丁寧に対応して頂き、すごく感謝しています。作業スピードも早く、家財や家電なども大切に扱ってる様子が見え安心しておまかせ出来ました。ダンボールも無料にできるか確認して、中古で良ければ！と無料で頂くこともでき、本当に満足です(*˘˘*)もしまた、引っ越す機会があればアーク引越センターさんにお願いしようと思っています。,埼玉,埼玉,午後～15時まで,5,5,5,5,9,9,50,6
88,2022-03-15,急な対応にも丁寧に対応してくださいました。,4.75,繁忙期なので、値段的には上がる事を予想していました。急な追加にすぐ対応してくださり、助かりました。しかし、電話での見積もりはややアバウトかなと思いました。zoomなどで、見積もりをするべきだと思いました。アークさんは、他社見積もりで吊り上げ必須と言われたものもあっさり運んでくださり、丁寧に対応でした。,茨城,茨城,午後～15時まで,5,4,5,5,3,5,10,5
89,2022-03-14,テキパキしている,3.5,はじめての業者依頼だったので、荷造りだの小物類のやり方など、やり方、要領すらわからなくて大変ご迷惑をおかけしました。わざわざ隣の県から3人来ていただきありがとうございましたm(__)mエレベーターなしの4階なんでめちゃ助かりました。この度はありがとうございました!,三重,三重,午後～15時まで,4,4,3,3,5,7,0,5
90,2022-03-11,聞いたことがあり、有名な引っ越し会社という印象,5.0,この度、引っ越し侍さんを通して、アーク引っ越しセンターさんに引っ越しをお願いしました。初めて引っ越しの複数見積もりをしたのですが、すぐに複数の引っ越し会社から連絡があり、効率よく引っ越し会社さんを選ぶことが出来ました。中でもアーク引っ越しセンターさんは直接来られて見積もりをして頂いたのですが、営業の方がとても感じよく、2社目で即決させて頂きました。今回アーク引っ越しセンターさんは引っ越しの際、社員の方が2人であったため、素早く引っ越しが進むか不安でしたが、2人とも手際がよくスムーズに引っ越しが進みました。愛想もよく、ありがたかったです。ただ一つ意見として挙げたいのは、アーク引っ越しセンターさんの営業さんから引っ越し日時が仏滅なのか大安なのか等、お日柄が良い日時を教えて貰えればありがたかったなと思いました。というのも、自分達で考えておけばよかったのですが、忘れており、仏滅の日に引っ越しをお願いしてしまいました。唯一改善してほしい点と言えばそのくらいであとは完璧だったと思います。この度はありがとうございました。,千葉,千葉,午後～15時まで,5,5,5,5,2,3,50,8
91,2022-03-09,気持ちよく引っ越しできてありがたかったです。,4.5,お値段も安く対応の電話からよかったです。2人で手際よくしていただき、４階まで階段での運びだったため大変助かりました。細かい位置なども調整してもらいました。忘れていかれたものが多くどうしよかなと迷いました。が、最後まで笑顔で対応していただき気持ちよく引っ越しできてありがたかったです。,三重,三重,午後～15時まで,4,4,5,5,7,4,5,5
92,2022-03-07,他社より安く、迅速な引越しをしてくれる,4.25,ダンボールの送付で玄関先に置くと聞いてはいましたが、事前の連絡などがなくいつ来るのか分からなかった。加えてダンボールも風で飛ばされて拾うのが大変だった。引越しに来る目安の時間を9-16時と聞いていたのに16-18時の間で来ると言われ非常に困った。,愛知,愛知,午後～15時まで,4,4,4,5,3,4,10,7
93,2022-03-06,対応がはやい,4.25,自分たちでできる引越しはやろうと決めていたので、大型家具だけお願いをしました。当日は2人で作業をしてくださいました。とにかく丁寧でスピーディで主人と感動しました。笑次もし引っ越しをするときもアークさんで、今度はすべての運び出しをお願いしようかな、と思いました。,愛知,愛知,午後～15時まで,4,3,5,5,6,3,0,10
94,2022-03-06,初めて聞いた引越し業者という感じ,3.5,よかった点即日見積もりで安い見積もりをしてくれたので大変助かった。時間をロスせずにすんだ。段ボールプレゼントも大変助かった。わるかった点作業員の方は一生懸命にやってくれて助かったのだが、養生毛布などに砂利が多数付いていたり、作業員の靴下汚れた状態（おそらく靴下のまま玄関土間など歩いた）で作業するため床が汚れた。とある引越しセンターは靴下を交換するなどの取り組みをしているとのこと。その気持ちでやってほしい。,福島,福島,午後～15時まで,4,4,3,3,2,2,0,6
95,2022-03-04,印象は、それほど良くないが、仕事は丁寧で感謝,3.75,繁忙期の中、日にち、金額ともに考慮してもらえ、恐らくとても良い条件で見積もって頂けたと思います。しかし、繁忙期と、引越し日が迫っている事もあり、即決の判断を迫られたので、他社さんとの比較をできないままの契約に至ったので少し残念でした。,石川,石川,午後～15時まで,3,2,5,5,3,2,0,5
97,2022-03-01,全体的に良かったです,4.0,引越し業者さんにクーラー取り外し取り付けも依頼しました。当日は引越し業者さん３人とは別に２人クーラー担当の方が来られました。クーラー担当の方は、機材の取り扱いに気を使い。部屋にクーラーを置くときも下に段ボールなどを敷いて置いて下さいましたが、引越し業者さんは、使用していた汚れた室外機を新築の家の床に直に置かれたので、かなり気になりました。それ以外は問題なく良かったのですが。。。,大阪,大阪,午後～15時まで,4,4,4,4,2,0,0,6
96,2022-03-01,対応が丁寧で良かった。,5.0,スピーディーに作業していただき短時間で荷物を運び終えることができ助かりました。訪問見積もりしていただいたときの金額では5万ちょっとと、思っていた以上に安いなという印象でした。その後、諸事情により日程を変更しましたがスムーズに対応していただきありがとうございました。日程変更に伴い、金額がアップしてしまったことは残念に思いましたがそれでも予算内ではあったので気にはなりません。訪問見積もりでは少しでも安くする為に前もって運ぶものを決めていましたが、当日はプラスアルファで料金は変わらず運んでいただいたのでありがたく思います。これから引っ越しを考えてる方は是非アート引越センターをおすすめ致します。電話から訪問見積もりへの迅速な対応、料金、サービス、作業員の親切心、丁寧な荷物の扱い、どれをとっても満足できるものと思いました。,宮城,宮城,午後～15時まで,5,5,5,5,2,1,20,5
98,2022-02-21,連絡など早めに対応してもらえてよかった。,3.75,引っ越し時間が前日までわからないことと、荷物が届く日時が、わかるまで時間がかかったことは、不便でした。しかし、コストをおさえるためとなれば、納得できる範囲のものだったと思います。作業も滞りなくやって頂けました。,新潟,山形,午後～15時まで,4,3,4,4,3,4,10,5
100,2022-01-16,教育がちゃんとしてる引っ越し屋さん,5.0,【見積もり時の対応】価格競争になりましたが精一杯やっていただき感謝しております【料金】想定よりも安くなりまして助かりました【作業内容】壁の養生もしっかりやっていただき作業時間もスピーディーにやっていただきました【全体的な評価】満点です【良かった点】午後からの作業でお疲れだとは思いますが笑顔でテキパキ作業されてました【気になった点】とくにないです,愛知,愛知,いつでも,5,5,5,5,3,1,30,5
101,2022-01-16,丁寧でしっかりしていてとても良かった。,4.75,丁寧でしっかりしていてとても良かったです。特に今回は新築戸建への引っ越しだったので大満足でした。隣の家の他社の引越し業者はスピード重視で雑だったので特にそう思いました。当初他社で決めようと思っていましたが、7社の中で一番安い見積もりだったのと有機ELテレビが追加費用がかからなかったのと大手だったというところで決めました。結果として大正解で次回引っ越しがあれば今回よりも値段が少し高くてもまたお願いしたいと思います。,千葉,千葉,いつでも,5,5,5,4,5,5,50,9
102,2022-01-16,作業が丁寧でテキパキとしていた,4.5,良かった点・建物への養生がされていた・ユニフォームがきちんと着ていて清潔感があった・作業が丁寧で早かった・リーダーが指揮していて、それをきちんと守っていたのがわかった短時間で事故もなく作業が終わりました,神奈川,神奈川,いつでも,4,4,5,5,12,17,60,9
99,2022-01-15,かわいい絵を書いてるトラック,4.25,見積りでの対応もそうですが、作業員さんの対応もよくて、親切丁寧に作業を進めてくださったので、とても気持ちよく引っ越しを終わることが出来ました。とてもよかったです。,愛知,愛知,午後～15時まで,4,4,5,4,6,8,0,8
103,2022-01-13,電話での対応が良かった,4.5,3件目の連絡で決めてしまったのですが、もう少し相見積を検討しても良かったかと思います。でも安すぎる所は梱包等が雑だという噂も聞いたので今回契約した会社は満足出来ました。,大阪,大阪,いつでも,5,3,5,5,4,1,0,10
104,2022-01-11,誠実,4.5,【見積もり時の対応】良い【料金】値段相応【作業内容】素早い【全体的な評価】満足【良かった点】作業が早い【気になった点】なし,神奈川,神奈川,いつでも,4,4,5,5,3,3,50,5
105,2022-01-09,良かった,4.5,電話受付の方も、当日の作業員の方も、どちらも丁寧に対していただきました。金額も見積りした中で一番安く、助かりました。,長野,長野,いつでも,4,4,5,5,1,2,0,5
106,2022-01-09,明るくハツラツと働いていたのが、印象的でした。,4.25,スタッフは3人でした。運ぶ順番や作業の合間の繋ぎ時間も、休みなく次の準備をされていたのが、好印象でした,福島,福島,いつでも,3,4,5,5,3,3,0,6
107,2022-01-08,テキパキして信頼出来る人たちでした,4.5,今回は娘夫婦たちの引っ越しでお世話なりありがとうございました。おかげさまで無事に終えることが出来た事を感謝いたします。料金も納得出来ましたし、とにかく、スムーズに終えたことに感謝します。,三重,三重,いつでも,5,3,5,5,2,3,0,5
108,2021-12-29,とても好印象でした。,5.0,作業員の方がとてもいい方でしたので物の配置等が思うようにいきました。とても満足のいく引っ越しでした。,千葉,千葉,いつでも,5,5,5,5,2,0,0,6
111,2021-12-28,丁寧で対応も早くて良かった,4.0,見積りから引越しまでの期間がとても短い無理なお願いをしたのですが快く引き受けて下さり、当日に追加のお願いもしてしまったが、すぐに対応して頂いてとてもありがたかった。,千葉,千葉,いつでも,4,4,4,4,1,3,10,6
114,2021-12-28,意外と安かった,3.75,2時間ほどで全ての引越しが完了し、早くて驚きました。36000円で、これだけ楽だったらまた業者にお願いしようと思います。,愛知,愛知,いつでも,3,3,4,5,2,4,10,10
112,2021-12-27,追加費用が発生しまくりで見積もり意味無し。,3.0,エアコン取り付け、取り外しで追加費用（計46000円）が発生し、高額な引越しとなりました。アーク引っ越しセンターは今後一生使わないと思います。,愛知,愛知,いつでも,3,2,4,3,6,7,10,9
113,2021-12-27,きっちり丁寧な印象,4.5,見積もり時から丁寧な説明と料金プランを出して頂けたのでよかった。他社の見積もり金額と比較し、安くして頂けたのが決めてでした。また、見積もり後に追加の荷物もあり連絡した際にも心良く引き受けて下さったので有り難かったです。引越し当日も初めての引越しで不安でしたが、丁寧な挨拶と説明をして頂けたので安心して無事にお引っ越し終えることができました。次回もお引っ越しする機会があったらお願いしたいと思っています。,長野,長野,いつでも,4,4,5,5,4,4,10,5
115,2021-12-26,プロが揃ってる,4.75,訪問見積もりしてくれた方がとっても感じがよく、分かりやすく親切に相談に乗ってくれた。荷造り中疑問点を問い合わせした営業所の方も、感じよく対応してくれました。引越し当日2人の男性がきましたが、流石プロといった手さばきとスピードでテキパキと荷物を運び出してくれました。料金は想定していた額より少し上回ってしまったが、初めて引越し業者に依頼したので相場が分からなかった部分もありました。とにかく、分からないことは納得するまで聞いても嫌な顔をされないし親身になってくれる引越し業者だと思います。,長野,新潟,いつでも,5,5,5,4,6,4,30,6
118,2021-12-25,とても丁寧に優しく接してくれる。,5.0,時間に正確で作業がスピーディーで荷物を丁寧に扱ってくれて、とても良かったです。悪い点など一つもありませんでした。頼んで良かったです。,愛知,愛知,いつでも,5,5,5,5,4,2,0,10
117,2021-12-24,人当たりがよく、素晴らしかったです！,5.0,あいさつ、姿勢、言葉遣い、気遣い、態度など、全てが良かったです！！(^^)営業マンとしてこれからもっとのびていくと思います！！,愛知,愛知,いつでも,5,5,5,5,2,3,0,9
110,2021-12-23,実際の搬入担当者さんが凄く丁寧で大変助かりました,4.75,搬入担当者さんが本当にご丁寧で大きいサイズの冷蔵庫の搬入で大変ご迷惑を掛けたのに対応も凄く丁寧で家族も大変喜んでいました本当にありがとうございました,宮城,宮城,いつでも,5,4,5,5,2,3,0,7
109,2021-12-22,当初はどこの業者でもよいと考えておりました。,5.0,【見積もり時の対応】【料金】【作業内容】丁寧さとスピーディーさに感心しました。【全体的な評価】【良かった点】【気になった点】,神奈川,神奈川,いつでも,5,5,5,5,3,6,30,10
116,2021-12-21,とても親切、丁寧でした,5.0,営業の方も、作業をして頂いた方もとても丁寧でかつ、迅速に行って頂きました。人柄も良い方ばかりで、知人にも勧めたいと思いました。,埼玉,埼玉,いつでも,5,5,5,5,5,7,70,4
120,2021-12-20,サービス満点だった,4.75,電話応対も早く、見積もりも大幅に抑えて下さり、作業も早く、後で加算されるのかと思いましたが、見積もりより更に少し割引して下さったので、本当に感謝しています。,宮城,宮城,午後15時以降,5,4,5,5,6,8,0,7
122,2021-12-16,手際が良く、すごく助かりました。,5.0,見積もりに来て頂いた営業の方も作業に来て頂いた現場の方も対応が良く、安心してお願い出来ました。,愛知,愛知,午後15時以降,5,5,5,5,3,4,0,7
123,2021-12-15,トータルでとてもよかった,4.5,見積もり時若い方でしたが、穏やかな感じで対応もとてもよかったです。作業時も予想外の出来事にも色々柔軟に対応して頂き口コミ通り印象のよい会社でした。,愛知,愛知,午後15時以降,4,5,5,4,11,3,40,8
125,2021-12-15,とても親切丁寧で安心してお任せできました,5.0,電話での対応がとても丁寧で親切でした。また実際に来られた方々も丁寧で安心してお任せできました。急な引っ越しで困っていたので、大変助かりました。,静岡,静岡,午後15時以降,5,5,5,5,3,0,0,5
119,2021-12-14,清潔感ある感じでした,4.25,スピーディに引越しが行われて満足しています。段ボールは無料でしたが、引越し後の段ボール回収が当日一回だった点は残念でした。その他は概ね満足です。,大阪,大阪,いつでも,5,5,3,4,12,5,60,9
121,2021-12-14,作業員が親切丁寧だった。,4.0,見積りは高めで設定されている？本社の人間と交渉をしてくれる雰囲気はあるが、あまり値段は変わらない…作業員は、めちゃくちゃ良い！親切、丁寧、スピーディーな対応で満足。,石川,石川,午後15時以降,3,3,5,5,5,5,30,5
124,2021-12-13,とても明るく元気で礼儀正しかった。,4.5,作業も手早く、とても丁寧だったと思う。洗濯機の排水ホースが、洗濯機の足に踏まれて設置されていたのが残念だったが、すぐに置き直せる程度だったので全く問題はなかった,神奈川,神奈川,午後15時以降,4,4,5,5,1,4,0,8
128,2021-12-11,丁寧で迅速な対応でした。,5.0,訪問見積もりの段階から素早く明るい対応をしてもらいました。引っ越し当日も迅速且つ丁寧な運搬をしてもらいました。,宮城,宮城,午後15時以降,5,5,5,5,6,5,0,6
127,2021-12-10,とても急いでいる印象,4.0,契約までの電話は対応もよかったし、調子もよかったが実際に来た作業員は礼儀ただしかったが、ちょっと電話の時に言っていたことと温度差があった。,静岡,静岡,午後15時以降,4,4,4,4,3,4,15,5
129,2021-12-10,すごく良かったです。,4.75,営業のかた、作業して頂いたかた、気さくで、丁寧で本当に、助かりました。皆さんのお陰で、無事に引越しが、出来ました。ありがとうございました。,大阪,大阪,午後15時以降,4,5,5,5,6,6,4,6
130,2021-12-09,金額も作業内容も満足です,4.5,金額:大手、中小の業者を含めて希望日程で最安値にしていただけて助かりました。作業内容:作業スピードが速く、また、家具の後ろなのど埃も丁寧に拭き取っていただきありがたかったです。,新潟,新潟,午後15時以降,4,4,5,5,6,6,0,7
133,2021-12-02,全ての対応が良かった,5.0,見積依頼をしたら当日に訪問見積の対応をしてもらえて良かった。作業員の方の仕事もすごく丁寧で支払った料金以上の価値があるものでした。コールセンターの方、営業さん、作業員さん関わった人全てがプロフェッショナルだった。また機会があったら利用したいし、同じ地区で引っ越す知り合いが居たら勧めたい会社。,宮城,宮城,午後15時以降,5,5,5,5,6,5,0,6
126,2021-12-01,テキパキと作業されてる印象,4.75,担当の方が気さくな対応で、値段内で抑えて頂き、大変満足しました。作業自体も作業員の方のスピードも早く想定していた時間よりも早く終わる事ができ、満足です。,神奈川,神奈川,午後15時以降,5,5,4,5,3,3,10,9
136,2021-11-29,対応が良い,5.0,非常に良かったです。対応も早く引越しでの近所への配慮もちゃんとしてました。また見積もりの方も簡単明瞭な説明で料金も安く無駄なくスムーズに進みました。,愛知,三重,午後15時以降,5,5,5,5,5,10,30,7
137,2021-11-29,元気！,5.0,悪かった点はないです！しいて言えば、見積もりの時に話していたことと違うかったことでしょうか…作業員の方には何の不満もありません！,大阪,大阪,午後15時以降,5,5,5,5,9,17,60,7
132,2021-11-28,親しみやすい感じでした。,4.5,見積もり時に聞いていたように作業してくれた3人はしっかり教育されている感じがしました。引越し自体は特に問題もなく良かったです。金額の面で1社目で決めてしまった自分の弱さが情けない…。次社の方が1万円安く見積もって来ました(´•̥ ̫•̥`),静岡,静岡,午後15時以降,4,4,5,5,11,9,50,4
135,2021-11-28,良かった,4.25,部屋のレイアウトについて親身に聞いてくださり、引越しの前日に搬入したベッドの向きを変えていただいてしまいました。想像以上のサービスを受けられました。,愛知,三重,午後15時以降,4,3,5,5,6,4,20,6
141,2021-11-27,見積もりの時の対応が良かった,3.5,急遽追加でお願いする事になり対応もとても良かったのですが、引越しの日に来たトラックが小さくてビックリしました！一回で運べるのって感じで、結局一回で運べず２回往復する事になり終わったのが夜！４時間以上かかってバタバタでした！追加でお願いしたのにもかかわらず、あんな小さいトラックで来るとは！次はないかなと思います！,愛知,愛知,いつでも,4,4,3,3,2,3,5,8
143,2021-11-27,良心的な値段と迅速な対応をして頂ける好印象,4.75,良かった点・予算に合わせてプランニングして頂けたこと・引っ越しに関するライフラインの手助け案内があったこと・値段交渉に対しても迅速に対応して頂けたこと・運搬が丁寧で家具の埃もサービスで拭き取りして頂けたこと悪かった点・特になし感想・新築への入居もスムーズで、家具の配置相談にものって頂き、納得のいくものとなりました。とても気分良く新生活が始められる事に感謝です。アーク様に依頼し良かったです。,愛知,愛知,いつでも,4,5,5,5,5,6,10,6
145,2021-11-26,高級そうで費用が掛かりそう,5.0,見積り時の営業さんの対応も、当日の作業員さんの対応もとても良かったです。高級そうでなかなか費用を抑える事が難しそうなイメージでしたが、こちらの要望と費用を考慮して下さり色んな形のプランや提案を頂きアークさんにお願いする事にしました。作業員さんの対応も丁寧で気持ち良く、また、安心してお願いする事が出来ました。良い引越しが出来感謝しております。ありがとう御座いました。,三重,三重,いつでも,5,5,5,5,3,4,10,6
142,2021-11-26,見積もり、作業の方もとても感じがよかった。,5.0,一番は作業の速さに驚きました。さすがプロの仕事だと感動しました。悪かった点はありません。見積もりでは時間フリーでとてもお安い金額を提示していただきましたが、こちらの都合で朝イチになった為、お値段は思っていたよりはかかってしまいました。それでも値引きしていただけたのでよかったです。前回の引越しでもお世話になりましたが、やはりお願いしてよかったです。,福島,福島,いつでも,5,5,5,5,7,2,20,3
147,2021-11-25,親切でハキハキしていてとても良かった,5.0,見積もり時、とても丁寧に対応していただきました。引っ越し日、作業員２人の方もとてもテキパキしていただき、言葉遣いなども丁寧で良かったです。ありがとうございました。,奈良,大阪,いつでも,5,5,5,5,5,3,20,2
144,2021-11-23,とても良心的で良かったです。,5.0,少しでも安く引越しをしたかったので、見積りは三社ぐらい比較する予定でした。一番最初に見積りに来てくれた業者さんに、その事を正直に伝えたところ、破格の値段をご提示頂けたので、即決しました。しかも希望日の日程で引越し出来たので大変満足しております。作業もチームワークよく迅速丁寧で、とても気持ちが良かったです。本当にありがとうございました。(*^^*),福島,福島,いつでも,5,5,5,5,5,0,0,5
150,2021-11-22,一番最初に連絡を頂きだき比較の結果良い印象でした,4.25,見積や対応、作業も早く良かったと思う以前利用した業者と比較すると細かなところの丁寧さは劣るものの個人的には良かったと思います。,愛知,愛知,いつでも,4,4,4,5,8,6,20,10
140,2021-11-21,感じのいい従業員さん達だなぁ♪,4.25,こちらの希望金額にする為に交渉してくれたり、作業員の方達の雰囲気の良さ、手際の良さに、この会社にお願いして良かったなと心から感謝しています！,福島,福島,いつでも,3,4,5,5,5,4,30,6
146,2021-11-21,親切、丁寧で、親身に希望にも寄り添ってくれる。,5.0,希望日を優先してくれたり、自分に合ったオプション等も教えてくれて助かりました。予算の相談や、引越しの際のコストを抑える為のアドバイスもいただけました。実際の作業員の方も一生懸命にスピーディーに対応して下さり、気持ちよく引越しを終えることができて感謝しています。悪かった点はないと思えるくらい満足です！周りにおすすめしたいですし、また引越しの機会があれば再度利用させていただきたいと思っています。,宮城,宮城,いつでも,5,5,5,5,3,4,0,8
149,2021-11-21,スピーディーかつ丁寧,4.5,・自身が考えていた相場に対して実際の料金との差についての感想→相見積もりと時期の効果もあってか想定よりかなり金額を抑えることができた・訪問見積もりでもらえた粗品→とくになし・値引き交渉を持ちかけた際の業者の対応内容→時間フリーで値段を下げられる等条件提示で価格交渉対応してくれたまた業務外の粗大ゴミ(マットレス)の搬出も無償で対応していただいた。・ダンボールのプレゼントや引き取りサービスについての感想→プレゼント以上の段ボールに関しては、自身で用意したものであれば値段はかからないことで値段追加せずに荷物追加できた(4段ボール程度)・ネットや知人から聞いていた評判と、実際に自分で依頼してみての感想→もっと高くなると思っていたが、だいぶ安く仕事も丁寧かつスピーディーだったまた粗大ゴミの搬出時に自身で出していた粗大ゴミと一緒に整理してくださり、業務外にも関わらず周りの住民の方への配慮等細かい気配りまでしてくださった・今後、この業者で引越しを考えている人に対してのアドバイス→サービスがかなり良いと思います。,大阪,大阪,いつでも,4,4,5,5,5,4,1,9
153,2021-11-20,早く丁寧で好印象ですり,4.75,【見積もり時の対応】いろいろと条件を調整して、希望の内容にしてくれました。【料金】満足です。【作業内容】早く丁寧で良かったです。【全体的な評価】とても良いです。【良かった点】礼儀正しく、早く、必要なことは都度確認してくれる【気になった点】養生が少し雑なところは気になりました。,富山,富山,いつでも,4,5,5,5,3,8,20,5
131,2021-11-20,対応がとても良い,4.75,2回目の利用ということで、費用も割り引いていただき大変助かりました。作業のスピードも早く、礼儀正しく好感がもてました。,福島,福島,午後15時以降,4,5,5,5,6,4,20,6
154,2021-11-20,口コミなどから、好印象でした。,5.0,【見積もり時の対応】電話対応もとても明瞭でハキハキとした感じで、不安の無いように説明、確認をしてもらえた。【料金】料金については、少し高いかと思いましたが、後から追加があっても、料金変動もなく、自分で持っていく荷物を大幅に減らせ、最終的に金額にも納得出来ました。【作業内容】3名でしっかりと養生、梱包、解体、組立と搬出、搬入時に分担して行っていて、とてもスピード感も早く、安全に行ってもらえました。セミダブルベッド、テレビ、テレビボードを各１台引っ越ししてもらい、搬出、搬入それぞれ15分程で作業完了と言う、驚きのスピードでした。【全体的な評価】電話オペレーター、作業員共に対応がとても良く、引っ越し先に搬入する際の配置などにも細かく確認があり、とても好印象のまま引っ越しが完了しました。是非、またお願いしたいと思いました。【気になった点】最初はセミダブルベッド１台のみでしたが、後から追加したテレビボード、テレビ１台を入れても、同料金で引っ越し出来ましたが、最初の見積りの時点で、追加の荷物があっても、引っ越し料金は変わらないという内容の説明があれば、なお良かったかと思います。追加の荷物については、こちらから問い合わせした後の回答でした。,神奈川,神奈川,いつでも,5,5,5,5,1,0,0,7
139,2021-11-19,下見に来た営業の方の勧め方がよかった。,4.0,登録ボタンを押した瞬間に携帯に電話が入り、下見の日程を早急に決めなくてはならず戸惑いました。勤めている都合で下見時間の融通を利かせて頂いた業者様に決めさせていただきました。,宮城,宮城,午後15時以降,3,5,4,4,2,2,0,7
148,2021-11-19,テキパキしてる,4.25,明るくて対応が丁寧でした。最後に家具の移動変更などありますか？と聞いていただいたので、何箇所か変更していただきました。対応がすごくよかったです。,宮城,宮城,いつでも,3,4,5,5,5,5,50,7
151,2021-11-19,作業がスムーズ,5.0,時間をフリーにして代金が安くしてもらったため、開始時間が17時スタートになったが、作業員三名で大人2人、子ども2人分の荷物が1時間で出た。ドラム式洗濯機、大型の冷蔵庫などもあったが丁寧に運びなおかつスピードも早く、ダラダラしている時間がなく本当に良かった。荷物を入れるときは他の人も集まってきて、もっと早く連携もとれていて非常に満足した引っ越しになりました。時間に制限がないかたには、おススメ出来るプランでした,大阪,大阪,いつでも,5,5,5,5,6,5,20,8
155,2021-11-18,少ない荷物でも早くて助かりました。,4.25,ベッドの設置が適当だったので残念。ダンボールの回収説明がなかった。（以前使った引っ越し会社は回収に来てくれた為）,愛知,愛知,いつでも,5,5,3,4,1,3,10,9
