,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
75,2023-07-24,ベテランの安心感と、梱包と輸送の職員共に清潔・壮快,5.0,初回訪問では、ベテランの営業担当が、引越予定と荷物の内容確認後に即見積提出。荷物が多いので引越前日に梱包作業を補助するために２名の女性スタッフが来訪して対応。この梱包作業は予定していた、午前・午後の時間を短縮し、13:30頃には作業が完了撤収。手際よく迅速な作業なのだけれど、予定時間を一杯に使って、より丁寧に掃除しながら梱包をして欲しかった点は、少し残念。引越当日には２名の男性と１名の女性スタッフが来訪し、朝一番から積み込み作業を開始、運び出す家具の簡易清掃と、荷物がトラックに積み込まれて空になった部屋を簡易清掃し、女性スタッフは現地までで、男性スタッフがトラックで荷物を運送し引越先現地で集合する。男性・女性スタッフ共に清潔感があり、壮快で作業もテキパキ進む、また、細かな依頼にも嫌な顔をせずに親切に対応。総合的に、支払った値段以上の、満足が得られたと感じている。,京都,兵庫,いつでも,5,5,5,5,4,0,0,6
55,2023-07-24,対応が的確だった。,3.25,・エアコン取り外し、取り付けを申し込んでいたが、追加料金がかかるとのことなので、新品を購入した。猛暑日だったのでどうしても当日に取り付けてほしかったが、翌日になってしまった。エアコン取付業者と行き違いがあったようです。,千葉,千葉,午前,3,3,3,4,3,4,15,6
60,2023-07-24,とても素晴らしい。,4.75,まず、訪問見積もりにこられた方の対応がとても良かった。こちらの質問に答えるだけでなく、様々な提案や、アドバイスも頂き、信頼出来る感じだった。他社の見積もりの方々は、目を合わせず挙動不審だったり、金額はどーにでもなるんで！とグレーな発言が多かったり不安要素だらけだった。どんなに安くても、見積もりの人の印象大事。引越し前は、バタバタしているため、段ボールが足りてるのか？時間連絡や追加で付けたいサービスの説明や不要な荷造りセットの回収など、マメな連絡はありがたかったし、臨機応変に対応してくれて、とても満足です。搬出、搬入共にリーダーが素晴らしく、チームワークを感じた。皆さん気さくな方達で感じが良かった。やはり、アート引越しセンターだな。と感じた。,兵庫,神奈川,いつでも,5,5,4,5,6,9,80,4
57,2023-07-22,明るい,4.25,最初女性の方がみえたため、重くて大きな荷物もあり、大丈夫かなと思っていたが、軽々と持ち上げていたため、凄いなぁと彼とともに感心しました。夏場で暑かったですが、スムーズに仕事をしていただいて助かりました。前の引っ越し作業が終わってなかったため、時間に1時間半ぐらい遅れたのがどうなのかなと思いましたが、事前に連絡をしてくれたため、その点はよかったと思います。壁が傷ついたり、汚れないようにしっかりと保護材を使用してくれていました。特別引っ越しで床が傷ついたり、汚れたりということはなかったです。料金も安くしてくださり、とっても助かりました。営業の人の対応も、グイグイくる感じではなく、親身にこちらの希望を聞いてくださったため、よかったです。また引っ越すことがあれば、同じ業者を利用したいと思いました。,静岡,静岡,午前,4,4,4,5,3,4,15,6
78,2023-07-21,説明が丁寧だった,4.75,【見積もり時の対応】スタッフが明るくて説明が丁寧。こちらの質問にもすぐに答えてくれて感じが良かったです。【料金】安いと思います。値引きも頑張ってくれましたし、安くなる方法もご提案頂けました。【作業内容】迅速に運んでくれて助かりました。運ぶ場所や収納場所もきちんと尋ねてくれました。小さい子がいて邪魔した時もあったのですが、嫌な顔せず対応頂けました。【全体的な評価】段ボールの引き取りも無料でしてくれたり、やりとりが電話でなくラインだったところも高評価でした。【良かった点】丁寧に色々説明してくれました。支払い金額や段ボールの受け取り、引き取りも全てラインで確認できます。トラックをとめる際、近所にもきちんと挨拶して頂けたので良かったです。【気になった点】スタッフ同士の会話の中で不愉快なことがあった,神奈川,福岡,いつでも,5,5,4,5,6,0,0,4
79,2023-07-21,真夏の暑い中にも関わらず、爽やかで丁寧でした。,4.0,【見積もり時の対応】他にも安い会社がありましたが、相見積もりの前提だったので頑張って近い料金まで下げてくれた。【料金】他社と比較してこちらが納得できそうなところまで頑張ってくれた。但し料金体系については会社の中の体制やシステムで変わることも合わせて教えてもらうことができたので、その点では納得できる提案内容だったと感じる。【作業内容】他社を比較できるほど数多くの会社にお願いしたことが無いですが、私自身が納得できる作業内容だったかが重要だと思っているので満足です。【全体的な評価】非常にスムーズだったと思います。作業の方もこちらに配慮下さいました。【良かった点】イライラするような夏場の暑い中にも関わらず、総じて爽やかに作業を対応いただいてありがたかったです。こちらも相応の気遣いはしたつもりですが、お互いに気持ちよく引っ越しできたのが良かったですね。【気になった点】特にありません。真夏の暑い中でしたので、作業の方々が体調崩されたりしていないか気にしておりました。,大阪,宮城,いつでも,3,4,4,5,3,8,40,4
70,2023-07-21,適当な作業をする会社,3.5,丁寧な作業ではなかったです。また家電製品を拭いてから搬送するをサービスの売りの一つにしていましたが、実際拭いてくれたのは冷蔵庫だけでした。また、冷蔵庫やエアコンから漏れた水をそのまま放置するなどひどかったです。,神奈川,神奈川,いつでも,4,4,2,4,2,8,40,9
58,2023-07-20,丁寧で気持ちよく元気良くしていただいきました。,5.0,見積もり時こちらの希望を聞いてくださり満足いたしました。ただ、引越しの時に発生する備品の調達や電化製品の処分などにお金がかかるので、お金に余裕を持っておくことを覚えておいたほうがいいですね。照明器具の取り外しや梱包をしてもらえたので助かりました。元気ある若い人が手早く作業をしてくれたので、私自身梱包など疲れてましたが元気をもらい笑顔で引っ越しができ良かったです。,滋賀,滋賀,午前,5,5,5,5,6,2,30,3
47,2023-07-16,清潔感がありました,4.5,猛暑日にもかかわらずテキパキと仕事をこなしてくださいました。作業着や身なりは清潔感があって、安心して家財をお任せすることが出来ました。転居前も転居先も、住宅の前の道路が狭く、トラックを駐車してるとほかの車が通れないため、通行の車が来た際はトラックを移動する必要があったのですが、運転手と他のスタッフの方々の連携で素早くトラックを移動して作業に戻っていました。このあたりの手際の良さはさすがアート引越しセンターだなと思いました。料金は当初想定してた金額よりも予算オーバーでしたが、手際の良さ・スタッフの対応の良さ、などトータルで考えるとむしろ安く感じました。引越しの契約が決まってから引越し日まで、疑問点などを電話で問い合わせた際も親切丁寧に対応いただき、大手ならではの安心感がありました。見積もりから引越し終了までトラブルなく済ませることが出来ました。,東京,東京,午前,4,5,5,4,5,7,40,7
73,2023-07-15,アート引越センター,4.75,【見積もり時の対応】訪問見積いただきましたが30分以内とスピーディーでした。在宅勤務の昼休憩時に行ったのもあり短時間で対応いただいたのはよかったです。【料金】想定より安い金額提示いただけたと思います。訪問見積２社でしたので１社目の見積をお見せし結果的にそこから３万円ほど下げていただきました。【作業内容】現住居からの運び出しは想定よりも早かったです。当初３名と聞いてましたが別案件で近くで待機してるスタッフ２名も応援に来てくださりました。状況に応じそのような対応してくださるところも高評価です。新住居への運び入れは途中15分ほどの休憩込みで２時間ほどでした。こちらは当初の３名で行った点、エレベーター１基であまり広くない点もあったと考えます。【全体的な評価】営業、引越スタッフ、カスタマーとすべて高いレベルにあると思います。【良かった点】実は現住居からの運び出しで１点電化製品を運んでいただけないトラブルがありました。引越翌日に不動産会社の方に見ていただいたところ設備に問題がないことが確認でき、ダメ元でカスタマーセンターに個別に運び出しいただけないか問合せてみました。すると１時間もしないうちに担当支店の方よりお電話があり、結果アート社側の確認不足ということで翌日個別運び出しを手配いただきました。日常使いする電化製品であったのでこのスピード感でご対応いただき大変助かりました。次回引越ある際もぜひ利用したいと思います。【気になった点】特にありません。,東京,埼玉,いつでも,4,5,5,5,4,8,40,4
93,2023-06-30,見積もりに来られた方の接客は好印象でした。,4.0,今回、別の家に立ち寄りも希望していました。料金は発生しましたが、料金について納得しています。訪問見積もりの際、値引きもして頂き、担当の方には誠意も感じました。他にも業者さんが来られる予定でしたが、2件目だったアートさんに即決しました。,大阪,福岡,いつでも,4,5,3,4,6,0,20,4
92,2023-06-30,迅速かつ丁寧な対応,4.5,良かった点・爽やかで丁寧かつ迅速で　臨機応変に対応してくださったこと・子供が邪魔になることがあったが　嫌な顔せずに笑顔で声をかけてくれた・適宜確認して荷物を運んでくださり　無駄な動きなどがなかった・梱包作業が丁寧だった悪かった点・しいて言うなら、外した棚の付属品など　別の場所に置いたのであれば伝えて欲しかった。全体的に丁寧で迅速な対応をしてくださり感謝いたします。ありがとうございました,神奈川,神奈川,いつでも,4,4,5,5,6,7,30,3
85,2023-06-30,営業さんは良かったが、作業員の態度が最悪だった,3.0,営業の方はとても丁寧で、こちらの希望を汲み取って価格の交渉など対応してくれました。金額はかなり下げてくれて、とても助かりました。その方の対応が良かったのでアートに決めましたが、当日の作業員が最悪でした。訪問見積もり時に事前に当日の同じ時間帯に別の業者の工事が入っていると伝えていて、「そこは柔軟に対応します」と言われていたのに、実際にはそのことを伝えると「は？早くしてほしいんですが、いつ工事が終わるんですか？」とため息をつかれました。それだけでもがっかりしたのに、言葉遣いも適当なリーダーがやってきて、態度も姿勢もチャラチャラ、仲間への指示もかなり言葉がきつく聞いていられないものでした。挙句の果てには家具の部品を紛失し、「え？最初からありました？なかったんじゃないですか？」と笑いながら言われ、怒りを通り越して呆れました。最後には、アンケートの依頼があったのはいいですが、ハガキで出すなと意味の分からないことを言われ、その場ですぐにネットで回答するように強要されました。もちろん断って後でやると言いましたが、何でですか？ハガキいります？ハガキ置いていきますけどハガキ出さないでもらえます？の一点張り。作業報告確認の電話で「問題なかったか」とオペレーターに聞かれた際に口ごもったところ(部品をなくされたので)、「何ですか？何かしましたっけ？今言ってもらえます？」とキレ気味に詰め寄られてすごく怖かったです。以前利用してとても良くしていただいたのもあってアートを利用しましたが、最悪な気分になりました。あまり、おすすめしません。,秋田,秋田,いつでも,3,5,1,3,1,4,30,4
90,2023-06-30,,5.0,良かった点価格法人契約以外の会社都合による引越は、家財運搬料、着後手当、宿泊日当が補填されるケースが多いのですが、それらを見合いに業者を選定する人が多と思います今回は割に合っていましたある大手の業者さんは、御社の2倍もの見積もりをふっかけてきました、、スピード感荷量は少なかったのですが、チームのスピーディーで丁寧な作業を見させて貰い感銘を受けました,京都,広島,いつでも,5,5,5,5,4,4,10,5
89,2023-06-29,まあまあです。こんなもんかな。,3.5,　午前８時３０分に引っ越し作業を開始しました。午後の別件の作業に行く予定が迫っていたらしく、もう少しゆとりある作業をして欲しかった。最初は荷物を渡す際には元気よく作業員が「はい」と返事をして受け取ってくれたが、だんだん作業が進むにつれて作業員の返事が無くなり、スタッフが無言で段ボールを受け取っていた事が後半になると多々見られた。最後まで気分よく作業をしてもらう為には、サービス業である以上、スタッフは顧客側に対しては元気よく「はい」との返事を貫いて欲しい。私の事前梱包が間に合わなく多少作業員を途中で梱包が終わるまで待たせてしまったが、今回は新居への移動距離は僅かに１００ｍしか離れておらず、移動時間も車で２分も掛からない移動先である為、総合的な作業時間にも余裕が有った筈だが、作業員には無言で急かされている事を感じ取れた。エアコンの脱着作業時に、銅線が足りない突然現場で作業員に言われてしまい、急遽エアコン取付時の配線代追加料金を現場で１２，１００円をも徴収されてしまった事が腑に落ちない事である。,埼玉,埼玉,いつでも,4,4,3,3,5,6,20,9
98,2023-06-29,相談は優しく親切、作業は迅速丁寧、トラブルも即解決,5.0,【見積もり時の対応】登録してすぐに早い日時でオンライン見積の予約ができたのはアートさんだけで好印象でした。女性一人暮らしで訪問見積されたくないので、とても安心して相談できました。【料金】項目ごとの明確な説明が良かったです。他社さんの見積価格を相談すると、繁忙期ではないのでと企業努力をしてくださり、驚きの価格で大満足でした。【作業内容】作業フローやスケジュールは、web上でいつでも分かりやすく確認できるのは、大変助かりました。【全体的な評価】礼儀正しい作業員さん達が時間通りに来られて、テキパキ綺麗に作業してくださり、私のミスでシーリングライト取り外し忘れたのも電話したところ、迅速に別便で無料対応していただき、とても感謝しています。またアートさんにお願いします。皆さんにもオススメします！,福岡,大阪,いつでも,5,5,5,5,8,9,30,4
96,2023-06-29,話が早く、対応もとても良い。,4.75,流石大手の会社だけに対応がとても良い。引越し時のスタッフも、感じよくとても満足した。また、引越しすることがあればこちらでお願いしたい。悪いところは、全然無し！見積もりでは、少し金額が高いかなと思っていたが、仕事ぶりを見ていたら反対に安すぎたと思った。,広島,広島,いつでも,4,5,5,5,1,0,0,6
94,2023-06-29,対応は過去と比較しても良かった。,4.5,作業員のリーダーが優秀。月末でトラック不足で2日にまたがったのは想定外。但し、今後は増えるのかな、って感想。Ｎ社やA社は見積も丁寧。H社は雑で、価格は安いものの信用が低い。（作業員等の人件費を圧迫？）価格だけでなく、トータルで選択することを勧めます。月末は避けたほうが良い。,大阪,大阪,いつでも,4,4,5,5,15,10,50,6
88,2023-06-29,昔とすると質が落ちてるように思える。,3.25,価格的には満足してますが、ノルマがあるんだと思うが、少々仕事が雑に思えた。御社を何度か使ってるが、毎回雑になってる…のでは？と感じた次第です。営業の方に電話したが繋がらないので、担当地域の御社に電話しても素っ気なく感じた。フォローコールに関しても、他人事みたいな感じの話し方で、筋書きの言葉を発してる様に思えた。,大阪,山口,いつでも,3,4,3,3,2,5,15,5
83,2023-06-29,あまり良くなかった,3.5,約2年前にとある大手引越し業者を使い引越ししたが、対応がよく作業もスムーズだった。今回は事情があり、アート引越しセンターさんを使ったが、3人で来た割に手際があまり良くなく、同僚を急かす感じを目の前で出されたりし、急かされてる感じがあり慌ただしかった。捨てて欲しいと事前に依頼し許可が了承されていたものも、自身で捨てますよね？と言われたりと現場との連携が取れてない感じがあった。荷物の載せ忘れが何点かあった。載せる荷物は事前に伝えていたし、序盤でも伝えていたが、自転車が駐輪場に忘れられていた。(最終確認でトラックの中の確認は頼まれなかった)某大手に比べて、オプションが有料の物が多く、逆に高かったのかなと感じた良かった点は…正直分からなかった。総合的に見て次回は頼まないと思う。,大阪,大阪,いつでも,4,4,3,3,2,0,15,5
82,2023-06-29,大手で安心できる,4.5,引っ越し先での家具、家電等の配置について提案やメンテナンス効率を考慮したアドバイスをいただけて、大変満足している。作業だけにとどまらず、コミュニケーションを含めて素晴らしいサービスを提供いただいたと思います。,千葉,千葉,いつでも,4,5,5,4,9,4,30,7
100,2023-06-28,スピーディだった,4.25,一日で　荷出し　荷入れが初めてで　少し不安でしたが、スピーディで　滞りなく済みました。搬入後　不都合などありませんでしたかと聞かれたが　いっぱいいっぱいで　特にありませんと答えたが翌日　一か所　床にキズ我あったので　それが残念でした。,佐賀,福岡,いつでも,3,5,4,5,6,6,0,4
97,2023-06-28,値段の割にきちんと対応してくれた,3.5,フリーで引越し依頼をした為、引取り時間が遅くなり１８時～２０時との連絡も実際は２０時過ぎに引取に来て終了したのは２１時頃。その後の予定を考えるとちょっと遅すぎる。フリーの場合は注意が必要と感じます。またフリーの場合はその前の引越し作業の進捗、道路状況により今回のように更に遅い時間になる可能性があり引越し屋にはクレームをしたが改善はされないと感じる。,千葉,東京,いつでも,4,4,3,3,1,3,20,0
99,2023-06-28,ゴリ押し感が無い。元気。,4.75,見積もり時に、訪問とメール見積もりのメリット、デメリットを丁寧に教えていただきました。実際に荷物を見ていただいての見積もりによる安心感と、思っていたよりも安く上がったのがありがたかったです。（他社のメール見積もりではやや高額だったのと「これでも勉強した方ですよ」という圧を感じたので）ダンボールは頑丈だし、布団袋とガムテープのサービスも良かったです。大分大きいダンボールで、むしろ使い切れないくらいでした。当日担当してくれた社員さんは、エレベーターも無い5階の引越し先で何往復してもなお、笑顔を絶やさず対応してくれました。荷物の扱いも丁寧で、それでいて早い。途中、階段に接した他住人とすれ違ったようで「お騒がせしてます！」と挨拶してくれる気遣いも嬉しかったです。（年配の方が多いマンションだったので）今後いつかまた引越しの機会があったら、お願いしたいです。,千葉,千葉,いつでも,4,5,5,5,8,3,50,0
87,2023-06-27,見積もりから引っ越し完了まで全ての対応が良かった,5.0,本当に良かったです。荷物も丁寧に扱って頂き、暑い中の作業にも関わらず、笑顔でご対応頂き、非常に感謝しております。また御社を使わせて頂きたいですし、友人・知人に引っ越し業者の相談があれば、御社をオススメしたいです。,愛知,大阪,いつでも,5,5,5,5,12,11,70,6
104,2023-06-26,全ての従業員さんの訓練が行き届いている,5.0,見積もりから引越しまで一週間程度だったのですが、アートさんに対応していただきとても助かりました。段ボールも三ヶ月後までの引き取りサービスがあるとのこと、休みの日に整理しながらゆっくり荷解きできそうです。,宮城,群馬,いつでも,5,5,5,5,2,1,20,0
84,2023-06-26,スムーズに対応して頂き良かったです。,5.0,相見積もりを取りました。アートさんが最安という訳ではなかったですが、訪問見積もりをして頂いた際プランについての説明が分かりやすく、また最初に提示された金額から値下げ交渉した際も値下げに至る条件も値段も納得がいくものでした。引越し当日も迅速に対応して頂きましたので総合的に満足ですし良かったです。あえて悪い点を挙げるなら、過去引越しした際はプチプチなどの緩衝材は業者さんからかなり貰えたのですが、昨今は貰えないそうでそこだけが少し不満でした。,埼玉,埼玉,いつでも,5,5,5,5,2,0,30,3
102,2023-06-26,本当にご丁寧でテキパキ動いて下さり助かりました,5.0,総合的にもう、よかったとしか言えません。電話の窓口の方の対応は少し色々思うこともありましたが他の方に電話代わって頂き、とても丁寧に教えてくださりました。今思うと慣れていないのか電話がいっぱいなっていましたので、その女性も頑張っているのだと思います,大阪,大阪,いつでも,5,5,5,5,12,0,20,0
81,2023-06-25,丁寧な対応で、親切でした。,4.75,２社で検討していましたが、連絡が早かった１社は、訪問見積もり後に、荷物が多かったからか、連絡が滞り受ける気がない感じでやめました。相場よりお高めだと思いましたが、サービスが良いという口コミと電話&zoom見積もりの対応の良さでアートさんに決めました。荷物が多かったので、梱包からお願いしました。予定通りに進めるために、リーダーさんが作業の進め方を臨機応変に調整してくれました。その場で処分する物を決めながら進めることができましたが、判断に困るところはアドバイスをくれました。ほとんどのダンボールの上と横に荷物の種類を書いて荷解きのときに分かりやすくしてくれました。料金は見積もり通りでした。信頼できます。お勧めです。,福岡,福岡,いつでも,5,5,4,5,6,7,20,10
106,2023-06-25,作業員の方がとても手早くてよかった。,4.5,引越を見積りするのに、たくさんの会社から電話があった。電話があった順番に見積りしてもらう事にした。２社見積りして決めた。　見積り依頼してからは見積書はすぐにはこなかったのでもう1社見積りしようかと思って時に郵送できた。　結果的に、お値打ちにしてほしいとお願いしていたのでいろいろと考えていて遅くなっていたのかと思う。　当日は思っていた時間ではなく遅くなったが、作業員の方も手早く頑張ってくれたので選んで良かった。,岐阜,岐阜,いつでも,4,4,5,5,5,0,0,7
110,2023-06-25,誠実,5.0,営業の方も当日のスタッフの方も清潔感あり、丁寧な振る舞いで安心してお願いできました。料金も、オンライン見積もりの際に試行錯誤してくださり納得感ある金額にすることができました。事前に送られたダンボール類も、すぐ開ける物、割れ物、普通物でガムテープを分けれるようになっていて便利でした。,東京,福井,いつでも,5,5,5,5,7,3,20,4
111,2023-06-24,朝の番組のコマーシャルで馴染みがあった。,5.0,迅速に綺麗に、自分のタイミングが合うようにしてもらい大変助かりました。以前他社を使ったことがありますが、希望の日時、時間と価格とあまり、すり合わせがうまく行かず、難義しました。すんなりと、日々の仕事時間外で進めれたので満足しています。,兵庫,兵庫,いつでも,5,5,5,5,7,2,15,6
101,2023-06-24,若い人たち,4.0,急いだ引越だったので比較して安い方にしましたが、いま決めるとこの値段、段ボールもおいていくなど、うまいなーとおもいました。そして段ボールは運ばない契約になっていることにきづいたのは前日で、慌てて運びしんどかったです。30箱は無料ではこんでいただきましたが、入居のほうで家具にしくマットを勧められたかいなーと思いながら何か気をつかって承諾。結局比較した他社と同じくらいかかったなーとなりました。,秋田,秋田,いつでも,4,4,4,4,12,5,50,3
105,2023-06-23,若さと元気。パワーみなぎるスタッフさん達でした。,5.0,テキパキと積み込みも荷下ろしも素早く丁寧で感心しました。スタッフさん皆さん元気があって、とても良い引越しでした。家具の置き方やカビ対策なども教えてくださって参考になりました。ありがとうございました。,北海道,北海道,いつでも,5,5,5,5,5,2,30,8
109,2023-06-23,営業の方も、電話対応の方も、引っ越し担当も良かった,5.0,最初に来た業者の営業の方の態度が悪く、業者を使うか悩んだか、その後に来たアート引越センターの方の対応がよく、後日いくつか質問した際営業の方が休みだったが、内容がちゃんと申し送られていて連絡が来た。当日配送担当の方もとても感じが良く、作業も早く良かった。,埼玉,埼玉,いつでも,5,5,5,5,2,9,30,8
107,2023-06-22,引っ越しリーダーの人が丁寧で感じの良い人でした,4.25,良かった点：引っ越し作業中に、こちらから引っ越し作業の内容を質問すると丁寧に答えてくれました。また、引っ越し会社さんが到着したにも関わらず、まだ荷造りをしていたら、ダンボールを閉めるのを手伝ってくれたり、こちらの作業が遅れていたにも関わらず、いやな顔をせずに手伝ってくれました。部屋に荷物を置く際にも、こちらの荷ほどきの作業を想定して、ダンボールなどを置いてくれたお陰で、荷ほどきがしやすい状況になっています。悪かった点：旧住所から新住所への移動する際、旧住所側を出発する際に約30分程度で到着する見込みと聞きましたが、実際に到着されたのは、1時間半後くらいでした。もちろん、渋滞などが理由で会ったかと思いますが、30分程度で到着予定と聞いていたがゆえに、1時間も多く待ちぼうけをくらってしまい困りました。全体の感想：全般を通して、とても丁寧に引っ越し作業をしてくれて、こちらの疑問にもきちんと答えてくれたので良かったと思います。次も機会があれば、利用したいと思っています。,埼玉,埼玉,いつでも,4,5,5,3,1,3,50,10
115,2023-06-21,丁寧な対応でした。作業も速やかで助かりました。,4.5,今回の業者さんに決めたポイントは見積もりの対応も、その後の問い合わせの際も別のスタッフさんなのですが丁寧さに差がなくて信頼できる会社さんだと感じました。実際に作業に当たってくれたスタッフさんがとても丁寧にお仕事をしてくださり、良かったです。それ以上の電話やメールがありましたが5社の見積もりをとり比較をしました所二倍以上の価格差があったので、電話対応の感じで決めたのでいちばん安い業者さんにした訳ではありませんが相見積もりは大事だと思いました。引っ越し希望日が決まっていたので「その日はもう割と埋まっているので、早めに決めた方ががいい」などと比較していると知っているからこそ誘導的な対応があったりもするのでそこは気をつけて少し時間がかかっても納得がいくまでは見積もりを書くにしました。,静岡,静岡,いつでも,4,4,5,5,2,1,4,6
103,2023-06-21,みんなテキパキ。丁寧。良い表情。元気。,5.0,とにかく、手間のかかる引越しでしたが出す時も　搬入の時も　みなさんテキパキ気持ち良い作業で無事引越しができました。感謝です。値段については距離と荷物をかんがえると妥当な価格だと思っています。,東京,大阪,いつでも,5,5,5,5,6,9,50,3
117,2023-06-20,他社と比べて安かったし、作業も確実であった。,4.5,当日見積もりに来られた。特に値引き交渉はしなかったが、前回この社にお願いしたことを話したら、その場で、それまで来られた他社よりかなり安い金額を提示された。作業は前回の引っ越しでも特に問題となる点はなかったので、この社に決めた。当日の作業は非常にてきぱきとして確実であり、見ていて気持ちが良いくらいであった。,千葉,千葉,いつでも,4,4,5,5,8,5,50,8
80,2023-06-19,対応は丁寧で作業も概ね丁寧でした。,4.0,良かった点電話での受け答え時の言葉遣いなどの対応、見積もりに来られた営業の方の見積もりに掛かった時間の長さや話される言葉遣い、見積もり提出時の遣り取りに誠実さを感じ引越しを依頼しました。実際の引越し作業も作業者3名の挨拶から始まり、大まかな作業内容及び作業にかかる概算時間の案内をして頂くなど作業の最初にこちらに安心感を与える対応をしていただきました。作業中も終始話言葉は丁寧であり、荷物のハンドリングも概ね丁寧に見えました。引越し後に廃棄段ボールを引き取って頂く為に営業支店へ持ち込んだ際にも丁寧な言葉遣いと対応をして頂きました。悪かった点荷物の養生が悪かったのか搬送後引越し先でエアコンを設置して頂くときにエアコンの室内機が汚れて細かい傷が多数ついていました。これは残念でした。また、廃棄段ボールの処理について、何処の支店でも受け付けてくれるにもかかわらず、ご自身が所属する営業支店でしか受付てくれないかの様な話を作業者だけでなく電話応対して頂いた支店受付の方もされたのも残念でした。感想など私はこちらの引越し会社さんにして良かったと思います。以下にそう思った点を記します。・相見積もり時に一番安い価格を提示された(他社より2割弱安い見積もりでした。契約時には更に安くなりました。・営業部門、引越し実施部隊共に対応が丁寧でした。・引越し作業完了後の対応も丁寧でした。(作業してお金を貰ったら終わり、では無く、常に丁寧でした),大阪,大阪,いつでも,4,4,4,4,12,12,60,5
118,2023-06-18,親切で迅速かつ丁寧に作業されていた,4.0,イメージ通りの仕事の丁寧さと迅速に作業されており、言葉使いも丁寧でした。途中立ち寄って荷物も運んでくださいましたが、丁寧な対応に感謝です。次に引っ越す時も是非アート引っ越しセンターさんにお願いしたいです。ありがとうございます。,大阪,大阪,いつでも,4,4,4,4,5,14,20,6
86,2023-06-18,親切丁寧,4.75,サンドさんがCMしているので気になっていましたが大手さんなので金額的に難しいかな・・と思っていたのですが、思っていたより安くして頂けたので良かったです。段ボールやボックスなど色々なサービスがあるのも嬉しいです。はじめてで不安でしたが、早くて丁寧な対応で運んでいただき助かりました。,群馬,群馬,いつでも,4,5,5,5,1,5,10,6
113,2023-06-16,社員教育が徹底して良かった。,4.0,自分の希望価格が最初は超えていたが、自分の希望額に少し合わせてくれた。希望はもう少し安い価格が良かったが、大手の引越会社なので、その分、信頼した安心料と思い納得した。段ボールや布団カバーの数は良かったが段ボールを閉じる時のテープがもう少し幅広のテープが良かったので少し残念な感じだった。作業の都度都度の確認でチェックがサインのみで簡素化していていい。作業確認がしっかりしていた。また、荷物（テレビ、冷蔵庫、洋服ダンス）の梱包や搬出搬入の建物の保護、出入口のカバーや搬入時、畳の部屋の畳の上のシートを敷いて畳の保護をしていたのがいい。搬入先が道路が狭く駐車出来なかったので少し遠くの搬入距離となったが嫌な顔せずに作業を行っていた。そこを考えると初めの挨拶から最後の作業まで社員教育が徹底して良かった。引越の料金はもっと安く出来ると思うが、いい加減な仕事をされるより安心感があるので、そういう方にはお勧めです。,東京,東京,いつでも,4,5,4,3,11,0,0,9
114,2023-06-16,引越し作業、接客等全てにおいて満足してます。,4.5,良かった点・引越しと合わせてエアコンを3台アート引越しセンター経由で購入でき、費用も高過ぎず、引越し当日に取付けまで実施してもらえて手間が省けた。・大型家具の搬出、搬入の際に分解と組立てをスムーズにやって貰えて助かった悪かった点はありません。,大阪,大阪,いつでも,4,4,5,5,10,12,70,0
95,2023-06-16,とても、感じが良くて丁寧だった,4.0,サカイ引越センターの見積もりをした時に担当者が後からまた家に尋ねてきて他の業者を断るように強く言われて恐怖を感じた。引っ越し業者には個人情報も渡しているので嫌がらせを受けないかなど色々な状況を考えて気分が悪かったし印象が最悪でした。今後あのようなことはないようにしてもらいたい。,神奈川,神奈川,いつでも,3,4,5,4,1,2,0,0
108,2023-06-15,とても親切でした。,4.0,基本的にはとても良かったです。ただサービスが良い分、値段が他社さんより高いです。戸建賃貸なのでインターネット選びも大変なのですが紹介して下さいました。後日、専門家の方が詳しくアドバイスいただき最適なプロバイダーを決める事が出来ました。電力会社も同様に案内いただきました。このように今回は引っ越しまでの色々な手続きもフォローしていただき誠に感謝しております。なのでサイトから見積もりだけでもやってみる価値ありだと思います。引っ越しだけではなく引っ越しに関わる全ての問題を相談出来ます。今回はお世話になりました。また、お願いします。,東京,東京,いつでも,4,4,4,4,8,7,40,8
112,2023-06-14,言葉遣いが丁寧で明るく気持ちがよい。,5.0,引っ越しの相場が分からないので一括見積をしたところ、一気に数社から電話が入り何処にお願いすればよいか迷いましたが、見積もり金額とどのようなサービスがあるかをお聞きし何処にお願いするかを検討してから決めたいことを伝えました。また、引っ越しに於いては、男性1人、女性2人の方が見えましたが、重たい荷物を何回も往復しながらも嫌な顔もせず、男性だけとは違った細かい配慮もしていただき、女性の方がおられるとこんなに感じが違うものかと思い、気持ちよく引っ越しができました。本当に感謝です。,大阪,大阪,いつでも,5,5,5,5,11,7,15,8
116,2023-06-12,さすが大手さんの安心感だった。,5.0,こちらの要望を聞いて的確に提案してくれた。企業側の事情も話してくれつつ、ここまでならできるけどどうか？と提案頂けたので納得感があった。当日の作業も驚くほど速く丁寧で驚いた。新居への搬入も下にシートを敷いてくれたり細かい気配りがあった。段ボールの回収は無料だが、待ちきれなかったので問い合わせると持ち込みも可能とのことですぐに対応してくれた。箱ティッシュを頂いた。全体的にお願いして良かった。,埼玉,福岡,いつでも,5,5,5,5,6,6,50,4
