,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
195,2023-03-13,引越し作業はテキパキ行っていた,4.25,相見積もりであったが、相場感が分からず、どのように決めれば良いか悩んだ。最初の見積と最終の見積にややギャップがあり、繁忙期の引越しは割高感が高かった。営業トークの中で、今決めればこの値段で行けると言われたが、相見積もりをしているのだから出来るだけ早い段階でそれなりの見積額を出して欲しいと思った。比較的後の方が有利ではないかと感じた。ここ数年引越しが続いたので、荷物量とトラックサイズや価格の感じを掴んでいたので高い料金を払わずに済んだが、トラック２台になるとかなり高額になるので、自分の荷物量をおよそ把握しておくと値引きに有利と思います。段ボールをリサイクルにすると安くなると言われそのようにしたが、実際には新品が来て、少しラッキーでした。引越し屋さんで段ボールサイズが異なるので、事前に調べておくと荷物の詰め込みがしやすくなると思います。形の変わったものは段ボールを変形して自作するので、出来るだけ多くの段ボールをもらっておくと安心と思います。,神奈川,神奈川,いつでも,4,4,5,4,8,9,40,4
197,2023-03-12,対応が丁寧かつ効率的,5.0,良かった点❶ネットの対応が◎　・引越し先が具体的でなくても見積りの対応をしてくれた。　・引越し先が4階となっても見積りどおりの価格で対応して頂いた。❷引越し時　・電話の調整では玄関付近に荷物を集積すると言っていたが、それに関わらず2階、倉庫の荷物も見積り内で積極的に運んでくれた。　・ダンボールと調整していた荷物を、ガスコンロに見積り内で変更してくれた。　・引越しで作業していたチーム内、また同時に引越し準備していた私を含めて会話が多く、不安な引越し前に楽しい時間を共有させてもらいました。,静岡,兵庫,いつでも,5,5,5,5,3,3,10,4
190,2023-03-08,丁寧で会社の体制がきちんとしていた。,5.0,見積もりの際にこちらの要望に的確に対応していただき、作業が丁寧で手際良く皆さん笑顔で終止行われました。会社の心得もしっかりしているのが伝わり信頼でき依頼して良かったと思いました。サービスの付加もあり助かります。お勧めしたいとも思いますし、また機会があった時は依頼したいと思います。,福岡,福岡,いつでも,5,5,5,5,4,5,15,10
193,2023-03-06,有名な引越し業者,4.0,初めて使う業者でした。営業の方は良かったです。作業担当の方、良かったんですが、声が小さかったり、荷物をどこに置くか段ボールに書いてあるのに、その場所に置いてくれなかったり、歩く時に、かかとでドンドンと音を立てて歩いたりと色々と気になりました。下階はないのですが、隣近所に響くなと思いました。服もハンガーラックみたいな物に掛けていたのに、外れてぐちゃぐちゃになってました。元の家に忘れ物をしたとき、きちんと対応してくれたので、そこは良かったです。,広島,広島,いつでも,5,5,3,3,4,5,20,5
166,2023-03-06,想像以上にに良かったです,4.5,初めての引越しで、予算もあまり無く安い所を探したいとサイトを見つけました。1社目の電話対応がイマイチで頼みたくないと思いました。2社目は電話対応も感じ良く、日にちで料金が変わるなどの説明とか、こちらの希望に寄り添ってくれているような印象でしたので、少しでも安い所を探す予定でしたが2社目のアートさんでお願いすることにしました。実際に引越し作業もテキパキとしていてスピーディーだったし、布団袋とかダンボールも無料で事前に届けて頂いたり、とにかく対応の感じが良くアートさんに頼んで良かったと改めて思いました。今回は一人暮らしの子供の引越しで、引越し先では荷物を開封せず置くだけの作業だったので、できれば作業内容によっても価格がもう少し安かったらなと思いました。希望していた配達日は繁忙期ということもあり想像以上に高く安く済ませる為に配達日をかなり前倒ししました。どうしても希望日に引っ越さなければならなかったら業者を利用することはなかったと思います。,埼玉,青森,いつでも,4,4,5,5,3,1,10,4
226,2023-02-28,大手の引越し業者,4.5,今回初めて引越し業者を利用させて頂きましたが、女性の従業員もいて、安心してお願いすることができました。また、一つ一つの作業が迅速かつ丁寧でとても驚きました。ダンボールの回収について説明してくれたり、洗濯機のホースの高さを揃えないと洗濯機の故障につながりますと教えて頂いたおかげで、実際の予算より3000円程高くはなりましたがホームセンターなので買うより断然に安く底上げできました。本当にありがとうございました！！,岩手,岩手,いつでも,4,4,5,5,4,4,0,5
222,2023-02-28,引っ越しのプロ！,4.25,引っ越しに関して、スピード、質共に全く問題ありませんでした！料金も他社見積もりを正直につたえたら、他社より優遇してくれました。トラックも2台で来てくれたりと、以前利用した他社からは高く設定されたことを感じました。作業員の方が少し忘れっぽい(旧居を最後に見たら、養生が残ってたり、無料サービスを利用するかの確認がなかった)ことと、アルバイトさん？が現地集合で時間やら少し早く来たのか、家の前のガードレールでアイコスを吸っていたのは心象が良くなかったです。勤務前なのでまあ、いいですが。ただ、引っ越しに関しては大満足です！,東京,神奈川,いつでも,4,4,4,5,7,4,15,4
219,2023-02-27,見積もりも引越し作業も一貫して丁寧。,5.0,オンライン見積もりで家に人を入れることがなかったのが良かったです。そもそも引越し業者自体を使うかを悩んでいたので、引越し費用を抑えたくて8万円〜10万円くらいで車に入らないような大きい荷物を運べたらいいなと思っていました。アート引越しセンターでの見積もりは運んでほしい主要家具をカメラで確認した後、残りの荷物は段ボール20箱分なら入ると具体的に教えてくれたのが分かりやすくて良かったです。初めの見積もり料金は12万円で他の引越し業者の見積もりよりは3万円も安かったのですが、少し厳しく思っていました。すると希望の費用を聞いてくださり、いま契約していただけたら10万円で対応しますと言ってくれて契約に至りました。その後のメール対応では増やしたい家電があり連絡したところ、追加料金なしで対応してくれました。返信も丁寧でした。段ボールは早めに送ってくれたのが焦らないで済むので良かったです。引越し当日も、丁寧で素早かった上にご近所さんへの挨拶もやってくれてとても助かりました。全体的に分かりやすく対応が丁寧な印象を受けました。また引越しの機会があれば頼みたいと思えました。,秋田,宮城,いつでも,5,5,5,5,4,6,0,4
212,2023-02-27,荷物は壊され、時間は遅れ、最悪でした。,2.75,営業の方は対応も感じも大変良かったので、満足しています。作業員の方は、荷物の扱いも荒く、返事ばかり。混載便で頼んだのですが、違う人の荷物を持ってくるし、リストを作ってチェックしている意味が皆無でした。箱を開けると食器が何枚も割れてました。本当に残念でした。,岡山,神奈川,いつでも,4,5,1,1,1,2,50,5
221,2023-02-27,,3.75,全体的に対応は良かったです。ただ、荷物を追加したい旨を連絡した時に確認して折り返す、と言われたが折り返しがなく、問い合わせたら把握もされていなかった。再度問い合わせたらその場で答えが貰えたのでその前の電話は何だったんだろう、とその点だけ気になりました。,神奈川,大阪,いつでも,4,4,4,3,1,3,10,0
218,2023-02-27,愛想の良い作業員さんで、何となく安心できた,4.25,若い元気な作業員さんで、年齢も比較的近そうでよい時間を過ごしました。作業自体も問題ありませんでした。ただし、15~17時に作業開始とのことでしたが、17時を回っていたのが残念です。作業完了は20時頃だったので、他の住民の方にご迷惑でないか少しヒヤヒヤしました。ドアを外した時にネジが無くなってしまったようで作業が長引きましたが、一生懸命探してなんとか見つけてくださいました。愛想の良い作業員さんだったので、それについては全然許せちゃいました！ベッドも組み立て後にコンセントが入れられない位置になってしまっていましたが、指摘したところ快く直してくださいました。価格に関しても他の業者さんと比較したところ、お安くしていただけて、ダンボールのサービスもつけて下さいました。引越し作業前の住民への挨拶を行ってくださるとのことでしたが、それに関しては何も言及がなかったので、忘れられていたかもしれません。,栃木,栃木,いつでも,5,4,4,4,5,1,40,4
203,2023-02-27,スムーズに誘導してくれてよかった,4.0,引越し業者に県外の引越しを依頼するのが初めてで、最初はどのようにしたら良いからわからず、いくつか見積もりの電話をしたが、うっとうしそうな感じや適当に返事される会社もあった。その中で気持ち良く対応してくれた事、分かりやすく説明し、メールでその内容を確認できるようにしてくれた事で、迷わずアートさんに決めました、作業もスムーズで忙しそうでしたが感じ良く見ている事がでしました。費用があまりにも高額になると悩みますが、そうでなければ、またアートさんにお願いしたいと思っています。再度引越しが決まり会社からアートさんにお願いするよう指示がありました。アートさんに縁があるのか安心してお任せできると思っています。ダンボールやガムテープも提供していただき助かりました。引越しの時期は、ばたばたしており、提供していただけるとありがたいですね。,広島,高知,いつでも,4,4,4,4,1,3,10,5
201,2023-02-27,訪問見積もり時の営業の方の対応が素晴らしく良かった,3.0,最低2社の相見積もりは必須ですね。さらにライバル会社の方が競っているので下げてくれやすいです。今回は以前、アートさんも他社も利用した時より、繁忙期では無かったのですが、思っていたより料金が高かったので、理由を聞いたところ、現在は引越しシーズンの繁忙期が前倒しになり、全体的に引越し料金が値上げになったとの説明を受けました。ただ、以前よりトラックが1台分減っても料金が同じぐらいでしたので、その旨を伝えたところ、その場で契約してくれるのであれば、リピート利用と言うこともあるのでとギリギリまで割引をしてくれました。さらに希望時間帯も調整してくださいましたので、ここまでは満足でした。しかし、朝一であったにも関わらず、引越し時間は契約時に説明を受けた時間より到着時間がずれ、作業員の方も3人中、1人は見習いの方のようで、全体的にスローペースでした。こちら側もなるべくスムーズに行くように、家具の組み立て等、お手伝いしたものの、結果的に新居での一部養生漏れや、搬入の乱雑さがあり、壁に傷がついたり家具に傷があったり、物が壊されたりと散々な結果でした。保険対応ということでしたが、壊されたものは全て元に戻るわけではありません。引越し最中は疲労がたまっており、頭が回っていなく、まさか養生していない部分があるとは思わず、後で痛い目に遭いました。大手だからと信用せずに、引越し当日は作業員の行動もしっかり確認しておくべきでした。今回の引越しは今後の引越しの時に活かすための良い学びと思うことにします。良い点としましては、段ボールプレゼントや段ボールの引き取りサービスがあります。,埼玉,埼玉,いつでも,3,5,2,2,7,4,50,5
223,2023-02-26,CM程ではなかった,3.25,混み合った時期に引受けて頂き感謝はしたけど、出張見積り後に値段交渉の際、一番下のプランでも当然のように普段の倍以上の費用になると言われ、それも一番高い業者の値段を聞かれて（１７万円）１千円安い提示でした。ズルい気がした（嘘ついて低い金額言ってたらどうだったのだろうか？）ちなみに一番安かったのは４万５千円　日程で厳しい場合、他業者は最初から埋ってるとの返事だった。結局無理して受けて頂けるからとそこにお願いしたけど、後で思ったのが高額払ったらスケジュール空けるって、何なんだろう　積んで運んて降ろしてなら今回高くても１０万以内で済ませたかった。とは言え、作業者の方は好印象でした。,広島,広島,いつでも,3,2,4,4,6,4,20,8
205,2023-02-26,評判通り他社に比べてプロフェッショナルでした。,4.75,繁忙期から少し外れており、料金も安くしていただけてので大満足です。梱包も養生も搬入も全て素早く、丁寧で素晴らしかったです。疑問点があれば、私に必ず確認してから作業をしてくださったので、安心して任せられました。,沖縄,沖縄,いつでも,4,5,5,5,11,5,20,6
217,2023-02-26,高い、丁寧。,5.0,アートさんは高いけど、以前頼んだときに丁寧にやってくれたので、他社さんより高くても選びました。相見積もり取ったお陰で、はじめに提示された金額よりもぐっと抑えられました。近隣への対応や、家財の取り扱いも丁寧に実施してくれて、とても助かりました。,神奈川,神奈川,いつでも,5,5,5,5,5,4,30,7
220,2023-02-25,安心できる大手引越社,4.25,アート以外にも2社に見積もり(訪問・ZOOM)を頼みました。うち1社は予算内でしたが地元密着で梱包資材などどれくらいもらえるかわからず、もう1社は別の大手でしたが訪問見積もりのスタッフの対応が悪く見積もりも予算オーバーだったため、アートで契約しました。アートにはZOOM見積もりでお願いしたので、「本当にこの値段で大丈夫か？追加料金がかからないか？」という心配があったのですが、問題なく引っ越しを終えることができました。段ボールも充分な数を届けてくれました。ZOOM見積もりのスタッフさんも、当日の作業スタッフさんも、ハキハキとした気持ちの良い対応でした。大人2人と子供2人での引っ越しだったのですが、新居で到着を待っていた私と下の子を見たスタッフさんが「まずバウンサー(赤ちゃんの揺りかご)をおろしましょうか」と気を利かせていただけたりと、細かい気遣いが有り難かったです。,東京,埼玉,いつでも,4,4,4,5,3,11,70,6
204,2023-02-24,荷物をすごく丁寧に運んでくださり好印象だった。,5.0,自分が想定していたよりも安い値段でやってくださった。引越しの日程的条件が他社様よりよく決め手となった。距離の長い移動だったが中1日でやってくれて感謝しかない。当日残っていた細かいものまでも梱包してくださり助かった。,岡山,愛知,いつでも,5,5,5,5,4,4,10,5
225,2023-02-22,安い。電話対応も当日の作業の方も良い感じでした。,4.5,2年前には無料だったダンボールの引き取りが有料になっていたのは残念でした。価格の相場がわかりませんが、他社(2社)と比較すると安かったです。(前回も同様でした)当日は、3人で見えました。2人はアルバイトの高校生と大学生でしたが、リーダーの方が手際良く指示を出して作業を進めていました。,京都,静岡,いつでも,4,4,5,5,2,4,15,5
228,2023-02-22,気さくで接しやすい,4.0,見積もりの方から実際の作業される方全員がとてもいい方々だったです。料金も高くなる日を教えてくれ、それ以前に設定してお安くしてくれたり、洗濯機の取り付けやベッドの組立なども行っていただきコストパフォーマンスが素晴らしいなと思いました。,神奈川,神奈川,いつでも,4,4,4,4,5,5,15,3
210,2023-02-22,テレビでよくＣＭしている,3.5,他社見積りを多数取り、最後の見積りでした。見積りで貰える粗品は無かったですが別に粗品で決める訳ではないので特にどうということはないと思います。県をまたぐ引越で最初の見積り金額は予定よりかなりオーバーしていましたが、その金額になる理由をきちんと説明して頂いたり、削れるところは削って、日にちや時間の相談など少し時間をかけて相談に乗って頂きました。最終的にはなんとか予算に収まり、とても助かりました。荷物の運び出しに関しては段ボールを運ぶ際に転がされたものがあり、上下をひっくり返したりするならしっかり教えておいて欲しかったな、と思う部分もありましたが、他の家具は思っていたよりしっかり梱包されていました。ネットで運び出し、搬入の時間等を確認できるのも助かりました。,愛知,大阪,いつでも,4,4,3,3,1,4,10,5
215,2023-02-22,作業員の印象が非常によかった,4.5,ズームを用いての見積もりの面談は非常に楽で良かった。引越し前のダンボールの配送が日付指定のみで実際連絡もなく遅い時間となったため、日付変更などがあり残念だった。引っ越し作業は非常に迅速かつ丁寧でとても印象は良かった,神奈川,神奈川,いつでも,4,4,5,5,6,4,20,4
209,2023-02-22,親切に対応してくださる爽やかな会社,4.75,単身での引越し時にも利用したことがあり、今回の家族での引っ越しの際にも、この会社なら家財などを丁寧に扱ってくれそうだなという印象を持っていました。もちろん価格も軽視していたわけではないので、他社さんも検討していましたが、忙しい時期にも関わらず訪問見積もりに来てくださったこと、そして訪問時の対応もとてもよかったこと、そして価格も頑張ってくださったので、今回もサカイ引越センターさんへお願いしました。営業の方が実際に引越し時に対応してくださるわけではないですが、営業の方と同様、責任者の方もとても親切丁寧に対応してくださったことや、小さい子供がいるので搬入時もやりづらかったところがあったかと思うのですが、そういったときにも爽やかな対応をしてくださり、とても気持ちのいい方々でした。今回の引越しで賃貸ではなくなったので、今後引越しの予定はありませんが、もし友人におすすめするのにも、サカイさんをお勧めすると思います。,埼玉,群馬,いつでも,4,5,5,5,4,2,30,3
216,2023-02-20,普通,3.0,遅れていたのもあり、雑が気になったし、ここのマンションはヨウジョウが厳しいので我が社が何回か対応してますし、多少高くなるがお任せくださいと念押しされたので、頼んだが別に丁寧とは思わなかった。値段がやはり他社より高い。洗濯機設置も専用の業者だったが、1年しか使ってないのに引越したよい機会なのでホースを変えた方がよいと、金目当てが丸出しなのがマイナスポイントでした。それによりプラス6千追加になった。,東京,東京,いつでも,4,2,2,4,2,8,15,7
214,2023-02-20,挨拶がきちんと出来て、人柄、サービスも良い。,4.0,アートさんは、業界の中でも信頼が出来る引っ越し会社です。自分が考えていた相場では、4人家族のファミリーでの引っ越しでしたので、おおよそ20万円の料金がかかると思っていましたが、営業担当さんの頑張りもあり、実際には10万円で契約をして頂きました。こちらの値引き交渉にも、真摯に対応してくださりありがとうございました。アートさんは、価格だけではありません。他の会社にはない、お客様視点に立った質の高いサービスを提供してくれます。今後、アートさんで引っ越しを考えている方、ぜひお勧めできる業者です。価格以上の品質、サービスを実感出来ました。作業員の方も、最後まで笑顔を絶やさず、嫌な顔１つせずに作業をしていただきました。機会があればまたアートさんにお願いしたいと思えるくらいおススメいたします。,東京,東京,いつでも,4,4,4,4,8,0,0,10
207,2023-02-17,丁寧すぎるくらい丁寧,5.0,見積から作業完了まで丁寧です。流石大手だなと。特に作業員さん同士の連携がすごくて、安全に早く進んでいく様は見ていて感心しました。2月頭の見積から2週間後とかなりタイトなスケジュールでしたが、対応してくださり非常に有り難かったです。,埼玉,埼玉,いつでも,5,5,5,5,6,4,20,5
211,2023-02-17,誠実な対応を心掛けて下さり良かった,4.25,【見積もり時の対応】WEBで荷物を入力して代金を算出するやり方は、とても楽で良いと思いました【料金】他社の半分の金額で対応していただき、助かりました【作業内容】誠実な対応でキチンと作業してみえたので見ていて気持ち良かったです【全体的な評価】初めて利用しましたが、丁寧な対応でよかったです【良かった点】【気になった点】,岐阜,東京,いつでも,4,4,4,5,4,2,8,3
206,2023-02-17,丁寧,4.0,大型家電を運ぶときに、作業ミスがあった(本来ならば運んではいけない部品である、賃貸に備え付けてあった部品を新居に持ってきてしまった)。そのため、本来ならしなくていい、部品を梱包して送ること、払わなくていい送料を払うことなど、余計な手間とお金がかかった。あらかじめ見積りのときにシーリングライトを持って行く旨は伝えていたが、作業員に伝わっていなかった(もしくは忘れていた)。作業終了直前に、なんとか思い出して作業してもらった。数年前に同じ引っ越し業者を利用したときは、テレビ周りや洗濯機の下など、大型家電を運んだあとにホコリを拭いてくれた。しかし、今回利用したときは少しも拭いてくれなかった。家電は多少拭いてくれた。雑巾を複数用意するように言われていたので、以前と同じサービスがあることを期待していたが無かった。そのため作業が終わったあとに2時間ほどかけて掃除する必要があった。対応そのものは丁寧だったので、ミスさえ無ければ必ずまた利用したいと思った。,愛知,茨城,いつでも,5,5,3,3,4,7,15,0
224,2023-02-16,関係するみなさんの対応が素晴らしい,5.0,遠方の引越しが初めてだったので不安だらけの中、見積もり時の話し方が、いい意味で営業トークっぽくなく、親身になってくださったのが決め手でした。価格は他者さんよりは少し高くなってしまいましたが、家族と相談して納得のうえお願いしました。電話の応対も、当日の作業の方も、みなさん素晴らしい対応で嫌な思い1つもなく、無事に引越しができたのは感謝です。大手企業での引越しは、どこか傲慢なところが見えるだろうと予想していたのですが、最後まで丁寧な姿勢がすてきでした。また、お願いしたいと思います。この度は、大変ありがとうございました。,大阪,福岡,いつでも,5,5,5,5,2,9,15,0
227,2023-02-15,時間に追われてる感じでお客の対応が雑だった。,3.0,時間をフリープランにしていたので、仕方ない所もあるかと思うけど、新居への搬送時間が夕方〜とか夜になります〜からの昼間に…。コロコロ変わるので、おいおいって感じになりました。作業終えた後、確認してくださいって言われて大丈夫だと思い作業を終えた後、まさかの冷蔵庫の下の部品がないことに気づき、お電話で連絡して、事務所にあるとのことで、すぐに上の方らしき方が冷蔵庫の部品を持ってきてくれましたが、ほこりをかぶったままもって来てあ然としました。確かに、そのホコリは我が家のですがー、せめてキレイに拭くのが常識じゃないかと思います。,神奈川,神奈川,いつでも,3,4,2,3,2,5,5,3
208,2023-02-13,判断がしやすかった。,4.5,物件の候補が二つあり最後まで悩み、どっちになるかわからない中でも迅速に対応していただき、しかも理想の価格を提示していただいた。訪問見積もりで即決できました。（その前にきた他社は約3倍の見積もりを提示したこともありまして）実際に引っ越しをした際の作業の方もとても親切で、スピーディーな作業に感動しました。,東京,東京,いつでも,4,5,5,4,6,6,10,5
213,2023-02-12,素早く丁寧で、明るい印象でした。,5.0,初めての引越しで不安だらけでしたが、こちらの質問に明るく答えてくださったり、作業中に気さくに話しかけてくださったりしたので、不安が和らぎ疲れが軽減されました。また引っ越すことがあったら、必ずアートさんを利用させていただきたいと思います。ありがとうございました。,埼玉,埼玉,いつでも,5,5,5,5,8,4,20,3
202,2023-02-03,色々とこちらの意見を聞いて対応して貰えた,5.0,【見積もり時の対応】オンライン見積もりでしたがとても対応が丁寧でした【料金】元々の金額は予想より高めだったのですが色々と考えてもらいこちらの希望に沿うように配慮して貰えました。【作業内容】テキパキと動いていただきました。とても丁寧で設置などもしっかりと意見を聞いてくれたので助かりました。【全体的な評価】総合的に見てやはり大手なだけあり良かったと思います。【良かった点】スタッフの方々がテキパキと尚且つ笑顔で動いてくれたので良かったです。【気になった点】特になし,大阪,大阪,いつでも,5,5,5,5,2,7,15,4
232,2023-01-31,サンドイッチマンがCMしている大手引越業者,4.75,数社から見積りの連絡がきたため、6社から見積りを取りました。荷物が多かったのに、とてもお値打ちな金額で引越ができました。アートさんは大手の業者さんなので金額が安くても安心していましたが、本当に丁寧な作業でした。食器を詰める専用のケースの使い勝手がよく、ダンボールに荷造りする時間がかなり短縮できました。冷蔵庫が20年以上使用しており新しい冷蔵庫を提案され、お値打ちに同日に配送して頂きました。新居での荷物の配置も迷っているとアドバイスして頂き、親切な対応で気持ちよく引越できました。,愛知,愛知,いつでも,4,5,5,5,12,4,20,6
237,2023-01-31,営業マンは嫌いだが作業員は好感が持てる,3.25,実際には、見積もりの比較は出来ないどの業者も契約してくれたら更に値引きすると口を揃える本当に比較するなら、全社に契約すると言って、利用しない業者に契約を取り消すとするしかないこれが引っ越し業者常識なのか,栃木,奈良,いつでも,3,3,4,3,5,4,10,4
229,2023-01-30,誠実、親身になって対応してくれる、信頼出来る,4.25,【見積もり時の対応】出来るだけ安くなるよう考えてくれて有難かった【料金】思っていたより安く済み、嬉しかった【作業内容】安心してお任せできました【全体的な評価】とても良かったので、周りの人にも勧めたい【良かった点】作業員さん、電話で対応してくださった方、どの方もとても印象が良かった【気になった点】特にありません,岐阜,東京,いつでも,3,4,5,5,5,4,20,4
230,2023-01-30,清潔感があり良かった,4.75,【見積もり時の対応】分かりやすい提案でした【料金】もう少し安くなれば良かったかなと思いました【作業内容】迅速、丁寧でとても満足です【全体的な評価】料金に見合った仕事をしてくれたと思います【良かった点】家電や家具等の心配な点も教えてくれたのが良かったです【気になった点】出発時間が前日まで分からなかった(おおよその時間は教えてくれていましたが)ので当日の予定が立てづらかったのが気になりました,神奈川,埼玉,いつでも,4,5,5,5,6,4,15,6
231,2023-01-30,誠実,4.75,サービスもよく　素早く確実な作業をしていただきました。引き上げた後にお掃除をお願いしましたが、丁寧でとても綺麗な仕上げをしていただき感謝しております。また、引っ越しがある場合は　アートさんにお願いしたいです。お掃除は引っ越し以外でも　ぜひお願いしたいです。ありがとうございました。,東京,東京,いつでも,5,5,4,5,7,6,50,6
241,2023-01-30,若い感じでしたがテキパキして感じも良かったです。,5.0,単身の引越しで相場8万〜10万円を予想していましたがアートさんが他社よりも1万円以上安いお見積もりをいただき、テレビなどで拝見しているので安心して頼めると思いました。訪問見積もりの際お米をいただきましたが家に家に炊飯器が無かったのでお断りさせていただきました。値引き交渉もやりとりがめんどくさいのと引越しまでの時間がなかったのですぐに答えを求めたところアートさんはその場で最安値のご返答をいただき決めさせていただきました。ダンボールの手配などスムーズにでき靴の底敷用の紙など細かい心遣いを感じられました。,大阪,愛知,いつでも,5,5,5,5,5,5,20,8
239,2023-01-30,てきぱきしていて良かったです。,3.75,対応はとても丁寧でした。エレベーター無しの建物内から荷物の運び出しだったのですが、てきぱきと作業してくれました。壊れそうなものもきちんと梱包して運んでくれました。新居での運び入れもスムーズでした。願わくは、旧居の運び出しが早朝だったので、もう少し荷物を持たずに歩くとき、足音静かにしてくれると良かったです。,東京,埼玉,いつでも,3,4,4,4,2,2,30,6
242,2023-01-28,作業員さんのレベルが高くて信頼が置ける,4.25,"【見積もり時の対応】流石プロだという印象。正直段ボールの個数が多いのではないかと思ったが、ピッタリ使い切った。またオプションサービスも充実しており、ドラム式洗濯機の設置について提案していただけたのもよかった。【料金】2DK2人暮らし、段ボール50箱・大物家具多数で100,000円。（新居の洗濯機設置作業込み）クローゼットやシューズボックスの梱包・開梱作業込みと考えれば妥当だと思う。【作業内容】4トン車1台、人員配送車1台。◾︎搬出：エレベーター無しマンション2階、作業員3人・ドライバー1人段ボール50箱、大物家具の搬出、クローゼット内衣装梱包、シューズボックス内靴梱包、小型機械類の梱包をして頂いた。作業員の方が小柄だったため、ドラム式洗濯機の搬出が出来るのか心配になったが何とか無事に済んだ。人当たりが良く、キビキビと作業して頂けたのが良かった。◾︎搬入：エレベーター無し戸建2フロア、作業員2人・ドライバー1人。既に多量の荷物がありとても動きづらいだろう中、今後の生活動線も考慮して家具や段ボールの配置をしてくださった。作業員お2人の息の合ったコミュニケーションと明るい人柄がとても印象的だった。【全体的な評価】人柄及び基本の作業には文句無し。大物家具の搬出入や養生の丁寧さは高レベル。ただし遠距離配送の場合は搬出・搬入でチームが変わるため、思いの外新居への到着が遅くなったり、次の案件対応に急ぐ搬出チームの作業が段々粗くなっていったりする点に注意が必要。【気になった点】◾︎搬出・シューズ用のエコ楽ボックスが1つしか用意されておらず、こちらに確認もなくそれに入り切らなかった靴が無造作に段ボールに入れられていた事が後で分かった。大切な方の靴ばかりボックス外の対応になっており、気づいた時には僅かに憤りを感じた。入りきらないのならばどれを優先してボックスに入れるべきか聞いて欲しかった。・見積時に、PCやDVDレコーダ等の機械類の梱包は作業員にて対応すると申し出てくださったのでそのままにしておいたが、メイン本体はクッション材で包んでくださっていたが、それ以外の一式にまとめて欲しかったもの（マウスやキーボード）が他のものと混ぜて無造作に段ボールに入れられていた。良く確認しなかったこちらの不手際に違いないが、こんなに雑多にされてしまうなら自分で梱包しておけば良かったと反省している。◾︎配送どこで発生したか不明だか、食器用のエコ楽ボックスが謎の液体で汚れており、それについて納得のいく説明が無かったのは残念だった。搬入先で職長の方には我が家の荷物から漏れたものでは無いかと言われたが、他に汚損している段ボールも該当する液体物の所持も無い。搬入対応チームかドライバー配送中のトラブルなのかもしれないが、確認も謝罪も無いのだなあと残念に思った。食器だからいいものの、衣服だったらどうしたのだろうか。正確に聞いた訳では無いが、我が家の後に別宅の搬出作業があると言う話があったのでもしかすると知らない間に相乗り配送されていたのかもしれない。価格よりサービスを求める方は、トラブル回避の為に見積時に荷物の相乗り可能性について確認しておいた方が良いだろう。",埼玉,神奈川,いつでも,4,4,4,5,5,6,20,6
240,2023-01-28,全体のシステムがしっかりしていた,4.0,訪問見積の際、営業担当者と交渉して料金を抑える事ができ、搬入搬出の希望通りの日にちで引越できました。作業もテキパキとしており特に女性の荷物に対する細やかな配慮は安心できました。費用を抑えるためリサイクル段ボールを利用しましたが、とてもキレイなものでした。食器、靴、洋服のレンタル梱包材もあり助かりました。搬入作業も養生が丁寧で傷一つついてません。こちらの業者を選んでよかったです。,東京,福岡,いつでも,4,4,4,4,4,2,15,6
234,2023-01-27,笑顔で気さくな感じがとても良かったです。,5.0,まず電話でお話しした時に丁寧なやりとりに惹かれました。他の会社とも比較したいのでよろしいですか？と聞くと、他の会社はすぐに電話を切られたり、その後もしつこく営業されたりと嫌な思いをしたのですがこの会社の電話担当の方は、とても優しくまたご縁があることをお待ちしております。と電話を切って時間をくれました。そこにとても惹かれました。丁寧な言葉遣いや、綺麗な日本語も惹かれたポイントです。実際に料金も安値でこちらが納得いただけるよう、アドバイスもくださり、とても安心できました。実際に値段に納得のいかない方はどうしたらその値段になるのか？などの質問をしてみるといいと思います。自分でできる部分もあるので、、、、安値だったので酷い対応や雑なのではないかと思ったのですが、実際に方引越しの方もとても優しく笑顔で挨拶してくださいました。少しでも気になるところがあればすぐに、これはどうしますか？などの質問もしてくださり安心できました。また引っ越し先についてからも配置場所を相談させていただいたりしてとても気持ちよく引越しを終えることができました。また雨が降っていたのですが、物は一切濡れていなく、最後の最後まで気を遣ってくださる対応に感動しました。ぜひまた引っ越しする時がありましたらこの会社の方にお願いしたいと思います。ステキな接客を本当にありがとうございました。,千葉,千葉,いつでも,5,5,5,5,7,4,15,7
236,2023-01-26,大手、きちんとしている,5.0,価格:依頼した段階では、他社より比較的高価(で友人に驚かれる)と思っていましたが、サービス面満足度高いです。電話対応がとても良く安心してお願いする事ができました。web(アプリ?)の構造がシンプルでわかりやすくよかった。web上で当日の到着予定時間、再度確認できるのも良かったです。当日の配送スタッフの方も手際良く進めてくださりスムーズでした。追加荷物が当日出てしまい、差額発生対象になるかなと思いましたが、差額無しで対応してくださりました。支払いのお釣りの準備が無かったようで、着いた先でお釣りの受け取りをしました。,東京,埼玉,いつでも,5,5,5,5,7,0,15,4
