,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
81,2023-02-27,大手でかつ細やかな対応,4.5,金額の交渉や細かい依頼にも丁寧にご対応いただき大変満足しています。棚の解体、組立や水槽の梱包対応等他社では別料金の所もコミコミで対応してくれました。引っ越し日が迫っている中でも大手さんならではの規模メリットを発揮しスムーズに引き受けてくれました。見積もり日にダンボールを持って来てくれており、すぐに荷造り作業に取り掛かれたのが非常に助かりました。粗品はありませんが、各種サポートの割り引きクーポンなど大企業ならではのサービス提案がありました。ただし自分に合うサービスは無かったので少し残念でした。他社の見積もり時にはお米を頂いた事がありましたので少し見劣り感があります。見積もり時には他社と比較をしていただきほぼ最安値まで頑張ってくれたので非常に好感が持てました。営業の方が女性で清潔感がありました。,大阪,大阪,午前,5,5,3,5,8,17,60,7
73,2023-02-25,感じが良く、こちらの話をよく聞いてくれました。,4.0,少しでも安い価格でやりたいと伝えると色々削れるところは削り、親身に相談に乗って下さり、予定していた価格よりも安くなりました。本当に助かりました。使用済みのダンボールを回収するシステムがあれば、とても助かるのですが・・・全体的には高評価です。,静岡,静岡,いつでも,4,4,4,4,11,9,50,5
82,2023-02-24,大手なので、ある程度は安心して任せられた,3.25,引っ越しの積み込み作業にいらした４名が皆さん経験を積んでいて手際が感心する程良かったです。こちらの最小限の説明で、テキパキと作業を進めてくれました。見積りをとりに来られた方が、短時間の説明だけでさっと帰られた時は、これで大丈夫だろうかと不安でした。繁忙期だったこともあったのでしょうが、説明はもう少し時間をとっていただきたかったです。他社と比較して費用を抑えられたことが選定の主な理由でしたが、無事に終わった現在は良い選択だったと思っています。,東京,埼玉,午前,3,3,2,5,8,10,50,5
75,2023-02-20,見積時は、ちょっと怖いと思いました。,3.75,今回は、時間がなかったこと、引っ越し第一希望日で契約可能なのが一社のみだったので、他に選択肢がなかったのが、逆に決めやすくてよかったと思う。良かった点：見積内容がしっかりしていて、電話連絡も細かく行ってくださったのでよかった。すぐに無料の梱包材などをお持ちくださったのも助かったポイント。70箱の段ボール、特にクレープ紙が助かった。悪かった点：こちらからお電話するときは繋がりにくくて困ることがあった。エアコン取付業者さんとの連絡調整ができていないのかなと思わせる部分があったが、お客には影響がないように取り計らってくださったようで、料金に変動がなく、安心した。感想：三階まで運ぶのが大変そうで、重いものを運ぶのに腰を痛めて大変そうな作業員の方に、申し訳なく思った。家具設置のレイアウトをお伝えすると、設置前のコンセント差し込みなど気軽に応じてくださって、ありがたかった。洗濯機は別料金でお願いしたが、細かく見て下って、ただ取り付けるだけではなく、水漏れしないように、使用しないときは水栓を閉めておくようにとか、水漏れ確認の仕方や、洗濯機買い替え判断などについてアドバイスくださったので、別料金にした価値があったと思う。,千葉,千葉,いつでも,4,3,4,4,9,14,40,6
87,2023-01-31,接客、スピード感、作業内容全てにおいてパーフェクト,5.0,今回クレーン作業含む引越しとなりましたが、対応いただいた3名のチームワークが本当に素晴らしく、こちらの引越し会社様にして良かったなと思います！新築の養生もしっかりしてくださったので、特に新築新居への引越しの際はおすすめです！,東京,東京,午前,5,5,5,5,6,7,20,9
88,2023-01-31,予想より高額だったが手際や丁寧さに感心,4.75,契約して後悔はしていません。フルプランで契約しました。予定より高額でしたが、サービスに大満足で次回の引越しもお願いしたいと思いました。他社では有料な、洗濯機の設置も無料で対応してくれますし、梱包や配送の担当者全員愛想が良く引越が楽しくできました。,東京,大阪,午前,4,5,5,5,12,4,30,3
89,2023-01-31,見積もりの対応も作業も早くて丁寧でした。,5.0,思っていたよりかなり安くで運んでもらえてよかった。営業、作業員ともに対応もとても良かったです。引越し先がかなり雪が積もっていて厳しそうだったのですが、雪かきして対応してくれることになり助かりました。,京都,鳥取,午前,5,5,5,5,5,5,10,5
91,2023-01-30,三流なイメージをもっていました。,3.75,三流なイメージをもっていましたがやっぱりそのままでした。引越し元の家は養生をせずに作業を開始し、こちらから「養生しないんですね？」と言うまで養生はしませんでした。挙句ベランダの物全てを積み忘れ、尚且つ遠方なので取りには戻れないとの対応でした。確認しそびれたわたしもわたしですが、ベランダを覗きもしなかった作業員さんも作業員さんだと思います。ベランダには荷物がないとでも？？作業時間も遅く、この会社さんには二度と頼みたくないと思いました。安かろう悪かろうです。,東京,栃木,午前,4,5,4,2,10,6,30,5
83,2023-01-30,作業員の方の手際が非常に良い。,4.5,・新築には評価の高い作業員を充てられているとのことであったが、まさにその通り。作業が早く、指示も適切。こちらの意向も汲み取りながら、細かい要望も引き受けてくれた。・エアコンの取り外し、取付は別の業者にお願いすることになるが、そこのやり取りはイマイチであった。当初に十分な説明がなく、なかなかスケジュールが決まらなかった。・段ボールの配送日時の連絡は到着の数分前で急だった。こちらも外出したりするので、せめて日付や時間のイメージなどを先に伝えてくれるとありがたい。,東京,千葉,午前,4,4,5,5,6,10,30,7
84,2023-01-30,,3.5,作業のスピードは良かったが作業員の態度が良くなかった。愚痴が多く物も壊された話す時に喫煙もしていたのでいつもこんな感じなのかなぁと思った。もうここの引っ越し会社はないなと思うし紹介もしたくない。とりあえず良かったのは引っ越しできた事,山口,山口,午前,5,3,1,5,4,3,0,3
85,2023-01-23,丁寧な対応でスムーズな引っ越しができました。,5.0,訪問見積もりの際、事前に何社か見積もりをとっていた事をお伝えしていたのですが、私達が値段重視と伝えると、現時点で一番安い見積もりを確認し、すぐに上司の方と相談して頂き、さらに安い見積もりを提示して頂けてよかったです。やっぱり相見積もりは大事ですね。当日の作業員さんは対応が丁寧で好印象でした。私達の立場で考えて行動して頂けて大変助かりました。次回もぜひこちらでお願いしたいと思いました。,三重,三重,午前,5,5,5,5,1,3,0,6
90,2023-01-22,早い　丁寧　チームワークが良い,5.0,良かった点電話連絡から見積もりが早く金額が明瞭で分かりやすかった。3種類くらいのプランを提示してくれ内容も明確だった。契約したその場でダンボールとガムテープを頂き、ある程度の事前作業ができた。また、ダンボール等の追加料金が無く、色々貰えて助かった。当日までの電話連絡での対応が丁寧で分かりやすい。また、当日の流れも作業時間が明確で電話連絡→支払い→梱包→搬出→搬入→トラック確認と作業の見通しがあった。事前の梱包作業の方が移動先までいてくださったのは安心また、梱包時に確認しながら作業できたので搬入後も自分でのダンボール作業が分かりやすかった。洗濯機取り付け時に結束コードが無く、どのようにしたら良いか丁寧に教えてくれたので助かった。作業員同士の関係が良く、段取りができている。ダンボールの引き取りは、追加料金が発生するが引越し後でもお願いできるところは良い。,千葉,東京,午前,5,5,5,5,4,5,15,4
86,2023-01-20,営業の方はとてもよかったけど...,4.0,営業の方は、自分の会社での引っ越しのメリット・デメリットをきちんと説明してくれてとても良かった。作業員のひとは、少々作業中のおしゃべりでこちらの荷物についてあれこれと話をしているのがあまり良くなかった。（重い、出た～等）全体的には、まあまあというところでした。今まで、何回かアリささんの引越会社は利用しましたが今回は一番作業員の質が低いというのが残念でした。,東京,東京,午前,4,5,3,4,3,7,50,7
94,2023-01-16,急な引っ越しでも希望日時の引っ越しができました。,4.0,急な引っ越しの為（1週間後）、希望した日時（日曜日で午前中の荷出し、午後の荷入れ）がありました。一旦、他社で決まっていたのですが、その後「アリさんマークの引越社」からお電話をいただきました。「他社にもう決まりましたので・・・」とお伝えしたところ、「他社の金額よりも更に6千円以上安くなりますよ」と教えていただき、また、午前中の荷出しも8時から8時30分の間に訪問が可能と事でした。当日の引っ越しでは、14時30分に荷入れが終わり、その日はゆとりを持って引っ越しすることができ、大変助かりました。1点、ダンボール回収の件はとくに説明がなかったので引っ越し後に電話で問い合わせしたところ、有料との事。有料でもやはり、説明をしていただいたほうが助かります。全体的には希望通りの日時の引っ越し、費用、対応に満足でした。,滋賀,兵庫,午前,4,4,4,4,1,0,0,7
93,2023-01-14,皆さん控えめでしっかりこなしてくれる感じでした。,3.5,早い時間での依頼でしたが、迅速に対応いただけました。作業中に引越し先の壁紙をちょこちょこ破かれていたことが気になった店です。今回は古い持ち家で且つ自分達で直せる程度の破れだったので別に気にすることもないかなというところなので作業員の方にお伝えしただけにしました。ただ新築だったり賃貸だったら大変なことなのでその辺りが心配です。エアコン取り外しと取り付けは当日でとお見積り時にお伝えしていましたが営業担当は「聞いていない」、上司に代わってもらっても「聞いていないって言ってるし、パンフレットに書いてありますから」という対応で何とも腑に落ちませんでした。ですが金額が他と比べても格段に安かったのでそんなものかな…と思います。ただ営業担当の方も作業の方も嫌な営業感もなくサラッとしていて好感が持てました。,広島,広島,午前,4,4,3,3,1,3,0,6
102,2022-12-30,親切かつ丁寧,5.0,引っ越しの際、アリさんマークの引っ越し者さんを何度かご利用させて頂いているのですが丁寧な対応で、そこまでしてくださるんだ！という所まで気を配ってして下さったり帰り際も、全員でありがとうございましたと頭を下げて下さったり、利用して良かったと思える会社さんだなと毎回思います！男性スタッフが多くいる中で1人女性のスタッフさんもいましたが女性スタッフさんに対しての指示の仕方も第三者(同じ女性として)目線で見た時に見ていて嫌な気は一切なく、女性でもできる範囲内で的確に作業指示を振ったり、周りを見て上手くコントロールしているのを拝見し担当して下さった方の仕事振りに流石だなと思いました！以前も担当して下さった方だと思います！！連携の取れた作業で非常に効率も良く、スムーズな引っ越しが出来、今後もアリさんマークさんにお願いしたいなと思います！今回もありがとうございました！,三重,三重,午前,5,5,5,5,6,5,20,5
99,2022-12-27,手際が良かった,4.25,【見積もり時の対応】問題なし【料金】一社目だったが相見積もり取らずに済むようギリギリまで下げてもらえた【作業内容】バラしが多かったがテキパキやってもらえた有機ELも問題なく運搬してもらえた【全体的な評価】概ね満足【良かった点】作業の手際が良かった【気になった点】プラダンの忘れ物があった,千葉,千葉,午前,4,5,4,4,5,5,20,6
97,2022-12-26,明るくて手際も良くて最高でした！,5.0,【見積もり時の対応】とても丁寧でした。【料金】納得のいく料金でした。【作業内容】手際が良かったです。【全体的な評価】文句はありません。【良かった点】すぐに来てくれました。【気になった点】特にありません,千葉,東京,午前,5,5,5,5,6,4,10,7
100,2022-12-25,家族での引っ越しでしたが、もうお願いしたくない。,3.25,【見積もり時の対応】丁寧で質問にも答えてくれ、好印象でした。【料金】他社さんと比較してそこまで安いわけではなかったが、見積もりの時の方の印象が良くお願いした。【作業内容】全体的に雑で、不安になることが多く、小さな子供の目の前での対応とは思えなかった。段ボールにすぐ使うと記載していたものが一番下の奥の方に積まれていたり、1階のキッチン道具と記載した段ボールが2階に運ばれていたりと、荷解きがすごく大変。搬入時に階段のライトを外してそのまま元に戻さず帰ってしまった、電灯のカバーをつけても斜めでいつ落下するかわからない不安定なつけ方でやり直しをしなければならないなど、残念な点が多かった。【全体的な評価】引越し当日が残念なことが多かった。【良かった点】お見積もり時の対応【気になった点】作業当日の作業員の方の態度（先輩から後輩の指導の口調が怖く、娘が怯えていました。）,東京,神奈川,午前,4,4,2,3,5,7,40,4
96,2022-12-24,急ぎでの引っ越しが必要で対応が早かった,3.75,◆良かった点今回急な転勤に伴う引っ越しで急ぎ対応可能(沖縄県の引っ越しも対応可)な業者を探していました。契約した業者様は見積対応が早く、他社より少し価格が低く大阪発沖縄着の引っ越し日が他社より余裕があったので会社と相談し決めました。◆悪かった点・ダンボールを持ってくる予定日に来なかった。　確認したところ、担当者が手配を忘れていたということだった。・大阪発の時のスタッフは手際よく対応してくれたが　沖縄着のスタッフは大阪での作業人数＋1名であったにも関わらず　作業効率は大阪に比べると低かったと思う。,大阪,沖縄,午前,4,4,4,3,3,3,15,3
92,2022-12-21,とても丁寧で親切でした。,5.0,お問い合わせした当日に訪問見積もりに来てくださり、想像していた金額と同じくらいで見積もりを出していただいたのでとてもスムーズに契約させていただきました。お引越し先の近くにレンタルルームを借りていたので、お引越し先のお部屋とレンタルルームの両方に荷物を運んでいただき大変助かりました。かなり段ボールの量が多かったのですが、引越し後すぐに使いそうな物が入っている段ボールを手前の取り出しやすい位置にまとめてくださっていて、お引越し後の配慮までしてくださりとてもありがたかったです。大切な楽器もとても慎重に運んでくださいました。これまでの引越しのイメージは大変で面倒でなるべくならしたくないものと思っていましたが、こんなにご丁寧に対応してくださり、配慮までしてくださって、明るい気持ちで新生活をスタートすることができました。とてもご親切に対応してくださり、アリさんに頼んで本当によかったです。ありがとうございました。,千葉,東京,午前,5,5,5,5,8,5,15,8
101,2022-12-19,手際が悪かった,3.25,もう少し愛想があって欲しかった。何度か他社の引越し業者を利用して引越しをしたことがあるが、手際が悪かった。契約時の料金は安かったが、結局エアコンの取り付け時ホースの長さ不足などあり追加料金が結構あった。また運び出すのを見ていたら荷物の扱いが雑だった。,広島,広島,午前,5,5,2,1,11,9,30,5
95,2022-12-15,引っ越し業者大手,3.5,【見積もり時の対応】対応してくださった方はハキハキしていて好感度がありました。洗濯機などの電気工事が別窓口で対応が別なのでほんの少し手間かも。見積もり担当者も別日には現場で引越し業務をやっていたりで大変そう。担当者に質問とかする時はショートメッセージとかの方がいいかも。【料金】単身の引越しだったので想定内かなと。他業者と変わらないと思います。【作業内容】たまたま当たった引越し現場担当リーダーの方が仕事への意欲が足りない方だったと思います。リーダー含めて3人での作業でしたが部下の2人は丁寧で誠意ある感じで非常に良かった。【全体的な評価】作業内容の所にあるように現場リーダーの方がトラブルを起こしてしまい非常に残念な引越しとなってしまったが、トラブル後の会社としての迅速で誠意ある対応が良かった。トータルすると良かったです次回も利用しようと思います。【良かった点】現場作業者の部下2人のやる気など接客対応がすごく良かった。見積もり時の対応も分かりやすかった。電話窓口もハキハキしていたし好感度。全体的に若い年代の方が活躍されているかなと応援したくなる対応でした。【気になった点】現場リーダーの方以外は特になし。トラブルがあって上司の方がすぐに謝罪に来られて誠意ある対応してくれました。これからもっと若い子達が活力とやる気のある人材が活躍してくると思います。,愛知,愛知,午前,4,5,2,3,4,3,0,9
98,2022-12-15,営業の方も作業の方もとても感じがよかったです,5.0,契約した引っ越し業者さんに悪い点は一切ありません。むしろこんなに安くなっていいのかなと思ってしまったほどです。また、契約には至りませんでした他の業者さんから見積訪問時にお米をいただきました。ごちそうさまでした、おいしかったです。,千葉,千葉,午前,5,5,5,5,4,6,20,4
107,2022-11-30,会社自体のイメージは良好です。,3.75,作業員の方々がお若い方達で、ハキハキと働いている反面、少し雑な印象です。急ぐのはいいことですが、土汚れで駐車場が汚れてしまったのと、アパートの照明カバーを破損してしまっていたので、気をつけてもらいたいです。,千葉,千葉,午前,4,4,3,4,3,3,30,5
103,2022-11-28,全てにおいて親切丁寧でとても良い印象を受けました,4.25,まず、電話対応がとても丁寧で相談しやすく第一印象が良かったです。そして、見積もり対応の方も約束の時間より少し遅れましたが、丁寧に謝罪の言葉で挨拶して下さり、値段交渉も出来る範囲で努力して下さいました。最後に作業員の方々も、お二人共とても親切丁寧で細かなお願いにも笑顔で対応して下さり、本当に気持ち良く引越しする事ができ大変満足しています。,大阪,山口,午前,4,4,5,4,2,3,30,6
104,2022-11-28,営業さんと電話対応など事務方は、ダメでした,3.75,マンションへの連絡など、引越業者としての必要な対応を指示しましたが、対応してくれなく、電話での応対もものすごく不快でした。しかし、作業員の対応は合格でした。営業サイドと末端の作業員との差があまりにもあったなという、感想です,大阪,大阪,午前,3,2,5,5,9,10,30,7
106,2022-11-27,とても親切丁寧で、全てにおいて大満足です。,4.75,全体を通して、本当にとても親切丁寧で安心してお任せでき大満足です。メインスタッフさんのテキパキとしたパワーワークと、女性のスタッフさんの女性ならではの気遣いなど、見ていてとても気持ち良く見惚れているうちに、あっという間！　気づけば、家具配置まで全て完了です！　本当に、お願いして良かったと感謝しています。ありがとうございました。一括見積もりの問い合わせに対しても、連絡いただいたのが一番早く、日程も本当に色々と調整いだだき、価格も何処の引越し業者さんよりも良心的です。私たちは、衣類がとても多かったのですが、全てハンガーボックスで対応していただき本当に助かりました。引越し業者さんを悩んでいる方は、見積もりだけでも相談してみると良いと思います。,神奈川,新潟,午前,4,5,5,5,2,5,20,5
105,2022-11-27,無駄なく動く,4.0,複数見積もりをさせていただいて、無駄な話なく見積りの話だけをしていただいたのはアリさんマークだけでした。他社は大体30分以上見積もりやサービス、値下げ等で話をしていただきましたが、アリさんマークの営業の方は15分程度で全ての話が終わるほどスムーズに終わりました。当日、作業員の方もテキパキと荷物を運んでくださり助かりました！,埼玉,千葉,午前,4,4,4,4,6,6,50,4
108,2022-11-25,スピーディーで対応も気持ち良い。,4.0,何社か見積りを取ったなかで一番お安くして頂いた。他社では道幅が狭いなどの理由で2往復しないといけないなどと言われたが、何の問題もなく思っていた以上に安く対応してもらえた。ただ、冷蔵庫の下敷きや、ベットの除湿マットなどの勧誘は過剰ではなかったが、必要ない気がした。,兵庫,兵庫,午前,4,4,4,4,3,0,0,9
110,2022-10-31,大手会社様に比べると規模が小さい印象,4.75,本サイトを通じて3社の見積もりをいただき、保証額を決め手として選びました。事前の訪問見積では某大手引越会社と比べて長距離はあまり得意ではないとお聞きしましたが、関西から九州までの距離を安全に運んでいただけました。荷物の取り扱いやご担当頂いた方の当日までの対応などが非常に丁寧な印象で、新生活を気持ちよく始めることができ、今回の引越しは大変満足です。1点惜しいと感じたこととしては、引越し先の町に支店が無かった事でしょうか。どちらにせよ、次回も引越しの際にはお願いしたい、そう感じることができる企業と思いますので今後も成長してエリアを拡大していただければと思います。,滋賀,佐賀,午前,4,5,5,5,5,4,20,5
111,2022-09-26,有名な会社,4.0,この度はお世話になりました。引越し侍さんで比較見積もりを取らせてもらった中でアリさんマークの引越社さんを選ばせてもらったのは、見積もりの際のアドバイスでした。引越し先の我が家は階段が狭く、冷蔵庫やソファーなどの大きな荷物がありました。訪問見積もりも何社かしてもらいましたが、アリさんマークの引越社さんからだけ「恐らく階段が抜けられず、クレーンを使用しなければならなくなると思います。」とアドバイスを頂き、実際その通りになりました。このアドバイスを頂けなければまた後日にクレーンをしかなく、時間と手間が余計にかかるところでした。引越し当日も作業員さんに手早く、丁寧に荷物を運んでもらいました。壁の傷などもなく予定より早く無事に引越しが終わりました。今回初めての引越しでしたが、アリさんマークの引越社さんにお願いして良かったと思いました。ありがとうございました。,東京,神奈川,午前,2,5,5,4,7,4,20,7
113,2022-09-26,誠実,4.25,お安く迅速に対応していただき大変助かりました。ただ、引越後に色々な業者から営業の連絡がくるようになりました。ただでさえ、引越しをはさんで忙しいのに、わからない電話番号から連絡がきて、出てみると営業となるととても迷惑で困りました。,埼玉,埼玉,午前,4,4,4,5,12,6,40,7
114,2022-09-25,すばらしい！感じが良くテキパキ動いてくれた。,4.75,【見積もり時の対応】営業さんの説明が的確てわかりやすかった。【料金】３社比べたなかで一番安かった。【作業内容】スタッフさんはみな感じが良く、すばやい上に明るく対応してくれた。【全体的な評価】とてもよい。【良かった点】やる気を感じる働きっぷりだったので、好印象だった。【気になった点】ない。,神奈川,神奈川,午前,4,5,5,5,10,11,50,4
112,2022-09-23,値段が安く希望にも答えてくれとても助かりました。,4.75,値段が他の引っ越し業者よりとにかく安く、こちらの要望も全て叶えていただき、とても助かりました。事前に必要な枚数のダンボールも無料でいただき、引っ越し準備をスムーズに行う事が出来ました。当日は大雨、しかも、階段で３回まで荷物を運ぶ大変な作業でしたが、いやな顔一つせず、こちらの要望にしっかり対応していただきありがとうございました。,愛知,愛知,午前,5,4,5,5,7,0,0,3
109,2022-09-14,利用者の気持ちに寄り添ってくれる会社,5.0,営業さんの知識や、人当たりの良さに惹かれて契約しました。引っ越し当日の作業員さんも、人当たりが良く、家具も丁寧に運び出してくれました。よく「お客さんと従業員に対して態度が違う」という会社もありますが、アリさんは、従業員同士のやり取りや新人さんの教育も終始穏やかで、好感を持ちました。,神奈川,埼玉,午前,5,5,5,5,5,2,30,7
116,2022-08-25,信頼できる引越し会社,4.0,訪問見積りに来てくれた方も控えめな感じで押し売り感がなく、それが逆に私には良かったかもしれません。お値引きも頑張ってくれました。作業員の方もエレベーターの無いアパートの4階でしたが、嫌な顔せずテキパキとこなしてくれました。インコを飼っていましたが、インコにも優しく気遣っていただき大変有り難かったです。無料でいただいたダンボールの引き取りは別料金だったのでお願いはしませんでしたが、素材がしっかりしてるので何か他の用途で使おうと思ってます。何社か見積りをさせていただいて、電話見積りと訪問見積りとあり値段も色々でとても悩みましたが、ネットの評判が結構良かったのと値引きも頑張ってくれたのでアリさんに決めました。まだ暑い時期でしたが、汗を流しながら時には雑談も入りつつ、テキパキとこなしていくところがやっぱりプロですね。業者の人が来るまではドキドキしましたが、感じの良い方々だったので安心して任せられました。,北海道,北海道,午前,4,4,4,4,6,2,20,9
115,2022-08-14,良かったです。,4.0,スピーディーですが、全部運んでくれるやくそくでしたが、積みきれず、自分で運ばなくてはならなくなり大変でした。荷物を運んだ後の簡単な掃除もある程度やってもらえたらいいかと思います。アパートなどの場合、他の方に迷惑になることもあるので。引っ越しが遠くではなかったので、良かったのですが、遠かったらもっと大変だったなと感じました。,静岡,静岡,午前,4,4,4,4,10,0,0,5
119,2022-06-30,営業さんから作業員までみんな無愛想,2.0,最後の一社だったのもあって、駆け引きなしで最安値を出してくれたのでここに決めました。当日、予定よりも2時間も早く来て、荷造りしてる側からテキパキ運んですぐに終わりました。けれど、積み残しが10箱分くらいあって、それは自分で運びました。段ボールを最初に50箱置いて行ってくれましたけど足りず、前もって多めに貰っておくべきでした。当日来たバイトの女の子があからさまに嫌そうな顔をして、汚いものを触る感じで軽い荷物を摘んで持っていったのがとても印象的でした。1日に何軒もやってたら、そんな顔になるのはすごくわかります。また運ぶのか、またこんなに多いのかって思ってる事は察する事は出来ます。しかし、せめて家主が見えないところでそんな顔をして欲しいです。お金払ってやってもらってる事だけど、暑い日だったのもあって、その表情もあり終始申し訳なかったです。,千葉,千葉,午前,4,2,1,1,10,7,30,5
120,2022-06-30,CMもやってるし実際営業さんもよかった。,3.75,10社くらいから電話が来ましたが、ある程度有名で一番安い値段を出してくれたところでお願いしようと思ってました。他の業者さんは探りを入れてくるような感じでしたが、アリさんマークの引越社はエアコン設置費込み、家具の補償等も充実してて、一発で良い値段を出していただいたので即決させていただきました。簡単に言えば、一番高い業者の見積もりの金額の3分の1くらい。他社はすごく高額なんやなーと思いました。大量の段ボールとテープがサービスでした。4トントラックはギリギリだったようですが、全部運んでいただき、内容も良くて満足です。次回も機会があったら利用したいと思います。これから引っ越しを考えてる方は絶対に相見積もりとった方がいいです！,大阪,大阪,いつでも,3,4,4,4,5,6,0,5
117,2022-06-26,素早いのに丁寧,4.0,【見積もり時の対応】即日見積もりに来てくれて契約し、段ボールを貰ったが、後日１枚不足に気付いた。【料金】元々、そう言う手なのかも知れないが、目の前で上司に報連相をして値下げしてくれた。【作業内容】素早いのに丁寧だった。【全体的な評価】適切な対応だった。【良かった点】蓋を閉じていない段ボール箱が有ったり、引っ越し先で扉を外さないと家具が入らない等トラブルが有ったが、その度に丁寧に説明してくれた。【気になった点】引っ越し先で設置してくれた一部の家具のネジ締めが緩すぎる物が有った。,埼玉,埼玉,午前,4,4,4,4,7,6,30,4
118,2022-06-25,みんな印象はよいが、ミスなどが目立った。,3.5,電話の方はとても丁寧にご対応いただきました。営業担当の方は丁寧ではあったが、エアコンの工事について詳しく伝えてくれなかった。エアコンの取付は引越し日の翌日になると連絡があったのは、引っ越しの3～4日前だった。そのため、他の業者にお願いすることもできず、引っ越しした当日の夜は小さい子どももいるのに、暑い中エアコンなしで過ごさなければいけなかった。また、宿をとるのでその分安くしてくださいと頼んだが、全くなにもしてくれなかった。その後、何度も担当に電話をするが、着信拒否をされている。作業担当の方々は夜遅くまで一生懸命やってくれたのでありがたかった。スピードはそれほど速くはなかったが、暑くもあったのでしょうがないかもしれない。,大阪,奈良,午前,4,4,4,2,5,10,40,5
121,2022-04-27,安心して任せることができる。,4.75,全体的に大満足です。料金も他社と比べてそれ以下にしてくださりました。まだトラックに荷物入るから、といろんな荷物も加えてくださったのに料金は変わらずで見積もりを出してくださいました。当日は、汚れのあるものはきれいに拭いていただきました。引越し先では、指定した場所や部屋にただ荷物を置くだけでなく、部屋の雰囲気や間取りを考えながら配置のアドバイスなどもしてくださって本当に助かりました。当日の急な荷物が増えても嫌な顔もせず対応してくださりました。本当は自分で持って行く予定だった荷物だったので色々と本当に楽させてもらいました。引越しはバタバタするし、慣れないことでいろんな立ち会い工事などもある中、気持ちに余裕がなくなってましたが、さすがプロの動き。安心して任せることができました。いろんな気遣い、ありがとうございました。次回、引っ越しすることがあるときは、また利用させていただきたいと思います。,広島,広島,いつでも,5,5,5,4,5,10,0,5
124,2022-03-11,テキパキして良かったです,4.0,"一度、日程を決めて実際の料金を確定したのですが、後日、引越し日程を変更のお願いをした際に価格交渉も対応してもらい当初より安くしてもらい良かったです。ただし、段ボールの後日の引き取りが3,300円とのことが残念でした。その他は丁寧にスピーディーに当日も引越し完了しましたので信頼できる業者と思います。",大阪,奈良,いつでも,4,4,4,4,4,5,15,6
126,2022-03-10,ずっとため息をつきながら作業なさるので、精神的にか…,3.5,見積もりに来られた営業の方は４人作業と言われていたのに実際に来られたのは２人プラス遅れて１人。荷物も多かったので大変だったのはわかりましたが、ずっとため息をつきながら作業なさるので、精神的にかなり疲れました。当日のトラックには予備の段ボールが積まれていなくて段ボールを貰えず『段ボールに入っていないものは運ばない』に忠実にハイエース２台分の荷物を残して帰られました。（近所の引越しで積み残しは可能でした。）大手の引っ越し業者さんでこれまで５度引っ越しをしていますが、やはり価格が作業内容や作業員の対応に現れているのだと、はっきりわかりました。もう利用しないと思います。,千葉,千葉,いつでも,4,5,3,2,7,7,50,7
127,2022-03-09,スムーズな見積もり。丁寧な作業。,4.75,訪問見積もりに来てくれても、他社の見積もりを聞いてから、とすぐに見積もり書をくれない会社もいる中で、その場で見積もり書を書いて置いていく思い切りのよさに感心いたしました。また他社の悪口を言ったりすることがなかったことや、トラックの駐車スペースが狭く難しい立地に対して、こちらに駐車許可申請等々なんとかしてくれと言う会社もある中で自社でなんとかしますと諸々進めていただけたので大変良い印象でした。今回は見積もり書を頂くまでに何社もあたって結局出して貰えないなど苦労した中で、この訪問時のスムーズさが決め手でした。もちろん他社の様子をお伝えして相場よりお安くもしていただいたのと、訪問時のプレゼント（不織布マスク）までいただけました。引っ越し作業についてもひとつひとつ荷物の保護をするのはもちろん、こちらが掃除をしながら行なうのを見ながら荷物を出す順番を考慮して動いていただくなど大変丁寧でした。帰りに余ったダンボールは全て持ち帰ってくれました。,熊本,東京,いつでも,4,5,5,5,3,6,20,5
123,2022-03-07,対応が優しいイメージです。,3.5,見積もりに来てもらったときに搬送を依頼したベッドが引越し当日に含まれていないと言われてしまい困っていたところ、トラックには積むスペースがないので私の車に積めれば分解、組み立てはやっていただけると言ってもらえました。現場対応力は素晴らしいと思います。しかし、そもそも事務方のミスなのではないのかというモヤッともあります。体育会系のゴリゴリの人ばっかりだと思ったら優しい笑顔のにこやかな方たちで話やすくてよかったです。,神奈川,神奈川,いつでも,2,4,4,4,10,0,0,3
125,2022-03-07,スピーディーでした,3.75,来ていただいた作業員のかた、見積りに来ていただいた方、とても感じがよかったです。ただものすごく急いで仕事されていて、急かされた感はありました。でも仕事は丁寧でした。洗濯機の接続がきちんとできてなかったので、一言伝えてほしかったです。ダンボールとガムテープは無料でいただきました。洗濯機の据付も他社は有料でしたが無料でした。,東京,東京,いつでも,4,4,3,4,5,4,20,6
130,2022-03-06,営業さんはしっかり現場を知った上で契約を取りに来て…,3.0,見積の時点で、荷物量が多いので前日作業を提案していたが、当日中に荷造り、運搬、荷下ろしまでしっかりできるとのことだったので、当日の作業のみとした。（他社は、当日中は無理なので前日作業しますとのことでした）しかし、当初の予想通りかなり時間を要し、引っ越し先への荷物搬入が終了したのは夜中10時過ぎとなった。作業員さんは可能な限り迅速に作業してくださったが、途中で増員するなどかなり疲労困憊でした。営業さんはしっかり現場を知った上で契約を取りに来てほしい。,大阪,大阪,いつでも,3,4,4,1,14,5,90,7
