,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
84,2023-01-31,とにかくスピーディかつ丁寧な作業でした。,4.0,無駄な作業が一切無く、スタッフさん同士の連携プレーが素晴らしかったです。沢山の荷物にも関わらず、あっという間に作業が終わりました。スタッフさん同士の無駄な会話もなく、ハートさんにお願いして良かったです。価格が、どこよりも安かったのが1番の決め手です！,香川,福岡,いつでも,3,4,4,5,1,0,1,4
76,2023-01-30,電話対応も早く、運ぶ時などの声がけも親切でした。,4.5,東京から青森まで格安で行けたと思います。しかし、荷物が到着した時は手違いで違う方の荷物が届いたのですが、対応も良く、その日のうちに自分の荷物が届いたので良かったです。東京で荷物を運んでくれた人達や青森で荷物を運んでくれた若いお兄さん達も平謝りで対応してくれ良い人達でした。また機会があれば使用したいと思いました。,東京,青森,いつでも,4,4,5,5,1,3,15,5
82,2023-01-30,子どもにも優しくて対応してくれた。,5.0,【見積もり時の対応】こちらの条件をよく聞いて対応してくれた。【料金】予算の話をすると早めに値引きをしてくれたので気持ちよく契約できた。【作業内容】シンプルですごくよかった。過剰な挨拶とか暑苦しさもなくとてもよかった。こちらの梱包が不十分な時も親切に対応していただけました。【全体的な評価】荷物を無事に運んでもらえたら満足なので、それ以上は求めていない自分にとっては最高の会社です。【良かった点】来てくださった2人とも効率よく動いていて驚いた。【気になった点】最初に提示された金額と実際の金額に差がありすぎること,兵庫,兵庫,いつでも,5,5,5,5,3,4,50,3
86,2023-01-30,コスパがすごく良かった,3.5,他社と比べた時に料金帯が安くて心配になったところがありましたがスピーディな対応で素早く引っ越しができました。見積もりの段階で、他社と料金の比較をしたい時にメールで見積もり金額を出してくれていたので比較がしやすかったです。,兵庫,神奈川,いつでも,4,3,3,4,3,0,10,5
88,2023-01-29,見積もりや作業もよかったのでおすすめします。,5.0,【見積もり時の対応】引っ越しまで日にちが少なく、急いでいたので電話のみの見積もりをしてくれて助かりました。他社さんは訪問が必要だったので仕方ないと思っていたのですが、こちらは電話で間取を聞いて電話見積もりに切り替えてくださったのでよかったです。無料ダンボールとガムテープも早めに届けてくれました。【料金】最初は想定していたより高い料金提示だったのですが、交渉でほぼ希望範囲内におさめてくださいました【作業内容】市内単身引越【全体的な評価】見積もり対応も感じがよく、希望日でとれたのと金額もほぼ希望範囲内にしてくださったので即決しましたが、実際作業にきてくださったお兄さんたちも感じよく運ぶのもびっくりするくらい早くて細やかでプロという感じでした。【良かった点】本来自分でしてなくてはいけなかったであろう作業も、快く対応してくださって本当にありがたかったです。また洗濯機や冷蔵庫の裏など掃除できておらず予想以上に汚かったのですが、嫌な顔もせず取り外しまでしてくださり本当に頭が下がる思いでした。感激しました。ハートさんにお願いしてよかったです。【気になった点】特になし,茨城,茨城,いつでも,5,5,5,5,4,6,15,5
77,2023-01-29,こちらの都合に関係なく早く終わらせたい感が伝わる,3.0,見積もりは数社で相見積もりを取り、その時の対応はまぁまぁ良かったと思う。正直予算は決めていなかったが希望日程で低予算にしていただけたためその場で即決。ただ、「即決しないとこの金額にはならない」と言われ、引っ越し業界ではよくある話だと思うが.頻繁に引っ越しをする身でない者にとっては相場もよくわからない状況でかなり心理的負担を感じた。引っ越し代金の支払いにクレジットカードOKとあったためその旨を前日に連絡したところ、「前日なので機械が準備できない」と言われた。制限があるのであれば事前に伝えてほしい。引っ越し当日、事前に知らせていただいた到着予定時刻より30分も早く到着。時間に合わせて準備が終わるよう進めていたためその旨を伝えるも「準備が終わっているものから運ぶ」と請け合ってもらえず。狭いアパートだったので部屋や玄関で動きがバッティングすることがあり、とても気分が悪かった。作業自体は一応問題なく行っていただけたが、ソファの搬出搬入がやや無理矢理で、新旧物件を傷付けないかヒヤヒヤした。繁忙期に希望の日程で請け負っていただけたことや、スピーディーな作業、金額には概ね満足だが、次回も進んで選ぶかと言われるとやや悩む。,熊本,熊本,いつでも,3,3,2,4,1,0,0,4
85,2023-01-20,こちらの都合にもあわせてくれて大変助かりました。,4.75,【見積もり時の対応】メールで概算をお送りいただけたのでイメージがついた。【料金】想定していた金額より多くなってしまったのは仕方がない。独自の運送方法により、他社より大幅に安価だった。【作業内容】非常にテキパキとされていて、また梱包も丁寧にされており、プロの技だと感心した。【全体的な評価】とても良かったです。【良かった点】作業スピード、価格、融通【気になった点】新居への搬入時は違う支店が担当でしたが、こちらは普通の対応だな、と感じました。挨拶や説明もやや不足しているように感じました。また、遠方への引越しだったため、トラックの積替えを複数された影響もあるのでしょうが、梱包にやや破損がみられるものもありました。また、仕方がない部分もあるかと思いますが、ダンボールは全体的に少しざらついており、やや気になりました。また、遠方だったため、中6日到着まで必要だったのも、やや残念なところではありました。,北海道,佐賀,いつでも,5,5,4,5,7,4,20,5
83,2023-01-17,納得の行く説明が良かった。,4.75,長距離の引っ越しだったので、全国に支店があることで安くできるどの事で非常に助かりました。出発点の作業員→他の荷物とまとめて運ぶ便→到着店の作業員、このリレーで安くできるとの事でした。作業はとても速く準備が間に合ってなかった部分をリカバリーしてもらえてとても助かりました。,東京,鹿児島,いつでも,5,5,4,5,1,8,40,4
90,2022-12-29,柔軟に対応してくれてよかったです,3.75,年末に急遽引っ越すことになったので、調整の時間がすくなく、ある程度スケジュールも融通を効かせてくれるところを探していました。見積の段階で、他社は値下げ後の価格提示やダンボール、トラックの台数調整を後出しで調整する中、ハートさんは当初から必要な内容をヒアリング、必要な費用を提示いただきました。その見積にかかる時間も簡潔かつ十分な対応だったのでとてもスムーズでした。また、一部家具を親戚の家に中継して置いていただくなど柔軟に対応いただいた点もよかったです。作業員の方もしっかりコミュニケーションして対応いただいて良い印象でした。引っ越し後のダンボールの回収もスムーズでした。総合的にストレスなく引っ越しできたのがとてもよかったです。CMなどないのでそこまで知名度はないですが、特に問題なく引っ越しできるのでその辺の不安は気にせず大丈夫だと思います。,沖縄,沖縄,いつでも,3,4,4,4,9,3,40,5
95,2022-12-28,電話対応、メール対応良かったです,4.0,若い男性2名が当日対応してくれましたが、私語もなくテキパキやってもらえて良かったです。当日、段ボール一箱を頼んでいましたが、忘れられていました。が、すぐに別の箱で対応してくれて段ボール忘れたのでサービスとして？予定外の荷物も運んでもらえたので満足です。また引越しの時はお願いしたいです。,愛知,愛知,いつでも,4,4,4,4,3,4,1,7
96,2022-12-27,連携が悪過ぎる,3.25,【見積もり時の対応】他社の良いところや悪いところも教えてもらい、分かりやすかった。【料金】何件か出してもらった見積の中で最も安かった。【作業内容】予定時刻から一時間ほど遅れて来たが、特にそこには触れず。作業自体は問題ないかと思う。エアコンの取り外し・取り付け、食洗機や洗濯機のような水回り関係の取り付けは引越会社と別会社の人がされていたが、仕事の連絡を受けているのいないの、来るの来ないので途中から作業が進まず。エアコンを外す前に引越会社のトラックが新居に向かい、その後に電気関係の業者が来て外したが、誰が持っていくのか揉めていた。電気業者は外すだけで基本は運ばずと言い、引越会社はもう一往復する気はなく、結局電気業者が運んだのだが客を置いてきぼりにした感じは否めなかった。取り付けの手配は運んだ後になり、工事の完了も夜遅くになった。見積ではエアコンの取外し・取付も含まれていたはずだが、運ぶだけで後は知りませんって感じがして非常に印象が悪かった。【全体的な評価】安いが、何か無責任【良かった点】安い。【気になった点】電気業者との連絡、どうなってるの？,熊本,熊本,いつでも,4,4,3,2,3,5,30,3
92,2022-12-26,全てにおいてレスポンスが良い,5.0,良かった点:3社の相見積もりで1番安価(1/2の金額)車両陸送も含めて引越しの日程調整が良く、満足のいく対応をしていただいた。悪かった点:収納棚の天板に深い傷が付いていた。感想:年末年始の引越しは、自身のスケジュールに合わせて業者のお休みを加味するのはもちろん、相見積もりは必須。,岩手,愛知,いつでも,5,5,5,5,2,1,15,5
93,2022-12-26,よかったです！,4.25,限られた予算でしたが、見積もりも柔軟に出してくださり、電話対応も他社と比較してとても丁寧でした。他社の見積もり額を伝えれば、その分安くしてくださった印象です。新築への引っ越しなので入居まで１週間ほど空いてしまう引っ越しだったのですが、一時預かりも無料でしてくださり、大変助かりました！他社だと長期間預かってもらえなかったり、料金が倍増してしまう、年末料金がかかるなどネックが多かったので、ハートさんは柔軟だなと思いました。電話対応も良かったですし、しつこい営業もなかったのでお願いして満足です！はじめての引っ越しだったのですが、当日もスムーズかつ丁寧に対応してくださり、急遽追加で運びたい荷物も、全然いいですよと預かってくださったのが好印象でした。また引っ越す際は迷わずお願いすると思います！,大阪,愛知,いつでも,4,4,4,5,2,3,15,7
91,2022-12-25,作業員が全員若い,2.75,こちらの業者様は、営業マンが引越し侍様で登録したダンボール箱数よりも箱の量を少なく見積り見積額を出すため、見積額が他社より安くなります。しかし、ダンボールが不足し追加分が出ると料金は上がるし、会社のダンボールに入らない分は持っていかない、と言われるため、営業マンにはしっかりとした荷物量で見積額を出してもらいましょう。作業当日に予定時刻の数時間前に電話で急に時間を早められます。引っ越し準備がしっかりでき、イラチな方にはよいかもしれません。なお、荷物の扱いが雑なため、繊細な作品等を動かす場合は不向きです。作業員の方々はよく動いてくださいますが、ダンボールの天地がわからないため、依頼主がしっかり指導する必要があります。,沖縄,沖縄,いつでも,3,3,2,3,8,7,50,6
89,2022-12-22,とても誠実で、優しく、対応も良かったです。,5.0,契約時から、引越しまでとても対応が良く、全てにおいて早い作業スピードで、金額も人も大変満足行くお話でした。箱に詰めることのできないものを迅速に詰めて下さったり、なにより、みなさま腰が低く、物腰が柔らかくコミュケーションの取れたチームワークで見ているこっちが気持ち良くなりました。新築で、お金もない新米家族なので、とても気持ちのいい引越しになり最先が良い気持ちで、感謝の気持ちでいっぱいです。ありがとうございます。また機会があればお願いしたいです。,静岡,静岡,いつでも,5,5,5,5,4,6,10,6
94,2022-12-22,挨拶から作業まで、とても気持ち良かったです。,4.5,最初に見積りを３社くらいしましたが、一番安かったです。電話での見積りだったのですが、大体の感じで金額を提示して貰ったので簡単でした。他社より、安かったのと日程も事情があり変えて貰ったのですが、大丈夫でした。色々、作業を見てると、手際良く、説明して下さりながら、作業を進めて頂きました。ニコニコしながら、質問にも答えて下さり、安心しました。これは、どうしますか？！と聞いて下さるので、こちらも確認しながら荷造り出来ました。終わった時には「気をつけて行って下さい」と、挨拶された時には、遠い所に行く不安が有りましが、少し安心出来ました。とても嬉しかったです。到着後の荷解きも、早くて、丁寧でした。鹿児島から岐阜までの遠距離でしたが、他の業者より思ってた以上に安いし、対応も大変親切で手際も良くて感心しました。又、引越の時は是非、依頼したいと思いました。今後、引越を考えていらっしゃる方は、是非、見積りをされて依頼してみて下さい。,鹿児島,岐阜,いつでも,4,4,5,5,1,5,15,4
87,2022-12-07,急な変更事項にも快く対応していただいた。,4.5,悪いところは全く無いです。また引っ越しする際は、迷わずハート引っ越しセンターを利用します。値段もちょうどよくというより、想定より安くしていただき、作業員の方々も雰囲気よく、重い荷物も軽々運んでくださり、間に合わなかった荷造りもお手伝いいただきました。本当に感謝です。ありがとうございます。,神奈川,埼玉,いつでも,4,4,5,5,8,6,50,6
78,2022-12-02,料金が安く、愛想もいい,5.0,【見積もり時の対応】希望時間にきてくれ、非常に愛想も良かった。【料金】３社比較したが一番安かった【作業内容】丁寧で早かった【全体的な評価】見積から荷入れまですべての人の愛想がよく、気持ちよく引越を終えることができた。【良かった点】料金が安く、作業員の愛想がいい【気になった点】作業員が私服で若干汚れが目立ち、人によっては新居に招き入れるのに戸惑いがあるかも,茨城,栃木,いつでも,5,5,5,5,1,0,7,4
102,2022-11-30,印象としては普通。,4.5,営業は普通。あんまり鼻息荒いよりはゆるい方が好き。訪問見積もりはその場では無く持ち帰り、粗品なし。比較した他社より待たされたが安かったので即決。転勤族からすると会社の差より当日の担当が全て、運だと思っている。今回の引っ越し作業は大満足。女性に担当していただきましたが段取り早く仕事が細やかで爽やかでした。レンタル倉庫への荷入れでは感服！プロの技を見せて貰いました。諦めずに入れ込んでいただき感謝しています。,神奈川,神奈川,午後～15時まで,5,3,5,5,7,19,40,3
99,2022-11-28,格安で引っ越すには良いと思います。,3.75,他社さんに比べて5000円以上安かった。作業スピードは早く、ダンボールの引取りサービスも助かりました。一方、引越し当日に詳細な時間を連絡して頂ける事になっていた為、そのつもりで居たら連絡が無く急に来ました。その事を作業員の方に伝えても、「私は分かりません」との事。バタバタなのは分かりますが、連絡をもっと密にして頂きたかったです。,茨城,茨城,いつでも,4,4,2,5,12,7,20,5
101,2022-11-27,あまり好感は持てませんでした。,3.25,作業が雑で、こちらが失念していたことを追加で頼んだら怒りの態度で接したり（それも予め申し込み時点でお願いしていた内容であり作業員側も見逃していたにもかかわらず）、はっきり言って感じ悪かったです。１人女性の作業員だけは態度に好感を持てました。また、洗濯機は専門業者に取り付けを頼むなんて聞いていなかったし、その点についても予め説明して頂きたかったです。更に当日引っ越し業者と洗濯機取り付け業者が情報を共有しておらず、まだ引っ越し業者が引っ越しもとに到着すらしていないタイミングで洗濯機の業者から『今から伺ってもよろしいでしょうか？』と電話が来たり、本当に無茶苦茶な対応で振り回されました。,東京,東京,午後～15時まで,4,4,2,3,7,7,50,9
98,2022-11-26,あまり聞いたことがなかった会社,4.0,九州から北海道への引越しだったため、30万以上を覚悟していました。実際、他の2社は44まん、40万の見積もり。ダメ元でハートさんに電話見積もりをしてもらったら、半額の198千円！最初は心配しましたが、実際に作業をしてもらったら、梱包もちゃんとしてくれましたし、運び方も丁寧でした。搬入に関しても、同じように親切丁寧。なんの問題もありませんでした。ひとつだけ良くなって欲しいことは、もう少し到着時間がある短かったら良かったと思います。,大分,北海道,いつでも,4,4,4,4,1,8,0,3
100,2022-11-22,,4.0,最初の見積もりの電話だけすごく親切でその後の問い合わせの時はいまいちでした。その後も最初の約束通りのダンボールとかの手配ができてなくて何度も電話して解決してもらうことになりました。その後の作業などはスムーズに終わりましたが、搬出の時に普通は家に着く前に電話とかくれるのが常識かなとおもっていたらいつの間にもう家についていたという感じでした。安いことにはその理由があるかなと思いましたね。まあ価額相応の引っ越しだったかなと思います。,埼玉,兵庫,午後～15時まで,4,4,4,4,5,2,15,7
103,2022-11-17,担当の営業が電話出ない。ミスを認めない,2.25,良かった点はありません悪かった点会社内で情報共有をされていない誰も名前を名乗らない電話対応が悪い連絡してって言っても一切連絡してこない物をなくされた壊された天地無用、上に物を置かないを無視する足でダンボールを蹴るドアも足で蹴るウチの同居人に怪我をさせた引越し元の家の壁に傷をつけたのに、見てないフリして勝手に帰った。何を運んだか記録してなく段ボール紛失今までで1番最悪の引っ越しでした補償についても連絡こないこちらから何度もしている,東京,神奈川,午後～15時まで,2,3,1,3,5,3,20,6
97,2022-11-04,早いし楽,4.25,以前、一括見積りを利用させていただいた時に、同じ荷物と距離で、１０万円かかったところが、日付おまかせにしたところ、３万円で引っ越し出来たので、今回も利用させていただきました。ただ、数社からの訪問見積りは時間的にも無理だったので、電話で見積りが出来るハート引っ越しセンターさんにお願いしました。電話でサクサク見積り・無料ダンボール等の郵送手配をしてくれて、当日はテキパキ梱包・搬出・搬入をしてくれました。今回は、長距離ということもあり、搬出から搬入まで５日ほど日が空いてしまいました。引っ越し代が安くなっても、その間の宿泊が必要になると費用が高くなってしまう可能性もあるので、要注意でした。,山形,東京,いつでも,4,4,4,5,3,2,20,6
106,2022-10-31,親切、丁寧、言葉使いもよい、頑張っている印象,4.75,見積もりの段階から、好印象でした。明るい女性が時間を守り見積もりに来てくれました、好印象。作業員さんはテキパキ積み込み、梱包作業も迅速丁寧、好印象。転居先でも迅速作業、でも、丁寧、好印象。次回も同じ業者さんを指名したいと思わせる仕事でした。,長野,長野,午後～15時まで,4,5,5,5,4,0,0,5
107,2022-10-31,安くして頂けて、とってもスピーディでした！,4.25,【見積もり時の対応】訪問見積もり時、20代くらいの若い営業の方が担当。一生懸命さが伝わって印象は良かった。契約決定すぐ出来ないと話した際に、ボールペンをカチカチ鳴らされたのはちょっとどうかなと思いました。それ以外はよかったです。【料金】とても安くしていただいた。【作業内容】フリー時間便冷蔵庫、洗濯機なし（自分で破棄）ダンボール80こベッド、チェスト類4つ、イス2エアコン取り外し、取り付けなし【全体的な評価】エアコン業者の方以外はよかったです。【良かった点】夕方の引越しでしたが、当日のスピードがすごくよかった。【気になった点】営業対応、エアコン業者の引き継ぎがあまりされていない。,埼玉,埼玉,午後～15時まで,4,3,5,5,7,4,30,7
104,2022-10-26,もう二度と使わない,2.75,作業員の上から目線や、作業中このコロナ時期のマスクを外しながらの私語、家主のいない所での悪口、靴下を履き替えない、荷物を勝手にクローゼットに入れる、荷物一部破損して電話したら対応は悪い、取りに来てもその後1週間待っても連絡なし、こちらから連絡してやっと直して持ってきた。また、引っ越しの可能性あるが二度と使わない。他社と比較して、安いのと人手が多いで契約したが、こんなに嫌な気持ちの引っ越しは初めてだった。過去4回ほど引っ越ししたが、作業員の対応がその業者の教育なのかなと思ってしまった。,北海道,北海道,午後～15時まで,3,4,1,3,9,6,50,8
105,2022-10-24,安いけど全てちゃんとしていました。,5.0,スタッフの2名ともテキパキしていて、何よりも好感の持てる人たちでした。そういうのが一番大切だなあとつくづく感じましたー。時間指定ができないことで安くなっていましたが、前日夕方に大体の予定時間の連絡があり、当日も少し早くなりますという連絡が入って、結局一番希望する時間にやってもらったのでとても満足してます,愛知,愛知,午後～15時まで,5,5,5,5,4,0,15,8
112,2022-09-30,スムーズに作業してくれて良かった,4.0,他社さんは時間までは指定が難しいと言われたところ、ハートさんは希望の時間帯で出来るよう手配してくれて、当日も、思っていた作業時間が大幅に短縮となり、荷解き時間を多く取ることができ、その後の予定にも影響がなく、とても助かりました。,新潟,新潟,午後～15時まで,4,2,5,5,8,4,15,8
119,2022-09-30,電話対応も、引っ越し作業員も、丁寧でした。,5.0,10社一括見積りで、概算でも具体的な数字を提示して最初のメールをくれたのがハートさん１社だけでした。後で詳しく見積りすれば結果は当然高くなると思うので、他社さんはリスク回避したと理解できますが、わりと沢山の項目を入力して送信した側からすると広告メールばかり返ってきた印象でがっかりは否めません。そのぶん、唯一概算を出してくれたハートさんの勇気が嬉しく、高感度が高く、詳細見積りで簡易より金額が上がるのは当然としか思わず、迷いなく即決できました。その後の対応もとても良かったので、第一印象で選んで正解でした。ありがとうこざいました。,福岡,石川,午後～15時まで,5,5,5,5,4,8,15,5
110,2022-09-29,礼儀正しくて素晴らしかったです‼️,5.0,悪かった点は、全くありません。良かった点は、上記に記入致しました。訪問見積りにたいしても、細かく見ていただきました。値引き交渉に対しても、素早く計算して頂きました。電話の対応も、はっきりと確認してお答え頂きました。今回の引っ越しは、大正解でした。そしてこの会社に頼んで本当に良かったと心から思っています。段ボール回収も、しっかりサポートして頂きました。てきぱきしていて、しっかりサポートしながら礼儀正しくて素晴らしかったです‼️指定の時間よりも早目に連絡を頂き、その時間きっちりに来ていただき、回収ごみに対しても素早く対応してもらいました。自分では、出来ない作業に対しても、流石プロフェッショナルだなぁと、感心させられました。最後の確認作業も、しっかりとしていて次も引っ越しは、この会社に決めました。,兵庫,兵庫,午後～15時まで,5,5,5,5,4,2,5,8
113,2022-09-29,スピーディーで親切,5.0,非常に好印象でした。埼玉でエアコンの室外機を忘れていかれましたが、すぐにセンターに連絡したところ、ちゃんと次の日名古屋まで届けてくださったので助かりました。強いて言えば、埼玉の方で“あの後ちゃんと積みました”と一言連絡いただければ、当日安心できましたが...梱包、家具のバラシの流儀がそれぞれのエリアで違うらしく、現地の方が困惑されてましたので、引き継ぎ等簡単な申し送りがあれば時短になるのにと感じました。,埼玉,愛知,午後～15時まで,5,5,5,5,8,7,10,4
111,2022-09-27,梱包が丁寧だった,4.0,【見積もり時の対応】現地訪問なしで見積もり金額を提示してもらえたので、楽だった。【料金】他社の見積もり金額を提示したのもあったと思うが、他社より安かった。【作業内容】洗濯機、冷蔵庫、電子レンジ、衣装ケースなど大型の家具類は梱包して運んでもらえた。【全体的な評価】丁寧だし安い【良かった点】梱包や作業説明が丁寧だった。段ボールとガムテープの提供もあった。部屋が汚く申し訳なかったが、嫌な顔せず作業して下さった。【気になった点】搬出時、荷物ごとに通し番号を振ったシールを貼る作業があったが、貼り忘れた荷物があった(すぐに作業員さんが気づいたから問題にならなかった)。荷物の紛失につながりかねないと思った。段ボールにわれもの有のチェックを付けていたものがあったが、マークを見ている様子がなかった。,千葉,北海道,午後～15時まで,4,4,4,4,1,3,20,6
116,2022-09-26,暗い,3.5,家財１つ１つ、段ボールやボール紙で梱包してくれたのですが、時間と手間がかかりすぎ。もう少し、合理的に手早くならないものでしょうか？と思いました。引っ越し後のゴミになる梱包材も気がかりです。,東京,沖縄,午後～15時まで,4,4,3,3,3,1,3,4
109,2022-09-25,女性が必ず一緒に来ていただき安心でした。,5.0,お値段が安かったのははもちろん、段ボール回収や証明の取り外し、洗濯機の設置まで非常に助かりました。女性の方が見積りの際や引越し日当日にも来ていただき安心でした。ただ、お電話がすこし繋がりにくかった印象です。その旨をメールにてお伝えすると折り返しお電話をしていただくなどの対応をしていただけました。お電話がつながりやすくなるとより心地よく使用できるかなと思いました。,福岡,福岡,午後～15時まで,5,5,5,5,2,5,15,10
115,2022-09-24,作業がとてもスムーズだった。,4.0,不用品の引き取りに関して、当日に急遽お願いした物でも引き取ってくれてとても助かった。作業が速かったので、その後の予定にも余裕を持てた。事前に持ってきてもらった無料のダンボールとガムテープは有り難かったが、食器用の梱包材を忘れていたようだった。,東京,鹿児島,午後～15時まで,3,4,4,5,2,2,10,6
117,2022-09-23,全てにおいて迅速な対応に感動でした。,5.0,作業員様の対応も電話オペレーターの方も丁寧で良かったです。　色々ご無理も受け入れてくださり感謝です。　多分お荷物移動中に落下したものと思われますが、体重計が機能しなくて弁償を、と思いながら連絡。自分で解体部品のセット出来て直りましたのでそこまでの対応もしっかり見届けてくださり良かったです。洗濯機の水漏れも、下請けの方のご尽力でその後水漏れもなく機能しています。クレームではないけれど、起こったことに対してキチンと報告させていただき、真摯な対応をしていただけたことはとてもありがたいことでした。,愛知,愛知,午後～15時まで,5,5,5,5,4,5,20,8
114,2022-09-22,丁寧で良い印象でした。,4.5,電話での対応も良く、料金の相談にも丁寧に説明していただき、作業の方もテキパキとされていて、挨拶も感じが良く、全体的に好印象でした。見積もりも早く、段ボールなどのサービスや使用した段ボールの回収も無料ですし、今回お願いした引っ越し業者さんは、自身を持っておすすめできます。,東京,福島,午後～15時まで,4,4,5,5,8,1,6,5
118,2022-09-20,黙々と一生懸命に作業していただいた。,4.5,良かった点:時間指定のある引越しだったが、時間内に終わらせるように作業していただいた。内階段の3階からの引越して荷物の搬出に時間がかかると思っていたが、予定時間より早く作業を終わらせていただけた。引越しの幹事会社ではないところで引越しをお願いしたが、トラブルなくスムーズに搬入をしていただけた。また2社との比較で引越し業者を決めたが2社目の見積もりもあっておよそ半額でしていただけた。悪かった点:スピードが早かったためか家具に傷がついていた。1つは明らかに引越し時についた傷だったので会社に依頼して修理をしていただいた。その対応は良かった。時間制約のある中で仕方ないところもあったがもう少し丁寧な作業をしてもらえたら良かったなと思います。,岡山,岡山,午後～15時まで,5,5,3,5,3,4,30,2
120,2022-09-19,聞いたことがない会社だったが、丁寧に対応してくれた,3.75,【料金】他社と相見積もりをとって、納得いく金額を提示してくれました。【作業内容】男性2名で、搬入搬出をとてもスピーディに行ってくれました。【全体的な評価】初めて引っ越し業者を利用しての引っ越しでしたが、物を運んでいただく、という点では特に問題なく対応して頂きました。聞いたことがない引っ越し業者だったので少し不安でしたが、特に気になる点はなく満足いく引っ越しになりました。搬入→1時間搬出→1時間と、時間きっかりで対応して頂きました。【気になった点】養生の箇所はもしかしたら他社と比較すると少し少なめだったかもしれませんが、必要最低限のところは養生してくれていたのでなんら問題ありませんでした。暑い日だったので汗が床に垂れているのは少し気になりました。,東京,東京,いつでも,3,3,4,5,2,2,0,7
108,2022-09-05,元気で礼儀正しく、信頼できそう。,4.75,良かった点は：・見積もりにこられた方の対応がとても良い。それが決め手だったかもしれません。・梱包材（お皿などの割れ物）、ガムテープの色分けなどはとても充実で、作業が楽で楽しくなりました。・作業員は元気で親切。家具配置にもアドバイスをくださいました。・引っ越し日から一年以内に、無償でレイアウト変更サービスがあるのも頼もしいです。・お値段について、見積もってもらった数社の中で一番安かったです。お土産やプレゼントなどはなくていいですから、金額が安いのはなによりだと思います。・家電の取り外し（エアコン撤去）と連携しているトラスト社も、対応が良くて必要以上の出費がでないよう、アドバイスをくれました。悪かった点：・床に多少の傷がありましたが、これは元々のものかどうか不明で、なんとも言えません。　いずれにしても、ちゃんと確認できなかったうちのほうが良くないので、反省しています。,東京,東京,午後～15時まで,4,5,5,5,9,11,30,9
122,2022-08-28,親切・丁寧なお引越し会社さん,4.25,期待していた以上のサービスで、とても満足な引越しができました。正直、訪問見積時の対応は他社と比べると雑な部分があったり、即決でなければ値引き交渉に応じられないと断られ、あまり印象は良くありませんでした。しかし最終的には、その後の電話でのやり取りで値引きに応じていただき、他社と比べても同様のサービス内容で一番安かったため、こちらに決めました。訪問見積は３社から取ったのですが、他の２社に比べても２～３万円ほど安かったです。当日は３名の作業員さんがお見えになったのですが、リーダーの方を筆頭に皆さんとても物腰が柔らかく、荷物の取り扱いも丁寧で、細かいところにもよく気付いてその都度確認をしてくださったりと、安心してお任せすることができました。以前頼んだ引越し業者さんは、スピード第一、とにかく荷物を運ぶだけでまるで嵐のようでしたが、こちらは荷物を運ぶ以上のサービスを提供してくださり、こんなにも違うものなのかとびっくりしました。本当にありがとうございました。,神奈川,神奈川,いつでも,4,3,5,5,4,4,30,5
121,2022-08-24,仕事が丁寧,3.75,作業員が２名と少なかったけれど、迅速かつ丁寧な作業でした。家具も必要に応じて分解、組み立てしてくれて助かりました。若干荷出しから荷入れまで日数がかかりましたが、値段も手頃で、日程に余裕がある人にはお薦めです。段ボールの準備、引越し後の回収もして頂き助かりました。,長崎,愛知,いつでも,3,4,4,4,2,0,0,4
126,2022-06-30,丁寧な作業内容と重要な箇所は専門業者で安心,4.0,契約から引越迄あまり時間が無かったので、箱詰めやテレビなどの配線やカーテンの取り外し等こちらに不備があったのに、文句一つ言われずテキパキと作業して頂きました。このサイトから選んで良かったと実感しています。数社から見積もりが簡単に取れて相場やサービスが知れたのが良かったです。あえて言うなら、荷物量の確認に担当の方が来たときに、見積もりを見せてサインした事になっているが、サインはしたんですが見積りは何処にも無かった。後日にＦＡＸで見たが、最初で担当の方は誠実で優しそうな人柄だったのに、いまだに真相がわかりません！そこだけが悪い点？というか謎です。私は元総務の仕事をしていて、案件ごとにクリアファイルに保管する癖があるので、確認してたら絶対ファイリングしてあるはずなのに、引越の手引しか無い。それ以外は満足しています。次も依頼したいです。,香川,香川,いつでも,4,4,4,4,3,5,15,5
123,2022-06-30,営業さんがこちらの意向をしっかり理解してくれた。,4.75,残念ながら推し業者の営業さんと意思の疎通が取れず、複数社訪問見積を依頼しました。しかし、どこも納得の金額に至らず、最終ハート引越センターさんに依頼したところ、女性の営業さんでしたが引っ越し日、処分費、金額共にこちらの言い分を聞き入れてくれて無事に契約となりました。引っ越し当日も暑い中、手際良く、無駄なく作業してくれた。作業員さんにも感謝の気持ちでいっぱいです。引っ越し侍を通じなければ、ハート引越センターさんに出会えてなかった。今回もお世話になり、ありがとうございました。,大阪,三重,いつでも,4,5,5,5,4,9,30,4
124,2022-06-28,対応も早く、不備もなく、円滑でした！,4.25,対応が早く、電話ですぐに金額を出してもらえました。当日もその金額で増えることもなく、時間指定なしなど、より安くなるプランも紹介してもらいました。ちょうど、日にちも希望日が空いていて、金額がとても安かったのでこちらですぐに決めました。洗濯機の取り付けのオプションも紹介していただきありがたかったです。段ボールもすぐに送っていただき、対応も早く、引っ越しに関しても不備もなく予定通り円滑でした。暑い中でしたが作業も素早く、ありがとうございました。,福井,滋賀,いつでも,4,4,4,5,2,1,10,0
