,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
209,2023-05-30,話しやしく親近感がわく。,4.5,冷蔵庫だけでしたが、気持ちよくテキパキと作業して下さりありがとうございました。天気の関係でエアコン外して付ける事が同じ日に出来なくて残念でしたが、仕方ないです。また、きかいあれば　サカイさんでお願いしますので宜しくお願いします。サカイさんでされた知人も多かったです。私も知人に勧めます。安心パック内容や、ダンボールサービス魅力的でした。,広島,広島,午後～15時まで,3,5,5,5,5,3,0,5
186,2023-05-30,とても丁寧な仕事をしていただきました。,4.5,引越当日のスタッフの方は手際よく、丁寧な仕事をしていただきました。営業担当の方も精一杯の金額提示をしていただきました。一部、説明がなく、後から確認の電話をすることになったのは残念ながら減点対象です。,神奈川,神奈川,いつでも,4,4,5,5,9,10,60,5
211,2023-05-29,見積り作業対応が良かった,4.5,一般的な一人暮らしより荷物が多く自分では判断できなかったため訪問見積りしていただきました。その結果段ボールの個数も不足することなくスムーズに梱包できました。また、荷積み作業も対応が良く短時間で終了して大変助かりました。,福岡,鹿児島,午後～15時まで,4,4,5,5,4,5,15,10
212,2023-05-29,よく利用されてる会社さん,5.0,【見積もり時の対応】とても丁寧でわかりやすく、ありがたいオプションの選択などもできて良かったです。【料金】納得できる金額でした。信頼はお金以上の価値があります。【作業内容】指示通り動いてくれて、傷等もつけることなくとても良かったです。【全体的な評価】凄く利用して良かったと思えました。次回も利用したいです。【良かった点】引っ越しに関して完璧でした。訪問見積もりの時に貰ったお米も美味しくいただきました。【気になった点】特にありません。,兵庫,兵庫,午後～15時まで,5,5,5,5,6,7,30,6
198,2023-05-29,作業がスムーズだった,3.5,電話対応が一番早く、訪問見積も早く、ある面他社との比較ができなかった。作業員の対応は良く、手早く作業を行ってくれた。ただし、営業の方の作業内容の範囲の説明が不十分でこちらでの対応になった部分があった,茨城,茨城,いつでも,3,3,4,4,5,5,80,4
191,2023-05-29,積込みをした秋田の四名は、丁寧で素晴らしかった,5.0,東京まで来た秋田のスタッフさんは一人で荷物を下ろし、ベッド二台の組み立てもして、大変そうでした。応援の板橋のスタッフ三名は、なかなか到着せず、終わる頃に来て、遅くなった詫びもなく、秋田の方が気の毒でした。人数が揃えば時間も短く、素晴らしい引越しのはずが、残念でした。,秋田,東京,いつでも,5,5,5,5,5,2,5,4
204,2023-05-29,営業の方も当日のスタッフさんも満足でした。,5.0,安い会社は沢山あったのですが、大手にお願いしたかったので、サカイさんにしました。引っ越しまでの日数も短かかったのですが、希望日にねじ込んで頂けたのもあって、すぐに決めました。当日のスタッフさんもテキパキで文句なしでした。ありがとうございます。一つ言わせてもらうなら、料金がもう少し安かったら、言う事無しです。,福岡,福岡,午後～15時まで,5,5,5,5,9,7,50,10
205,2023-05-29,お疲れの様子,4.0,雨の中での引越しだったので、そのせいだとは思いますが前の方の引越し作業が遅れたのかだいぷん遅れて到着でしたが、ビショビショになりながら引越し作業して下さいました。だいぶんお疲れなのかため息が多かった印象と、衣装ケースを少し破損されてしまいました。,岡山,岡山,午後～15時まで,4,4,4,4,2,3,20,6
196,2023-05-29,作業が早く丁寧,4.75,繁忙期を外れていた為か、作業員さんが5人で来て下さり、あっと言う間に作業が終わり、余裕のある引っ越しができた。洗濯機や冷蔵庫を運び出した後の床や壁の清掃までして頂き、至れり尽くせりで感動してしまいました。,山形,山形,いつでも,5,4,5,5,4,5,20,5
193,2023-05-28,至れり尽くせり,3.25,エアコンの取り付けについて、見積もりのときにはこれ以上料金がかかることはおそらくないと言っていたのに、当日になって一万円近いオプションを提示されました。そういう可能性があるなら、先に伝えていただけると嬉しく思います。,愛知,愛知,いつでも,3,3,4,3,2,4,0,8
179,2023-05-28,業界大手なので、ちゃんとしてるはず。だろう？,3.75,担当してくれた作業員さんは、とても丁寧でよくしてくれたので凄く感謝している。　思ったより時間がかかって申し訳ないくらいだった。訪問見積もりの際は他社との比較説明が長すぎて、疲れてしまった。　また段ボールの回収はしていないとの事だったが、SDGsの観点から見て大手企業なら回収・再生の責任はあるかと思った。,大阪,大阪,午前,3,3,5,4,3,9,30,5
199,2023-05-28,営業担当者以外問題なし。,3.75,営業担当者について・電話に出ない等があり、不信感を抱いたが、引越し自体は特に問題なかった。それ以外で気になったこと・割れ物を包む紙などが引越し資材の中になかったのが気になった。（段ボールとガムテープ、布団入れのみだった。）作業について・素早く作業して頂けた。,静岡,愛知,いつでも,4,3,4,4,1,2,1,6
203,2023-05-28,対応が良く愛想が良い,5.0,自分はサカイ引越しセンターにお願いした。引越し当日は訪問したときの自己紹介から作業内容の確認、搬送まできびきびやっていただいたので、引越しの時間が短く好印象。またスタッフさんはしっかりした方で搬送の際の注意点や要望などを事前に聞いてくれたため安心して引越しを任すことができた。,大阪,東京,午後～15時まで,5,5,5,5,8,2,15,8
187,2023-05-28,スタッフ同士が気持ちの良い言葉の掛け合いでした,5.0,良かった点は、見積もりの時にかなり頑張ってくださいました。負担が減るよう、こうすれば安くなる！と提案もしてくださいました。また、当日は何でもおまかせください！というような安心感があり、とても丁寧に仕事をしてくださいました。また、熱中症対策で、休憩を挟む際も、きちんとことわりを入れて時間の配分やその後の計画も伝えてくださいました。悪かった点はありません。誰か引っ越すという話を聞いた時は絶対サカイさんを勧めます。,熊本,熊本,いつでも,5,5,5,5,6,10,20,3
188,2023-05-27,,4.0,実際に見積もり時の、来訪よりだいぶ時間が遅かった。12時～14時予定が19時にきた。こちらから連絡して遅れる旨伝えて来たことは心外でしたが、作業の速さと見積もり時の対応は良かった。急な見積もりと依頼に対応して頂いた事はとても良かった。,福島,福島,いつでも,4,4,4,4,2,2,0,2
202,2023-05-27,親切丁寧,4.5,見積もり金額がダントツに安かったことと安いからいい加減な作業はしないと自信を持っていってたので決めました。見積もり時にはお米を頂きました。引っ越し先で早速頂きました。値引き交渉しなくても安かったです。急な荷物の追加にも迅速に対応してくれました。人から聞いていた悪いイメージはなかったです。当日体調が悪かったですが、ゆっくり休ませてもらいました。検討されてる方は見積もり時の説明のわかりやすさと引っ越し時の作業員の対応の良さそして何より安かったのでサカイ引越センターをおすすめします。,高知,兵庫,午後～15時まで,4,4,5,5,3,5,20,4
214,2023-05-27,丁寧な対応でよかった。,4.5,見積もりでは、オンラインでも対応してくれた業者もあり、時代にそったやり方で、移動せずに見積もりしてくれるのは良かったが、実際に訪問をしてくれ、具体的な話しを丁寧にしてくれるほうが安心感があり、わからないところも気軽に話しかけてることができたり、関係性ができて相談をしやすかった。決算はオンライン決算でLINEで連絡がきたので不安だったが相談すれば、対応をすぐしてくれた。当日までは、決めた引っ越し行者さんの良かったのは早めにダンボールを渡してくれたため、段取りよく作業ができた。また、足りなくなった時も電話をしたら、すぐに対応をしてくれ、雨の日以外にも届けてくれ、不在の時にも玄関に置いておく連絡があったので、安心した。二回配送のところ、当日は作業員さんが荷台をうまく積んで一回で済むように頑張ってくれましたため、午前中で、荷物を移動することができた。,和歌山,和歌山,午後～15時まで,4,4,5,5,1,4,0,4
197,2023-05-24,丁寧。清潔。,4.25,アフターフォロー引っ越し後すぐ連絡が入り、感想が言えたので良かった。面倒な電気、ガス、などの手続きもしてくれて助かった。（見積もり時にその話をしてくれていたらもっと良かったけど、そこが残念）,大阪,兵庫,いつでも,4,4,5,4,3,5,30,6
195,2023-05-24,見積、積み込みもスムーズで良かったです,4.25,【見積もり時の対応】見積時の対応と見積の金額も満足いくものだったのでとても助かりました。見積訪問の際には具体的な荷物に対してアドバイスもいただくことができ、積み込みに向けて具体的なスケジュール感を持つことができました。【料金】他社と比較して、引っ越し当日よりもだいぶ事前であることなどを考慮いただいてかなり値引きをいただきました。【作業内容】積み込み時の担当の方が仕事が手早く、積み込みに関して何をすればよいかこちらに的確にアドバイスまでしていただけて、積み込み当日にものすごくスムーズに進みました。荷物の運搬も軽々と運んで行ってしまって、さすがプロだと感心してしまいました。【全体的な評価】距離の問題もあって金額はしょうがないものもありましたが、品質は文句のつけようがないものでした。次があるかはわかりませんが、また依頼したいと思います。,茨城,広島,いつでも,4,4,4,5,1,3,30,4
185,2023-05-24,大手の引越し屋,4.5,訪問見積もりで来て下さった営業さんもとても好印象でこちらの話をよく聞いて下さり、値引き交渉にも多少はおおじてくれました。訪問見積もりで粗品等はもらえてません。ダンボールは無料で50箱プレゼントしてくださいましたが他の業者に比べて引き取り費用が3000円かかってしまうので少し難点だと思います。不用品等の回収もしてくださらなかったので有料でもいいからして欲しかったのが本音です。当日の引越し自体は、はきはきと手早く作業をしてくださった。一箇所別の場所によっていただくなどの融通も聞いていただきとても感謝しています。一つだけ悪い点があるとすれば引越し作業ないでテレビ台のキャスターを固定するものがなくなってしまったことです。ですが直ぐに別のものだが類似品を購入し新居に届けてくれたため特に問題はなく迅速に対応しされていました。一戸建てを購入し最後の引越しにはなると思いますが、もし次回引越しをする時があればまたサカイ引越しセンターを使いたいと思いました。,神奈川,神奈川,いつでも,5,5,5,3,4,6,50,4
192,2023-05-10,　親切に対応してくれる,5.0,家の引っ越しではなく、数点の家具の移動だったのですが、見積りの時も丁寧な対応で、価格も希望通りで良かったです。上司の方に確認しながら、最大限の値引き価格にして下さったみたいでした。見積りの時にお米を頂きました！段ボールや食器を包む梱包用紙などのサービスもあり、助かりました。,愛知,愛知,いつでも,5,5,5,5,4,0,0,9
213,2023-05-05,費用の相談もその場で即答してくれて安心でした。,5.0,【見積もり時の対応】訪問見積もりをお願いしました。質問にもその場で的確に答えてくれたので不安要素もなく、費用についてもスムーズに話ができたので他を検討する必要もなく即決できました。【料金】事前に相場感を調べて想定していた金額の半分以下で済みました。【作業内容】スタッフさんも皆さん親切丁寧でした。【全体的な評価】営業さんから現場のスタッフさんまで気持ちよく対応してくれて満足です。【良かった点】搬入が厳しいかな？と心配だった荷物もまずはやってみるとトライしてくれ、できなかった場合はどうするかも当日相談しながら進められました。本当に丁寧に対応していただけたと思っています。【気になった点】特になし。,東京,東京,午後～15時まで,5,5,5,5,10,8,40,10
236,2023-04-30,手際良く、丁寧な対応で良かった。,4.25,荷物を十分に纏めきれなかったが、一つ一つ確認しながら、丁寧に対応していただいた。料金は、予定した金額であったが、もう少し安くなると嬉しい。ダンボールは充分に頂いたが、荷解きの後の段ボール回収をしていただけると、もっとよかった。,宮崎,宮崎,午後～15時まで,4,4,4,5,10,13,20,4
241,2023-04-30,口コミ良かったから頼んだけど、実際はイマイチでした,3.5,訪問見積りに来た方はとても感じが良くて、こちらの値引き交渉にも多少応じてくださり、予定より見積り高かったけど口コミもよかったので契約しました。そして、作業内容やスタッフについても話してくださり、楽しみにしていてくださいね！と。ですが、当日、作業内容の中でお話聞いていたサービスをしてもらえなかったし、作業員さんも対応悪く、暑くて大変そうだったので最後ペットボトルの飲み物も人数分出してあげたにも関わらず、たいしてお礼もなく…,神奈川,神奈川,いつでも,5,5,1,3,7,0,0,4
217,2023-04-30,テキパキしていて良かった,4.0,新人を教えながらの作業だった為、失敗も何度かありました。ベテランの動きでカバーされてはいましたが、もう少し大きな家具や家電の持ち方や持ちやすい向きなど作業の練習をしてから仕事させるべきだと思いました。他、スピードや受け答えに関しては問題なかったと思います。壊れたものに対しての対応は良かったですが、修理をするにも業者が持ってる部品での対応という事で納得できない部分があります。ある程度は妥協しますが白いものに黒で直す事しかできないというのは間違っていると思います。全体的には良かったので次の引越しも依頼すると思います。,東京,東京,午後～15時まで,4,5,4,3,7,10,70,7
228,2023-04-30,誠実、丁寧,5.0,知人から評判が良かった。ダンボールのプレゼントもあり、日程もできるだけ、こちらの要望にあわせてくれる。実際、作業をした従業員の対応もよく、スピーディにてきぱきとこなしてくれる。値段も他社よりは安かったが、予定していた金額よりちょっと高かったが、要望よりも落としてくれた。,群馬,群馬,午後～15時まで,5,5,5,5,6,6,20,5
220,2023-04-30,とても良かった。,4.0,とてもスピーディーで助かりました。世間の信頼のある引っ越し会社だったので何も不安なく作業が終わるのを待てました。当初、冷蔵庫と洗濯機とベッドを頼んでいたのですが、こちらの都合により洗濯機は無しになりました。荷物がとても多かったので運べるか心配でしたが、その洗濯機の代わりにダンボール10箱も積んでいただきました。おかげで無事引っ越しができ良かったです。料金は8万円と引っ越しで色々と大変な時に少し高いなとは思いましたが距離が遠かったのでこのぐらいなのかなとは思いました。それでもたまたま好都合だったので3万円ほど引いてもらえました。また引っ越しの際は頼もうかなと思っています。ありがとうございました。,東京,栃木,午後～15時まで,4,4,4,4,1,2,0,5
233,2023-04-29,ザ　大手といった感じ,4.25,サカイ引越センターにお願いしました。建売住宅のハウスメーカー紹介の割引を利用したため、他の業者との相見積はしませんでしたが、自分が予想していた価格よりも安く引越できたため、満足しています。訪問見積もり時は、お米をもらいました。値引き交渉はほとんどしませんでした。ダンボールを15枚程もらいました。貴重品を包んでいきましたが、思ったより一箱に入る量が少なく、結構な数のダンボールを組み立てることになりました。引取サービスでは、ワガママを聞いてもらうことができて、本当に助かりました。実際に依頼してみての感想は、ある意味予想通りといった感じでした。1つ要望を言えば、見積から契約、引越までの流れについて、もう少し詳細に教えておいてもらえたら、もっとスムーズに段取りできたかなと思います。アドバイスとしては、見積もりまでは業者側から積極的に動いて来るためスムーズですが、見積金額が提示された以降はパタっと連絡が来なくなる感じで、不安になります。そのため、見積後の流れを把握するには自分から連絡を取り、納得するまで質問することをオススメします。,静岡,静岡,午後～15時まで,3,4,5,5,10,6,30,5
225,2023-04-29,大手で有名,4.25,【見積もり時の対応】丁寧で対談時、子供がいましたが時々、子供にも気を使ってくれて良かったです【料金】見積もりを出されて、いくらだったら即決できますか？と聞かれ予算より安くすんだので良かったですが、逆にいくらまでなら下げれるなか気になりました。【作業内容】当日の荷造りにも対応して頂きありがたかったです。私語なく黙々と作業して頂き早く終わって良かったですが逆にもう少しコミニケーションを取りながら、過ごしたかったです。作業員3人で来て頂きましたが大変そうでした。,埼玉,埼玉,午後～15時まで,5,4,4,4,7,4,20,4
239,2023-04-29,大手,2.75,詳しい番地が決まらないと見積もりにさえ来てくれなく、営業の人のタバコの匂いが嫌でした。プランはこちらの希望に沿っていただけたので良かっただけに残念です。また、別便の引っ越しの荷物について、2週間以内の到着と聞いていたものの積み込んでから何の連絡もないので少し不安です。,神奈川,愛知,午後～15時まで,2,2,3,4,7,7,40,3
242,2023-04-28,とても迅速丁寧。プロの仕事だと思います。,5.0,ハンガーラックが5台持ち込まれると聞いて期待していましたが実際は3台でした。シューズラックに至っては３台の持込予定がまさかの0台でした。急遽、靴を梱包して段ボール箱詰めでした。ただ、作業員の方の迅速。丁寧な作業でカバーしてもらいスムーズに作業を終えることが出来ました。引越しを考えている方に紹介したいです。,島根,島根,いつでも,5,5,5,5,4,9,50,4
224,2023-04-28,対応が丁寧で安心感がありました,5.0,こちらからの問い合わせに丁寧に的確に答えていただきました。引っ越し当日も慌ただしい中でも話しかけにきちんと応えていただき、丁寧かつ的確な答えをいただけたので本当に安心して引っ越しできました。金額は想定よりも高かったのですが、ゴールデンウイークに差し掛かって混んでいた中での金額だったので納得しましたし、金額以上の対応をしていただけたと思っています。,神奈川,神奈川,午後～15時まで,5,5,5,5,2,3,10,8
234,2023-04-28,2度目の利用で、今回も同じ人が担当で安心できた,4.5,今回が最後の引っ越しになりますが、一度担当した人が偶然にも再び担当で、その方がとても活気があり楽しい気持ちで引っ越しができました。周りのスタッフを引っ張っていてとてもグループの雰囲気が良かったです。引っ越し時間が8時から14時と幅があり、午後は子どもが帰ってくるので早めにきて欲しいと思っていたところ8時5分前に来てくださり、トータル3時間で引っ越しが終了しました。とてもスピーディでありがたかったです。今回、エアコンも購入しました。暑い日がきてもすぐに使用できる状態にしていただいたので一安心です。10分間の無料サービスでは、シーリングライトをとりつけてもらいました。既に自分がとりつけたものが、しっかりと設置されておらず、あっとゆう間に直していただきました。大満足な引っ越しでした。今後は引っ越しは当分ないと思いますが、子どもが引っ越す時などにはまた利用させていただきたいと思います。ありがとうございました。,神奈川,神奈川,午後～15時まで,4,4,5,5,8,6,0,3
237,2023-04-27,無料サービスが良くない,4.0,良かった点ー作業員は一生懸命やっていたと思う。会社の決まり事と思うが、無料ダンボールは少なく、無料引取りもしてもらえない。法人契約している会社をやめて、サカイにしたが、後悔した。見せかけの安さだった。,富山,富山,午後～15時まで,3,4,5,4,10,0,0,5
231,2023-04-27,引越し屋さんの定番といえば…という感じです。,4.75,"【見積もり時の対応】訪問見積もりで手慣れた感じでサクサクやられてました。引越しが4月末ということもあり見積額がかなりの金額だったので大きな家具だけお願いしてあとは自分たちで運ぶ計画に変更しようとしたところ親身に対応してくださり、かなりお値下げ、荷物も全部運んでもらえる事になり営業の方には本当に感謝です。【料金】初回158,000円→最終84,000円（エアコン込）5月であれば5、6万で出来ますとのことでした。【作業内容】引越し先までの距離5キロ前後。午後便で16時過ぎにトラック到着。引越し先が車1台しか通れない場所のため、2トンショート作業員2名でピストン…予定でしたが、2トンショート2台と2トンロング1台で一気に搬出搬入。最終的に10人近くで作業しており搬入はあっという間でした。【全体的な評価】引越し時期をずらせば金額もそこまで高くなく電話対応、営業、作業員どこをとっても私的には◎因みにサカイ利用は今回で3回目です。【良かった点】全て良かった、の一言です。もしかしたら何度か利用してる、というのもあるからかもしれませんが毎回気持ちの良いお仕事をしてくださるのでまた次回があったらお願いしたいと思ってます。【気になった点】車一台しか通れない道をトラック3台で塞いでしまう形になったので、そこだけ心配でした。交通誘導もしてくれてたので大丈夫だったと思いますが。",千葉,千葉,午後～15時まで,4,5,5,5,17,9,70,4
223,2023-04-26,てきぱきしてサービスもいい印象,4.75,前日に引っ越し時間が分かる契約にしていました。引っ越し当日も１５時頃と連絡が入っていたのに昼過ぎに急に17時すぎに到着するとの連絡が入り引っ越しが終了したのは20時過ぎになってしまいました。２時間の時間のずれは大きく、子供もいるためその後が大変でした。１件引っ越しをいれたのかなと疑心暗鬼してしまいました。現場の作業の方は一生懸命動いてくださっただけに残念でした。,埼玉,埼玉,午後～15時まで,5,4,5,5,5,4,15,6
221,2023-04-26,結局は、引っ越しの作業員の質に満足度が左右される。,2.75,以前も利用したことがあるが、料金は自分の予算と比較して安くまとまる。今回、繁忙期（４月）での引っ越しとなったこともあると思うが、契約交渉（見積もり）に来た時の愛想のよさが、その後の電話対応には一切なかったのが残念。私自身が仕事で引っ越しに立ち会えなかったため、指示書を家族から業者に作業前に渡してもらったのだが、作業効率を優先され、とにかく運びこみました、といった対応だった。（一部破損もあり）また、養生のし過ぎ（？）、壁に埋め込みの下駄箱を養生シートでふさいだままで、最終チェックをしたため、気づかず、業者が帰った後に下駄箱内に靴が残っていることに気が付いた。（荷造りサービスを利用していたのに）,東京,東京,午後～15時まで,3,4,1,3,7,9,60,3
229,2023-04-25,迅速に対応して頂けて良かった。,3.5,迅速に対応して頂けて助かった。当日も、てきぱきとした対応で、とてもとても、スムーズに進み、お願いも、聞いていただき、とても良かった。もう少し、お安くしていただければ、なお、よかった。引っ越し侍さんからも、他社からのメールなど、しつこいようでしたら連絡頂ければ対応してくださる。と、連絡頂き、とても安心した。ありがとうございました。,新潟,新潟,午後～15時まで,3,3,3,5,7,5,30,8
230,2023-04-25,サカイ引越しセンター,4.5,見積訪問の際になかった、玄関から入らないソファを外吊り上げ作業で提案してくれ、一生懸命にやってくれた。見積額は他社より高かったけれど、見積訪問時が一番早くスピーディーだった。実績があるので契約したが、アクシデントが起きた際の対応が的確であり、気持ちの良い作業員の方々で、やはり信頼ある会社にして良かった。,京都,京都,午後～15時まで,4,4,5,5,2,5,10,8
226,2023-04-25,お値段以上の働きぶりでした。,5.0,契約を即決しなければいけないと言う不安はありましたが、いざ自分達でやらないといけなかったと思うとゾッとする荷物の量でそれをたんたんとこなしてくれる様子はまさに神がかってました。スタッフの方全員が自分の役割をわかっていて、あっという間に荷物が片付いていき、自分は特に何もせず楽をさせていただきました(笑)子供たちにもやさしく接してくれて、実に感じの良い引っ越しとなりました。また機会がありましたら、利用させてもらいたいと思いました❗️最初に準備してもらった段ボールに収まりきらず、あたふたしておりましたがスタッフの方の機転で素早く対応していただき、追加の段ボール等はなく収まりました。繁忙期の中の決められた時間だとおもいますが、雨のなか濡れながら、荷物は濡らさずと気を使って頂きました、ここまでしていただけると逆に申し訳なく思ってしまう仕事ぶりでした,埼玉,埼玉,午後～15時まで,5,5,5,5,6,4,0,5
222,2023-04-25,大手と理解、,2.25,引っ越しの梱包資材の自己準備ありも、見積、精算に反映なしは不満足。お茶碗等、資材(梱包紙)なし、追加金額やゴミ袋もなし、全て、準備、施工明確化がされてなかつた。又、引き取り品のサービスなし、別業者にお願い、別途支払した。,大阪,石川,午後～15時まで,1,2,2,4,7,0,30,4
227,2023-04-24,作業員の方の対応はとても気持ちよかったです,4.0,営業の方の対応は、見積もり当日他の業者への見積もり予約を断るよう言われて段ボールなどを置いて帰られ、すこし強引に思いましたが、作業員の方々は、迅速で丁寧に対応していただきました。料金も対応に関しても他社と比べることができなくて、参考にならないと思いますが、無事に何事も無く引っ越しできたので満足しています。,岡山,岡山,午後～15時まで,3,3,5,5,7,9,10,5
218,2023-04-24,見積もり、作業員ともに印象が良かった。,4.0,見積もりの方は丁寧な話し方でした。また値段の相談にも真摯に対応してくださったので少しお安く引っ越しする事が出来ました。作業員の方々は家具の配置や、排水管の接続などこと細かに気にして頂いて助かりました。,山口,山口,午後～15時まで,3,4,5,4,7,2,0,4
238,2023-04-24,清潔感あり丁寧で分かりやすい説明でした,5.0,以前、母が引越しの際にお世話になった業者さん！母は絶対〇〇〇が良いよ〜！って言ってたくらいオススメされてました。実際断トツで決定！引越し当日もとても機敏に家具を丁寧に運んで下さり満足した引越しとなりました。2軒分の荷物を依頼し、降ろしはアパートの１階と2階へお願いしました。それなりに荷物があったにも関わらず仕事が早く午前中で終えた事にびっくり。もう、暫くは引越しは無いですが又の時は迷わず同じ所にお願いするかな〜金額もこちらの希望に寄り添ってくれて更にお勉強してくれて大大満足でした。ありがとうございました。,北海道,北海道,午後～15時まで,5,5,5,5,3,4,20,6
243,2023-04-23,若い新卒メンバーでテキパキとして助かりました。,5.0,【見積もり時の対応】スピードok【料金】NICE【作業内容】とてもいい【全体的な評価】若いメンバーでしたがスピディに対応して気持ちいい【良かった点】１０分間サービス【気になった点】洗濯機の配置ごの電気周りを、業者さんとの連絡がかなり遅く５時間ほど待ちました。改善するといいかもです。,沖縄,沖縄,いつでも,5,5,5,5,1,1,0,7
215,2023-04-21,丁寧で迅速,4.0,良かった点は、作業員さんの対応、丁寧さ、迅速。荷造りの方は3名のうちそれぞれに良いところ悪いところが有って、総合的には良かった。段ボールの事前搬入の日程が間違っていましたが、指摘すると迅速に対応してもらえた。,東京,東京,午後～15時まで,4,4,4,4,7,7,70,2
216,2023-04-20,とても親切でした,4.0,予定していた時間は午後の14:30からでした。しかし実際は、午前10:30からに急遽早まりました。なぜかと言うと、前の人が早めに終わったと言う理由です。市内におり、早めに行けそうですとのことでした。私は、前日まで遅くまで仕事をしていたため、身体はとても疲れており、午前中少し休んで荷造りをしようと考えていたため、電話を頂いてから洗濯機の水抜きや、諸々と初めていましたが追いつくことなんて到底無理でした。3人家族の生計を立てているのは40代の私です。母子家庭です。できれば春休み中に引っ越ししたかったのですが、費用が高くどの業者に依頼しても安くても25000円位でした。しかも大型家具のみの引っ越しを費用です。その他の細々とした物は自分達で運ばないとだったので、引っ越し決まってからは仕事が終わってから少しずつ運んでいました。労力と、体力が奪われてかなり疲労が蓄積していました。悪かった点段ボールを10個貰いましたが、引っ越しの時段ボールに詰めてある物だけしか運びませんと、予め教えていて下さっていれば、当日までには荷造りができたと思います。良かった点なるべく安く引っ越しをしたかったため、洗濯機の設置は依頼せず大型家具のみの引っ越しを依頼していました。でも、当日お手伝いをして下さり、大型ではない細々とした物まで少しだけ運んでいただけて、とても有難いと思いました。,埼玉,埼玉,午後～15時まで,4,4,4,4,2,1,10,4
240,2023-04-19,作業員は良いけど、電話代用連絡が不十分でした,3.0,エアコン、付け替え工事、連絡がギリギリまでなくこちらからの連絡で動いた感じ、引越し作業員は良いけど買ったばかりの冷蔵庫が凹みテーブルの角が傷だらけ？見てない所もあり、急いでの引っ越しだっため諦めました。契約に勝手に付けられてたオプションの後10分サービスも、こちらから言わないと、ききもしなかったです。災厄な引越しでした。後エアコン付け方雑です。落ち着いたら直すつもりです引越しって忙しい時期だからこそ、色々会社見て見積もりした方が良いと思います。諦めはダメです。,島根,島根,いつでも,2,2,4,4,7,0,0,4
235,2023-04-19,大手なので信頼できる,4.75,見積もりに来てくれた方はとても感じが良く、希望通りの日に引っ越しできました。ただ時期的に忙しい時期だったので割高に感じました。当日の作業員の方々もとても感じが良く、作業も時間通りで手際良くさすがだなと思いました。また機会があったらお願いしたいと思いました。,埼玉,埼玉,午後～15時まで,4,5,5,5,4,4,0,10
219,2023-04-18,親切、丁寧な対応,5.0,見積もりで他社より安く提示いただきましたが、こちらの希望金額を伝えたところ、さらに値引きしていただけました。営業担当の方、頑張っていただき感謝しております。引越し当日の作業スタッフの皆さんの対応も素晴らしく、安心して任せることができました。,千葉,東京,午後～15時まで,5,5,5,5,7,4,20,3
232,2023-04-18,電話、訪問、見積もり、仕事が早いです。,4.0,冷蔵庫と洗濯機のみでしたので、もう少し料金が低いと良かったですが、早く決めたかったので安心しました。訪問見積もりでは、お米をもらいました。営業の方は、問題なく好印象でした。当日の作業員の方、洗濯機の業者さんも問題なしです。,新潟,新潟,午後～15時まで,4,4,4,4,17,1,0,7
247,2023-03-31,流石は大手、全ての面で良い印象でした。,5.0,最も繁忙期であったため、荷量の制限や時間指定は出来ませんでしたが、最大限の協力をして頂け満足でした。資材を持って来て下さった女性の方の対応もとても良かったです。引き取りは庸車対応でしたが、引越しに精通している方で安心できました。名刺も出されて礼儀正しく流石はサカイ引越センターと思いました。荷卸しには４名で来て頂き、手際よく片付きました。作業終了後に10分サービスという時間があり、何でも手伝ってもらえる事に驚きました。別件、他の大手Ａ社は、夕方に見積りに伺いますと言いながら、約束の１時間前に急に私の希望の日は引越しが一杯で出来ないと電話で断って来ました。別車を建てればおおよそ30万円以上はかかるとまで適当に言われて不愉快でした。その点サカイ引越センターは全ての面で良心的でおすすめです。,山口,岡山,いつでも,5,5,5,5,1,0,0,5
258,2023-03-31,非常にテキパキと４人で連携され、さすが大手と思った,5.0,少し高めと思ったが、超繁忙期に午後だし翌日午前入れの希望に合った対応をしていただき、いただいたお米も引越しまでに食べ切り、段ボールも布団ケースと使わせていただきました　実際の作業も手際良く、対応も的確で、ありがたかった別の大手より安く、安心と値段の両立したい方におすすめ,大阪,京都,いつでも,5,5,5,5,2,4,60,5
250,2023-03-31,有名どころだが少し雑,3.5,当初の口頭での見積もり額は、それまでに得ていた他社見積もりよりも大幅に高額であったが、他社見積もり額を示すと極端に下げてきた。それ自体はありがたいが、当初見積もり額はなんだったのか少し疑問はあった。また、これだけ減額したのになんで契約しないのかくらいの態度であまり気持ちはよくなかったし、見積もり時には米のサービスがあるはずだがなかった。結局スケジュールの都合で利用したが、今年は繁忙期が集中したためか作業が雑だった。パソコンのモニターを入れたダンボールがトラック荷台の高い位置で斜めになっていたり、搬入時にはこわれものではなかったが荷物を落下したりもあった。ダンボールの回収は有料とのこと。他社はまだ無料が多いように思う。搬出時の作業員さんは丁寧であったし感じがよかったが、その他を考えるともう一度頼みたいかというと少し微妙なところ。,徳島,兵庫,いつでも,4,4,3,3,1,1,15,6
