,引越し時期,タイトル,評価,口コミ,現在地,引越し先,依頼作業開始時間,電話・メール対応,見積もり対応,作業員,サービス,家具量,家電量,ダンボール,見積もり比較社数
94,2023-07-31,親切丁寧で、笑顔と挨拶が、よかった！,4.0,引っ越しを、依頼する際に、明瞭簡単、金額提示をされて、即決した！よほど、料金の安さなどに、自信をもたれていると感じた！事前に梱包用の段ボールを配達してもらうこととなったが、予定の日にちに、こなかった、次の日に確認の電話をすると、「すみません、確認をいたします」といわれ、すぐに送って頂くよう頼むと、次の日には、届いた。初めの約束通り、段ボールの配達の時は、前もって、電話連絡することになっていたから！あいにく、不在だったので、玄関前に、置いてもらった！玄関横のかべに、立て掛けており、入り口の開け閉めには、困らなかった！梱包は、自分でしたが、前もって、段ボールを、配達してくれたので、時間に余裕が、できて、凄く助かった！冷蔵庫や洗濯機など、保護してくださり、とても手際よく、迅速かつ安全に、運んでくださいました！床が傷つかないように、マットも敷いていた！ただ、急いで運ぶのではなく、気遣いも心地よい！,福岡,福岡,午前,4,4,4,4,2,3,8,6
92,2023-07-31,引っ越し専門業者なので、安心できた,4.0,入力から、見積りに関係する確認→連絡→現地見積り日決定まで、速やかに対応して頂けた。格安～大手までコスト比較等ができ、助かりました。見積りにきてくれた営業の人の対応は素晴らしかった。ただ、作業員はあまり丁寧な仕事ではなかった…(養生の段取りがいまいち)ただ、夏場の暑い時期の荷物運搬、大変助かりました。,兵庫,兵庫,午前,5,5,4,2,1,5,10,6
83,2023-07-31,テレビCM通り、とても好印象でした。,5.0,猛暑の中エレベーター無し5階からの運び出しでしたがとてもキビキビと、リーダーの指示に従ってとてもスムーズで、建物も荷物もとても大事に扱っていただき、時間も予定より早く終わることができ感謝です。大手会社なので、料金も高いイメージでしたが、年金生活であり息子が払ってくれる事を聞いて、他社のどこより安くしてくれてとても助かりました。それで丁寧な仕事だったので知り合いに紹介しようと思います。,広島,広島,午前,5,5,5,5,5,9,40,6
68,2023-07-30,テキパキやってくれた,4.25,良かった点引越しの作業員がテキパキ動いてくれて良かった。悪かった点エアコンの取り付けの初期設定が引越し日の前後日になっていた。真夏の中でエアコンがなく過ごせないので改善してほしい。エアコンの取り付け取り外し工事を見積もりで二台お願いしたつもりが、訪問見積もり項目は二台になっていたのに見積もり書は一台になっており、追加費用がかかった。,兵庫,大阪,午前,5,2,5,5,8,10,20,8
90,2023-07-30,時間にルーズ,3.0,値引きもあり、即ダンボールももらえたので、ありがたかった。荷造り・引っ越し当日・翌日の電気製品取り付けすべて遅刻してきた。引っ越し作業後のサービスがあったが、終わる時間が遅すぎて帰ってもらった。9：00〜14：00到着の便で契約、遅刻して作業終わりが21:30すぎ。家財で家に傷がつき、会社側からオーナー側に連絡すると言っていたが、こちらが連絡したか確認するまで連絡していなかった様子。確認後のすぐにオーナー側から連絡が来た。全部が悪いとは言わないが、悪い所の方が目立った。知人には薦められない。,徳島,徳島,午前,4,4,3,1,11,5,40,5
109,2023-07-30,作業員の方は、対応良かったです,4.25,見積もり後に即決してないのですが、後日、ダンボールサービスが、あると言ってたのに、持ってこられなかった、エアコンの、配管交換は、セット料金です、他所と違い、追加料金は、かかりません、と言ってたのですが、化粧カバーは、別料金！既存のあるものをつけてもらっても、3000円、これは、営業の人が連絡してきて、あるものを移設するのは料金かかりませんと、一応解決したのですが、少し不満の残る結果でしたエアコン洗浄をオプションで、お願いしたのですが、まだこれから先に取り付けですので、最終的な判断はまだ出来ませんが,高知,高知,いつでも,4,4,5,4,2,9,0,4
114,2023-07-30,無駄がない感じ,5.0,料金は納得の料金でした。訪問見積もりではお米を頂いたので少し驚きました。何故お米なんだろうと。ダンボールとか色々サービスして頂き助かりました。動きが速いからあっという間に引越しが終わりました。荷造りも楽でした。すごく暑い日でしたが効率よくスピーディーに作業されました。別の引越しが早く終わったからと、応援に来られたり、チーム思いで何か感動しました。素敵な皆様でした。悪かった点は無いです。全て良かったです。引越しする人がいたら是非とおすすめします。,広島,広島,いつでも,5,5,5,5,6,3,15,6
116,2023-07-30,いつも見積りは高い、けど極限まで値引きする会社,4.0,良かった点〜①エアコンの移設を含めて安い、②見積りに来るのが早い③作業が早い④急遽の内容変更にすぐ応じてくれる④新設エアコンが安い、工事費込みで、他社より一万円くらい安かった。注意点〜①最初の見積りはかなり高い、交渉次第でかなり安くできる。しかしながら無知な値切りは失礼になるのである程度の相場を知っておき、ジリジリ値引きをお願いするような交渉力を要す②家具、冷蔵庫などの配置に手直しが数点あり。依頼者がその場で細かく指示しないとスピード感があるので次々に荷物が搬入される。サービス〜ダンボール無料、ハンガーポックスあり、お皿ケースなし、後日ダンボール回収は有料、営業所に持ち込めば無料アドバイス〜ダンボールは多めにもらっておいた方がいいです。大きいサイズと小さいサイズと半々で。作業が始まると運び出すのが早いので準備は万全の状態がいいです。大手でサービスも一定レベルあり資器材もあるので安心できます,福岡,福岡,いつでも,5,3,4,4,3,11,40,9
89,2023-07-30,暑い中、頑張ってくださいました。,4.0,良かったのは、質問したり、ちょっとしたお願いをしたりしたら、笑顔で明るく対応してくれた。悪かったのは、あえて書くなら、僅かにたばこの匂いがしたように感じたこと。初めだけで、その後はあまり近づいてないので不明。荷物には臭い移りはなかった。暑い中頑張ってくださって、ありがたかったです。,福岡,福岡,午前,4,4,4,4,7,5,10,8
105,2023-07-30,てきぱき動いていて、わかりやすく話をしている,4.0,パイプベッドやダイニングテーブルの解体、組み立てをやってもらえたので、助かった。冷蔵庫や埃をかぶったものについてはキレイに拭いてから積み込んでいた。作業員の方たちは、よく動いてくれたが段ボールにへこみや破れが見られ、時間内に終わらせることもあり、多少雑に感じた。その点は仕方がないのかなと思う。シーリングライトのカバーに破損があり営業所に電話をすると、翌日代替え品を持ってきてくれたので、対応は良い。,北海道,北海道,いつでも,4,4,4,4,4,9,50,3
117,2023-07-30,以前利用したことがある。,5.0,"かつて依頼した引っ越し業社は、格安だったものの、待たせた時間として5,000円取られた。カーペットは業者が引いてくれなかったので、自分で引いた。サカイさんで、無料見積もり依頼をしてみたら、9万円だったが、搬出する家電が1つ減ったため、5,000円引きになった。また、家電や家具のカタログを見てみると「サカイさん経由で新品を買うと、どこよりも安く済む」とのことで、とても魅力を感じた。引っ越し当日は、作業員の方々が、段ボールに入りきらない家電、家具、パソコン、電子キーボード、マイクスタンド、タンス、ラックなどを、手際よくかつ丁寧に搬出&搬入をしてくれた。カーペットも作業員の方々が引いてくれた。私は重い荷物を1人で持てないので、非常に助かった。安さで選ぶと、引っ越し当日えらいことになるかもしれないので、サービスの充実さも確かめることをおすすめする。",群馬,群馬,いつでも,5,5,5,5,3,4,10,5
118,2023-07-30,とても良い,4.5,【見積もり時の対応】当日までの流れをしっかりと確認できた。荷物の確認作業も大変素早く、短い時間で契約まですることができた。粗品はお米をいただいた。【料金】どうすれば少しでも安くできるのかも教えてくださり、希望する予算内でおさめることができた。【作業内容】丁寧かつ迅速で、大変満足している。【全体的な評価】見積もりから引越し当日まで、困ることは何もなかった。引越しに向けての手順などが書かれた冊子をいただいていたので、それを読みながらコツコツ準備を進めることができた。営業マンも作業員も丁寧な対応をしてくださったので、気分良く新居での生活がスタートできた。【良かった点】まだ人見知りをする小さい子どもがいるので、泣きわめいたり邪魔したりするかと心配したが、どの方も優しい笑顔を向けてくださり、大変スムーズに作業を進められていた。【気になった点】特になし,滋賀,滋賀,いつでも,4,4,5,5,4,3,20,5
119,2023-07-30,安心できる,5.0,以前引っ越しをお願いしたことがあったのでもともと安心して任せられると思っていましたが、やはりしっかりと迅速に作業してくださり、非常に満足です。大手の企業は代金が高い印象でしたが、トラックの空き状況などいろいろ調べてくれて、料金も抑えてくれました。,東京,神奈川,いつでも,5,5,5,5,5,7,30,3
79,2023-07-30,はきはきと、スピーディーな感じ,5.0,【見積もり時の対応】たまたま近くにいたとのことで、10分後ほどに訪問見積もりをしてくれ、その日中に連絡、見積もりをもらったため非常によかった。また契約に関わらずお米をもらえるのもいいですね。【料金】他社の金額をお伝えしたところ、最終的に1割の値引きに対応してくれた。【作業内容】本当に早く、ものの15分ほどで終わったんじゃないか。早いに越したことはないので、良かった。【全体的な評価】営業さんも現場担当者さんも丁寧な対応をしてくれ、非常に良かったです。【良かった点】記載の通りです。【気になった点】特にありません。次も利用したいです。,大阪,愛知,午前,5,5,5,5,2,2,15,5
121,2023-07-30,機敏な動きでとても丁寧でした。感じの良い方でした。,4.5,引越しの際に事前に面倒なお願い事があり連絡を入れていましたがその点も配慮頂きました。料金は圧倒的に他社より安い料金の提示があり、お電話での即答が条件でしたが安かったので即決しました。悪かった点は引越し前のダンボールの受け取り日時が決まっていないままでこちらからお尋ねした事です。引越し自体はやはり大手の会社ですので丁寧かつ迅速安心できる対応でした。コスパ良しで満足でした。,福岡,福岡,午前,4,4,5,5,2,0,10,10
81,2023-07-29,迅速な作業でよかった。,4.5,よかった点作業の方の一生懸命さ悪かった点営業の方が契約を早く取りたいがために、今日決めてもらえたら安くできると、決断を急かせたこと。さらに契約をしたあと、すぐにダンボールを持ってくると言いながら、何の連絡もなくダンボールを持ってくる手配の連絡をしなかったこと。営業の方が見積もりをした段階で作業の時間や人数を調整すべきなのに、できておらず、結果午後1時くらいから取り掛かり、８時間以上かかり、終わったのが、21時を過ぎていたこと。,鳥取,鳥取,午前,5,4,5,4,8,5,50,4
80,2023-07-29,こちらの要望をすぐ理解してれる,4.25,【見積もり時の対応】こちらの要望をすぐに理解してくれて、1番いいプランを提案してくれました。【料金】約4万円【作業内容】大きな物（冷蔵庫、洗濯機、ベッド、ソファー、ダイニングテーブル、チェスト）のみをお願いした。【全体的な評価】とても満足している。【良かった点】・作業がとても早かった。・作業員の方が元からあった壁の汚れの落とし方をさりげなくアドバイスしてくれました。・見積もりの際も物を配置するのに分からない事があったので聞いてみたらその場で教えていただいたので、引越当日までに準備ができました。おかげさまで当日はスムーズでした。【気になった点】特になし,宮城,宮城,午前,3,4,5,5,5,2,0,10
96,2023-07-29,サービス精神が比べ物にならないぐらいよかった,4.75,営業さんの営業満点作業員さんの実力、技術、チームワーク、新築、家族へのサービス満点。ただ、エアコンの取り付けの下請け業者は最悪、家の場所がわからない、取り付けに10万以上取っていく、これは多分この業界全体にはびっこてるものだろと思うが、なぜ、ついていた物を新築に付けるだけで12万ものお金がいるのか、それなら家電量販店で立派なエアコンが新しく買えた。引っ越し屋にキックバックありきの下請けだろうが、両者そろって感覚が麻痺してるのだろう、大きい会社の傘の下でやってることがえげつない！これで引っ越し屋の営業さんや現場さんの努力が吹っ飛んでる。これを良しとしているのであれば、未来はなさそう。,兵庫,兵庫,午前,4,5,5,5,5,6,30,6
123,2023-07-29,大手なので安心できる,4.0,引っ越しは何度かしましたが　業者さんを使っての引っ越しが初めてで　どの程度準備すれば良いのか　自分である程度準備したかったので　準備した荷物がこれで良いのかわからなかったけど　スピーディに運んで頂き　感謝してます　暑い中本当にありがとうございました,新潟,愛知,午前,3,3,5,5,2,4,15,5
104,2023-07-29,有名な引越し業者さん,5.0,見積もり時はスムーズな見積もり、業界ルールを守ることの信用を感じました。引越し当日は、非常に丁寧かつスムーズに荷物を運び出し、運び入れてくださいました。今回は途中で集荷をお願いするなど、少し変則的な依頼だったのですが、これぞプロ！という感じで、とても慣れていらっしゃって安心感がありました。また、すべての方々の人柄もよく、全く嫌な気持ちになることはありませんでした。これまで、何度か引っ越しをしておりますが、その中でいちばんの満足度でした。,兵庫,大阪,いつでも,5,5,5,5,6,6,30,3
122,2023-07-28,営業の方も現場で運んでくださった方々もとても誠実。,5.0,悪い印象はありませんでした。何度も足を運んでくださった営業の方。現場で運んでくださった方々はチームワーク良く、迅速でびっくりしました。こちらも笑顔になりました。これから、新たな出発が明るくなります。,東京,秋田,午前,5,5,5,5,11,8,20,5
86,2023-07-28,大手で信頼できる会社だと感じた。,4.5,元々想定していた金額よりも安くして頂いたのでおおむね満足だったし、値下げ交渉の際も柔軟な対応をして頂けた。引っ越しの際の養生や運び方も丁寧で、信頼できる引っ越し業者でした。複数の業者から見積もりを取ることは前提で、引っ越し業者で迷われている方には是非ともおススメしたい業者ですね。,熊本,福岡,午前,5,5,4,4,2,5,10,5
112,2023-07-27,丁寧かつ迅速で信頼できる。,5.0,電話対応・訪問見積・実際の引越し全てスムーズかつ丁寧で大変助かりました。交渉もよく聞いてくれて当初考えていた予算からかなり安く引っ越せたこともよかったです。厳しい暑さの中での引越しで申し訳ありませんでしたが、常に笑顔でコミュニケーションを取りながら作業にあたっていただき安心できました。,神奈川,神奈川,いつでも,5,5,5,5,3,3,15,3
120,2023-07-27,サカイさんが一番安く丁寧です,4.5,尼崎から笠岡まで、往復の引越しをしました最初は、4月のコロナ明けの超繁忙期で25万円の見積で営業さんも、訪問見積もりにすぐ来れる状況でありませんでしたいつも安心感から値段を含めてトップ3で最終的に決めていますA社から、12万円　4月下旬を条件に口頭見積をいただきましたその後、最終2社に搾りゴールデンウィーク明けの5月中旬で最終見積もりを取り9万円を切る価格で引越しできました諸事情で笠岡から尼崎に帰るようになり引越し侍を利用しました今度は、月次内の月末で夏休みという繁忙期12万円の見積もり　他社からファミリーパックではなく単身パックで見積もりがあり7万円を切りました会社にごく一部負担してもらえるので、相見積もりが必要で会社に報告する義務がありましたので、サカイさんの営業さんから、無理かも知れませんが最終相談してくださいと言われ6万円近くの見積もりをいただき、来る時よりも安い値段で引越し出来まして、大変ありがたかったです引越し侍を利用して複数業者の見積もりをとること他社も前回負けたこともを記録に残しており、新しい提案もしていただきました引越しは何階に引越しするとかでなく荷物の量で決まることも書き添えます,岡山,兵庫,午前,4,4,5,5,5,0,0,5
74,2023-07-26,大手なので信頼できそう,4.0,電話対応や営業の方の対応も良く、他社との比較でだいぶお安くしてもらいました。見積もり当日に段ボールも用意してもらい、直ぐ荷造りが始められました。引っ越し作業も時間通りで、手際も良く運んでもらえました。酷暑の中の引っ越しでした。ありがとうございました。,宮城,宮城,午前,3,4,4,5,3,8,0,10
82,2023-07-26,スタッフの方々が、とても良い印象でした。,4.5,酷暑の中での引越しでしたが、皆さんテキパキと丁寧に作業をして下さり、準備も大変だったでしょう？と労いのお言葉まで頂き、感謝しかありません。エアコンも古い物を取り外して、取り付けようと考えていましたが、ダイキンさんのエアコンをお安く取り付けられる提案をして下さり、思い切って新しくする事ができ、快適に過ごせています。至れり尽くせりのサービス内容でした。段ボールが少し足りず、連絡したら、取りに行けば無料でいただけるとのことでしたが、距離があり行けず、無料で届けて頂けるかと思っていましたので、残念でしたが、サカイさんの箱以外でも、使っても大丈夫との事でしたので、困らず荷造り出来ました。料金も想定内に割引もして下さり、満足致しました。本当に暑い中有難うございました。,福岡,大分,午前,4,4,5,5,6,7,20,5
84,2023-07-25,,5.0,　無料で箱をもらえてよかった。見積もりの場合もスタッフの対応がとても親切でよかった。引越しの当時も人数が十分で、傷つかないよう下ごしらえをして品物を慎重に運ぶ姿が見えてよかった値段を掛け合う時も最大限努力する姿が見えるところが良かった.　最初に他社に問い合わせた時は価格を調整する段階で不満があった。　値下げしようとする姿を見せるやいなや表情が悪くなり、すぐにその場を離れてしまったが、サカイ引越センターでは来る前に何分くらいかかるかはっきり言ってくれたし、来ていただいてもどんなサービスがあるのかはっきり明記してくださったし、値段も適当だった。　箱の場合も引越し屋を入れるのに適していて丈夫だった。テープまで入っているので別途購入する必要がなく受け取ったとたんその場で荷物をまとめることができたこのような点があるので次回も利用するつもりだ,大阪,大阪,午前,5,5,5,5,2,3,15,9
85,2023-07-25,,3.0,洗濯機の設置と冷蔵庫の処分もお願いしましたが、結構費用が高かったです。また、洗濯機の設置ではリフォームの会社がきて作業はよかったのですが、ホースを変えたほうが良いとか、かさ上げ台を使ったほうが良いとかとか勧めてきたので余分な費用がかかった。断りづらいので嫌になった。,静岡,静岡,午前,3,3,3,3,1,4,10,6
93,2023-07-24,明るく元気,4.75,【見積もり時の対応】とても穏やかな方で話しやすかった。主人が以前引っ越しした際の営業さんと同じだったらしく安心できた。【料金】市内引っ越しだったためいくらくらいなのかいまいちわかっていなかったがおおよそ想像通りだった。【作業内容】荷物が多かったが、終始楽しい雰囲気で声を掛け合いながら行っておりよかった。【全体的な評価】荷物が多かったがしっかり運んでくれて助かった。リーダーを筆頭に仲良さげだったのでこちらも気を遣わずにお任せできた。【良かった点】とても明るい雰囲気でしっかり仕事をしていただけた。暑いのでちゃんと休憩をとって働きすぎず頑張ってほしい。,埼玉,埼玉,午前,5,5,4,5,5,6,20,6
76,2023-07-24,他社よりも安くて丁寧,3.75,【見積もり時の対応】すぐに来てくれたので、引越しに伴う煩雑なことがひとつでも進んで気持ちが楽だった。2箇所からの積み込みだったが、話が早くまとまった。その後、荷物の変更があっても親切に対応してくれた【料金】予想していた金額よりも安くて助かった【作業内容】手早く、丁寧だった。ダンボールに入らない蛍光灯などは、その場でダンボールを工夫して保全、壊さないように梱包してくれた。【全体的な評価】満足【良かった点】洋服を元にかけてくれるとき、ほぼ最初と同じように戻してくれてました。狭い道で作業が心配だったが上手く進めてくれました【気になった点】以前利用した時は洗濯機も設置してくれましたが、今回は別途申し込み、料金も別でした。引越し費用が安く上がっただけに設置費用が高かった。引越し会社の新生活応援プランの中に電気ガスの手続きがあったが、見積もりサイトからの電気ガスの手続きサポートもあって、当方は同じところからの連絡だと思っていたが、実は別で話が混乱してしまった。引越し前の煩雑なことがたくさんある中で、話の行き違いはかなりのストレスになったので、初めから自分で手続きすればよかったと思いました。,和歌山,大阪,午前,4,3,4,4,11,3,20,4
100,2023-07-23,対応が丁寧だったので安心できました,4.25,過去にもサカイ引越センターを利用したことがあり、丁寧な対応だったので同じ見積もり金額レベルであればサカイ引越センターにしようと思っていましたが、一番安くて冷蔵庫のクレーン対応も行っていただき安心してお任せすることが出来ました。,兵庫,兵庫,いつでも,4,4,5,4,12,9,50,6
108,2023-07-23,スピーディで丁寧な上に知識も豊富,5.0,大型家電の梱包も丁寧なのに早く、また、それも一緒に運べちゃうの？！と安定感抜群の筋力発揮してくれて、夫と二人、ずっと「すごーいすごーい！」以外の言葉を発せませんでした笑エレベータのないアパートだったんですが、スピーディに運んでくれました。熱中症への対策のためか、トップの方が積極的に水分補給の指示を出していたりしたのも好印象です。搬入の際に、１０分間サービスを利用したんですが、業者さんの方から積極的にこれやりましょうか？と声をかけてくれて、大丈夫ですと断ったことは無理にやろうとせず他のことを考えてくれたり助かりました。また、家電や床材などにも詳しく、家具跡がつきやすいかどうかとか、色々とアドバイス頂けて助かりました。,広島,広島,いつでも,5,5,5,5,1,6,15,5
95,2023-07-22,オプションのこと等、説明不足な部分がある,3.25,オプションで洗濯機の設置を依頼したが、引越しの担当会社とは別会社で、当日になっても何時ごろに設置してもらえるか分からず、結局オプションはキャンセルしました（設置できる友人が代わりにやってくれたので）。洗濯機の設置が別会社で、当日にならないと設置時間のメドすら立ちにくい事は、見積り時点では知らされておらず、その点はとても不誠実だと思いました。,神奈川,神奈川,午前,4,3,3,3,2,3,10,8
111,2023-07-22,とても好印象,5.0,予想金額より高くなりましたが、質の高さを重要視しました。引越しは一生のうちでそれほど多くないことだと思いますので、何かあって後悔するよりも奮発して高品質が約束される業者を選択しました。訪問見積ではお米1kgを頂けました。お米の産地の説明までしてくださって面白かったです。値引きは先に業者の方からご提示いただきました。元々金額より品質の考えでしたので、その値引きで快く承諾させていただきました。ダンボールは提示した数量を即時送って頂けました。引き取りサービスは利用していません。サカイ引越センターは金額より品質を大事にしたいという人には最もオススメできる引越し業者で間違いないと思います。おそらく他企業はもっと安価で見積もりを出してくれると思います。しかし品質面ではサカイさんが一番だと感じました。,大阪,大阪,いつでも,5,5,5,5,4,7,20,10
88,2023-07-21,きちんとしている,2.75,最初、サカイ引越センターから電話を貰った時はここは辞めておこうと思いました。電話対応が本当に悪かったからです。ガチャ切りで見積もりの訪問日程さえ取れればいいんだろうなという印象を持ちました。最終的に引っ越しはサカイさんにお願いしましたが、梱包や家具の保護など丁寧にして頂いたので電話対応が悪かっただけだったんだなと思いました。,兵庫,兵庫,午前,1,4,4,2,1,8,40,4
101,2023-07-21,とても親切な対応でした。パンダはいませんでした,4.75,【見積もり時の対応】凄い親切でした【料金】満足【作業内容】とてつもなく素晴らしい話もとても面白かったです。【全体的な評価】皆さんとても親切で作業スピードが早くて丁寧でした。【良かった点】痒いところに手が届く対応力【気になった点】あのパワーの源は,栃木,栃木,いつでも,4,5,5,5,5,2,0,4
97,2023-07-19,好印象,5.0,悪い点は全くありません。初めて引越し業者さんを利用したのですが見積もり時は会社の説明からリサイクルの説明など丁寧にして下さり、引越し当日は3人のスタッフさんがテキパキ作業して下さり、引越し先の家の方まで隅々気を遣って下さり、とても助かりました。とても良い引越し業者さんにお願いできてラッキーでした。,千葉,千葉,午前,5,5,5,5,2,5,20,3
103,2023-07-18,応対、電話照会、作業とも丁寧でした,5.0,大手他社と相見積もりのうえ、値引き交渉したところ、満足のいく料金提示をいただけた。以前、大手他社に依頼した引越しでは、階段に傷をつけても何の報告もなく、業者が帰ってから気づいて、こちらから依頼して事後で修理してもらったが、非常に印象は悪かった。契約した業者は、その時よりも人数も少ないものの、建物に傷つけるようなこともなく、作業は迅速で荷物出し終了後に、引っ越し先に移動するのに、非常に助かりました。対応も見積り担当、電話照会、作業担当とも丁寧でした。こちらが考慮していなかったことについて、適切なアドバイスや提案もあり、引っ越し先での生活もスムーズにスタートすることができました。,千葉,長野,いつでも,5,5,5,5,8,10,40,6
113,2023-07-18,迅速丁寧な対応で、とても良い印象だった。,5.0,良かった点。迅速な見積もり連絡。そして、訪問してのお見積りも、その場で費用を提示されて分かりやすかった。日程調整も、急なお願いにもかかわらず対応して頂きありがとうございます。無料で段ボールも十分な量を頂けた。当日の作業も、とても早く完了した。,鹿児島,鹿児島,いつでも,5,5,5,5,2,0,0,5
110,2023-07-18,印象がいいのは最初だけだった,3.5,一緒に家電を買えばその日に設置してくれるということで購入したのにネットで確認したらその日に設置出来ないことになっていました。でも訪問見積もり時に出来ると伺っていたので出来るものと思ってましたが、エアコンの取り外しも前日に急に連絡があり朝イチで取りにきますと言われましたが、引っ越し前日の朝だったので夜はエアコンなしで過ごし引っ越し当日もなんも連絡こないので業者に聞いたら連絡きてないですか？って言われてその後急いで次の日の朝イチ8.00手配しますと連絡がありましたが、朝7.40分ごろ雨が降りそうだからできませんと言われドタキャンされてなかなか降りそうになかったので8.30分ごろに雨降らなそうなんで出来ないですか？と確認の電話をしたら遠くにいるのでできませんって言われました。最初から別の予定があってできないのに出来ると言っていたのだなと思いました。もう私は引っ越しすることはないので、その業者のところは利用を知人には勧めたくないと思いました。,鹿児島,鹿児島,いつでも,3,5,2,4,2,4,0,3
115,2023-07-18,とても迅速丁寧に対応していただきました。,4.25,かなりサービスしてもらいました。時間お任せコースにしたので、仕方ないですが、予定時間よりかなり押しました。が、遅れるとのお電話いただいたので、安心して待てました。ダンボールの引き取りサービスが有料になっていたのには、びっくりしました。,大阪,熊本,いつでも,5,5,3,4,5,1,0,6
75,2023-07-13,とにかく満足！,4.5,◆引越し先の道路幅をグーグルマップで確認したのはサカイさんだけだった。こちらが思っていたより道幅が狭く、小さめのトラックで何往復かしよう！と提案してくれ、これが大正解だった。◆荷造りはこちらで全てやる予定だったが、引越し間際に軽く熱中症になりそれが困難に。急遽オプション追加し残った荷造りを依頼したのだが、引越し前日に全てパッキングしてくれた。追加料金はもちろん安くはなかったのだが、仕事内容にとても満足したので適正価格だと感じた。◆悪かった点が見つけられない。見積り、荷造り、引越し当日、それぞれの担当の方に感謝している。,千葉,千葉,午前,3,5,5,5,2,5,40,3
91,2023-07-09,値段なり？,4.0,【見積もり時の対応】すぐに電話が来て、営業の対応は早く、すぐに見積もりに来てくれた。【料金】予想よりも高額であったが、荷造りまで含むならば妥当の範囲と思われた。【作業内容】荷造りと搬送は別スタッフが行う。荷造りは2名、搬送は3名が来たが、荷造りは良かったが搬送が雑な印象。【全体的な評価】値段なりと思う。【良かった点】荷物が多かったが、午前中には荷造りしてくれた。想定していたのは30箱から35箱くらい。しかし実際にはより小さいダンボールを使用して80箱弱あったのだが、料金に反映されることはなかった。【気になった点】荷造りと搬送は別スタッフだったが、搬送時の上役が下のスタッフを罵倒したり怒鳴ったりすることが頻繁にあった。また大きな声で部下に指示をするので、日曜日ということもあり隣室の住人に迷惑になるのではないかと心配になった。,東京,東京,午前,5,5,2,4,8,8,30,10
102,2023-07-01,会社側のオペレーションが回っていない印象,4.0,良かった点・現場の方が一生懸命だった所・価格がリーズナブルだった所悪かった点・作業の開始があまりにも遅く　元々予定していたその後の予定に大きな悪影響があった点　13時開始の予定が17時半開始、終了22時半頃・遅れるにも関わらず、事前、当日含め連絡が不足していた点　13時の予定が14時開始と前日に言われ　当日に急に15時と言われ　そこから連絡がなく問い合わせたところ17時と言われた　結局来なかったが。・バイトの方なのか物の扱いが雑な所が見受けられた　結果として、食器が数枚割れていた感想現場の方は必死なので、会社側のオペレーションの改善に期待致します。,愛知,愛知,いつでも,4,4,4,4,3,7,20,7
144,2023-06-30,大手らしく安心安定の対応でした。,4.5,現地に来られたのは協力業者の方だったですが、本体の対応より良いのではないのかと思うほど良かったです。引っ越し先では、当方が席外している間に自分のセンスで家具を配置して、お客様が荷物をほどくのにやり易い位置への段ボール配置、今後生活していくうえで建物の古さや風通しの感じなどからおそらく冬場は結露が出来やすいからこうした方がいいとかアドバイスもいただきました。暫く引っ越しはありませんが、この人にぜひ頼もうと思いましたし、他に紹介したいと思いました。,北海道,北海道,いつでも,4,4,5,5,2,2,10,4
149,2023-06-29,良心的な価格で、作業はしっかりしていた,5.0,個人負担での引越しであるため価格の相談にのってもらい、予定金額よりも安くでき、感謝している。幼児がいるため、荷造りのオプションを追加したが、良心的な価格で、オプションを追加して正解でした。作業はスピーディーで丁寧でした。,宮城,大阪,いつでも,5,5,5,5,7,7,40,4
129,2023-06-29,迅速で丁寧でした。,4.5,【見積もり時の対応】丁寧でお安くして頂きました。【料金】想定内な金額でした。【作業内容】作業員さんがあまりにもスピーディーで驚きました。【全体的な評価】やはり信頼してお任せできる業者さんでした。【良かった点】当日の作業の速さ、家電の処分もお任せできたのはありがたかったです。【気になった点】見積もり時のダンボール数が圧倒的に足りなかったです。,埼玉,埼玉,午前,4,4,5,5,9,4,20,7
138,2023-06-29,まずまず,4.0,リーダーの対応はよかったが、リーダー以外の二人からの話しかけなどなかった。洗濯機の取り付けを頼み、引越の当日中に取り付けてもらえるつもりでいたが、してもらえなかった。見積りの後日に、webでの確認があり、電気工事をクリックしないと、洗濯機取り付けの日時設定ができない仕組みで、電気工事は頼んでいないからとスルーしてしまったので、初期設定の翌日に取り付けとなってしまっていたらしい。見積り時に営業の人が、洗濯機取り付けは、後日web確認で希望日時を、との案内もなかったのは不親切。,大阪,大阪,午前,4,4,4,4,10,12,90,4
131,2023-06-29,サカイ引越センター,3.5,やはり、他社に比べて圧倒的に割高です。それだけ荷物を安全確実に運んで頂けましたが、やはり、金額的にはもう少し安いとありがたいなと思いました。それと、他社さんは無料で洗濯機設置接続・段ボールの回収を行って頂けるのに対し、サカイさんは、一切行ってくれなかったので、そこが少し残念でした。,福岡,福岡,午前,4,3,3,4,4,4,20,8
