,date,title,rate,comment
2974,2018-02-05,とても迅速丁寧で信頼できました,5.0,初めて引っ越し業者さんを利用しましたが、料金も希望の額を伝えたら安くして頂き、仕事も丁寧でした。汚れていた家電も拭いてくれていて簡易的にですが綺麗な状態にしてくれました。ダンボールも無料でくれたので荷造りで困ることはなかったです。粗品などはありませんでしたが、そのかわりハンガーにかけてあるものがそのまま移してもらえるサービスがついていたので、とても便利でした。
2971,2018-02-06,てきぱきしていて早かった。,4.0,パソコンデスクのキャスターが運搬中につぶれてしまい、弁償してもらうことになり、少しがっかりしましたことを
2972,2018-02-08,対応がとても丁寧でよかった,5.0,・電話対応も丁寧で安心して引っ越しができた。当日もテキパキと作業して下さりよかった。・値段に対してサービスは満足だった。粗品等はなかったが、電話口でかなり値引きしてくれた。・ダンボールは業者が用意して引き取ってくれた。引き取りの際は引っ越し業者のダンボールだけでなく別で購入した家電などのダンボールも引き取ってくれた。・ネットの評判通りよかった。ほかの方にもおすすめしたい。
2973,2018-02-09,訪問見積もりの対応がとてもよく、気分がよかった。,4.75,自分が考えていた相場より安く、とてもいいサービスだったので満足だった。あまり聞いたことのない会社だったが、とても対応が良く、気持ちよく引っ越しができることが出来たのでよかった。ダンボールのプレゼントも多く、棚やテーブルなどの片付けもしっかりとしてくれたのでとてもよかった。とてもサービスのいい引っ越し会社だったので、ぜひ引っ越し会社に迷っている人がいたら、視野に入れて見て欲しいと思った。
2966,2018-02-09,大手だけあって対応はさすがによかった。,4.75,登録直後、真っ先に連絡くれたのがアークさんでした。対応が早く、見積も夜の7時以降というこちらの都合に合わせてくれたし、金額交渉では、他社の概算金額を引き合いに出すとその場で最安に近いところまで値引きしてくれたので即決しました。引っ越しまでの期間が少なかったので業者決定に手間がかからなかったのは助かりましたし、すぐに準備に取りかかれたのは大きかったです。もう少し時間があればもっと安いところもあったはずですので、時間のあるかたはしっかり吟味した方がいいかと思います。残念だった点は、こちらが要望しなかったのも悪いのですが、食器関係の緩衝材を用意してくれなかったこと。過去にお願いした他の引っ越し業者では言わずとも用意してくれてたこともあったので、そこがマイナスポイント。また、ダンボールは通常30枚しかもらえないらしく、使用済みの10枚を追加でくれたのはいいけど、他業者に比べると若干見劣りしました。梱包材については、見積もり時に欲しいものを伝えておかないと、自分で調達するものが増え、思わぬ出費になりかねないので注意が必要かと思います。当日のスタッフは物腰も柔らかく、素早く丁寧だったので文句は全くなかったです。
2969,2018-02-09,対応良かった,4.0,ネットでの試算より高かったが、納得いく対応だったので決めた。運搬もスムーズで時間通り作業終わった。
2936,2018-02-11,感じが良かった。,4.25,良かった点：いろいろ相談にのって頂いて、親切だった。悪かった点：一度連絡があっと時に、電話に出れなかったら、その後なかなか連絡がつかなかった。
2970,2018-02-11,話ししやすかったです。,4.0,訪問見積もりしてくださる方がとても親切で、料金もこちらの予算を考慮していただいきとても良かったです。ダンボールもサービスして下さりました！
2947,2018-02-11,天候が悪かったので開始が遅かったが、作業は早かった,4.5,良かった点契約前ネット見積もりで何社か比較した後だったが、説明が丁寧で作業の進行や引っ越し日程なども考えてくれていたことが契約の決め手になった。実際には複数訪問見積もりを依頼して比較をしても劇的に値引きがされるわけではないので、何社も電話対応をするよりは三社程度で良いようにも感じました。ただ、段ボールは最終的には足りなくなったので、少し多いかも？くらいに思う数を依頼しても良かったかもしれない。粗品を貰っても結局引っ越し時には困るので、粗品よりも値引きの方が良いと感じました。作業日当日作業の速さもとても良く、気付きにくい物件の傷なとを家具の配置時に指摘してくれて、記録を残しやすかった。
2965,2018-02-11,閑散期でもあり電話対応～下見～引っ越し日は、短期間…,3.5,【見積もり時の対応】希望の下見日時にあわせていただき助かりました。【料金】他の会社の見積もり比較の時間がなかったため、予算内で収まったためにお願いした。【作業内容】手早く回収～搬入を行った。又、家具の一部が引っ越し先で大きすぎ入らなかったのですが、解体～搬入～組立をいやな顔をせず対応していただきました。【全体的な評価】少量の引っ越しであったことから、時間的にも短時間で行えた。【良かった点】作業者の方の対応の良さ【気になった点】下見訪問の営業の印象はあまり良くなかった。段ボールの数量が不足した、営業下見時の荷物量の判断が甘かったかと思う。
2960,2018-02-12,明るくて、優しい方達ばかりでした。,4.75,【見積もり時の対応】ここに登録したときに、一番早く連絡して下さった会社でした。その日は雪が降っていたのですが、今から訪問見積もりをしてくれるとのことで、早く決めたかったのと話を聞いてみたかった為、お願いをしました。数回、交通状況が悪く時間を遅らせると連絡があったのですが、しっかりと何度も謝ってくださり、対応もとても丁寧にして頂いたと思います。【料金】見積もりをした際は、予定していた金額より高めだった為ほかの会社の話も聞いてみようかと思いましたが、時間を遅らせてしまったのもあるからと、値段の交渉に快く応じて頂けました。予算内でお願いすることができたので、満足しております。【作業内容】とても丁寧で、引越し作業のスピードもとても早く驚きました。エレベータ無しの3階からの引越しで、大型の家具もあったため、時間がかかるのは覚悟していたのですが、あっという間に終わったので助かりました。【全体的な評価】初めて引越し業者を利用したのですが、皆さん親切で、説明等もしっかりとしてくださり、優しく対応して下さったのでとても満足しております。皆さんとても明るく、気さくな方が多かったので緊張せずに、安心して任せることが出来ました。とても感謝しております。【良かった点】部屋への家具の配置も、どこにしますか？こう置いた方がいいですか？と詳しく何度も聞いて下さったことが嬉しかったです。自分でまだ位置を決めきれてなかったので、適当にここらへんに置いてくださって大丈夫です、と伝えたのですが、大型の家具は自分で動かすのは大変なのでとても助かりました。また、最初からネジが緩まってしまっていた家具もあったようで、そのままで大丈夫ですとお伝えしても、進んで自ら直してくださいました。優しい方達で本当に嬉しかったです。【気になった点】特にありません。大変お世話になりました、本当に良い引越しをすることができたと思います。感謝の気持ちでいっぱいです、ありがとうございました。また引越しをする際は、またぜひお願いしたいと思います。
2964,2018-02-13,手際良く、慣れている感じで安心感がありました。,5.0,荷物の2箇所下ろしを希望してました。引っ越し先の道路が狭く、大きいトラックは入れないが節約したいので1台の車でお願いしたかったのを融通を利かせてくれて2回運んでもらえました。全部で3社に訪問見積もりをお願いしました。3社目の方が前者の見積価格を伝えたら厳しい…と言いながらも一番安くしてくれました。ダンボールを30枚無料で頂けましたが、2LDKの3人家族の我が家では少し足りなくなってしまいました。
2963,2018-02-14,今後機会があればまた依頼したいです,4.25,・見積もり時間に連絡なくこちらから確認の電話をし、3時間遅れの訪問でした。・作業員さん達はとても感じ良く気が利く方達でした・粗品はありませんが、ダンボール10箱(荷物が少なかったので)頂き、日時お任せでかなりの値引きがありました。
2962,2018-02-14,ハキハキ丁寧,4.5,言葉遣いが皆丁寧で、言葉も行動にも誠意を感じられました。本当にアークさんにお願いして良かったと、家族全員で感謝しております。
2961,2018-02-15,笑顔が多く良かったです。,4.5,細かく配慮がされていて、公立良く対応していただきました。また、最初の見積もりの時よりだいぶ安く対応していただきました。
2957,2018-02-16,指示もしっかりしていました。,4.0,配達でちょうど来ていた。荷物も上げて頂きまさかの組み立てまでして頂きました。丁寧に、荷物も運んでもらえました。割れ物も、巻かずに入れていたのに無事で、アークさんにお願いして良かったと思いました。対応も良くしてもらえ気持ちよく引っ越しできました。ありがとうございました。
2956,2018-02-17,どの方も大変気持ちの良い対応をしてくださる会社,5.0,今回の引越しは悪かったところは特に無く、訪問見積もりから引越し作業までどの方も大変気持ちの良い対応をしていただき、気分良く引っ越すことができました。料金面でも満足のいく引越しだったと思います。引越し料金自体を思っていたよりかなり安く見積もっていただけたので、追加料金込みで当初の予算通りという感じでした。雪の降る寒い中での作業、本当にありがとうございました。
2943,2018-02-18,対応は良かった,4.75,作業時の応対や人柄は良かったのですが、作業時にドアの木枠に家具をぶつけたり、脚立を紛失したことが残念です。
2955,2018-02-19,作業員の責任者の対応がよかった！,4.25,初めて引越し業者を使用したが作業がスムーズでとても良かった！残念な事は、作業員の中に新人さんがいて洋服棚のを引きずって畳が傷着いてしまった！新築の家は養生をしてくれて電気が設置されてない箇所も暗い中荷物を運んで下さり設置箇所も細かく聞いて下さりとても良かった。
2914,2018-02-19,丁寧に対応してもらいました。,5.0,・訪問当日に見積もりがあり、引越し先の支店が荷物を届ける用事があり、格安なので今日契約しないといけないと言われ迷いましたが、他社よりも12万円程安かったため契約しました。・契約が終了すると、すぐに段ボールとガムテープを頂きました。・引っ越し当日、引越し先の支店の方が見え特にこちらに来る用事はなかったと言っていたので、訪問当日に契約を急ぐ必要があったのかは疑問です。・段ボール引取りサービスはあるようですが、繁忙期は引取りサービスはやってないようなので、自分で処理しました。　・他社との比較がないと引っ越し費用の相場が分からないので、比較した方がいいかと思います。・他社になりますが、ネットでの比較と訪問見積もりが20万円違ったのでびっくりしましたが、その値段が相場だとアーク引越しセンターの方が言っていました。
2935,2018-02-19,trキパキと感じがよかった,4.75,日にちにもう少し余裕をもって引っ越しをすればもっと良かったと思います。引っ越しまであまり時間がなかったのであわててしまってじっくり選べませんでした
2954,2018-02-19,作業員さん達がすごい対応も良いし丁寧でよかったです…,4.5,作業員さん達が丁寧だし感じもよくてすごくよかったです。話も気さくにしてくれて良かったです。金額は無難な感じです。段ボールをたくさんもらえたのはかなり助かりました❗
2944,2018-02-20,作業が素早かった,4.0,営業の人が頼りない感じ。質問にわからないところは適当に答えていた。オプションの浄水器取り付けに関して、勉強したと言いながらカートリッジ交換を知らず、本体ごと毎年購入と言われたり…粗品は全く無しだった。競争なのはよく分かるけど、もっと接客の勉強した方がいいと思った。その場で上司に電話して料金の了解得るなど、何かやらせのようで見苦しかった。今後は他でも見積りしてもらうと言って一旦帰ってもらいたい。後になると値段変わると言われたり、色んな常套手段を使ってたようだけど、会社で言われてるマニュアル通りなんだと信用に欠けた。もっとベテラン？年輩の方に見積りに来てほしかった。次回は他社と比べて決めたい。ただ、見積りにすぐに来てくれたからアークに決めた。小さな子供がいるので何社も訪問されて長々と説明されるのが厳しかったので、浄水器つけての引っ越し料金だったので、手頃かと決めました。作業の方々はとても感じよく、素早く良かった。テレビの取り付けも、サービスでサッとしてくれたり嫌な顔せず機敏に動いてくれた。食器専用箱、靴専用箱が無いところが梱包に苦労した。専用箱があれば良かった。
2948,2018-02-21,丁寧,4.0,見積もり対応者、引っ越し業務の責任者の対応がとても丁寧でよかったです。引っ越し作業もスムーズで時間もかかりませんでした。家具や家についている傷もよくチェックしてくれました。事前に引っ越しの時間帯についてお電話しました、と言われましたがこちらが出るまで何回か掛け直して欲しかったです。引っ越し当日にこちらから電話して初めて時間がわかりました。その際の対応が無愛想で少し残念でした。見積もりの際30%オフになっていることを先に言って欲しかったかな、と思います。それからダンボールやガムテープにお金がかかるならあらかじめ言って欲しかったです。特にガムテープは家にあったので使わず終わりました。訪問見積もりの後にウォーターサーバーとインターネット利用の電話がきましたが、インターネットの方の電話が遠慮してるのに少ししつこかったです。引っ越し業務をしてくれたもう1人の男の人がもう少し愛想よくしたほうがいいかなと思いました。ダンボールの引き取りサービスがあると聞いていましたが特に話が出なくて残念でした。
2946,2018-02-21,営業さんは新人さんだったのでマニュアル？を必至にこ…,4.25,作業員さんが当たりの人でした。繁忙期なのである程度仕方ないかなーと思っていただけにかなり満足です。
2949,2018-02-22,良くもなく悪くもなくという印象です,3.25,・訪問見積もりに来てくださった営業の方は、親身にお話をして下さりとても対応がよかったです。値切りもギリギリのところまでお願いしてしまいましたが、なんとか希望を通して頂けてありがたかったです。多分見積もりがその方でなかったら、契約してなかったと思います。・当日の作業員の方は2人いました。お客さんである私への対応はとてもよかったです。スーツケースなど、見積もりの段階で入っていなかった荷物も、当日追加料金なしで運んでくださったのでとても助かりました。しかし一緒にいたアルバイト？の方へ絶えず文句を言い続けていて、見ていてとても気分が悪くなりました。あれは指導でなくイジメです。素早く作業してくださり、作業スピードも大変満足できましたが、作業員の方の態度でアークさんのイメージが台無しでした。もうお願いすることはないとは思いますが、お客さんの前での態度は改めて頂きたいなと思います。
2951,2018-02-23,とても信頼できる業者さんです！,5.0,以前に引越しのお願いをしたことがあり、その時の訪問担当の方、作業担当の方の対応がとてもよく今回もお願いしたいと思っていましたが、引越しシーズンということもあり他社さんの見積もりもお願いしました。ですが、圧倒的にアーク引越しセンターさんがお値引きを頑張ってくださり今回もアーク引越しセンターさんにお願いすることになりました。対応も親切、丁寧なのでこれからも引越しする際はアーク引越しセンターさんにお願いしたいです。
2952,2018-02-23,丁寧に荷物を扱ってもらえたので、見ていて安心した,4.0,大型家電のみお願いしたところ、今家にあるもの全て持って行っても値段は変わらないですよ！って言ってくれ驚きました。この時点、想定外だったのですが尚且つ金額をかなり抑えて頂いたので、とても良かったです。その後、気になったので周りの友達や知り合いに聞いた所、この時期にその値段はかなり安いよ！と言ってくれたので、アークさんを選んで良かったと改めて思いました。それと、2月3月はかなり繁忙期にも関わらず、今月中に引越ししたい！という要望もなんとかして手配して頂き非常に助かりました。対応も丁寧で良い印象を受けました。少し悪かった点は、想定の時間より遅くなってしまったことです。ですが、トータル的に良かったです。また、引越しする際はアークさんを、リピートしたいです。迅速な対応ありがとうございました。
2950,2018-02-23,聞いたことがなかったがしっかりしている,4.5,よかった点　作業員の対応が非常によかったので、満足しています。　ただ見積の時と実際は違うことも多く、そういうものだとあきらめました。
2925,2018-02-24,丁寧、親切。,4.75,見積もり訪問を何件か他の業者にお願いしていて、一番対応が丁寧でした。また、こちらの考えていた料金にできるだけ近づけてくれたのでありがたかったです。
2940,2018-02-24,テキパキと作業をしていただき、良かった。ダンボール…,4.25,他社よりも見積もりが安かったレンジやプリンターなどがそのままでよかったことが良かったダンボール無料引き取りが良かった引越し当日はテキパキと作業をしてくれたのがよかった洗濯機の配管などは作業を教えてくれた
2938,2018-02-24,色々な知識を教えてくれたり無駄のない作業をしていた…,4.75,他の引っ越し業者と比べての意見をくれたりこうした方がいいとアドバイスをくれた。会社目線ではなくお客様目線だったのがとても良かった。【料金】安い金額ではあったが1月だたったらもっと安いときいて次はもっと安い時期を選びたいと思う。【気になった点】仕方がないが足の臭いが強めだった。
2945,2018-02-24,見積もりをした方、荷物を運んでくれた方、どちらもと…,4.0,見積もりをした方、荷物を運んでくれた方、どちらもとても人柄が良かった。多分予定よりも段ボールが多かったし、部屋の通路も狭くて大変だったと思うけど、壁や家具への気づかいをきちんとしていて、最初から最後まで、とても良くて自壊も了解したいと思った。布団とハンガーに吊るしてある洋服はそのままでよく、当日すべて業者の方がまとめてくれて汚れることなく運んでくれた。段ボールに簡単にしか入っているものを書いていなかったけど、ある程度は聞いてくれて置いてほしい部屋に置いてくれた。アークさんに決めてから友人と話をしたときも、アークさんはいいよと言っていて、評判通りだった。洗濯機の設置の有無のプランがあるようだったけど、それは見積もりのときに聞いてなく、当日、今回はそうゆうプランではないと言われたのが少し気になったくらい。全体的にはとても満足でした。
2942,2018-02-24,安心しておまかせできました。,5.0,アークさんは電話から見積もり、折り返しをした時の対応も感じがよく安心できました。当日の引っ越し作業もすばやくきちんとしていましたし、予定より早く終わりました。ありがとうございます。
2915,2018-02-25,子どもの薦めもあったので、作業を任せることには安心…,4.75,〈良かった点〉作業内容を考えるととても安くしてもらえたという印象。契約した時点でダンボールを置いていってくれたが、結果ちょうどいい量で、さすがだと思った。家の前の道路が狭いので、2台の小さめのトラックを用意してくれた。近所への対応もしてくれていた。手作りの家具があったが、とても気を遣ってくれて嬉しかった。〈悪かった点〉特にない。〈感想〉見積日がエアコンのキャンペーンの最終日で、エアコン購入も追加した結果、とてもお得な値段にしていただけたようで、逆に申し訳ないくらいだった。当日は、リーダーがアルバイトの人たちを指導しながら作業をするという状態だったので、こういう風に経験を積んでいくんだなと思い、ほほえましかった。たまたま業界が忙しくなる前の時期だったので、作業も金額も納得できる内容だった。
2932,2018-02-25,総じて満足はしています,4.0,訪問見積もりはすぐに電話がかかってきたので、スムーズに日程の調整が進みました。他社との比較から、他社よりも安い価格にしようと努力してくださり、おかげで最初に提示された料金よりかなり安価で行うことができました。2日前に予定されていた当日の訪問時間の連絡がなかった点は残念でした。こちらから連絡して具体的な開始時間を聞く羽目になってしまいました。しかし、電話対応は丁寧で、その点は好感が持てたので良かったと思います。当日は若い男性スタッフが2人みえました。丁寧さはあまりありませんでしたが、テキパキやってくれた。その日に退去立ち会いがあったため、時間の制約があった私ですが、それに間に合うようにと頑張ってくださりました。明るく元気で力強いスタッフの2人で、重い荷物もどんどんと運んでくれました。ダンボールが足りなくても作ってくれて助かりました。洗濯機の取り付けも丁寧に教えてくれました。総じて満足はしています。
2924,2018-02-25,安い、早い、安心,4.75,作業が早く、不安なく引っ越しができた。見積もりの対応も早く、何よりも安かった。とても満足しています。
2939,2018-02-26,あまり印象は良くなかったが価格の交渉をスムーズに進…,3.25,営業の人から、引っ越し前後に現場のスタッフが近隣の人への挨拶をしてから行うと説明があったが、全く挨拶をせずに作業を始めていたため、説明と異なることは今後改善した方が良いと感じた。また、荷物の扱いについても雑に扱うところが見受けられたため、丁寧に行って欲しかった。ただ、作業の手際はとてもよく当初予定していた時間より、かなり早く終わったことが良かった。
2941,2018-02-26,営業さんも作業員さんも丁寧に対応して頂きました。,4.0,料金的なものもあると思いますが、お皿専用の箱や詰め物がないのと、服を専用ハンガーに掛けるのは自分の作業でした。後は特に問題がありませんでした。
2937,2018-02-27,丁寧な対応と効率のいい作業,4.0,営業の方に関しては丁寧な見積り、価格の交渉をして頂きました。また、日にちと時間帯も希望しているものになり助かりました。当日のスタッフに関しては、効率よく作業をされていました。残念だった点は、次の引っ越しの時間があるためか、急いでいる印象を受けこちらの方が気を遣うような感じでした。また、電話対応された方(男の方)の分かりにくい説明と再度説明することへの面倒な感じが伺えました。客の都合よりも自分たちの作業優先気味な感じを受けました。
2934,2018-02-28,親切、丁寧、一生懸命,5.0,無理を聞いて頂き希望日にして頂き、対応も親切で丁寧で何より一生懸命誠意を感じられ、その姿にこちらまで、明日からも仕事頑張ろうとパワーを貰えました。人としても最高に、とても良い現場スタッフのお二人でした。又、最初の電話の応対の女性スタッフも、とても安心感のある女性でした。電話越しでは相手の表情は見えないけど、人の良さが電話越しに感じられました。とても丁寧でした。引越しまで、あまり日にちがなく急いでいたので、訪問見積もりを複数取る余裕がなかったので、メールでもおよその見積もりも助かりました。営業の男性も解りやすい説明と、この後、別の業者との約束がありましたが、最後の一押しに乗ってしまいました。決して強引という訳では無くて、だけどこの営業の人に任せてみたら、きちんと責任を持って最後まで対応してくれると思えました。
2929,2018-03-01,繁忙期は料金が高くするのが当たり前という営業の印象…,2.5,同距離同荷物で10月にA→Bで30000円、今回B→Aで50000円、引っ越し業界に対し不信感を感じる。この会社は今後使わない玄関でくつをはかず出入りしていた。部屋の掃除が必要。見掛け上外の掃除をしていたが意味がない。
2917,2018-03-02,見積時、作業時共に非常に良かった,4.5,良かった点：見積時も親近感を持て、作業時は迅速かつ丁寧に運んでくれた。また、新居へ行く際に下道で行ったら渋滞で待たせてしまったが、小言一つ言わずに作業してくれ非常に良かった。悪い点：特にないが、他に安いところもあったのでもう少し安いと嬉しかった。感想：全体を通じて今回の引っ越しは大成功だったと思う。次回も是非頼みたいと思う。
2922,2018-03-02,無駄なくスピーディ,4.5,ネットで検索してから訪問見積もりまでが非常にスピーディでした。ほかの会社との相見積もりを考えていましたが、こちらのこれくらいで抑えたいという金額にも応じていただけたので即決しました。作業員さんもとても丁寧かつスピーディーで、この会社に頼んでよかったと思っています。
2903,2018-03-03,とっても素早く作業してもらい、スムーズでした。,4.75,訪問見積もりのときに、女性の方が来てくれて安心でした。当日は家具の置き方など、とても丁寧でした。
2926,2018-03-03,親切で話しやすかった,5.0,訪問見積の方から、運んでくれた方まで、終始丁寧な対応で、無茶も聞いていただけました。お値段に関してもだいぶ頑張っていただけました。非常に満足しています。また機会がありましたらよろしくお願い致します。
2927,2018-03-03,とても親切で、テキパキしてました。,5.0,いままでで一番よかったと思います。仕事が早く丁寧で、思ってた時間よりもすごく早く驚きました。悪いとこは、ございません。満点です。
2930,2018-03-03,普通です。ある程度の融通を利かせてくれる点は他社に…,3.0,営業については訪問見積対応、ある程度の融通を利かせてくれる点は他社に比べ良かった。但しネットでの口コミや評判を気にしており、その点を必死に強調してくる点は少し違和感というか、不安感のようなものがあった。(安かろう悪かろうの感覚。)実際に作業される業務担当の方は、基本丁寧であったがたまに言葉遣いが気になるところがあった。また、2名のうちもう一名の方は何も考えずに言われたことを作業としてやっているだけで、無愛想なところもあり印象は良くなかった。こちらも無理を言っているところではあったが、全体の80パーセントぐらいの満足度。今後利用を検討されている方は、訪問見積の際に値引交渉をしっかりするべきだと思う。他社の安いところを引き合いに出せば、結構頑張ってくれる。他社にこれをやると、うちではこれ以上は無理です、と平気で言われるので、その点評価できる。
2933,2018-03-03,見積もりをしてくれた方は、嫌な感じだった。,3.75,作業をしてくれる方は、とても愛想もよく２歳の子供が近寄って行っても嫌な顔をせずに優しく接してくれて、作業も早く丁寧でとても良かったです。もし知り合いに聞かれたらオススメすると思います。段ボールも初めは40個でいけると言われたが私は不安で50個をお願いして正解だった。ガムテープは2つくれたけど足らなくて作業をしてくれる方がくれたので買わずにすんだ。
2923,2018-03-04,電話や接客などすべて良かった,5.0,相場より安くやってくれました割引も目一杯頑張ってくれて助かりました荷運びや設置もリーダーの方が的確に指示してました。すごく頼もしかったです時間も早く大満足でした
2928,2018-03-04,営業マンも作業員の方々も丁寧で対応が良かった,4.5,すぐ近場での引っ越しだったので安く済ませたいと思っている事を営業マンの方に伝えたら、いろいろと提案して頂き、ある程度予算範囲内での引っ越しが出来たので満足しています。当日の作業員の方々も丁寧で素早く作業してくれたので、引っ越しもスムーズに終わりました。
2912,2018-03-04,普通の対応。他がひどすぎた。,4.25,日本語が通じたこと。中には日本語が通じない会社様もいらっしゃった。大半の会社はメールの自動応答だけで、まともに営業してこない。今が売り手市場の時期だからかなと。こちらの要望に応えようとする気のない会社が多かった。そんな会社から10社20社相見積もりとっても競合させても全く意味がない。嫌なら他を当たって、で終しまい。なので、今回の3倍規模の引越については貴社サイトからの見積はとらずに、知人の紹介で一本釣りした。
2931,2018-03-04,ハキハキとしたしゃべり方で対応も良かった,3.75,同じ会社で依頼は2回目だけど、前回とは違うひとだったが今回の人もハキハキとしたしゃべり方で対応も良かった。テーブルもベットもスムーズに小さくコンパクトに解体し大きい冷蔵庫も時間がかかってはいたが運び出せていたから安心しました。キャンペーン粗品のキャラクター加湿器は思ったより小さかった。
2921,2018-03-05,初めて利用したが、好印象でした,4.0,新築の家への引越しであったが、丁寧に荷物を運んで頂き、配置も提案頂いたりと対応が良かった値引きも最後の最後まで頑張って頂き、一番安いとみられた業者より勉強して頂いた今後知人で引越しを予定しているのであれば推薦したい
2920,2018-03-06,客対応よくて引っ越し作業が早い,4.25,【見積もり時の対応】他社よりいち早く対応していて、見積りも分かりやすく説明して下さいました。段ボールも丁度よかったです。【料金】満足いく価格内容で、即決でした。スタッフさんが頑張って下さったお陰です。【作業内容】市内2箇所にわけて引っ越しで、洋服入れと当日の段ボール入れ、家具家電中心に運んで設置して下さいました。【全体的な評価】概ね大満足です。初めての引っ越しでしたので、見積り時に頂いた引っ越しの仕方の冊子は大変役立ちました。スタッフさんの対応が良いのでおすすめな業者さんだと思います。【良かった点】1日での作業でしたが、とにかく早く対応が丁寧でコストパフォーマンスが高かったです。身なりも爽やかでした。【気になった点】引っ越し前に、スタッフの方々と事前に打ち合わせしていたら、もっとスムーズに作業できていたのではと、こちらの対応も悔やまれます。
