,date,title,rate,comment
4919,2019-07-28,安くて早くて丁寧,4.5,【見積もり時の対応】パンフレットを見せながら、丁寧に説明してくれた。【料金】当初の希望額内だった。【作業内容】とにかく早くて丁寧【全体的な評価】引越し先が遠方であった為、引越しの搬出日と搬入日が異なり作業員の方も違ったが、早くて丁寧だった。【良かった点】作業員兼ドライバーの方が、車付の車両をしっかり手入れしており、愛車心があると思いました。【気になった点】なし
4956,2019-07-28,大手さんだけど安くしてくれた,3.75,７月末の引っ越しのため夏休みに入って繁忙期と言われましたが、交渉し、安くしてもらえました。(廃棄予定の大型家具をマンションの下まで運んでもらう、本来現金のみだがクレジットもオーケーの条件込みでの価格)作業員の方はとても若いお兄さん、外国の方、リーダーの若いお兄さんの３人。力はありそうでしたが、正直荷物を落としたりするのではないかと心配でしたが…。リーダーのお兄さんはテキパキ指示をして荷物を丁寧に運ぶよう指導もしていました。転居先の近いホームセンターも教えてくれました。概ね満足です。
4959,2019-07-28,スピーディーで決め細かな気配り,5.0,とても親切で丁寧な対応で気配りまで素晴らしかったです。段ボールに入りきらない荷物まで対応していただいたり、荷造りが未完成だったのですが、一緒に荷造りを手伝ってくれてりオススメの引っ越し業者です。また女性も居てとても安心できました。
4958,2019-07-28,心遣いもとても良かった。,3.5,見積もりが１番安かったので本申し込みしたが、「間違いでこの価格では出来ない」と...。他社にも見積りを取っていたが、日付も近いため、他社の予約も埋まり、考えていたより数万upしたが本申し込みでお願いしました。作業員の方は皆様、一生懸命頑張ってくれて心遣いもとても良かった。一人外国人の方がいて指示が通り辛く、２階の物が1階に置いてあったりが何個かあった。ですが、トータル的には満足です。
4923,2019-07-29,清潔感があった,4.75,【見積もり時の対応】他社がずるずるとなかなか値段を出さないなかでサッと見積もりを出してくれた。【料金】いいなと思う値段を提示してくれ、その場で決めるならさらに1割以上さげてくれると。なので他の価格を知ってから最後にアートさんに見積もりを取るようにしようと思います。（次回）【作業内容】非常に丁寧。マッサージチェアが一番危惧していた点ですが小売り電気店の指定配達員がむき出しの状態で苦労していたのに搬出・搬入共にきちんと保護をした状態でスムーズに行われていたのが驚きで、しかも現場作業員は丁寧で礼儀正しかった。【全体的な評価】また利用したいと思いました。【良かった点】安かった。安いといっても作業はきちんとしていた。　　　　　　　段ボールはＳ１５枚サイズがＭサイズが１５枚、必要でしたらまた言ってくださいと言われました。食器用のエコ楽ボックスはとても便利でした。煩わしい値引き交渉なしにざっと腹の割った値段提示をしてもらえた。【気になった点】段ボールの荷物が１箱消えてしまった・・・。　　　　　　　　引っ越し後の段ボール回収が日付や時間が指定できないのと電話してからちょっと時間がたったので在宅のタイミングが合わないとなかなか回収してもらえません。
4868,2019-07-29,テキパキ,3.75,約束してた時間ギリギリだったけど、予定2人のところ4人で作業してくれて早く作業が終わった。丁寧な作業で良かったです！エコ楽ボックスを貸してくれて助かりました
4979,2019-07-29,とても丁寧で、さすが大手さんという感じでした。,5.0,【見積もり時の対応】話しやすかった。【料金】想定内【作業内容】【全体的な評価】満足【良かった点】とにかく一生懸命やってくれた。【気になった点】細かな営業トークがあり、ノルマがあるのかなぁ、大変だなぁと心配になった。
4957,2019-07-29,作業員が素晴らしい,3.75,見積もりに来た営業マンは強引な態度が見受けられ、あまり良い印象を受けなかったが、作業員が丁寧で仕事も早くすばらしかった。
4968,2019-07-30,現場は素晴らしい,3.75,担当者と電話受付はイマイチです。しかし作業スタッフ、特にリーダーの方々は素晴らしかった。名古屋から大阪までの引越しでしたが、大阪の電話対応、現場スタッフの細やかさや気遣いは名古屋とは比べものにならないくらい良かったです。名古屋の営業は契約が決まった途端、連絡がつかなくなり、必要な連絡事項もこちらから電話して初めて聞くことができたりと....散々でした。
4930,2019-07-30,当日は皆さんテキパキと搬出して頂いて気持ちよかった,4.25,しっかりと当日の作業員の挨拶から段取りを説明して頂き、当日追加になった荷物も上手く予算内で運んでもらえたののは良かったです。ただ引越し準備期間が2週間と時間があまり無かったため、他の引越し業者との比較が沢山出来なかったのが残念でした。引越し自体には概ね満足してますが、値段がもう少し安かったらもっと良かったと思います。当日使用したダンボールも当初の予定の半分でしたので、その辺の値引きなどがあればもっと良かったなと思いました。
4961,2019-07-31,有名な所なので信頼できる印象はありました。,3.25,【見積もり時の対応】素早くテンポの良い感じだったのが良かった、大体の確認作業も出来てたが細かいところまでしっかり確認できてたらなお良かった。【料金】他社と同じ金額を提示してきたので、できれば他社よりも1000円でも安くして欲しかった。【作業内容】基本的に軍手かなんか付けて欲しかった、夏場なので汗がソファやベット、服などに着くのが気になった。後は家財(ソファなど)の上にダンボールを置いて作業するのは辞めてほしかった。服を掛けるの自分でやらして欲しかった。【全体的な評価】態度などスピードには文句ないが綺麗好きな客への配慮をもうちょっと会社のシステムとして考えて欲しかった。【良かった点】態度とスピード。【気になった点】靴下の裏の黒ずみ汗などが家財につかない工夫する手袋をつけて欲しい服などはハンガーBoxのまま置いていって欲しいハンガーBoxの長さが短くてコートなどがダンボールの下に着いてグニャグニャなるのでコート用の長さのハンガーBoxも作って欲しい。
4953,2019-07-31,これまでの引越し会社に比べて仕事が丁寧でした。,4.75,良かった点:ダンボールが無料です。引越しの日時について退居手続きなども考慮に入れて適切な時間帯を選んでいただきました。また、各家具には番号をつけて一つ一つ丁寧に確認していました。照明器具の取り外しや取り付けなどにもお手伝いいただきました。悪かった点:運び出し時にはとても満足でしたが、運び入れ時は社内ルールを重視するあまり、こちらの指示を無視したことがいくつかあり、もう少しこちらの指示に従って運び入れてほしかったです。感想:これまで数回引越しした経験の中で最も良かったです。運び入れ時の指示無視は残念でした。
4978,2019-07-31,丁寧で清潔な感じでした,5.0,夏休みなので、バイトの高校生？が二人来ましたが、真面目に対応してくれました。教育が行き届いていると実感した次第です。また次もお願いしようかと思います。荷物の梱包も丁寧でしたよ！
4971,2019-07-31,クレーム後の対応が良かった,3.75,決めるまでに色々とトラブルがありました。見積もりをお願いしていたのに時間を間違えられたり、希望がうまく伝わっていなかったり･･･クレームも入れました。ただ、その後の対応が良かったのでアート引越センターさんに決めました。価格交渉にも応じていただけたので、本来の希望価格よりは上回りましたが満足です。
4946,2019-07-31,感じ良く、良い印象だった。,3.5,全体的にさわやかなでした。アートさんはトラックの荷物を詰め替える業者です。恐らく積み替えた時かと思いますが、運ばれてきた荷物の中に家具に傷が付いていたり、食器が割れていたものがありました。客の前だけ丁寧という印象が残り少し残念です。
4973,2019-08-01,大変素晴らしい,5.0,見積もりから当日まで、皆さん笑顔で大変対応が良かったです。特に、当日は大変暑い日でしたが、キビキビとした対応と引っ越し先でのレイアウト変更にも嫌な顔1つせず対応していただきました。また機会がありましたらぜひ利用したいと思います。
4969,2019-08-01,とても良かった！,4.75,準備が間に合わなくて、当日まで荷詰めをする事になったが、嫌な顔一つもなく、出来ている物から次々に運び出してくれました。また凄く暑い中一生懸命してくださり、本当に有り難かったです。また引越しするときあれば、アートさんにお願いしたいと思いました！
4967,2019-08-01,丁寧でスピーディ、そして清潔感がありました。,5.0,ほとんど同上ですが、やはり大手さんは安心して任せられると思いました。養生をきちんとしてくれたのも、ダンボール引き取りサービス（しかも他社のも）、できないことはなぜできないかの説明をきちんとしてくれることもポイント高いです。何より朝一なのに笑顔で来てくれたのが気分良かったです。なにやら最近は何でもお客様至上主義で過剰サービスなところもありますが、そんなものは必要ないかと思います。
4963,2019-08-01,金額的に無難なところに落ち着いた気がします。,3.25,自身が引っ越し慣れしているわけではないので価格やサービスについて他と比較することはできませんが、悪い点、あるいは大きなミス・トラブルといった点がなかったことが何より良かったです。運び出し時の気になった点として。洗濯機をリサイクル家電として回収してもらったのですが、排水のビニールホース部分は回収されないので最終的にゴミになりました。　エアコンの配管ホースは回収するのにこっちは回収しないんだ？　と少し不思議な気はしましたが。　そんな感じで引っ越しの運び出し中にもゴミは発生するので、運び出しの順番としてそういったゴミを回収する袋を用意して、かつそれが最後に運び出されるのが望ましかったのですが、そのゴミ袋を早々に運び出されてしまって若干困りました。　この辺りの細かなアドバイスが欲しかったとは思いました。
4976,2019-08-01,明るく対応も良かった。,4.0,良かった点…営業の方も引っ越しの作業員の方も対応が良かった。悪かった点…ダンボールを玄関前に無造作に置かれていた。
4977,2019-08-01,スマートで感じが良い,5.0,サービス内容が手厚く、スタッフの対応も良かったです。見積もり時のダンボールでは足りなくなり、追加をお願いしました。受付対応は良かったのですが、受け渡しの時間がかなり遅れた事は納得いかなかったです。また、搬出の開始時間に関して、午前中からのお客さんのズレがどんどん響いて、1時間ほど予定より遅くなってしまったことは残念でした。値引きについてですが、他者業者さんの方が安かったので、その額を提示し、交渉しました。他者業者さんまでは下がらなかったのですが、サービス内容の充実と安心料だと思い、決めました。今回のプレゼントはキャラクターの水筒でした。
4918,2019-08-01,特に悪い点も無く、不快に感じる事が無かった。,4.5,作業スタッフが若者達だけで当初は不安だったが、酷暑の中でも頑張って作業をしてくれた。エアコン取り外し取り付け作業も依頼したが、新居での取り付け作業は荷物の搬入前でエアコンが無い状態だったので日程の再調整となった。(業者間で連絡を取り合って、エアコンだけを受け取って持参してくるものだと思っていた)
4954,2019-08-01,安心感がありました,5.0,結婚に伴う引っ越しで利用させていただきました。婚約者が既にアート引越センターを利用して引っ越ししており、搬入の時に立ち会いましたが、新規購入した家電の搬入と重なってしまっても柔軟に応じてくれて、対応が大変よかったので私も利用させていただきました。訪問見積もりの際は倍以上の金額を提示されましたが、婚約者が利用した時の金額を伝えると値引き交渉にも応じていただけました。その場で会社に電話してくれて、スムーズに見積もりも完了できてよかったです。パンフレットをいただけたのでどんなサービスがあるのか見ることができ、段ボールや梱包材もすぐに届けていただけたので当日までの準備も安心して行えました。当日は挨拶から快くはっきりしていて、作業もとても手早く、暑い中でしたが最後まで丁寧にしてくださいました。段ボール引き取りサービスももちろんありますし、大変満足しています。
4974,2019-08-02,まかせて安心。,3.75,最初に女性がいてびっくり、なんとなく、安心感。荷造りがすすまなくて、当日もごちゃごちゃしたなかで申し訳なかったですが、猛暑のなか、てきぱき作業していただき、スムーズに終わることができました。見積りで、最初に13万円と言われて、えー高い、と思いました。電話の時は5万ちょっと位でしたので、実際の荷物をみたら、若干上がるかもとは思いました。内容をしりたいですね、大体これにはいくら、人件費、トラック代、距離、とかにたいする金額。昔引っ越しした時は荷物も少なかったし、同じ市内で、1階から1階で30000円でした。45000位かなと考えていました。見積りにきた人が早口なせいか、まくし立てられる感じでいい感じはしなかったです。上司と相談。よく聞くパターン。挙げ句にはいくらだど考えてますかと、言われたから、電話で5万いくらと言われたから、6万ですかねと言ったら、わかりました、じゃあ、6万でやりましょう。と、なりました。私が5万と言ったら、その値段でやるんですかと、不信感をもちました。そのあと、ガムテープは使い回しでよいですかと聞かれ、かまいませんよと言ったら、車まで一緒にとりにきて下さいと言われました。何で？そういうものですか？外見で人を判断してますかね…。見積りで粗品はなかったですが、引っ越しのあとに作業員からいただきました。担当された人しだいですかね、私の場合、見積りの人は印象悪かったですが、作業員の方たちは、とても丁寧でてきぱき作業してました。特に女性(リーダーかな？)結局13万→60000円→56000円となりました。最初の13万が正規の値段だとしたら、半額になった感じです。次の引っ越しの時は別な業者も、試しに使ってみたいです。
4975,2019-08-02,若手が多く、爽やかでテキパキとした仕事ぶりでした。,4.0,ダンボールが個数制限なく無料であり、予算の目処が立たれたのがよかったです。また、新居に入る時は靴下を履き替えてくれ、思いやりのこころが感じられた。タンス等の位置決めも、嫌な顔一つせずに、快く納得いくまで付き合っていただき、ありがたく思います。
4914,2019-08-02,見積もりをする日は親切でした。,3.75,見積もりをする日は親切でしたが、その後会社宛請求でお願いしましたが、それを応じなく、メールの返信もなく、結局個人で支払いました。手間掛かりました。
4966,2019-08-02,任せて安心,4.5,休日でしたが、即日見積訪問をしてくれ、説明を聞いて安心してお願いできる業者だと思いました。引越当日も8月の暑いなか、丁寧に作業してくれてありがたかったです。
4909,2019-08-02,非常に丁寧に作業してくれました。,4.0,【見積もり時の対応】他社見積を伝え、対応してくれた点が良かったです。【料金】適正な価格価格だとおもいます。【作業内容】暑い中、スタッフのみなさん全員がんばってくれました。【全体的な評価】大手だけあって、安定の品質だと思います。【良かった点】リーダーの方の対応が良かったです。また、スピーディな作業でした。【気になった点】最後に渡し忘れ品があったことぐらいです。暑かったのでしょうがないのですが、汗が家具についていた点が気になりました。
4960,2019-08-03,引っ越し会社はどこも同じ様に思っていた,5.0,悪かった点は特にありませんでした良かった点は、スムーズに進み気さくで安心感がありまたお願いしたいと思った
4970,2019-08-03,訪問見積もりは電話きた当日来てくれました,4.0,よく道でトラックを見かけて、使うのが初めてです。いくつかの引越し会社に見積もり頼んだけど、アートとは最初に連絡取れた方です。訪問見積もりは電話きた当日来てくれました。休日しか休めないの私にとって助かりました。見積もりは最初高かったけど、私の予算を聞いたら、近づいてくれました。貸してくれた他社にはないらしいの布団カバーとか食器用のケースはとても便利です。ただ、無料でくれたテープは三色あって、使い分けには便利だけど、細くて、ちょっとテープとして使いにくいです。下に普通のゼロテープをしないとはいけないです。粘着力も弱い、改善して欲しいです。
4942,2019-08-03,てきぱきしていて丁寧,4.5,【見積もり時の対応】とても丁寧な対応をしてくれました。【料金】希望額まで下げてくれました。【作業内容】てきぱき動いてくれて、リーダーの方が気が利く方で、しっかり指示を出していました。【全体的な評価】全体的には満足しています。【良かった点】電話、営業の方は丁寧に対応してくれました。【気になった点】作業の方達は動きが早くて丁寧でしたが、トラックへの積み込みが雑かなと思いました。木で出来た引き出しが壊れてしまったり、タンスの取っ手が壊れたり(劣化だと言われました。接着剤で直してくれました。)、冷蔵庫が汚れていたり、とちょっとずつ気になるところはあります。カバーをしてくれるとはいえ、大切なものは自分で運んだほうがいいと思います。
4932,2019-08-03,希望日時、料金、全てにおいて即決だった,4.5,小さい子供が二人いるので、なるべく午前中で料金低めでといった難しい要望を聞いて下さり、楽々に引っ越すことが出来ました。本当に助かりました、
4871,2019-08-03,値段以上のサービスだったので、満足しています,3.25,【見積もり時の対応】早めに申込みをしたため、他社ですぐに見積もりに来てくれたところもあったが、2か月前にならないと見積もりできないとのことで、他社の見積もりが出たあとでの見積もりになった。担当の方の話はわかりやすく、好印象だった。【料金】他社とほぼ同じ【作業内容】作業後に忘れ物があったり、荷物も少し傷ついたが、許容範囲。見積もりで運べると言われた荷物がかなり積み切れず、自分で運ばなくてはならなかった。【全体的な評価】値段に見合う内容だった【良かった点】ダンボールが無料でもらえた【気になった点】前日の連絡では13時からだったが、急遽10時半に始まることになり、こちらの準備が間に合わなかった。
4972,2019-08-03,さすが大手という感じです。,4.75,"【見積もり時の対応】梱包からお願いしたのだが、ちゃんとタンスの中の荷物の量を確認してくれたので安心だった。【料金】2社から見積もりをとったのだが、時間が無かったので、一発で安く出して欲しいと言ったら他社は""それは難しい""と言ったけど、アートさんは最初から頑張ってくれたので好感をもてた。【作業内容】手際よかった。【全体的な評価】料金も安く済んだし、スピードも早かったので大満足です。"
4846,2019-08-03,問題なし,4.0,引越し料金が想定より安かったということと、知名度のある業者だったので選定しましたが、実際の作業内容は見積もり通りではなく、トラックが一杯で入らないという理由で運んでもらえなかった荷物がたくさんあったため、残りは自分達で運ばないといけなかった。見積もり内容通りに運んだら赤字ということだったのでしょうか？困りました。
4948,2019-08-03,笑顔が多く、人当たりが良い,4.5,訪問見積もり時は、清潔感があり笑顔がステキな担当さんが見積もってくれました。値引き交渉もでき、非常に満足でした。実作業は別の方ですが、自己紹介から始まり、その後こちらとコミュニケーションをとりながらスピーディに作業してもらえました。
4962,2019-08-04,暑い中、頑張って下さり感謝です。,4.5,見積もり、色んな提案、荷物の引き取りや搬入の人達のお陰でスムースに引っ越し出来ました。でも、夏は止めようと思いました。(笑)
4951,2019-08-04,とてもよくしていただきました。,4.75,見積に来てくださり、安心できる内容に、またすべて納得。とても助かりました。老いてからの引っ越しは気持ちが萎えますが、よくしていただきました。ほこりにおもっています。同じマンション内での引っ越しが、つづきそうだったので皆さんに社名や、見積もりの方の名前電話番号などもおしらせしたくなり、喜ばれました。
4950,2019-08-04,大手でテレビCMも頻繁にしている,5.0,今回で利用するのが3回目以上でしたが、アート引越センターさんは誰が来てもスタッフさんの対応が良く、社員教育が徹底していると感じました。猛暑で暑かったのですが嫌な顔１つせず、荷物の搬入から搬出までして下さいました。またアート引越センターは搬入先から搬出先に行く際にスタッフさんの靴下を交換してから作業にとりかかるので、とても清潔感があり好感が持てます。またスタッフさんの靴も会社で用意している真っ白なスニーカーでとてもキレイです。おそらく大手でここまで大きくなったのは上記の理由だと思います。当方転勤族ですが、また利用したいと思います。
4939,2019-08-04,どうしても注文をもらいたいとのことでした,2.75,11：00から11：30頃に来ると電話があったのですが、12：10に来ました。まあそれはしょうがないとして、冷蔵庫の場所を最初に置いた位置が狭すぎて、場所の変更をお願いしたら、露骨に嫌な顔をされました。
4815,2019-08-04,対応がとても良かったです,4.0,電話の応対、営業担当の対応とも良かったので決めました。4日の引き取りもスムーズでした。唯一、7日の到着時間が遅くなったのが残念でしたが、無事に終わりました。ありがとうございました。
4927,2019-08-04,真面目で丁寧,4.25,引越し担当者の方々が丁寧で、挨拶もキチンとしてくれて安心して任せる事ができました。こちらへの配慮も素晴らしく、乳児がいたのですが乳児を乗せているハイローチェアを最後にトラックに乗せてくれました。搬入でも搬入が難しい大きな家具も頑張って入れて下さいました。とても助かりました！
4941,2019-08-04,丁寧,4.75,【見積もり時の対応】親切【料金】妥当かと【作業内容】安全【全体的な評価】良かった【良かった点】丁寧【気になった点】開始時間
4925,2019-08-04,作業迅速丁寧！,5.0,【見積もり時の対応】親身に対応してくれた！【料金】こちらの見積もりに見合った金額提示してくれました！【作業内容】迅速丁寧に対応していただきました！
4945,2019-08-05,クレーンの下請けが雑だった。,3.75,家具を拭いてくれるということだったが、さらさらっとホコリをはたいたぐらいだった！ピカピカまでとは思っていなかったが、期待し過ぎてしまったのか残念だった。新居への搬入時、傷などの確認が細かかったが、きちんと確認していると感じた。
4944,2019-08-05,キビキビと作業をされていて良かったです。,4.25,【見積もり時の対応】問題なく良かったです【料金】思った以上に安く良かった【作業内容】とても明るく元気な方でした【全体的な評価】ここ3年で8回引越ししているが、1番良かったです。【良かった点】明るく元気で活発でした。【気になった点】こちらに来る時間が早かった〔電話有り〕
4933,2019-08-05,爽やかな感じ,4.25,大変厚い中、頑張って頂きましたが思ったよりも時間が掛かって、11時頃から始まり終わったのが19時頃でした。ベッドをばらして運びましたが、足の部分を積み忘れて戻って取りに行くということがありました。結構、大きなパーツだったのですが・・・また、洗濯機の給水ホースの部品（水道の蛇口にとりつけてある部品）が無く、後日、自分で取りに行って来ました。値引きはだいぶ頑張ってもらえたと思いますが、他社よりも料金が安い分、多少のミスはしょうがないのでしょうか？ダンボールは2サイズ各10頂きましたが、もう少しあったら良かったと思います。引っ越しは5回目ですが、引っ越し業者さんの当日のアルバイトさんによって作業時間等がだいぶ変わってくるのかなと思いました。
4876,2019-08-05,作業員の方が親切で好印象でした。,4.0,最初に提示された金額と、値下げ後の金額の差額が大きく驚いた。仕方ないことではあるが、登録後、電話が鳴り止まないのは大変。
4830,2019-08-07,とてもよかった。親切でテキパキしていた。,4.75,見積の際、こちらの希望を聞いてくれ、フレキシブルに提案し対応してくださいました。引越当日、こちらの荷物が多く時間が少しかかってしまったようです。ただ、丁寧に対応して下さり、アートさんでお願いしてよかったです。
4800,2019-08-07,営業トークが多かった,3.0,荷物を乗せた作業員の方はスムーズで礼儀正しく対応に問題はありませんでしたが、荷出しの作業員のリーダーは作業が雑で、空気清浄機に大きな傷が入ってしまいました…。おまけに洗濯機が水漏れしそうだから今すぐ当社で新しいものを購入したほうがいいと言ったり、地震耐久ジェル等様々なオプションを強引に販売しようとしたりされました。結果、洗濯機は使用には全く問題なく買い換え不要でした。引越は3人で来ていただきましたが、荷入れの際、リーダー以外の2人は経験の少ないアルバイトさんだった様で人手が足りなかったのか、「下駄箱に靴を入れて」「洋服をクローゼットに全て入れて」「衣装ケースは全部この部屋に入れるから自分で各部屋に持ち込んで」等指示をされ、作業員と共に働き、ヘトヘトになりました。単に当たった担当者が悪かっただけかもしれませんが、非常に不愉快かつ大変な思いをしたので、この業者で引越を考えている方は営業トークは全てスルーする心持ちでいた方がいいかな？と思います。
4935,2019-08-07,対応が素晴らしい,5.0,大型家具、家電の梱包も丁寧で良かったです。ソファーが、引越先に入らず暑いなか、ご迷惑おかけしました。また、引越の機会がありましたら、お願いします。
4940,2019-08-07,明るく丁寧でした。,5.0,初めてアートさんで引っ越ししましたが、スピーディーで丁寧でした。私の片付けが間に合わない状況でしたが、その場で的確に指示して頂き、こちらも助かりました。同じ人が対応してくれるなら、また利用したいと思います。今回、一括で見積り依頼をしましたが、こちらから考えてからお願いしようと思っても、他社さんは何度も電話が掛かってきて、少し怖かったです。アートさんは一番にメールで連絡を頂き、その後こちらから連絡するまで待っていてくれる状況だったので、お願いしました。見積りも早かったですし、とても助かりました。
