,date,title,rate,comment
1802,2019-09-25,明るくテキパキとした印象,4.25,各社に電話連絡をしてみた中で、ここの電話対応がダントツに良かった。質問に対しても、分かりやすく答えてくれた。見積もり内容も明確で、安心感があった。値引き交渉も、感じ良く相談にのってもらえた。閑散期平日、一人暮らしの引っ越しだったので、他の会社の見積もり額を聞き、「そんなにかかるのか、、、」と驚いたが、ここは最初から驚くような金額提示ではなかったので、安心して相談できた。結果、フリー便にして、予算内の料金にできた。電話で決定して、翌日にはダンボールが届いた。作業の方は、爽やかで明るく親切だった。以前、他の業者さんで引っ越しをした事があるが、作業は早いものの、作業員同士の指示の出し方や、動作が怖く、こちらがびくびくするほどだった。今回は気持ち良く引っ越しできた。
1804,2019-09-25,営業さんも作業員さんもてきぱきしておられました。,4.25,二社目ということもあってか無駄に長い説明はなく、急ぎの引っ越しで日程も限られた中、てきぱきと対応してくださりとても助かりました。値段交渉では予算よりかなり安く対応してくださいました。無料のダンボールをその場で頂けたので早くから荷造りを始められました。当日の作業は傷がつく等のトラブルもなく非常にスムーズで満足しています。唯一あげるとすれば、荷物引き取りの到着予定時間はもう少し早く連絡をいただけたら有り難かったです。全体を通して、予算や対応等特に大きな不満もなく、満足しているので不安のある方にもおすすめできます。また次回の引っ越しの際にも利用させて頂こうと思います。
1800,2019-09-26,営業担当者、引越しスタッフ、共に好感度でした。,4.75,・長距離の引越しであったため、高額を予想していたが価格を抑えるための提案を複数頂けた・見積もりや価格調整のご回答が早く、契約までに短時間であった・引越しスタッフの方も礼儀正しく、話を丁寧に聞いて頂けたので安心しました・引越し作業も大変スムーズで、短時間で終了しました・この度は大変お世話になりました。また機会があればお願いしたいと思います。
1791,2019-09-26,前回の引っ越しで利用して、安いイメージがあった,3.25,引っ越し当日に作業員が二人来られて、後から部屋に来た作業員は挨拶すらなく、ビックリした。こちらから、宜しくお願いしますと声を掛けると、返事はありましたが。
1799,2019-09-27,人の印象は良かった　電話連絡の対応も丁寧,3.75,訪問見積担当者:言葉遣いが今ひとつだった、お客様へのマナー対応など教育が少し不十分な印象電話対応担当者:非常に良い印象でした。言葉遣いも話のスピードも聞き取り易かった。見えない相手でも心遣いが気持ち良かったです。荷物引き取り時の時間を守って欲しかった。早く済ませたい都合は理解出来るが、駐車する場所への配慮など必要ではと感じた。作業自体は役割を明確にしていてスムーズで良い印象。梱包も慣れておられたので助かりました。挨拶なども気持ちよくしていただけたのは好印象。
1796,2019-09-27,とても作業が早くてびっくりした。,5.0,今回は洗濯機、冷蔵庫、ベットの大型荷物のみを依頼して、小さい荷物は自分で運び入れました。距離も短く、荷物も少なかったため、かなり金額も安くして頂き、満足しています。何より全ての作業を一時間ほどで終わらせていただいたのはありがたかったです。単身で大きな荷物だけならココが1番コスパがいいかとおもいます。作業の方も愛想がよかったので、機会があればまた依頼したいです。
1798,2019-09-27,安い,4.25,初めての利用だったが見積もりの段階から親切、丁寧に対応していただけて、今回利用させていただく決め手となった。引越し内容の変更希望なども快く応じてくださり終始融通の効いた対応だった。引越し当日の時間などは急遽前後することがあったが、こちらの都合を配慮してくださる声かけなどもしていただけ、誠実さを感じた。
1797,2019-09-27,電話などの対応は、いい。,4.5,あまりにも、最初のネットでの概算見積りとの差が大きすぎる。最初の見積りを参考に引っ越し会社を選んだか、概算見積りは、あってないようなものだ。理由を聞くと、概算見積りでは、トラック代は含まれてないからという。一番高いトラック代が含まれない見積りなんて、意味ない。
1792,2019-09-27,テキパキと運んでいただきました。,4.5,訪問見積もりで、9月は繁忙期と言われ料金が高めに言われましたが、契約した会社は希望日で料金も希望通りだったのでお願いしました。
1790,2019-09-28,若い人二人でテキパキこなし印象は良好,4.0,口コミで悪いの意見もあるようですが、すべて個人の資質だと思います。人によって当たり外れはどこの会社でもあると思います。
1789,2019-09-29,引取りも配送の人も、テキパキと対応してくれた,4.5,まずは、コスパが上に、配送日の指定だけで無く、配送タイミング(今回は、午後一番)を少々の価格アップで対応してもらえ、更に引取り日を引越会社の要望に合わせたら、値引きをしてくれたわるいては、特になかった
1793,2019-09-29,あまり感じが良くなかった。,2.5,16時～18時の間で伺うと連絡あったのに実際来たのが18時過ぎでした。夜も遅い時間での作業になったので周りの住民の迷惑になっていて嫌な気持ちになりました。
1782,2019-09-30,好印象だった,4.25,営業の方も、運搬してくれた方も、お客様の立場に立って動いてくれました。コストパフォーマンスも良く、満足しています。
1788,2019-09-30,丁寧、テキパキ、早い,4.5,初めて引っ越しを依頼しました。日付の候補日も少なく、依頼をかけたのが2週間前だったので空いているか不安でした。距離もそこそこあるにも関わらず、あまりお金をかけられなかったこともあり、一番安かったこの会社さんでお願いしました。ここでお願いをして大正解でした。見積もすぐに出していただき、こちらの質問やお願いにもしっかり応えてくださりました。作業に関しては、爽やかな印象の方がみえました。とても丁寧で、それなのにスピーディーで作業もテキパキ進んでいきました。荷物が少なかったのもあると思いますが、大きいものも合わせて約10分で完了しました。感動です。次回引っ越しを依頼する機会があったら、またこの業者さんでお願いしたいです。本当にありがとうございました。
1786,2019-10-01,多少雑さはあるが素早かった。,4.5,見積もり時にハンガーラックがあると伝えたが、伝票に記載されておらず運んでもらえなかった（追加料金がかかると言われた）のが残念でした。それ以外の対応はとても満足しています。
1774,2019-10-02,値段相応,3.0,引越しの過程で備品を紛失された。問い合わせの上でコールセンターの人の対応は良かったが、肝心の担当者から折り返しの電話など、全くかかってこず、こちらからしつこく催促してやっと電話が来るのやりとりが3回ほど続いた。事情をききに作業員がきたが、一言も謝罪なく、どこいったんでしょうねー？とのこと。備品は弁償してもらえましたが、気分が悪く、二度と利用することはないと思いました。
1784,2019-10-02,引越のスタッフは全員が対応が良く、親切丁寧でした。,4.25,エアコンの取付の方が委託業者でした。取り外した方とは別の方で、来てすぐにエアコン内部がカビだらけでクリーニングが必要。ホースも不足しており、別料金がかかる。取付が17日後と言われ、それをしてもどのくらい使えるか分からないと。全く取付する気が無い印象。料金を上乗せするつもりか見え見え。腹立たしく思い、取付をお断りしました。結果、その日の夕方に家電量販店に出向き、新しいエアコンを買うことになった。取付してないので、電気工事の分は料金を返却してもらわないと、納得できません。引越スタッフはとても親切丁寧なのに、残念です。
1783,2019-10-03,若さがある。雑さが目立ってた。,3.25,前回の頼んだ会社より更に安くしていただけるとのことでこちらに頼みました。本体に傷がつかないように布を囲ったり床に敷いていて早さもあり良かったが、引越し場所の壁などもちゃんと保護をしてほしかったです。階段の上がり天井の壁紙がすれて切れてしまい新築なので残念でです。雑さが目立ってたなと感じました。その場で謝罪していただけましたが新築の壁に緑のガムテープ？で補修しますからと貼っていたのにはびっくりしました。後からの電話で対応も良くないと思います。他で見積りしてもらうと言われ違う壁紙を貼られたら嫌なので買った家のハウスメーカーを通して直してもらいます。もう少しお客の気持ちに寄り添ってもらえたらなと思います。
1773,2019-10-03,丁寧で信頼できる。,5.0,今回は埼玉県から長崎県迄の引越しでした。まず、6社から見積りをとり、電話とネットでやりとりしましたが、なかなか決まりませんでした。ハートさんは、丁度中位の見積り金額でしたが、営業の人とお会いして、予定金額に近づくよう、荷物の量を修正したり、その他諸々の話し合いの結果、納得できる金額とオプションサービスが提示されたので契約しました。契約の決定には、営業員の方が丁寧で信頼できる印象が大きかったです。作業では、搬出時は予定時間通りに来ての荷物の梱包が、とにかく丁寧で十分すぎる程であった。搬出もスピーディでした。荷物に番号を書いたシールを貼り、その一覧表を渡された。搬入時の作業も予定通りの時間に来て、搬出時と同様であった。荷物の確認は搬出時の一覧表で容易にできた。今回の引越しは非常に満足のいくものでした。機会があれば次回も頼むと思います。
1780,2019-10-03,大手ほどの知名度はないが、コツコツ頑張っている。,4.5,段ボールの側面に物や置場所を書いておいたが、関係なく置かれてしまった。指示を的確にしなかったこちらも悪いが…。作業員同士の連携はとれており、リーダー格の人の引っ越しに関する知識量はすごかった。
1781,2019-10-04,明るい印象,4.25,【見積もり時の対応】急な対応にも素早く応対◎【料金】安い【作業内容】段取りよく作業していた【全体的な評価】キビキビした態度に好感触【良かった点】ハキハキしたところ【気になった点】全体的に人手不足を感じる
1776,2019-10-04,物腰柔らか,3.75,当日の担当員には非常に丁寧に対応して頂いた(宮城県)。次に引っ越しの機会があればまた利用を検討したい。
1779,2019-10-05,テキパキと仕事してくれた,4.5,とてもテキパキと仕事してくれましたが残念ながら紛失物がありました。。どこ探しても見当たりません(;_;)他が良かっただけに残念です。
1775,2019-10-05,明るくとてもテキパキ対応していただきました,4.5,お願いしたのも、引越し予定日ギリギリだったのですが、本当に丁寧に対応していただきました。ダンボールも必要な分(私は荷物少なかったので５箱でしたが)すぐに持ってきていただきました。当日の作業の方々もテキパキと作業していただいて、あっという間に引越し完了しました。不要になったダンボールも後日引き取りに伺えますので、連絡下さいとの申し出もありました。テレビ・録画機器、洗濯機取り付けの方もとても親切な方でした。本当にありがとうございました。全てに満足です！！
1778,2019-10-06,普通,3.5,引っ越しの作業いんさんの対応はとてもよく迅速に対応してもらい大変満足したが、洗濯機の取り付けの人が夕方にくるといっていたがくるのが遅った
1770,2019-10-07,見積もりの段階が凄く良い。、,4.25,もう少し高くても大手にすれば良かった。仕事は早いし対応も悪くないが速さばかりで荷物の扱いが雑だった。玄関から入らない物を手吊りで入れてくれたりはとてもありがたかったけど蓋をする前のダンボールに入ってるブランドバッグを外に投げ出された時はビックリした。
1768,2019-10-11,段取りがよくて、仕事が早い,5.0,引越しまで忙しくて、訪問見積もりしてもらう時間も作れずいたところ、電話で即料金をだしてくれたところが良かったです。あと、引越し作業もテキパキしていてよかった。悪かったところは特にないです。
1711,2019-10-11,作業員の人が見た目怖かったです,3.0,作業員さんが、見た目怖かったので、こちらの意見がいいにくかったです。営業マンとの見積もり荷物と実際の荷物が違ってた。次回は、辞めときます。
1771,2019-10-12,とても誠実に作業されていた,4.5,見積りをお願いする電話対応の時から非常に丁寧で、こちらの希望する日程で調整いただきました。段ボールの数も他社に比べて多く、満足いくほど準備いただきました。また、前日及び当日に急遽追加で大型の荷物を複数お願いしたにも関わらず、丁寧に対応くださり大変ありがたかったです。他社と比べ、知名度的にあまり馴染みのない引っ越し会社さんで作業前は不安もありましたが、作業も丁寧で、態度も誠実でとても満足できました。夫婦＋幼児一人の三人家族の引っ越しでしたが、二時間かからず、想定よりも早く終了しました。ただ、入念に養生を施すという理由で前日に養生の作業がありましたが、養生自体は一時間かからず終わったので、自分の場合は二日間休みを取れていたので問題なかったけれども、一日しか休みを取れない人もいると思うので、そこは当日作業でも良いかと思った。
1769,2019-10-12,対応や手際がとても良かったです。,5.0,引っ越し業者さんに関しては問題ありません。とても手際が良く助かりました。気に入らない事が１つありますが見積りの時に特典サービス的な？ところでバイク王さんが何度も電話をしてきて(拒否ると番号を変えてきます)非常に迷惑です。
1772,2019-10-13,対応が早い,5.0,作業員の方２名で、爽やかで明るく、手際よくしていただきました。良い点しか見当たりません。ありがとうございました。
1767,2019-10-13,時間に遅れたけど対応は良かったです。,4.0,今回は家の前への冷蔵庫テレビ机仏壇の移動でした。単身パックみたいにダンボ−ル箱で何点か運んでもらえたら良かったです。時間が遅れたけど冷蔵庫を運ぶ時みすが漏れてしまって、新しい家に入れるまでに水を大体て出し切って入れてもらったので少しタオルで拭くだけですんで良かったです。階段が細かったけどテレビ台、机をゆっくりぶつからないよう入れてもらえて良かったです。
1763,2019-10-15,明るく丁寧！,4.75,見積もり時より荷物が4点ほど増えてしまい、作業員の方にそうだんしたら、気持ちよく対応してくれました。
1766,2019-10-15,ローカルだが安くてサービスが良くコスパが良い,5.0,今回、引っ越しが急になってしまい、見積り依頼日から引っ越し日まで日がない中、対応と値段の提示が早かった会社の１つ。比較的有名どころで信頼感があるのに料金はかなり格安だった。引っ越しエリアのすぐそばにある大手他社で値引き交渉をしてこれ以上下げられないと提示してきた金額より、近くに支社があるわけでもないハート引っ越しセンターが初期に提示してきた金額の方が安かった。段ボールなどもついてくることを考えると今回のプランでは他社の追随を許さないコスパの良さだったと思う。作業に関しては迅速でテンポよく進めてもらえたが、雑なところはなかった。
1758,2019-10-15,,4.0,【見積もり時の対応】よかった【料金】安かった【作業内容】普通【全体的な評価】大変良い【良かった点】【気になった点】
1765,2019-10-15,仕事が早く、丁寧。,5.0,仕事による転勤で利用。期日の関係でほぼ全社電話だけで「ウチでは無理ですねぇ笑」的な対応でした。ちなみに連絡無しの業者さんもいました。正直期待はしていませんでしたが、ハート引越しさんだけが親身に話を聞いてくれて無理を通して引越しを敢行していただけました。電話でざっくりとした家具の数やダンボールの数を伝えて概算の見積もりも出していただき、「増える時は教えて下さい！何回でも再計算します！！」と柔軟な対応をしていただきました。結果的に最初の見積もりよりもオットマンや断熱パネル、ダンボール等増えましたが、それ位なら大丈夫ですと価格変わらずでした。本当に良かったのでしょうか？？？また、搬出に来ていただいた作業員の方も短時間で丁寧に大型家具を梱包いただき、想定していた時間の半分で作業が終わりました。今回通常の家具にプラスして爬虫類飼育用の大型ガラスケージが2つあったのですが、そちらもプチプチ、薄いダンボール、分解したダンボールと3重で梱包頂き感謝ばかりです。次回の引越しは何年後かわかりませんが、また必ず利用したいと思います。
1762,2019-10-17,高齢世帯に親切でした。ホントに家族的な応対でした。,5.0,自分たちでは出来ない大きめの家具や電化製品のみの引っ越し依頼でしたが、本当に丁寧にしていただけました。予定した場所に、他の物があったのに場所移動もしてもらえて、高齢者には親切でした。また、機会があればお願いしたいです。
1761,2019-10-17,融通が利く,5.0,良かった点訪問時の見積もり対応が良く、こちらのわがままにも柔軟に対応していただきました。見積もり後のに変更があった際もスムーズに対応していただき、梱包資材の追加等も親切に対応していただきました。荷物の運びだしや搬入もスムーズで、単身者なのもありますが搬出、搬入合わせても全部で1時間もかからなかったです。悪かった点特になし感想他社さんと比べて料金が安く、一番安いところと比較しても1万円、高いところだと3万円も違ったので少し不安でしたが、全く問題ありませんでした。
1742,2019-10-17,対応が迅速で、丁寧でした。,4.25,見積もりに来られた方は、テキパキされていて、説明もわかりやすかったです。作業の方も手慣れておられ、その後の段ボール回収の電話対応も気持ちの良い対応でした。ただ、引っ越し２日前に電話があった時、出れなかった為折り返し電話したのですが、その時の対応には少しガッカリしました。
1745,2019-10-18,丁寧でテキパキしていて良かった。,4.0,荷物を取りに来た時のスタッフは丁寧で良かったと思うが、引っ越し先に持って来た時のスタッフは、時間が押していた(前の現場が長引いて予定より遅れていた)事も有るとは思うが、段ボールの引き取りの事などこちらから聞かないと何も教えてくれず、次の所に行きたいのが見ていて分かり、あまり気分はよくなかった。
1754,2019-10-18,最初から最後まで安心して任せられます,5.0,他社の見積もりだと特別割引だとは言われましたが予算オーバーでした。他の見積もりの内容は一切教えないと伝えても、他の引っ越し業者の金額をしつこく探られたりとあまり良い印象は持てませんでしたがハートさんは「これからお金がかかると思うのでお安くなるよう頑張りますね」とはじめから印象も良くコストも凄く良かったです。ダンボールの追加も即日届けてくれてダンボールも全て無料でした。当日の急な変更も笑顔で対応、仕事もスムーズで安心して引っ越すことができ、また引っ越しが有るときはハートさんにお願いしたいです。
1759,2019-10-19,スマート,5.0,電話対応の方は親切・丁寧で話しやすく、作業に来られた方は親切・丁寧で素早い作業をしてくださいました。ともにスマート対応だと感じました。今までに何度か色々な引っ越し業者さんに作業依頼したことがありましたが、今後も引っ越しがある場合、ハートさんに依頼したいと初めて思いました。価格もどこよりも安くして下さいました。
1757,2019-10-19,あまりCMなど見ない会社という印象,5.0,【見積もり時の対応】電話でサクッと見積もりを出していただいて助かりました。【料金】ほかの引越し業者さんもそこまでは下げられない、と言ってしまうくらいの金額だったので満足しています。【作業内容】とてもスピーディーかつ丁寧なお引越しをしていただきました。洗濯機設置はオプションをつけなかったのですが、きちんとはまっているか確認してくださいました。他にもたくさん気遣っていただいてとても優しい方でよかったです。【全体的な評価】電話の対応も、料金も、作業してくださった方も満足できるものでした。気持ちの良いお引越しができてよかったです。ありがとうございました。
1760,2019-10-19,作業に慣れている,3.25,聞いたことのない業者だったが、対応も良く、作業もスムーズで無駄がなかった。スタッフ同士の連携も良かったと思う。
1750,2019-10-20,とても対応が早かった,5.0,引っ越しの見積りや指定日などの相談にとても早く対応してくれたし、値段も安くて助かりました。ただ段ボールのサイズが想像してたより小さいかな、と思いました。
1668,2019-10-20,担当者同士が仲悪い,2.5,訪問見積もりの時間が取れなかったのですが、メールや電話でのやり取りで概算を出していただけたので、忙しい中とてもスムーズに引越し作業を進めることができました。
1756,2019-10-20,腰が低く丁寧で良かった,4.5,従業員の腰も低くとても丁寧で感じが良かったです。二ヶ所積込、且つ入れ替えもして頂きコストも良心的。作業スピードも早くて予定してた時間よりもかなり早く終わり助かりました。
1749,2019-10-21,大手引っ越し会社にしては安い！,5.0,訪問見積もりをしてくれた方がとても印象の良い方で丁寧に対応してくださりました。即決の場合のお値段が安く、即決しようかとも思ったのですが、一度考えたいと言ったところ今日中の返事だったらその値段のままと言われたので、営業の方には一度帰っていただきました。その日の夜に契約したい旨の電話をしたところ、私のわがままで即決の返事を伸ばしていただいたのに更に少し安くしていただけました。他社見積もりも他に二社してもらいましたが、そこで提示された金額よりだいぶ安い金額で、他社ではそこまで下げるのは難しいと言われていたので逆に引っ越し時の対応面で少し不安がありました。しかし、当日はコード類などのダンボール詰めを少し手伝ってもらったにも関わらず追加料金もなく、素早く引っ越しを済ませてもらいとても助かりました。
1753,2019-10-21,受付から見積もり訪問含め、早く対応してくれた,4.25,他で訪問見積もりを頼んだが想定よりも先の日付しか言われず、電話見積もりも今回対応してもらったところよりも高かった。取り付け工事込みでこの価格にしてもらえて良かったです。
1755,2019-10-21,信頼出来る見積もりで安心感ありました,4.25,良かった点家族まるまる引っ越す大きな引越しは初めてなのでとても引越し料金が心配でしたが見積りも早くて納得がいくもので安心感ありました。　最後まで残っていた荷物の箱詰めの仕方を指導してくれて本当に助かりました。ダンボールの引き取りがスムーズで助かります。悪い点　　食器棚等のガラス戸のはめ込みが左右反対だった。他社で家具の配置やり直しなどを1ヶ月以内くらいならやり直してくれる業者があると聞きましたがハートさんはありませんでした。仏壇の配置とベッドなので重たくて自分ではできないのでやり直してもらえたら助かると思います。引っ越し直後は意外と気が付かないので‥処分品、リサイクル品、粗大ごみの処理、ハートさんが一括してみてくれたら良かったのですがハートさんはあまりそちらの方はやっていないようで他の業者さんに頼まないといけなくて大変でした。
1723,2019-10-21,電話対応、引っ越しは満足、前回より高かった,3.5,業者がぽろっと台風なんかで遅てて金額高いんですよと言っていたがその情報は聞きたくなかったかもしれません業者の問題であってこちらには関係ない、期日は先で台風で遅れて後の人からお金を出させるってちょっと違うんじゃないって思った
1713,2019-10-22,引越し作業員の方はとても感じの良い方達でした。,4.5,数社の見積もりを比較し、希望の日で一番安い値段を出していただいたハート引越センターさんに依頼をしました。訪問見積もりに来ていただいた営業の方、実際の引越し作業員の方はとても良い方で気持ちの良い対応をしていただいたと思います。残念な点をあげるとすれば、引越しダンボールが他社の様に天面に記入欄がなく記入しづらい事と、家族が多いため衣装ケースが多数あったのですが、梱包なしでトラックに直に積まれていた様で底面に土汚れがついていた事、です。
1752,2019-10-23,作業は早く料金も安い,4.25,見積依頼時は訪問見積を行っていただき精度の高い見積かつ追加料金の不安を払拭してくれたのでよかった。また、他社と比較して見積金額について値引き交渉の対応が非常に早くテンポよく契約できた。営業マンによると思うが、徐々に値引きしていくより一発提示してくれ、話が早かった。引っ越し用の段ボールやガムテープは無償提供してくれたが足りなかったら追加をくれるということだったが追加をくれたのが当日であり、梱包の時間があまりとれなかった。梱包の時間はあまりとれなかったが、手伝ってくれたので最終的には問題なく積み込みできた。作業が早く料金が安い点は非常に良かったことと、リーダー格の人はきちんと対応してくれた。悪かった点は作業員がたばこ臭かったこと、一人の作業員が飲みかけのペットボトルをゴミ庫に捨てたこと。総合的には悪くない業者だと思うが、作業員の質にばらつきがあると思われる。
1732,2019-10-23,男性の対応はとても悪い,3.75,見積もり時点で言われた内容と実際引っ越し時に言われた内容が違った。それが決め手でお願いしたのに、とても残念でした。
1731,2019-10-23,料金的に安かったのと、対応が早かった。,3.5,料金的に安かったのと、対応が早かった。特にもらえた商品はなし。段ボールは80箱まで無料としてくれた。前回、破損物があったが、迅速に対応してくれていたので、その点も評価できる。ただし、積込の際の家具のバラしなど、余計なことをして手間が増えていた。バラす必要がないものはそのままで持っていくことが望ましいと思う。また、専用のケースなどもあるが、逆に余計なスペースや、形によって対応できないこともあり、その点は改良を望みます。
1748,2019-10-23,テキパキと動いてムダがない感じ。急いでる人向け。,4.25,【見積もり時の対応】値切る(相場から話を進める)というよりは先に底値から商談してくれる感じ。値段重視の人には悩まず決めやすいと思う。【料金】他社４社と比較した中で絶対安いと思う(１万円以上)。【作業内容】比較的安いとはいえ作業は雑ではなかった。分かりやすく言えば体育会系でリーダーの存在が大きい。【全体的な評価】いわゆるガテン系のお兄さんでしたが接客対応は丁寧でした。【良かった点】梱包の仕方や運び出すノウハウが手慣れていてとても早かった。【気になった点】特に不満はないが引き際も早く、感謝していた分心情的に少し寂しかった。次の客もいるから仕方ないかな～。
1746,2019-10-23,手際よく早かったです,5.0,私が考えていた金額よりも大幅に安くなり満足しています。非常に手際も良くスピーディに作業も終わり大変感謝しております。
1751,2019-10-24,関わってくださった方々は親切で安心感がありました,4.5,他社の引越し業者様と比べて、はるかに格安でお願いできたことがこちらを選んだ決めてでした。当日は、手際よくテキパキと荷造りをし、運び出してくださいました。あまりの早さに驚きました！あいにくの雨で、こちらも何かと心配していたのですが、何一つ不備もなく、確実に作業をしてくださいました。また、必要以上に作業員さん同士で私語がなかった点もよかったです。当初、お願いしていなかった布団セットも無料で運んでくださったのは大変ありがたく、嬉しかったです！本当にお値段以上のお仕事ぶりでした。また次回、機会があればハート引越センター様にお願いしようと思います。この度は、本当にありがとうございました。
1738,2019-10-25,怒りながら作業する,3.25,2日間に渡る引っ越し日を考慮してくださり助かりました。段ボールも沢山ありました。引っ越し当日にトラックを停めた場所が普通に考えて逆でした。最初から考えて停めて欲しいです。近隣の人が怒り狂った上に、翌日、引っ越し先に到着してからも、作業員が朝からため息ばかりで見ているだけで気が滅入ってきました。家具に付随のコードをコンセントに入れない業者は初めてで、後から苦労しました。段ボールには置き場所が書いてあるのにバラバラ。とにかく引っ越し後、とても大変でした。せめて、早朝からため息やウンザリした様子で仕事をするのは辞めて欲しいと願います。値段が安いので我慢できる人には良いと思いますが、ほんの1～2万円安いだけで他社とこんなに違うとは驚きました。
1740,2019-10-25,想像していた印象よりとても良く、また利用したい。,4.0,荷物の量はあまりなかったが距離があるので何社か見積りさせてもらいましたが、予想相場よりとても高い見積り結果に驚きました。今回お願いした業者さんは相場より半額近くお安く内訳も解りやすく業者さんによってこんなには差があるのはビックリでした。安くして頂いたので無いだろうと思ってましたが、段ボール等準備、引き取りのサービスまでついてましたし、荷物の引き取り時間も他社は当日連絡なのに対し、ハートさんは２日前には連絡ありで私も余裕をもって準備できました。作業員の方も印象良く無駄な動きもなく、見積り通りの金額で満足感でいっぱいです！今後も引っ越しすることがあれば、またお願いしたいです。私自身はオススメできる業者さんです。
1737,2019-10-26,料金は安いのに梱包は丁寧で作業も早い,5.0,今まで10回程引っ越しをしていますが今までで梱包が一番丁寧でした。長距離になる為との事でしたが今まで県外長距離でもあそこまで丁寧にして頂いた事はありませんでした。扱いも丁寧で荷出しも荷入れも作業が早く助かりました。見積もりした荷物リスト限定のみの扱いとの事でしたが見積もり時よりも荷物が増えてしまった分も前日に連絡したらきちんと対応して頂けました。また引っ越す際はお願いしたいです。
1747,2019-10-26,良かったと思います。丁寧でした。,4.75,災害で急遽の見積り依頼に素早く対応してくださり訪問見積り早く対応してくださりました。初めての引っ越し見積りでしたが丁寧に教えて貰いました。値引き交渉の時も嫌がらず対応してもらい段ボールと着物用の段ボールをプレゼントして頂き助かりました。引っ越し時の方々も明るく説明もてきぱきで梱包も丁寧でしたしいろいろ教えてくださいました。タンスの扉が調子悪く困っていたらみてくださり治してくださりました。皆さん親身に対応してくださり良かったと思います。又ご縁が有りましたらハート引越センターにお願いしたいと思います。
1734,2019-10-27,電話対応がイマイチでした。,4.0,電話対応はイマイチであるが、価格は他者に比べて非常に安い。安さゆえの雑さは多少危惧していたが、実際に作業していただいたスタッフの皆様は優しい表情、口調で対応していただいた。こちらの無理な要求にも、臨機応変に対応していただき、非常に満足です。ありがとうございます。
1744,2019-10-27,プロの仕事だった。,5.0,引越資材の搬入の手配がすばらしかった。こちらの希望をオペレーターがよく聴いてくれた。引越当日の仕事もプロの仕事だった。
1724,2019-10-28,料金にも対応にも満足！,4.75,5件ほど他社で見積もりをしたのですが、中々条件に合う所がなく、最後にハート引越センターさんに見積もりを依頼して見積もりに来て貰いました。見積もりをして下さった担当の方の対応が凄く良くて安心できた事がとても印象に残ってます。見積もりしてもらったのですが他社より断然安かったです。知人から「ハート引越センターは他の所より安い！」と聞いていましたが、ここまで安いとは思わなかったのでビックリしました。見積もりに来てもらったその日に引越しの日にちなど決め手続きをしてもらい、引越し当日業者の方2人が引越しの作業をしてくれました。とてもスピードが早く、丁寧な対応で終始安心して引越しを終える事ができました！私は大物コースという大物だけ業者の方に運んでもらい、小物などダンボールは自分達で集めて運ぶコースにしたのですが、料金にも対応にも満足したのでもしこれから引越しをする方にはオススメしたいです！
1743,2019-10-28,若くて元気,4.25,すべての対応が早かったです。当日も作業ごとに確認してくれたし、最後も荷物の移動があればお手伝いしますと言ってもらいました。次回の引越しもお願いしたいです。
1741,2019-10-29,本部の方針に良く合わせようとしてくれて良かったです,3.25,良かった点は、以前同じ会社に東京からの引っ越しをお願いしたのですが、そこに近くなるようにやってくれていたところです。応対が同じくらい良かったです。悪かった点は、そんなに気にならなかったですが、東京の方がもう少し安くて、もう少し技術力もあるかなと思いました。感想は、無事に引っ越せて満足です。
1717,2019-10-29,作業スピードがとても早い,3.5,段ボールを持って来てもらった際には、足りない場合は連絡もらえれば追加できるとのことだったが、実際に不足になり段ボール追加要請したら、積載量超えるため追加はできない、追加するなら料金上げると言われた。引っ越す際に積荷スペースを見たが全然積載量は余裕だった。
1739,2019-10-30,元気があり良かったです。,4.0,俗に転勤族ですが引っ越し業者も増え選ぶ目安が難しくなってきました。私は営業担当者の第一印象で良かったので決めました。他の業者さんは、メールのみの見積りがありとても不安でした。
1736,2019-10-31,淡々と仕事して、サービス業としての愛想はなかった。,3.5,良かった点は仕事が早かった。悪かった点は入ってきた時から愛想、笑顔がなくこっちが気を使った。値段は安いが、もう頼まない。
1729,2019-11-01,さっぱりしてテキパキしていました。,4.5,引越し当日荷物を梱包していたら、予定以上の荷物量になってしまい、どうしたものか不安でした。でも当日来て頂いた方が、増えた荷物も運びましょうと引き受けてくださいました。料金が増えても仕方ないと思っていましたが、当初の予定の金額で引き受けてくださいました。おかげさまで引越しが無事できました。本当に感謝しかありません。お世話になりました。
1725,2019-11-02,明るく、いい印象でした。,5.0,全員で仲良さそうに作業しているところが、凄く好印象でした。私的にはペットのうさぎに触れてくれたところが嬉しかったです。作業も早く、予定よりスムーズで入らないかなと不安だったものも全部綺麗に入れて貰ったので嬉しかったです。次回も必ずハート引っ越しセンターさんにします。ありがとうございました。
