,date,title,rate,compare,comment
5845,2020-10-25,イメージ通りの好対応でした。,5.0,1,業者最大手の会社だけあって、イメージ通りの対応でした。見積もりに来て下さった営業の方も作業しに来て下さった方も凄く感じの良い方で、迅速にテキパキとして下さって本当に助かりました。あと、営業の方と作業員の方がきちんと報・連・相が出来ていて必要事項等も前もって連絡されていてそういう点も感心しました。一点だけ、引っ越し日程の確認電話が3日ぐらい続いたのでその点だけ少しマイナスでした。が、何も連絡ないよりはいいかなと思いますが。総合的に見て、サカイさんにお願いして良かったです。
5737,2020-10-25,大手の引っ越し業者で安心,3.75,1,マンションからの引っ越しだったが、同日に他の部屋の引っ越しとかぶったためかかなりの時間がかかった。見積もりを取った会社の中では1番高かった。見積もりの際の粗品代が引っ越し費用として負担している気がする。
5844,2020-10-25,対応が早く、親切、丁寧,5.0,1,荷降ろしに立ち会いましたが、スピーディーで丁寧に対応してくれました。到着時間も事前にだいたいの時間を連絡してくれて、ほぼ言われた時間に到着しました。ベッドの組み立てもとても速かったです。冷蔵庫の降ろし場所が決まってなくとりあえず和室に置いてもらったのですが、重量があるからと、下にダンボールを敷いて頂きました。降ろし場所も丁寧にその都度　確認してくれました。一人で荷降ろしでしたがとても手ぎわが良く、安心して見ていました。とても満足していますが　何か一つ改善点はと聞かれれば　荷降ろしの時に出た　小さなクズなどが　廊下や階段に落ちていたので少し気になりました。時間もあると思いますので、ゴミを落としていますが申し訳ありません等の一言があればと思いました。しかしとても満足しています。機会があればまた利用しようと思います。ありがとうございした。
5842,2020-10-25,特に可もなく不可もなく。,3.75,1,作業をされる方は誠意を持って行ってくれてましたが、予定時間より大幅に遅れ近隣に迷惑がかかった。8:00〜21:00でした。エアコンの移設作業も取り外しのみで取り付けは材料が無いということで後日になった。
5856,2020-10-25,爽やか、フレンドリー,3.75,1,搬出到着時刻が予定時刻より遅く、ご連絡がなかったため少し不安になりました。→夜遅い時間からの作業開始となったため、ご近所への配慮で少し気を揉みました。ただ、作業員の方々の対応はよく、親切かつ迅速に対応頂けて良かったです！
5847,2020-10-25,力持ちで養生が丁寧,4.5,1,いつも有り難うございます。引越しの度にお世話になってます。次回単身赴任の際もよろしくお願い致します！
5826,2020-10-26,作業員の方は非常に良かった,3.75,1,訪問見積りの営業マンには好感を持てなかった。作業員の方は非常に良くしていただき、またお願いしたいと感じた。
5817,2020-10-26,とてもよかった,4.0,1,思ってたよりも安くしてくださり引越先がすごい階段がきついところでしたがニコニコした顔で頑張っておられたのでとても気持ちよかったです
5823,2020-10-26,丁寧に作業してくれそう,5.0,1,男性と女性1名ずつでの作業でしたが、効率よく動かれていて、1時間くらいで前の家の積み込みがおわり、引越し先でも同じくらいのスピードで終わりました。設置も完璧で希望通りでした。
5795,2020-10-26,早いけど雑でした,2.5,1,他社さんと一緒に訪問見積もりをしていただきました。サカイさんからは、お米1キロのプレゼントあり。いざ見積もりに入り、サカイさんが早く、先に説明をいただきました。その際、「他社さんに損害保証はついてない。比べて自分の会社はしっかりサポートできる。他社さんはお皿を入れる無料ボックスがあるが、自社はお皿を包む作業をこのように(資料を見せてもらいながら)紙で包んで頂かないといけない。でも、そこで出たゴミ(段ボールや紙)の回収はさせてもらうし、ボックス(他社)があっても、物に傷がついたら元も子もない。段ボールは30個無料です。」と他社さんが一旦電話で席を外されている間に説明を受けました。他社さん側にもサカイさんの話が本当か確認をしたかったのですが、他社さんが話をされるまで帰りませんとサカイさんに言われ、席を外されることもなかった為、同じ場所にサカイさんがいる状況で聞きづらく他社さんに質問はできなかった。値段を比較した時にサカイさんが☆安い☆お米も貰えた☆サカイさん側のみの説明であれば、サカイさんの方がサービスも良い☆と感じ、他社さんに電話等で質問することなく、サカイさんと契約。(電話で確認すべきだったと反省)契約後、お皿を包む紙や、段ボール等引越しで出たゴミの回収は有料で、プラス料金がかかると言われました。(説明してくださった方が対応してくださることはなかった)嘘をつかれた気分でした。安さで選びましたが結局プラスでお金を取られます。引っ越しの際もスピードはすごく早かったですが、物凄く雑。階段や、トラックにぶつけられ、食器棚・机の角に結構大きな傷ができました。傷がなかった証明の写真等がないので、業者さんにはいえませんでしたが...お引っ越し前に家具の写真を撮ることをお勧めします。私はもうこの業者さんには依頼しません。
5799,2020-10-26,融通の効く会社だと感じた,5.0,1,【見積もり時の対応】親切丁寧【料金】格安【作業内容】丁寧かつ迅速【全体的な評価】大変好印象【良かった点】料金が大変安い【気になった点】搬入時、壁などへの保護がなかった点
5640,2020-10-26,良かったのだが、後から積み忘れと破損あり。残念,3.75,1,時間は遅刻して来たが、親切丁寧に対応して貰い、此方も可能な限り、負担が掛からない様に配慮して対応した。重い荷物が多く、申し訳無かったので、最後にお礼もそれなりに渡しておいた。だが、その後に高級婚礼家具が削らていることに気付き、ガックリした。セットで100万程したので、削られている無惨な姿はまともに見たくない程だった。組立でわかったと思うので、正直に伝えて欲しかった。後は幾らで探しても日立のホットプレートが見当たらないので確認したら、目印シールありの積み忘れだった。このマイナス2点はかなりキツイ。以前の引っ越し業者ではこの様な事はなかった。頑張って頂いただけに残念でした。
5591,2020-10-26,作業が乱暴で遅かった,2.0,1,良かった点は全くないです。作業中に無駄に大きな音をたてリノベーションしたばかりの新居を傷つけられました。紛失したテレビのリモコンのことを問い合わせても返答なし。今までで一番悪い引っ越し業者でした。
5832,2020-10-26,早い安い仕事キッチリ,4.75,1,狭い通路での卸地において、スマートにトラックを横付けしてもらい、終始テキパキかつ丁寧に作業していただきました。最後に、上司さんへの報告で、電話を替わってもらえるとは思いませんでした！かゆいところに手が届くお仕事ぶりに、脱帽です。
5733,2020-10-26,仕事が丁寧そうだと思った。,4.25,1,・良かった点訪問見積りの際に無料でお米をプレゼントしてもらえた。訪問見積りに来てくれた人や引っ越し作業者が全員正社員だったため、対応が丁寧だった。・悪かった点訪問見積もりの際に、今即決しないとこの安い値段で契約できませんと言われた。他社の見積りを提示して最初の見積額よりある程度値下げしてもらえたが、後から考え直すと「即決」という条件は少々強引な手口であり乗せられたと思った。また、無料でお米をプレゼントされたため断りづらかった。引っ越し作業自体は、荷物や床に傷がつかないよう作業してもらえて丁寧な印象だった。
5831,2020-10-26,営業は感じが悪いが運搬スタッフは良い,3.25,1,"引っ越しのサカイは高い。他社の見積り金額＋52,000円での提示。他社は、ほぼ同じ金額。他社と訪問見積りの約束があると言っても粘って帰らない。引っ越しした後で様子をみて購入しようと思っていた電化製品を｢安いので｣｢上司に契約をとってくるよう圧力をかけられてる｣と3度繰り返し、泣き落としの営業。確かに割安ではあるけれど売り付けられた印象が強く不快。契約をするまで帰らないと思い契約。結局、他社の提示金額＋25,000円。段ボール50箱と入力してあったにもかかわらず、置いていった段ボールは30箱。お米プレゼント位では割りに合わない。実際に運搬に関わったスタッフは感じも手際も良く、その都度きちんと確認してから作業を進めてくれました。また、段ボールは開封作業がしやすい位置に置かれていました。凄まじいスピードで作業を終え、｢10分間時間があるので手伝える事はありませんか？｣と。気分良く引っ越しが終了しました。…が、気が付くと本棚やチェスト、食器棚にキズや剥がれが。少し残念です。"
5830,2020-10-26,マスク未装着者がいたのが残念。,4.75,1,作業はとてもスムーズで、対応等も丁寧でした。しかし、先のコメントにもありますように、現在の情勢(コロナ禍)の中、マスク未装着者が居たので残念でした。新居先にもマクス無しで作業をしていたため、体調管理をされているかとは思いますがそれでも、マスクは今の時代必須では無いのか。と疑問には思いました。作業が滞るとお互いに良くないと思いその場ではこの内容は作業者には伝えていません。
5758,2020-10-27,テキパキしていて良かった,5.0,1,予定時間より早めに来てもらえて良かった。作業のスピードが早いので、落としたりしないか少しハラハラしてましたが、持っていく時に細かく注意の指示をしながらやっていて安心感はありました。
5757,2020-10-27,早くて丁寧です。非常に良かったです。,5.0,1,一番最初に電話を頂いたのがサカイ引越センターでした。翌朝訪問見積もりを行い、その場で金額交渉をし、引越しが決まりました。引越し当日は、3人いらっしゃって作業をしてくれたのですが、本当にテキパキと作業をされており、助かりました。また利用したい引越し業者です。
5732,2020-10-27,笑顔で良かった。,4.25,1,良いところ作業がテキパキしていて短時間で済み、直ぐに不動産ヘ開け渡す事が出来た。作業員の方が明るい方で気さくに話してくれて安心した。悪いところ受け付けに時間を要した。連携伝達が上手く出来てなく日にちや時間のミスが目立った。
5610,2020-10-27,信頼できる会社,4.75,1,【見積もり時の対応】　営業さんは清潔感があり、丁寧な対応でした。少し押しが強い印象でしたが、その分値引きを頑張ってくださったので、結果的に満足いく契約ができました。【料金】　相場よりかなり安くしてもらいました。【作業内容】　作業員さんはみなさん態度がよく、作業はテキパキ進めてくださいました。大きい家具も、心配な感じは全くなかったです。時間もあっという間で助かりました。さすがプロだな、と思いました。【全体的な評価】　価格を抑えるために１番シンプルな内容で契約しましたが、段ボールも充分くださいましたし、家具家電やすべての荷物を希望の場所まで運んでくださいます。１日がかりを予定していた引越でしたが、午前中で終わり助かりました。サカイさんにお願いしてよかったと思います。【良かった点】　価格と作業内容【気になった点】　作業員の方は皆さんスタッフ教育が徹底されている印象ですが、電気工時の担当部門の方はいささかラフな態度で、新築だったこともあり色々とオプションお勧めされて、結果的に当日2万円ほど追加支払いが発生しました。
5662,2020-10-27,丁寧、誠実に対応してくれた,3.25,1,見積の日程が、うまく社内で連携が取れておらず、忘れられて約束の時間に来ていただけなかった。ただ、その後の対応が誠実だったので、その企業に決めた。作業は一生懸命丁寧に行ってくれたが、洗濯機の設置を別途頼んだグループ会社の対応が、あまり良くなかった。色々とオプションで、取り付けや、新しくした方が良いと言われ、分からずに沢山の金額を払う羽目になって残念だった。
5756,2020-10-27,安心安全,5.0,1,見積から当日の引っ越しまで、全ての方が丁寧な対応で安心してお任せすることができた。また引っ越しを行う際には利用したい。
5749,2020-10-27,作業効率が良かった,4.0,1,・エアコンの取り外し、取り付けがあり予算を少し超えてしまったものの、それを除けば安い金額で引っ越しを行ってくれた・見積もりに訪問した際も金額の詳細、運搬予定以外のものも運搬する場合はどれくらいの金額になるのかなど詳しく説明してくれた・ダンボールの無料サービスもあり、ダンボール以外にもガムテープ、衣類用の布袋もあり、とても準備が捗った・荷物の持ち運びの際も部屋の養生や、荷物を傷つけないようにしっかりと布袋で包んでくれた。引っ越し当日の担当者の受け答えもよく、予定した荷物以外の物もこちら側から運搬出来るか聞いたところ、快く引き受けてくれ、それ以外の荷物もよければ運びますと率先して荷物の積み込み、運搬を行ってくれた。・その日の担当者にもよるとは思いますが、こちら側からの要望を嫌な顔せず引き受けてくれ、傷等もなく、安心して引っ越しを終えることができました。
5752,2020-10-27,見積の対応が凄く親しみ安く丁寧な説明でした,4.75,1,良かった点希望の予算に近い金額迄値引きの交渉に応じてくれた段ボールが無料10分間サービスで家具の移動とかしてくれた。親切丁寧で悪かった点は特にありませんでした。今後引越を考えてる方にお勧めしたいと思います。
5780,2020-10-27,サービスが充実している,4.5,1,3人の方に引越し作業をやっていただいたが、荷物を運ぶのが丁寧で大変満足しています。トラックの鍵閉めや、トラック内の忘れ物確認なども一緒にやって頂きました。また、10分サービスで掃除もやって下さり、ありがとうございます！サカイ引越センターさんを以前にも使いましたが、さらにサービスが充実していて、感動しました。
5819,2020-10-27,強引な営業、サービス悪くて嘘ばかり,2.75,1,最悪です。訪問見積もりは即日来てくれました。営業担当者は礼儀正しく好感は持てましたが、他社より料金も高くサービスも悪いので断りたかったが中々帰ってくれなかったので仕方なく契約。当日、約束の時間2時間以上過ぎても全く連絡無し。不安になって連絡したら「えっ、うちですか」という回答でした。既に料金も払って荷物サカイ引越センターのダンボールに詰めてるのに、なにがうちですか？？なの？どういうこと？そこからトラックを手配してもらい、終わったのは夜遅い時間でした。とりあえず寝る準備や、今日明日すぐに使う物だけを出したら深夜。引っ越し日を忘れてる業者なんて有り得ません。最低です。営業の時は、大手だから安心です！って何度も言ってたのに酷い対応にがっかりです。
5818,2020-10-27,手際良く作業していただきました,4.0,1,お見積もりの段階では、午後の予定でしたが、2日前にご提案ということで、午前に来ていただく事になり、金額面で午後便にしていたので、とても助かりました。少し高いカーテンレールでカーテンをつけることに躊躇していたら、10分間サービスでつけさせていただきましょうかと、提案していただきました。
5805,2020-10-27,良かったです,4.0,1,見積もりに来た方が　訪問するのに駐車料金もかかりガソリン代もかかっているので決めてもらわないと　など対応は良くなかったけど　その他の方の対応が良かったのと料金が思っていたくらいだったので決めさせていただきました
5816,2020-10-27,対応がとても良かった。,5.0,1,急な引っ越しで見積りに来ていただく時間がなく電話での見積りをお願いしたのですが、とても丁寧に対応していただきました。作業も丁寧でとても手際よく作業してもらいました。また、数ヶ月後に引っ越す予定があるのでお願いしたいと思っています。
5815,2020-10-27,仕事が早く、話しやすかった,4.5,1,引っ越し業者に、初めて頼んだのですが、サカイ引越センターさんは仕事が早くて、気さくに話せて不安になりませんでした。頼んでよかったです。他社さんも、携帯での見積もりを取りましたが、初めてだと、どこがいいのかハッキリわかりませんでした。知り合いの方より、サカイ引越センターさんの事を聞きましたので、見積もりをとっていただき、営業の方も、気さくに話せてよかったです。やっぱり、引っ越し業者さんは、口コミで判断した方が良いのかなぁ…と思いました。訪問見積もりでもらえたお米が美味しかったです！作業が終了しても、何か、お手伝いできることはないかも聞いて頂きありがたかったです。段ボールも余った分は引き取ってもらえましたし、家具の位置も丁寧に尋ねてくださいました。個人的な感想ですが。サカイ引越センターさんに頼んでよかったと思いました。
5814,2020-10-27,丁寧でいい印象でした,4.75,1,引越しと結婚式が重なり、引越し業者を頼むか迷いつつ相見積をとりました。事前にクチコミ等でサカイ引越センターがいいなと思っていたところ、金額的にも一番頑張っていただき、決めさせていただきました。引越しの作業も早く、丁寧で安心感がありました。大変満足しています。
5789,2020-10-27,作業の手際がよい。,4.5,1,想像していたよりもかなり安い金額で引っ越しできた。当日の作業もスピーディで、積み込みも荷下ろしも驚くほど早く完了した。
5807,2020-10-27,感謝しております,4.0,1,引っ越しの距離が近く、荷物も多くなかったのでもう少し安く予算を組んでいましたが、オーバーしてしまい残念でした。見積りの際に、大分値引きしましたとおっしゃってくださいましたが、何がどれくらいお安くなったのかが全然わかりませんでした。作業の方たちはとても手際よく、さすがプロですね。作業しながらも、いろいろ気遣って頂いてとても感謝しております。　　見積りの際、少しでも不安や不明なことは、何でも質問したほうがいいと思いました。
5801,2020-10-28,てきぱきとこなしてくださって、仕事が早い,4.75,1,ホコリだらけの家具も綺麗に拭いてくださり、てきぱきと早い動作でしてくださいました。他に倉庫もあったのですが、そちらにも寄ってくださいまして、とても助かりました。価格もとてもお安い値段で丁寧な仕事をしてくださいました。
5802,2020-10-28,スタッフ同士の連携がとれていてテキパキ動いていた,4.75,1,【見積もり時の対応】初めてでも分かるように丁寧に説明していただいた。粗品の米もいただけた。【料金】サカイさんで最初の見積もりとったあと、他社の見積もりの方が安かったが、それをサカイさんに連絡したところ、さらに値引きして頂けた。【全体的な評価】実際に来てくださった作業員の動きが非常にテキパキして良かった。【良かった点】親切に作業外の事も手伝ってもらえた【気になった点】見積もり時にサービスで行ってもらう予定だったことが現場に伝わってなかったが、再度連絡してもらい、対応はして頂けた
5761,2020-10-28,明るく丁寧で良かった,4.75,1,若い女性スタッフが来たときは大丈夫かと思ったが重い荷物も笑顔で手際よく若い男性アルバイトと運んで頂き40分足らずで積み込み出来てビックリした。３階のマンションでエレベーターもなく何度も往復していただき大変だったと思いますが今まで使った中では最高のスタッフでした。
5804,2020-10-28,CMで見かける会社,3.75,1,予定時間より来るのが遅かった。初め二人だけだったが、後から応援が駆け付けた。見積り行う時の見方が甘いんじゃ無いのか？段ボールが無料で貰えた(20枚)また、契約の粗品で米が貰えた❗
5806,2020-10-28,さすが大手の業者さん,5.0,1,訪問見積りの際にお米がもらえて、まだ見積りだけなのにいいの？！って感じでした。とても嬉しかったです。営業マンの人から引っ越しについての話を詳しく聞けたことと人柄の良さでサカイ引越しセンターさんにしようとほぼ即決でした。引っ越し当日の作業員の人達もマスク越しでもわかるぐらいの笑顔ではっきりとお話してくださったので安心感がありました。準備期間には段ボールだけでなくガムテープや、緩衝材などにも使える紙まで充分に用意してくださってとても楽に梱包できました。また引っ越す機会があればサカイ引越センターさんに依頼しようと思います。よくなかった点をひとつ挙げるとするならば、依頼してから引っ越しまでの間に何度かお電話をいただいたのですが、電話番号がバラバラだったことです。私のように電話が苦手な人だと少しだけ不快に感じてしまうかもしれないです。それ以外に気になったことはありませんでした。
5797,2020-10-28,丁寧で、感じも良く大変良かった。,5.0,1,・見積もりは3社比較で一番安くなった。・梱包資材も全て無料だった。またハンガーラック用のボックスがあるのでハンガー掛けが多く大変楽。・仕事で忙しく、梱包間に合ってない部分、少しお手伝いいただき有難かった。・搬出、搬入も丁寧で、作業員の方3名感じも良かった。荷物の部屋の指示書きが間違ってるのもあったが、それに気づき確認・対応してくれたのもさすがと思う。・2tロングで搬出・搬入各2時間ずつくらい。安心して任せることができた。
5803,2020-10-28,非常に良かった,5.0,1,そこまでやって頂けるの？！と思うような細かな部分まで私たちの代わりにやって頂きました。梱包から荷解きまで、資材も運ぶものに合わせてご用意下さいました。台所や靴箱、クローゼットはほとんど自身で荷造りや荷解きすることなくやって頂きました。もちろん、家や家具を傷つけない工夫も徹底されていました。最後の10分間サービスでは、10分間にできる範囲で希望の作業をして頂きました。私たちの場合、家具の配置換えをお願いしたのですが自分たちでは運べないものだったのでとても助かりました。そこまで引越し業者さんがやって頂けると思っていなかったので驚きました。見積もり金額は他社よりも高かったのですが、引越し前後の作業が格段に楽になりました。結果的に非常に満足しています。もし次回、引越しの機会があればまたサカイ引越センターさんにお願いすると思います。本当にありがとうございました。
5810,2020-10-28,一生懸命に最適な方法を考えてくれて心強かった。,4.75,1,作業予定時刻よりも前から近くで待機していてくれたのでスムーズに作業が出来たので予定していたよりも早く引っ越しが完了したので明日に予定していた事もやる事が出来て助かった。
5811,2020-10-28,大手ということもあり信頼がありました。,5.0,1,マイホームで新築だったので信頼と実績のあるサカイ引越センターに決めました。一番の決め手は見積もりの段階で料金の値下げを人員やトラックの大きさを変えることなく下がったので決めました。初めての引っ越しでわからない点がありましたが、2日前には荷造りのアドバイスの電話もしてもらい大変助かりました。
5793,2020-10-29,当日、時間通りで作業も手際よく満足です。,4.25,1,信用して任せられる引っ越し業者を決めることと、価格のみ安ければ良いとの判断に困りました。連絡頂き相見積もりをサカイともう一社で取りましたが、他社様の実績信用度が一目でわかるものが有れば助かりました。どうしても、一度も取り引きしていない会社は価格が安いだけでは任せにくいです。テレビコマーシャルでの知名度で選んでしまいました。引っ越し見積りの際、サカイ引越センターさんは対応が早く訪問見積り実施でお米を頂きました。他社様はマスクの内側で仕様するプラスチックカバーでした。まだ契約していないのに、お米まで渡たされて価格差があまり無ければ決めようと思いました。良かった点は、引っ越し見積り時に引っ越しマニュアルブックを頂き参考になりました。洗濯機や冷蔵庫の引っ越し当日までの準備など、やり方が細かく書かれてありスムーズに引っ越し出来ました。満足しています。
5766,2020-10-29,こちらの無理なお願いも対応して下さり助かりました。,4.5,1,悪かった所:事前の見積りの時に天袋の荷物もお願いしていたのですが、引っ越し時には忘れられていた事良かった所:忘れた天袋の荷物の移動をお願いしたら翌日に素早く対等してくれて、尚且他の事もやって貰えたので良かったです。
5779,2020-10-29,丁寧で早かった,4.25,1,訪問見積り2回目だったので、前回の価格もあり、同じくらいでと期待していました。今回は午前のお願いだったので前回より少し価格が上がりましたが、交渉に対応してくれて納得のいく価格でした。他社も訪問見積もりをお願いしていたので、うちで決めて欲しい熱意を感じました。訪問見積りの際、お米をいただきました。2回引っ越し日が変更になり、それの対応もしてくれとても助かりました。引っ越し日当日当日はとても丁寧に荷物を運び出し、搬入してくれた。スピードも早く助かりました。洗濯機を綺麗に拭いてから運び出してくれたところもよかった。養生をしっかりとして頂いて、搬入の際もまず傷確認をしてくれた。大きい家具、電化製品の位置確認も聞いてくれ設置してくれた。前後10分のお手伝いを特に考えていなかったので、全く使わずすこし勿体なかったと思ってます。
5791,2020-10-29,親切で気が利く。要望にも答えてくれる,4.25,1,非常によかった。金額以上だと満足です。引っ越し後もすぐに撤収じゃなく、困ることはないかと聞いてくれた。また自ら進んで対応してくれた。ありがとうございました。
5790,2020-10-29,スピーディーかつ丁寧,3.75,1,【見積もり時の対応】丁寧に分かりやすく説明して頂けました。値段交渉もしやすかったです。道幅が狭く小さめのトラック2台となりかなりおたかめでしたが頑張ってねばってかなり安くして頂きました。【料金】引越し費用自体は見積もり時よりかなり安くしていただきましたがクーラーのホース費用がかなりしました。。【全体的な評価】スピーディーかつ丁寧な対応でした。【良かった点】道幅を考慮してくださった所タンス等の埃や汚れを綺麗にしてくださった点【気になった点】・若い子を叱るのはいいけど目の前ではやめてほしかった・10分間サービスのタイミングがわかりにくく頼めなかった。
5335,2020-10-29,丁寧　キビキビとした動き　効率的,5.0,1,とても素晴らしい引越しになりました。また機会があればお願いしたいと思っています。悪かった点は思いつきません。ありがとうございました。
5784,2020-10-29,とても良い印象を持ちました。,4.5,1,予定より1h遅くはじまったのですが、作業員さん達が元気よくスピーディーで思ったより早く終わりました。皆さんとても感じ良かったです。訪問見積もりでお米頂きました。段ボール50枚無料も助かりました。欲を言えば、もう少しお値段が安ければ申し分なかったです。
5746,2020-10-29,プロ,4.5,1,学生が負担できる金額に値引きしてくれてとてもありがたいです。そして無料ダンボールが20枚ももらえて梱包に困ることはありませんでした。作業も思ったより早く済んで、とても効率的でした。
5788,2020-10-29,丁寧に作業していたと思います。,4.5,1,テレビ等の認知度＆訪問時の対応も信頼が出来そうなので良いなぁと思ったが、、値段が1番高く依頼するか迷っていたので、電話で見積もり交渉したら、すぐ対応してくれたので決めた。引っ越し日も衣装ケースなど箱に無記入だったが、置き場の確認しながら作業を勧めていたので、スムーズに搬入作業をしていました。そしてサカイ引っ越しセンターで1番凄いなぁと驚いたのは、積込み終了後に扉が開かないようにNo.入りの一度きりの結束バンドをお客様の前で付け、搬入先の自宅前で確認として目の前で外していました。（中身が他人のと間違えない＆盗まれたりしないと思いました）
5787,2020-10-30,作業中の、配慮がとてもよかった。,5.0,1,作業中の配慮や、営業さんの対応などがとても良かった。補償も手厚くオススメでした。部屋の保護も徹底的にやってくださり、大満足でした。
5701,2020-10-30,専門家としての意見具申ならびに素早い対応,4.0,1,手際よく作業をして頂きました。ただ、引っ越し元のフローリングや引き出しに、新しいキズが出来たり穴があき、またその報告もありませんでした。
5666,2020-10-30,愛想がよく、仕事もテキパキやってくれた。,4.5,1,価格も予定より安く、質問にもすぐに答えて頂き、程よい世間話もおり混ぜ、営業マンには親近感も持てました。新築だったためポリカーボネート等用意しなきゃと思っていたのですが、業者さんが用意して下さり、サイズも合わせて頂きました。引っ越し当時は仕事もスピーディー且つ丁寧だったため非常に満足しております。私自身は引っ越しはもうないと思いますが、部下や後輩にはオススメ出来る業者だと思うので、相談された際はオススメしたいと思います。
5785,2020-10-30,色々な道具を持っておりノウハウも蓄積されている,4.5,1,スピードが驚くほど早かったです。見積時に捨てる予定だった荷物も残っており、運んでいただけて助かりました。また、他にも色々と運ばなくて良いかを聞いていただけて対応が良かったと思います。
5781,2020-10-30,大手なので安心できる,3.5,1,梱包作業などもやってもらい非常に楽に引っ越しが出来て良かったが、運搬し忘れの段ボール箱が3箱もあり、それは自分で運ぶはめになった。最終確認を怠った自分の責任もあるので、それは仕方ないと思い、市内転居だったこともあり、わざわざ引っ越し業者に連絡は入れなかった。とりあえず梱包作業員、運搬作業員共に効率よくテキパキ作業してくれて総合的には満足している。
5719,2020-10-30,爽やかで明る印象,4.0,1,各社見積もりを取る中で、いろいろ細かく見てくれた上でヒアリングをして見積を出して頂きました。他の会社さんがあまり見ずに見積もりを出すか中でもあり自分自身非常にその点が安心感を感じて、値段よりもしっかりとやっていただけると思い任せることにしました。引越までも気になる点や不安点はないか聞いてくださったりと丁寧な対応でしたし、当日の引越しも打ち合わせのおかげもありスムーズに行うことができました。荷受けに関しても色々と気遣いを頂きながら、家財を搬入していただき大変助かりました。ありがとうございました。
5786,2020-10-30,信頼・安心・丁寧,5.0,1,前回引越しをした時も、今回も、とてもサービスがよかったです。営業の方はがんばって値下げしていただけて、作業員の方はテキパキとあっという間に積み込み、大きいものは包むのを手伝っていただいたり、とても助かりました。
5777,2020-10-30,大手でよかった,4.0,1,作業員の方は3名とも最高でした！ホントにお疲れ様でした！女性の方もいましたが文句も言わず笑顔で作業されておりました。汚い部屋からの引っ越しだったので黙って冷蔵庫とか洗濯機も拭いてから搬出してくれました。またお願いしたいと思いました。電話の窓口では紹介ならお値段もかなり勉強させてもらいます、お米持っていきます、などと言っていたのに見積もりにきた営業は米は持ってこないは、エアコンの話ばっかで、しかも知識ない。（実際にエアコンを取り付けたら別で2万も取られた。その営業の話では追加があっても数千円という話だった。）あんな営業マンは実際に現場で作業して作業員達の苦労を肌で感じたらいい。ちゃんと仕事してほしい、現場の作業員がかわいそうだ。
5657,2020-10-30,営業の方は凄く良かったです。,4.0,1,作業員の方は新人さん含め３人いらっしゃいましたが、新人さんの笑顔がなく残念でした。仕事が出来ないのは仕方ないと思いますが、笑顔で挨拶は必要だと思います。責任者の方に電話が度々かかり、終わり時間を聞かれていましたが、こちらまで焦らされてる様であまりよい感じはしませんでした。
5727,2020-10-30,丁寧な対応してくれる,5.0,1,営業の方や実作業してくれた方、ともに丁寧な対応をしてくれて非常に満足しています。次回、引っ越しの際には必ず候補の一つにいれたいと感じました。大手なので料金が高いと思っていたが、交渉した結果納得のいく料金にしてもらえました。引っ越しをする前は運んでもらえて、安ければどこでもいいと思っていたが、気配り、目配りが行き届いてる作業をしてもらえて考えが改まりました。
5731,2020-10-30,親切丁寧,5.0,1,小さい子供がいて動き回りきっとやりにくかっただろうなと思いますが笑顔で子供にも接してくださり思ったより短い作業時間で終わりました。とても助かりました！
5774,2020-10-30,安くて安心、任せられる,4.0,1,段ボール30枚で充分と言われましたが案の定足りず作業時間になっても梱包が間に合わずに焦りました。しかし、作業員さんは、嫌な表情せず対応していただきました。お若い方でしたが、丁寧で手早く驚きました。価格以上のサービスを受けたと満足しております。
5624,2020-10-30,全ての対応が良かった,4.75,1,何社か見積もりしてもらい、結果、予算より大幅安くして頂いた。荷物も全て運んで頂きました。又、クーラーも普通なら100から200Vに変更する際は料金発生するのに、無料でして頂きました。ダンボールが少し足りなかったので、自分で用意はしました。
5599,2020-10-30,礼儀正しい。,5.0,1,最初の挨拶から積込完了までの手際が良く、礼儀正しく好感が持てました。また、引っ越し料金の値引き要請にも応えて頂き、当初の予算は少しオーバーしたものの、気持ち良くお支払出来ました。積み降ろし先までの距離の問題はありますが、当日運んで頂くプランとか金額が極端に変動のない範疇で選択肢が広がればなおいいと思います。トータル的には、ネット等の評判通りで、さすが大手の引っ越し業者だと思いました。また、必要性が生じれば、この会社にお願いしたいと思います。
5771,2020-10-30,対応が一番早く、信頼出来ると思った,5.0,1,・対応はどの業者よりも早く、すぐに訪問見積もりに来てくれた・電話の対応や、訪問に来てくださった方の対応がとても良かった・引越し当日は、時間通りに来てくださり、作業も一つ一つ丁寧、迅速で安心してお任せできた・小さな事でも気を遣って作業してくださっている所にとても好感を持てた・費用はかかってもやはりプロに任せて良かった
