,date,title,rate,compare,comment
2278,2021-08-03,親切丁寧スピーディー,5.0,1,荷物が多かったり、ほこりが溜まっていたにもかかわらず、大丈夫ですよと顔にも不満をださずに、色々と対応していただきました。感謝です。
2319,2021-08-03,とても手際が良く、対応が素晴らしかったです。,4.5,1,"引越し業者のみなさんの対応は、手際が良く、印象が良く、文句なしで素晴らしかったです。ただ、料金に含まれていた洗濯機の設置ですが、当日ホースが短いから設置できないと言われ、ホースの在庫はないが、台座の在庫ならある4,500円・・・。ホース買ってきますと言いましたが無反応で、どうするか？と迫られたら選択肢は無いようなもので、、、最初からそのつもり？という感じでヤラレタ感がありました。"
2231,2021-08-03,丁寧で良かったです！,5.0,1,良かったです。ただエアコン脱着も金額に入ってたのですが、引越し先で取り付け負荷(ボルト数など)で取り付けられず、脱着料金が無駄にかかってしまいました。そこは本当にないな。。。と思ってしまいました。
2203,2021-08-03,信頼できる引越し業者だと感じた。,5.0,1,丁寧な荷物の運搬、壁の養生、ローラータイヤが付いた物でも床を転がさずに持ち上げて運ぶなど、非常に満足できる引越しでした。お値引きもスムーズに対応してくれました。段ボールプレゼントも予想通りの数を頂いて、引き取りは私が電話に出れず自分で処理しました。知人から聞いていた時間に遅れると言った対応とは真逆で大変満足してます。信頼の出来る引っ越し会社だと思います。
2201,2021-08-03,仕事が早い、丁寧,4.0,1,良かった点仕事が早くて丁寧悪かった点クーラーの搬入が違う部屋に入っていて後から室外機を移動するのにクーラーの取付業者の人が困っていた。学習机の組立が上下入れ替わっていて後で直すのが大変だった感想クーラーも机も同じメーカーのものだったので最初に指示した後最後に詳しく確認すべきだったと反省しています。
2306,2021-08-03,安心感がある,5.0,1,他の引越し業者のように事前に申告していない家具も残さず積んでくれたので良かった。購入したばかりのPCデスクの天板に傷が入っていたのが残念。傷のことは問い合わせ中。
2309,2021-08-03,現場のスタッフさんのスピード感が良かった,4.25,1,イマイチだった点午後の予定で午前中に連絡があるとのことでしたが全くなく、こちらから確認をして時間がわかりました。ですが、言われていた時間から2時間も早くなり少し困惑しました。良かった点先述の通り、急に早まったため作業員の方をお待たせしてしまったのにも関わらず手際良く作業を進めてくださいました。処分品などの注意点など不慣れな部分も的確にサポートしてもらえました。
2285,2021-08-03,好印象,4.5,1,電話対応、訪問見積時の対応、細かなご連絡が良く、気持ちよかった。最初の訪問見積時に段ボールを持ってきてくださったので、すぐに荷造りにとりかかれた。段ボール、割れ物を包む大量の紙をサービスしてくださいました。
2180,2021-08-04,親切で優しく対応もスマートだった,4.25,1,作業員さんやドライバーさんも愛想良く清潔感もあり親切でした。作業もスピーディでした。エアコンの運び出しの際地面で引こずられたのは少しショックでした。
2307,2021-08-04,しっかりしている,4.5,1,暑い中の作業でしたが、笑顔で対応して頂き罪悪感なく引っ越しをお願いすることができました。さすが、プロ。とてもスムーズに積み込み、運搬が終わり予定していた時間よりも早く終わったので荷解きの時間ができ助かりました。エアコンの取り付けもご無理を言い、当日にお願いしましたがしっかりとやって頂き対応も親切で嬉しかったです。
2298,2021-08-04,電話はいまいち、作業員の方はよかった,3.75,1,お米おいしかった見積もりが甘かったのか荷物がトラックに乗らないで、積むのにだいぶ時間かかってしまい、終わったのがとても遅くなったのが残念
2294,2021-08-04,清潔感があり丁寧で好感を持てました。,4.0,1,真夏の大変な時期に丁寧な作業をして頂いた印象があります。都度要望にも直ぐに応えていただき助かりました。
2312,2021-08-04,テキパキされていて爽やかでした。,4.5,1,箱詰めからやっていただきましたが、とても手際が良くお願いしていない細かなことも気を利かせてやっていただきました。搬入作業も思っていたよりも人手が多く、かなり全体的にスムーズにやっていただきました。皆さんテキパキと対応も良く、挨拶なども爽やかでとても満足しています。またお願いします。
2286,2021-08-04,大手の引越業者,4.75,1,見積もりの段階で親身になって相談にのってくださいました。転居先のリビングが2階にあり、持ち込む冷蔵庫やソファが大型なので吊り上げ作業が必要になり、新築ということで特に気を使って頂きながら搬入場所など綿密に打ち合わせしました。作業の方々も感じがよく作業も迅速。吊り上げ作業では本当に大変な作業だったにも関わらず圧巻の振る舞いでした。立ち会ってる間も椅子を用意して下さったり、暑い中作業してくれているのに、こちらにも細やかな気配りをして下さいました。見積もりから引越作業終了まで本当にサカイさんにお願いして良かったと思いました。
2175,2021-08-05,手際良く早かったです。,4.25,1,見積もりのとき頼んだものも、当日お願いしたものも全て運んでくれて助かりました。冷蔵庫の下に引くアクリル板のような物を引くことを勧められて引きましたが、動きやすくズレる。大きいので2枚いると言われ2枚分の料金11000円追加で払いましたが、結局切って乗せていたので、足のある部分だけ引くなら一枚を切って載せればいけたのではないかな、と思いました。
2295,2021-08-05,制服できちっとした印象でした。,4.75,1,当初言われた時間より遅く来られたが、助っ人の方も数人プラスされて合計6名で作業されたので、スムーズでした。
2282,2021-08-05,流石大手さん！といった所でしょうか？,4.0,1,荷物の積み込みと運び出し、運び出しの為に解体した家具の組み立て直しなどの容量の良さは流石でした！！今回、お任せコースを依頼しました。荷解きに関してだけは…助かる面も有りますが思ったのと違い直ぐ住める状態になるとか綺麗に片付くとかそういう状態の荷解きではなく、あくまでも箱から出して空いているところに出す…空いている家具や収納ケースが有ったら何か適当に詰めていく…という感覚なのかな…と、なので、荷解きは依頼してもしなくても変わらないかも知れません。指示出しが的確で容量の良い方が物怖じせずスタッフさんにお願い出来たら違ったかも知れません。引っ越しでいっぱいいっぱいの私には依頼したものの片付かず終わり運び込みの後の大変さは変わらなかったので、初めてのお任せコースの感動は無かったです。
2223,2021-08-05,ともとてもテキパキしていて丁寧で感じが良かった。,5.0,1,大手だからではなく、その方それぞれが、真面目に仕事に取り組んでいるんだろうなと思うような仕事振りでした。サービス外の事だと思いますが、気づいたとこをやってくださったり、アドバイスを下さり、引越しの準備で疲れていましたが、とても気持ちの良い引越しになりました。本当にありがとうございました。その日の内に、友人に引越しするならここがいいと勧めました。また引越しする時はお願いしようと思ってます。
2217,2021-08-05,作業員は真面目でいい印象,4.5,1,作業員は挨拶、引っ越し作業共にとても良かった。金額も納得でしたし、次回また機会があれば是非頼みたいと思います。
2311,2021-08-05,わかりやすく説明してくれた。,5.0,1,自分が考えた料金より安い金額であった。訪問見積もりでお米をもらった。値引き交渉をしたところ気持ちよく少しだけだが値引きしてくれた。
2304,2021-08-05,めっちゃ明るくて 愛想が凄く良かった,4.75,1,丁寧且つスピーディーで話し方も素晴らしかったはじめまして引っ越し業者にお願いしたのがさかい引っ越しセンターで本当に良かったですこの暑い時期で大変なのに笑顔で元気よく対応してくれたのが凄く嬉しかったし利用して良かった。また機会があれば是非お願いしたいくらい何から何まで素晴らしかったです
2302,2021-08-05,親切、丁寧、清潔、機敏！,5.0,1,訪問見積りには粗品も頂け、段ボール、布団袋など充分に用意してくれて追加もでき、当日はテキパキと短時間で荷物の運び出し、入れと無駄がなく汚れてる家具や家電も拭いてくれて凄く感動しました。何よりもタンスやラックの中の衣類を箱詰めしなくてそのままで運んでくれて助かりました。皆さん笑顔の応対でとても気持ちの良い引っ越しになりました。
2301,2021-08-05,もう本当に感謝しかないです。親切丁寧。,5.0,1,悪かった面は全くないですいい面しかなく。若い子達でもきちんと丁寧に対応して下さって、最後も深深とお辞儀をして下さり。最後の10分サービスですが何かお手伝いとのお話を頂いたのですが。作業で全てしてくださったので何も無かったです(笑)むしろその、10分を休憩に使って多めに休んで欲しかったくらいです。本当にありがとうございます
2297,2021-08-06,テキパキと作業してもらった。,4.5,1,作業員のかた、暑いのにペースダウンすることなく作業を終わらして頂き、プロを見たという感じでした。
2248,2021-08-06,親切だった。,4.5,1,"引っ越しまでの間,しっかりメールで連絡をいただき安心しました。また、作業してくださった方の親切丁寧な対応に感謝です。"
2184,2021-08-06,安心、安全,3.5,1,初回の金額提示は予算に対して高い水準だったが、こちらの要望に応じていただき、予算に近づけられた。見積もり時には米1キロ分をいただけた。段ボール回収が無料だったのがよかった。何度か利用したことがあるが、値引き交渉にも応じていただけるし、作業員の対応もいつも非常によく、また利用したいと思った。
2299,2021-08-06,作業員さんの対応がとても良かったです。,4.25,1,見積に来た方はとても義務的で本日中の契約を取りたがっていた。本日中に契約していただからばこの値段でします。と。その値段がお得なのか割高なのかわからす.結局は契約したが少し考える時間がほしかった。端数の50円をまけてと言ったら答えはなく笑って誤魔化された。正直あまりいい印象ではなかった。作業員さんはとても対応が良く気さくな方達だった。スピーディーかつ丁寧に対応していただいた。
2291,2021-08-06,対応良かった,4.0,1,・丁寧な仕事悪い所・同じ地域に引越しする際、値段に最大4万円の差が出た。(後ほど同地域に引越しした同僚に確認した所、値段の差が発覚)
2246,2021-08-06,知名度が高くて安心,4.5,1,作業員の方の対応がとても良かった。特に突発的な依頼にも快く応じてくれた。また、箱が足りなくなったときの営業の方の届けも快く応じてくれた。
2185,2021-08-06,対応が丁寧、作業が早い,4.5,1,利用はしませんでしたが、10分間のお手伝いサービスというのがあり、荷物が多い場合にはとても助かると思います。良心的価格で、作業も早く対応も丁寧でした。
2288,2021-08-06,高いと思っていた,4.25,1,誠実に対応してくれてとても良かった。見積りに来てくれた方と本社との食い違いがあったが、連絡したらすぐに対処してくれた。
2272,2021-08-06,丁寧な仕事,3.5,1,営業担当の説明不足が多く引越し当日も不安でしたが作業員の方はとても丁寧に仕事をして下さり暑い中本当に感謝しています。予定より荷物も多くなってしまいましたが快い対応をして頂けてとても安心出来ました。営業の方のことが無けれぼ言うことないくらい素敵な引越し業者です。
2283,2021-08-06,高目の見積りでしたが丁寧な説明と誠意があった,4.5,1,きびきびな作業態度に好感。只、適正な金額の相場が分からなかったから、丁寧な説明と誠意が決めた理由になりました。
2252,2021-08-06,丁寧で速い！話しやすい。,5.0,1,細かい説明や話しかけやすい雰囲気でとても助かった。荷物の出し入れも早くあっという間に引っ越しが終わった。
2261,2021-08-07,とても親身になってくれました。,5.0,1,見積もりから作業まで、とても丁寧で、親身に相談に乗ってくれて助かりました。相場よりもかなり安く、作業時にも家具の配置のアドバイスなどもいただきました。
2257,2021-08-07,とても親切で　仕事もテキパキ　感じがとても良かった,5.0,1,仕事が丁寧で　仲間とのコミニケーションが取れていて　仕事も丁寧でしかも早く　効率よく　それで接待もよく　選んでよかったと思いました。感謝してます。
2256,2021-08-07,見積り、引越し時とそれぞれ良い、悪いがあった,3.5,1,見積もり時の時間を30分遅れてきた。その分安くした。と言われたがそこまで値段が安くなったのかと言われると微妙。詫びの品をくれればいいのに。と思った。訪問見積もりの粗品。お米契約をしたら、お米とは別に粗品がほしかった。引越し時。積み込みの作業はとても早く丁寧でとてもよかった。ただ、掃除するのにゴミ袋を勝手に積まれて持って行ってしまったので、掃除の片付けが大変だった。冷蔵庫を新居に置く際、冷蔵庫の脚を隠すため？の部品が取り付けられてなく、置いたままにされていた。
2172,2021-08-07,作業員がいい加減でムカついた,3.5,1,良かった点電話対応の方や見積りに来てくれた営業の方、リーダー格の作業員の方の対応は丁寧で非常に良かった。悪かった点バイトか？って思うほど下の作業員のいい加減な作業内容に幻滅しました。ちゃんとダンボールに1階2階と記しているのに何も確認せずに違う階に運ぶ、横が折り畳み式で延長出来るテーブルを運ぶ際に脚が出てる状態なのに無理矢理折りたたもうとして、テーブルの裏側にキズを作る等々、こいつらは何をやってくれてんだろうと思ってしまいました。最後に忘れ物は無いか確認していたにもかかわらず、押し入れの中に忘れ物をしたり、家具を解体した後に組み立てるのに必要であろう電動工具を忘れていたり、引越し先で家具を運んでからも部品をなくして長いこと探していたり、作業員以外の対応が非常に良かっただけに、最後の最後が非常に残念な印象になりました。
2234,2021-08-07,営業マンが難あり、作業員さんは最高,4.5,1,営業マンはもう少し、時期も見て時間の算出、持てる持てないまで考えた方が良いです。しわ寄せは全部作業員さんに行きます。現場の苦労も考えましょう。取ったら終わり、じゃないですよ。こちらも色々と日程考えて決める際には、いつ迄に決めてくれないと配車が抑えられないとか、値引きできないとかの文言は使わない方が良いです。料金は一番安くして貰いましたが、色々と漏れがあったよな気もします。作業員さんのリーダーが素晴らしく気が遣える人で助かりました。女性スタッフが居てくれたのも助かりました。時間はかかりましたが、作業は満足してます。家族四人6年住んでた物件からの引っ越しで荷物も多く作業員3人では午前中での引っ越し完了は難しかったですね。夏場だったのでそれも考慮しないと作業員さん倒れちゃいますね。段ボール回収は無理らしいのですが、色々と制約があるとの事なのと、廃品回収で集めてる人がいたので頼みませんでした。
2169,2021-08-07,大手お引越し業者さん,3.75,1,今回は、福岡県から埼玉県までのお引越しでしたが、良かった点については、粗品として1kgのお米を頂き、個人的には、すごく嬉しかったです。到着搬入後に10分サービスがあり、テレビの接続などもしてもらった方が良いと思います。悪かった点としては、こちらの確認不足でもあるのですが、ダンボールの回収は別途料金が発生するとの事で、以前のお引越しの際に他者さんを利用させて頂いた時には無料で回収してくださったので、あるものだと思い込んでいたので、少し残念でした。荷物を回収してくださる方と、届けてくださる方は違うのですが、個人的に埼玉で対応してくださった方はとてもスピーディーで、とても良い対応だった印象があります。
2280,2021-08-07,けして安くはないが内容が良かった。,4.5,1,見積もり段階での迅速、丁寧な対応。作業効率も良く予定時間より引っ越しが早く終わった事。悪い点は思いあたらない。
2292,2021-08-07,以前も使ったことがあったので安心感がありました。,4.5,1,すごい暑さで、しかも急な雨で心配でしたが、スムーズに進めていただいて助かりました。また冷蔵庫もがなかなか難しい作業だったんですが、嫌な顔せずこちのわがままに付き合っていただいて申し訳ない気持ちと感謝でいっぱいです。本当にありがとうございました。
2293,2021-08-07,色々よくしてくれた。満足！,4.25,1,引っ越し当日にこちらが思ってるよりも良くして頂きました。代金を安くして頂いたので、サービスは多少良くなくても仕方がないと思ってたが、予想をいい意味で裏切られました。
2253,2021-08-07,急かしてくる印象。やや威圧的。,3.25,1,・午前に作業終了予定が、19時終了となったので、総合的な印象は非常に悪い。・引越し作業、エアコン取り外し、取り付け、洗濯機脱着も含めこの金額だったので、金額は妥当。・営業がやや威圧的。急かしてくる。私は大丈夫でしたが、人によってはその威圧で契約してしまう人がいるかもしれない。その点で自信がない人はやめた方がいい。・作業員自体は良かった。
2287,2021-08-07,チームワークが良い,4.25,1,引越し当日、何時頃到着予定なのか事前に連絡をいただき、予定通りの時間に引越を開始できた。2人組で来ていただき、リーダーが的確に指示を出し、もう1人とチームワーク良くテキパキと作業をしていた。あっという間にトラックに荷物を積み終わり感心した。搬入の際も、家電を置く位置など細かい希望を聞いていただき、言った通りに運んでいただいた。雨が降っていたこともあり、余計大変だったと思うが、濡れた家電も拭いてくれて綺麗な状態で引き渡ししていただけた。作業員の雰囲気も良く、終始安心してお願いできたので良かった。他の人にもこちらの引越業者をおすすめしたいと思う。
2244,2021-08-07,作業が早かった,4.0,1,売りたい家電(洗濯機、冷蔵庫)を買い取ってくれるように話していたつもりだったが話が通っておらず、引越し当日に話しても買取対応をしてもらえなかった。
2289,2021-08-07,対応が良かった,4.0,1,予想してたより、金額が高かったが作業の手際のよさや、依頼していた荷物の他に、色々運搬してもらったので、金額相応だったと、感じた。
2110,2021-08-07,丁寧かつスピーディーに運んでくれた,4.0,1,段ボールは小さめのサイズと大きめのサイズの2種類あり、足りなくなれば追加注文できた。知名度が高いだけあって夏場の暑い中丁寧に作業してくれた点に感謝したい
2186,2021-08-08,信用できる会社,4.0,1,見積もりに来られた方の対応がとてもよく、お任せしようと思えた。作業員の方も酷暑にも関わらず一生懸命作業をしてくれてありがたかった。
2188,2021-08-08,誠実で元気,4.75,1,訪問見積もりをお願いした中で、見積もりに一番時間がかかった会社でした。その分、安心感がありました。不用品の処分も引き受けていただき助かりました。20数年ぶりの転居でしたが、当日は作業のスピードが早すぎて、普段からぼんやりしている私は見てて疲れてしまい上手く説明が出来ませんでした(笑)。数年後にまた転居予定があるので、その時は、完全お任せパックで依頼したいと思ってます。
1981,2021-08-08,補償も含め迅速丁寧,5.0,1,完了までとてもスムーズで10分間サービスはとても助かりました!次の機会にもお願いしたいと思います。
2276,2021-08-08,仕事が早かったです。,3.25,1,引っ越しには、3人きましたが上の人が下の人を怒る場面や暴言を言っている事が何回かありあまり気分が良くなかったです。お勧めしません。
2268,2021-08-08,テキパキとスムーズでした。,5.0,1,以前引っ越しをお願いした時は、ダンボールはもらったのですがガムテープとか布団の収納袋などは無くて今回は、初めてお米とガムテープと布団収納袋を頂いたのがひっくりしました次引っ越し先の道幅がすごく狭いのでもしかしたら無理かな？とも思ってたのですがちゃんと要望に応えてくれて、小さめのトラックを準備してくれたのでありがたかったですやっぱり、大手の方が安心もありますし安くしてくれる引越し業者も実際いてて、対応も微妙でしたし安けりゃいいって訳ではないなーと改めて思いました
1977,2021-08-08,暑い中での引っ越しで大変そうでした。,4.25,1,訪問見積もりの際にお米をいただきうれしかったです。当日は猛暑の中で体調を心配するほどでしたが、皆さん爽やかな対応でした。風が強く最初少し戸惑っておられました。子どもが昼寝していたら気遣っていただけました。知人にもすすめられていたのでこちらにしてよかったです。
2270,2021-08-08,段取りよくやっていただいたので、決めました。,4.0,1,こちらが、提示した料金に歩みよって頂けました。引っ越し日にも間に合うように対応して頂けましたので、さかい引っ越しセンターに決めました。
2193,2021-08-08,"台風間近の暑い中,皆さん良くしてく下さいました。",3.75,1,"仕事の関係上短期間での引っ越し。3件くらいメールで見積り後,今回お願いした会社に見積りに訪問に。来て下さった方がベテランさんで感じの良い方で引っ越し迄日が余りない中連絡を取りながら日時に応じて頂き以前も使わせて頂いた業者さんでもであって即日契約させてもらいました。粗品にお米を頂きました。その日に段ボール,布団袋とクラフトテープも頂きました。当日の作業も台風間近の暑い中皆さん手際良くやって下さいました｡ただ引っ越し後が大変で要らなくなった物の片付け&粗大ゴミに時間とお金が。別の専門業者さんを呼んで再度引っ越し代近く支払って予想外の出費で痛かったです｡結局引っ越し代金を安くして頂いたのですが契約時の相場以上の出費だったと反省してます。契約時に引っ越し代に代金を上乗せしてでも残った家具等も引き取って頂けば良かったと思います｡今後引っ越しが予定される方はネットだけでなく早めの訪問見積りを。日時や費用は見積りのベテランさんがほとんど来られるのでご自分の計画や予算を考慮して下さいます。細かくお話されたら良いと思います｡"
2267,2021-08-08,電話の対応がすごく良かった。,4.25,1,電話の対応がすごく良かったのと、引越希望日にやってもらえるということで即決しました。が、少し予算オーバーで高かったかなと。高い分、丁寧なんだろうとそのままキャンセルすることなくお願いしました。
2275,2021-08-08,可もなく不可もなし,3.5,1,良かった事…手続きがとてもスピーディーだった事悪かった事…早いがゆえに言葉足らずで伝え漏れがあった事と、作業時の運搬での内容確認(ワレモノ等)がなかった事
2271,2021-08-08,以前のスタッフの方の対応の方が良かった,2.75,1,やり方が少し雑だったように思います荷物を衣装ケースから段ボールに入れ替えてくれたのですが事後承諾クローゼットの服の入れ替え､自分でやりたかった全てにおいて､一度確認してからにしてほしかったです。急いでいたのだとは思いますが…言葉遣いは丁寧でした以前お願いした時は､もっと満足できました
2250,2021-08-08,家に傷をつけない,4.25,1,営業の人はとてもいい感じでしたが、実際に来た人たちは積み込みの際には態度があまり良くなく感じました。ですが、荷下ろしでは家に傷をつけないような工夫がされていました。
2224,2021-08-08,作業姿勢が非常に良かった,5.0,1,サカイ引越センターの従業員の方の作業がｽﾑｰｽﾞで且つ、対応も紳士的でとても良かった。想定していた予算よりも安価で引き受けて頂き、パフォーマンスも良かったので、お礼としてジュースを買ってきたぐらい良かったです。またお願いしたい。
2225,2021-08-08,社員教育の質の高さを感じました。,4.0,1,若いリーダーがテキパキと的確な指示を出し、どんどん荷物を運び出すのに感心しました。こちらの不備や突然の豪雨などで予定外に時間がかかってしまったのですが、真摯に対応していただき、ヘルプで作業員を増やしてもらったり、適時スムースな対応に会社の教育が行き届いているのを実感しました。
2227,2021-08-08,引っ越し会社の代表的な存在,4.25,1,まごころの対応で満足でした。特に引っ越し当日の対応は素晴らしいかったです。不満は何一つありませんでした。
2259,2021-08-08,仕事が丁寧で早いと思いました,4.75,1,10分間サービスでシーリングライトを取り付けてくれたりしたのは良かったです。エアコンの移設は引越の当日に取り付けられないことは夏場にはキツかったです。
2251,2021-08-08,段取りが良く、素早い作業内容でした。,5.0,1,作業員の方はとても印象がよく、素早い対応で作業も手際よく進められていました。ですが、トラックの手配が上手くいかず、午前中の引っ越しの予定が待機時間なども含め、丸一日かかってしまいました。事前に予約していたのに、時間をとられてしまったのがとても残念でした。作業の内容自体は、とても満足いくものでした！お世話になり、ありがとうございました。
2258,2021-08-08,大手なのでしっかりしてるな、とは思った,3.75,1,ダンボールを前日に持ってくるとのことで、仕事終わりで時間指定してくれ、仕事終わりで7時には帰っていると伝えて、8時にしましょうと決まったが、実際は当日の朝8時にダンボールを持ってきた。前日に貴重品とか詰めておいてと言われたのに、何もできなかった。寝起きだったので焦って対応しました。あと、当日の作業は暑い中、階段で4階の往復、荷物も多く本当に申し訳なかった。雨も降って大変だったと思います。ただ、１つ残念だったのは、作業員の方の靴下や体？が雨か汗かはわからないが濡れていて、カーペットや触ったところが濡れていたこと。暑いし雨降ってたしで仕方ないと思いますけど、お客さんが几帳面な方だと怒られるんじゃないかと思いました。難しいな、と思いますが、何か対策されたらいいと思います。ただ、今回は本当に感謝しています。大変な仕事だなと頭が下がります。ありがとうございました。
2166,2021-08-08,いつも対応良く、すぐに連絡をくれた。,5.0,1,引っ越し当日、荷物を運ぶ担当の方達の対応が非常に良く気持ちよく引っ越しができました。ありがとうございました。
2239,2021-08-08,料金と作業のコスパのバランスが悪かった,3.75,1,引越侍へ引越の見積を送ったのに、連絡する業者で新たに見積させると言う事が判ったのとイタズラ電話の如く色々と電話が来るし、何度も同じ業者の同じ担当者っぽい声できて迷惑極まりなかったので、次回、引越する時はまず引越侍さんを使用しない事だけは決めました！
2273,2021-08-08,とても丁寧で好印象です。,5.0,1,とても丁寧に対応していただき、こちらの要望も聞いてもらえ、引越し先で荷物を配置したり、組み立てたりとても助かりました！担当の接客についても、笑顔で優しく対応していただき、色々とお話しすることができて良かったです。以前もサカイさんを利用して良かったのですが、今回もサカイさんを利用して良かったなと思いました！さすがのサカイクオリティだなと、改めて実感しました。もうないと思いますが、次回引越しをすることがあれば、ぜひサカイさんを利用したいと思います。
2243,2021-08-08,しっかりしていた印象,3.25,1,色々なアフターケアはあって良かったと思う。引っ越し時間はフリーにしていたので、前日まで時間はわからなかったが、夜まで待ってもなかなか連絡がなかったのでこちらから連絡が必要であった。
2254,2021-08-08,信頼できます。,5.0,1,電話受付、見積もり、当日の作業、アフターフォローまで、とても満足しています。他の業者では人力搬入できないと言われていた冷蔵庫も丁寧な作業で2階まで上げてもらえました。
2284,2021-08-08,有名な会社,3.75,1,良かった点スピードが早かった。悪かった点下ろし忘れた物があり電話して後日持ってきて頂いた。
2179,2021-08-08,大手なので安心して頼めた,4.0,1,価格も安く、それなのにとても迅速な対応をしていただいてスムーズに引っ越しをすることが出来ました。友達にもぜひ勧めたいと思います。
2191,2021-08-09,テキパキと作業して頂いた。,4.0,1,最初の挨拶から明るく元気良くして頂いた。ご近所さんへの挨拶もされていました。壁の保護もしっかり行なって頂き、搬出、搬入ともに素早く行なって頂きました。
2170,2021-08-09,連絡が素早くスムーズでした,4.0,1,インターネットで入力して、あっという間に連絡がありびっくりしましたが、スムーズでよかったです。見積もりと業者の決定まで大変スピーディーに行きましたが、引越し日直前になっても事前入金の方法について連絡がなかったため自分から問い合わせました。その結果、事前に入金することはできましたが、会社から連絡をもらえるとよかったです。値引きについては特に申し出はなく、こちらも急ぎだったためあえてお願いしませんでしたが、端数だけでも値引きしてもらえたらもっと気持ち良かったです。ですが、急ぎの引越しに対応していただけて、総合的には大変助かりました。
2098,2021-08-09,大手,4.0,1,見積もり時には契約せず、後日電話をして契約をしましたが、その時の対応があまり良くなかったです。その後の説明が足りませんでした。梱包の方、引っ越し作業の方、電気業者の方、とても良かったです。注文していた家電が当日にないことがわかり、後日別の商品を届けてもらいましたが、当日にわかったので困りました。
2208,2021-08-09,スピーディーな仕事と親切な対応。,5.0,1,皆さん一生懸命働いて下さり、粗大ゴミのベッドの解体など何でも相談事に対応していただき大変助かりました。サカイ引越センターは友人からの高評価により決めましたが、その通りでした。私も、今後引越しを検討している方には推奨したいと思います。
2241,2021-08-09,実直,4.5,1,訪問見積もりでは、こちらの要望を聞いてくださいました。また、お米と段ボールをいただけてありがたかったです。当日は運搬だけでなく、運搬家電の掃除もしてくださいました。こちらにお願いできてよかったです。
2221,2021-08-09,親切で丁寧な対応。お客様満足度が高い理由がわかる。,4.5,1,引っ越しをする上で一番気になるのはお値段。大手の会社はサービスがいい分、お値段も高いと思いあまり期待しておりませんでした。事前に個人会社の見積もりは頂いていたので、大手だといくらくらいか見てみようくらいの軽い気持ちでした。ちょうど希望する引越し日は祝日で忙しい時期のようで、高くつくかもと言われました。他に見積もりは取りましたか？と聞かれ、とりあえずその料金を伝えたところ、そこから営業の方はあちこち電話をかけ続け、最終的にその金額に近い料金で見積もりを出してくれました。ここまで安くしてくれると全く思っていなかったので、家族とびっくり、お願いすることとしました。引っ越し業務を担当してくれた方々もとても親切でしたが、何よりも見積もりに来て下さった方の親切丁寧な対応、人柄、明るさ、とても印象に残り、とても気持ち良く引っ越しが出来ました。ありがとうございました。
2238,2021-08-09,プロ,4.0,1,サカイさんの前に一件見積もりをとっていましたが、価格面・対応面ともにあまり良い印象ではなかったのもあり、訪問見積もり時に、即決しました。訪問見積もり時には、粗品としてお米をもらいました。作業内容、手際、段取り、近所への対応(トラックの移動、挨拶)どれも、気になる点はありませんでした。さすが、業界の大手・プロという印象でした。作業員さんごとに個人差はあるのでしょうが、今回担当してくださった方はピカイチだと感じました。段ボールも無料サービス分とは別にリユース段ボールは、無料で貰えました。サービス分50枚では少し足りなかったので、とても助かりました。引っ越し業者は、山ほどありますが、今回の体験から、あまり値段だけに執着するのは、良くないなと思いました。ここまで、誠心誠意してもらえのであれば、少々高くてもまたサカイさんにお願いしたいと思っています。今回の引っ越しは、とても気持ち良く終わらせることができました。ありがとうございました。
2235,2021-08-09,サービスがよく、対応も丁寧で安心できた,4.0,1,引っ越しのサカイに決めた決め手は、安心感と丁寧さでした。オプションサービスも予定していた予算の中でつけていただき、引っ越しの大変さからいろいろな面で解放され、とてもたすかりました。他の業者さんの値引き額よりも少し安くして頂けましたし、多くの点で引っ越しのサカイに決めて良かったと思っています。引っ越しといえばいろいろな大変さが伴いますが、見積もりに来て下さった営業の方が、私達が気づかなかった所まで細やかに配慮してくださったので、精神的にも助けられたと思います。どの業者さんにお願いするか、迷いましたが、サカイにおねがいしてほんとうに良かったと思っています。粗品のお米一キロの袋にもサカイのパンダの絵が印刷してあり、営業さんの「宣伝してます！」の言葉がユニークでした。　引っ越しが近づいて、荷造りについて分からないことがあり、電話で問い合わせたときも、分かりやすく説明してくださり、とても助かりました。これから引っ越しなさる方がおられたら、トータル的にみて、引っ越しのサカイ　にお願いすると安心かと思います。　
2247,2021-08-09,CMでよく見る,3.75,1,見積もりに来ていただいた方も、引っ越し作業をしていただいた方々も印象がとても良かったです。台風の雨の中とても快くやっていただけてありがたかったです！
2232,2021-08-10,全国展開しているチェーン店,4.25,1,作業時の応対が良かった。代金の振り込み確認など詳細が伝達されていないところもあったが、全体的にスムーズに作業はかどった。梱包もこちらが思っていた以上に丁寧にしていただき助かった。ハンガーボックスは事前に大きさ(ハンガー本数でいうと何本くらいか)を知らせておいてほしかった。料金はシーズン時ではなかったのでもう少し安くなるかと思っていたが、子供の引越のため(大学生)子供自身がなかなか金額交渉をすることができなくて、そこが残念だった。(会社の言い値のまま)あとは、きちんと配達していただけることを願っています。
2015,2021-08-10,昔利用した事あるので安心感はありました,4.0,1,最高の猛暑日にもかかわらず丁寧親切に運んで頂きました。エレベーターもない2階だったので大変だったと思います。ありがとうございました
