,date,title,rate,comment
2965,2017-09-01,丁寧、臨機応変,4.75,〈良かった点〉・常識だが、留守電に掛け手を名乗り、要件を入れてくれた。（中には無言の方が居て、番号をネットで調べたところ、引越し業者と判明することが何件かあり）・サービスが充実している。段ボール箱の無料回収、梱包材無料、処分品の回収、アルバイトでない慣れたスタッフ、運び方が丁寧、時間を守る、礼儀正しい、爽やか。〈悪かった点〉・価格が高め。〈感想〉価格が高めだが、サービス内容を考えると妥当だと思った。次回、機会があれば同じ業者にしたいと思う。友人にも薦めたいと思う。
2934,2017-09-01,テキパキ丁寧に運んでくれました,5.0,とても丁寧で、的確に仕事をしてくれました。ありがとうございました！また頼みたいです。見積もりもただやすくするのではなく、適正に見積もりしてくれたところが安心しました。ダンボールも一番多くくれたのがよかったです。途中足りなくて、回収したのを分けて欲しいとお願いしたところ快くくれました。助かりました。
2960,2017-09-02,作業が円滑かつ追加の荷物も運んで頂けた,4.75,9月初旬の暑い中、5階ＥＶ無しの団地からの荷降ろしは作業者の体力、気力を相当奪ってしまうと、心配と申し訳ない気持ちでした。しかしこの悪条件の中、重量物の荷降ろしを終えると、また次の荷降ろしのため階段を昇られますが、昇降時は常に走っておられたのです。そしてスピーディーさのみならず丁寧さも兼ね備えたこの仕事振りに驚き、圧倒され、ただ感謝の気持ちで一杯でした。作業が円滑かつ追加の荷物も運んで頂けました。
2963,2017-09-02,とてもソフトな感じ,4.0,値引き交渉時は詳細まで明らかにしてくれて、他社に比べてとてもわかりやすく、かつコストをおさえるため柔軟に対応してくれた。見積もり時も担当者が他社に比べて丁寧かつ穏やかで、とても好感が持てた。引き取りサービスもこちらの要望をかなり受け入れてくれて、とても有り難いと思いました。近々、知人も引っ越しを検討しているので自信を持って紹介したいと思います。ありがとうございました。
2894,2017-09-05,早い・親切・頼りになる,4.75,業者に頼むのは、初めてでした。引っ越しの相場価格・どこの引っ越し業者がいいかわからずでしたのでサイトを活用させていただきました。何件か電話して、見積りに来ていただきました、金額・対応の状況も比較できました。考えていた金額より２万安くなりましたし、家の状況を相談でき、引っ越し日を変えて正解でした。どうしたらいいか、不安の中お電話いただいて質問でき、たすかりました。段ボール・布団袋は、無料でいただきました。当日は、３人みえました。どのような順番で下ろしていくか教えていただきましたし、何かあれば質問でき、嫌な顔しないでおしえてくれるような人たちでした。４階から荷物下ろすのは、早かったです。靴下取り替えて荷物下ろしてくださいましたし、新しい部屋でも、靴下取り替えて荷物入れていました。番号の書いてある結束バンドみたいなもので、トラックのドアに固定するので、引っ越し先につく間に開けれないとかなんでしょうか、わたしは、安心感と安全をかんじました。段ボール引き取りは、時間通りにきていただきましたし、全部持っていってくれました。この業者に頼んで良かったです。
2954,2017-09-12,若い子たちが頑張っている,4.0,暑い中よく頑張っていただきました。安くやってもらえました。粗品は掃除道具とアルコール消毒スプレー。役に立つもので、今も利用しています。引っ越し先がとても近い距離でしたので、当方も急いで移動したためか、到着するのが少し遅いな、と思いました。過酷な労働なので一旦、休息をとっていただいて構わないのですが、前もって到着予定時刻を教えていただけると少し嬉しいかなと思います。利用時は業者さんにその旨確認すればよかったですね。
2956,2017-09-12,社員の質は良さそうだなと思った。,4.5,良かった点見積り時も作業時も、社員と思われる人の対応は、物腰が穏やかで丁寧で良かった。見積り金額も他社の最低金額を言うと、同じ値段まで下げてくれた。作業はヘルプの人まで来て、大勢でやってくれたので非常に早かった。悪かった点作業時のバイトっぽい人たちは愛想が悪かった。けれど仕事はしっかりやってくれた。食洗機の分岐水栓の取り外しをオプションで付けたが、見積りの人の認識が甘く、来た作業員では取り外せない物だった。キャンセル扱いになり、その代金は請求されなかったのは良かった。結局大家さんが「そのままにしていい」と言ってくれたから良かったが、絶対取らなければならないと言われたら、時間の無いところで辛かっただろうと思う。
2959,2017-09-14,とても印象がよかった,4.75,作業員が丁寧かつ迅速にお仕事をしておられた点がとても印象がよかったです。今回は東京から大阪ということで長距離ではあったが、他社より安くしていただき、また、諸事情により引越し先の準備ができておらず、別住所への配達となったが迅速に対応していただけたので、とてもよかったです。引越しの見積もりは5社ほどお願いしたが、一番対応が良く、大手の中でも比較的安く契約できたと思っております。値切ることは忘れずに！！！また、その場で契約してもらおうと営業の方は必死になりますが、押しに負けずに一旦冷静になりましょう。できるのであれば、「後日返事をさせていただきます」など言って、当日は帰っていただくのが良いと思います。普通に断れるなら一番良いのですが、僕の場合は、初めての引越しということもあり、不慣れだったので断りづらく、その点が今回の引越しで辛かった点です。参考になるかわかりませんが、見ていただきありがとうございます。
2957,2017-09-15,予想よりも丁寧な作業でした。,4.0,遠方への引越しで不安は多かったですが、スムーズな対応に感謝致します。今後もまた遠方の引越しがあるかもしれないので、その時はまた、見積もり含めお願いしたいと思います。今回、他社とは違い、処分対応も自社で対応してもらえたことは大きなポイントで、是非続けていって頂きたい部分だと思います。担当者の方の対応も良かったと思います。どうせなら、若手の人も一緒に会話や挨拶など出来た方が印象は良かったですが、教育中というのも理解出来るので、それは良しとしています。
2958,2017-09-16,キビキビ動いてくれていた,4.5,雨の中、4人でキビキビ動いてくれて予想より早く終わった気がします。最後に家具の配置が問題なかった等聞いてくれました。カードで支払い出来たのも良かったです。ただ最初に提示された見積もりの額から安くはなりませんでした。自分たちでやれるとこはやる内容にしたのでギリギリの値段だったのかもしれませんが…。ダンボールとガムテープはきちんとくれて、ダンボールは50枚までもらえました。電球の付け替えや洗濯機の設置を無料でやってもらえたので有り難かったです。終わってみて特に問題なかったです。建て替えで次回は新居への引越しですが、次回安くしてくれるそうなので、次回もお願いするつもりです。
2955,2017-09-19,最初の印象が悪い,2.5,良かった点は、三人で来たから作業が早かったこと。悪い点は、最初の印象が悪かったこと。名乗らないし、名刺を渡すこともしないし、何人で作業するかも言わない。第一印象は最悪と言ってもいいでしょう。なんと言ってもガムを食べながらきたことには閉口しました。段ボールの処理とか、引っ越し後のサービス等の話も一切無く、アンケートも書いてないのにアンケートを書いてることになってました。以前、他社にお願いした時は、同じ金額でも、印象がとてもよかったです。何よりも人柄が良かった。私自身２回目の引っ越しで、正直どこで頼んでも一緒だと思ってましたが、名前が売れてる所はやはり丁寧になるんだなぁと思いました。アリさん２度目はないですね。
2952,2017-09-20,作業員が３名での対応でスムーズに終わった,3.75,良かった点は価格だけ。また作業員が３名での対応でスムーズに終わった。悪かった点は結果積み残しが多くあった。今回は近距離での引越であったが、積み残し荷物が多くありその結果、自分達で運ぶ量が多くあった。以前は、引越業者が荷物を見て見積りして全ての荷物を運んで頂いていたが、今回は余りにも積み残しが多くあったのが謎です。見積もりする担当者のトラックの大きさの手配ミスなのかがわからない。次回は全ての荷物が入るように見積もりをお願い致します。
2950,2017-09-21,スピード感がとても良く感動しました。,4.5,荷物を運び出す準備等とてもすばやく本当に利用して良かったと思います。３人で対応していただきましたが、チームワークが良く楽しい引っ越しでした。引っ越しは大変なイメージが大きかったのですが、明るく元気良く素早い荷物裁きで大変さを忘れてしまった程です。スピード感がとても良く感動しました。営業の方が見積もりに来て下さった際も本当に親切で良かったです。また、機会があれば是非利用したいと思いました。段ボール回収が有料なのがちょっと...と思いましたが、特に問題はありません。
2953,2017-09-22,親しみやすかった,5.0,【見積もり時の対応】直前に台風が直撃したため、日程の変更の可能性があった際に電話対応などとても親切丁寧だった。また、こちら都合により集荷時間が変更となったときもスムーズに対応して頂けた。粗品は清掃用品を頂いた。事前に買ってなかったので引っ越し作業の際にはとても重宝した。【料金】転勤で会社持ちであったため、金額はさほど気にはならなかったが、他の見積もり金額より安かったため会社の承認が簡単に通った。【作業内容】事前に荷造りしていたダンボールの運搬と、大型家具については業者のほうで梱包して頂いた。傷、破損を常に気にしながら作業しているように感じた。【全体的な評価】特に問題なくスムーズに作業して頂いたので、とても満足してます。もし、今度引っ越しの機会があれば是非お願いしたいとおもった。
2951,2017-09-24,とても親切で、たくさん荷物を運んでくれ好印象です。,5.0,引っ越し希望日は大安で値段が高く、一日ずらしての引っ越しでした。アリさんマークの引越社に決めた理由は、電話や訪問の感じが良かった点と、時間指定ができある程度の時間が読めることからでした。2時から3時の予定でしたが、午前中の作業が早く終わったようで1時から開始してくれました。夕方には終わりありがたかったです。家の梱包も丁寧にしてくれ、どこに置いたら良いかの確認もキッチリして下さいました。子どもがいながらの引っ越しでしたが、皆さん子どもにも優しく声をかけて下さり嬉しかったです。
2948,2017-09-27,人気があるのがわかる。好印象でした,3.5,【見積もり時の対応】営業の方が若かったので、ある程度は仕方ないと思いました。でも話しやすかったです。【料金】予定していた料金よりは高かった。が、もっと高い引越し業者もいるので、この金額が妥当かなと思い契約しました。【作業内容】嫌な顔１つせず丁寧に対応してもらいました。雑な部分もありましたが、妥協出来る程度だったので大丈夫でした。最初の説明に少し不足があると思いました。料金を払って領収書が作業終了まで貰えないのは少し不安なので、最初に説明が欲しかったです。【全体的な評価】しばらくは引越ししたくないのですが、次回も利用しようと思えました。知人にオススメしようと思えました。ただ知人からの相談があったので、担当してくれた営業の人に電話しましたが、出ず、不在着信を残していれば折り返しかかってくるかなと思ってましたが、かかってこなかったので、他社を勧めました。少し残念です。
2945,2017-09-28,今まで利用した引っ越し会社の中で、一番よかった。,4.5,引っ越し料金は、およそ予定していた金額だったので納得できた。訪問見積りでの粗品はなかったが、もらっても、これから引っ越しするのでそれほど有り難みはないから、むしろ段ボールを貰えたのがよかった。ただ段ボールの引き取りは有料。何より、実際に引っ越し作業をしてくれた方達が、とても丁寧で素早くて、驚いた。今まで利用した引っ越し会社の中で、一番よかった。ここに頼んで良かったと思えた。
2935,2017-09-29,スタッフの方が親切、丁寧でとても良かった,5.0,見積もりの訪問がとても早く、引っ越し希望の日時についても、かなり無理して対応してくださったみたいですが、その日しか予定がたたなかったので希望通りに引っ越しができて良かったです。あと段ボールの大小の他にガムテープも用意していただき良かった。見積もり時に「ペットのケージは分解してもらった方が良い」と聞いていたが、組み立てるのが面倒なので、引っ越し時に来ていただいた方に相談したら「トラックに乗るから大丈夫」と言っていただき、嫌な顔することもなく丁寧に対応していただけてとても感謝してます。段ボールの引き取りの事については話がなく、聞くのも忘れてたので、引き取りのサービスについて聞けば良かったと後で思いました。また最初に約束していた時間より少し遅くなりそうだと言うことで、当日に２回もきちんと連絡をしてくれました。とにかくスタッフの方の対応がとても良かったので気持ち良く引っ越しができました！
2946,2017-09-29,迅速かつ対応も好印象でした。,4.5,今回引っ越しをお願いしたアリさんマークの引越社さんは、訪問見積もりにもすぐ来ていただき、お値段もとてもお手頃で、作業は迅速かつ接客対応も好印象でした。ただ引っ越し作業ではスピードを重視するあまり少し荷物の扱いが雑なときがあったかなと思います。あ、あともう一点、細かいのですが引っ越し前にいただける段ボールのサイズが、なんというか微妙に他の引っ越し会社の段ボールより小ぶりなせいで、ちょっと荷物が入りきらないというか、はみ出してしまうことがしばしばありました。段ボールの高さをもうほんの数センチ高くしてもらえると嬉しいです。以上いくつか気になる点はありましたが、全体的に見てコストパフォーマンスはとても良かったと思いますので、またあれば同じ引っ越し会社さんにお願いしたいです。エレベーターなしの5階への引っ越し作業、大変だったと思いますが本当にありがとうございました。
2949,2017-09-29,訪問見積の方も実作業のスタッフさんも素晴らしかった,4.75,訪問見積時に提示していただいた金額が、合理的で納得性が高く、疑問や質問にも誠実に答えてくれ、以前の引越し経験から少しあった引っ越し業者に対する不安や不信を一切持たずに契約することができた。値引きについても、自ら条件提示と共に割引をしてくれて、こちらから交渉をする必要も無かった。前日にちゃんと確認の連絡をくれたことも安心感を持たせてくれたことの一つ。当日も時間通りに作業が始まり、てきぱきと気持ちよく作業を進めてくれ、またスタッフ同士の会話（作業のやり取り）も怒鳴るなどの不快な言動も一切なく、安心して作業を見守ることができた。みんな若いスタッフなのに、しっかり社員教育されているんだなと感じた。引越し準備の際にも梱包用の段ボールを嫌な顔一つせずに追加で持ってきてくれるなど、見積から契約、準備、実作業まで全て満足できる内容でうれしかったです。悪かった点は思いつきません。本当に。
2942,2017-09-30,中の上,4.5,①料金は妥当だと思うが家電なしだったので、やや割高だと思う。②訪問見積もりでもらえた粗品は、掃除用品であり、役に立った。③値引きは、「他の業者の訪問見積をやめて、即決してくれるなら値引く」とのことだったので決めた。④段ボールの引き取りサービスはオプションだった（他社では無料もある）。⑤プレゼントは割引券であり、利用しないので破棄した。⑥アドバイスとしては、コスパを良く考えることです。⑦営業の方と引っ越しされた方は対応が良かったが、事務の方の請求処理の対応に不安感があった（良く分かっていない感じ）。⑧「引っ越し時間を早めて欲しい」と連絡したがかなわなかった。（不動産会社の立会時間ぎりぎりだったので早めて欲しいと依頼したがダメだった）⑨引っ越し搬入のとき、１人だったので気の毒だった。⑩引っ越し搬入のとき、事前連絡と違う時間に来た。
2930,2017-10-01,キビキビ動く,3.75,スピードが早く、短時間でやっていただけたので有難かったですが、最初に見積もりで来た営業の方が1度も顔を見せなかったのはなぜでしょうか？最初の話では、営業も、引っ越し当日も手伝いますと話していたような気がします。他の営業の方はいらっしゃいましたが、担当の方が途中から変わられたなら、一言説明が欲しかったです。あともう少し安くしていただけたら、言うことなかったです。当日、引っ越し前の連絡を何度かいただけてとても丁寧だと感じました。遅くなってこちらは待っていても、気分良く待っていられました。ありがとうございました。不用品も処分してくださり、本当に助かりました。
2947,2017-10-02,テキパキと作業が早く、礼儀正しく親切でした。,4.75,良かった点は、礼儀正しく親切で、多めに不用品など、気持ちよく引き取ってくれました。悪いところはありません。電気を外してもらうのを忘れてしまって、また戻ったりした時も親切丁寧に対応してくれました。サービスで洗濯機を付けてくれたのが、ここに決めた理由でしたので、良かったです。作業も丁寧でスピーディ。スタッフさんの人柄も良く、悪天候の中短時間で終わらせてくれました。すごい雨の中、頑張ってくれて助かりました。不用品も、思ったより多くなったのを、嫌な顔せず、持って行ってくれました。感謝です。
2937,2017-10-02,手際よく丁寧に作業していただきました。,4.75,【良かった点】手際よく少人数でやっていただきました。【悪かった点】こちらの確認忘れもありましたが、玄関の傘立てと数本のを持っていってもらえなかった。（近くの移動だったので自分で持っていった）段ボールの引き取りが有料なのを聞いていなかったので、連絡確認後、自分で捨てに行った。以前別会社にお願いしたときは無料で引き取ってもらったので残念。
2939,2017-10-02,安心して任せられた,3.75,見積もり担当の方、当日作業員の方々はとても愛想よく信頼できる感じでしたが、営業所の方の対応がとてもぶっきらぼうで残念。ダンボールもなぜか2回届きましたが、そちらはすぐに営業の方が引き取りに来てくれました。距離や時間帯を考えれば妥当なお値段だったかと思います。他社ではダンボール30～40個でいけるだろうと言われていましたが、こちらでは50枚つけてくださり、余裕を持って梱包出来ました。それでもあまったのが2、3枚だったので、50枚いただけて良かったです。日にちや時間にある程度幅を持たせればもっと料金は安くなるそう。とくにトラブルもなく無事引越し出来ました。
2943,2017-10-02,要望にきちんと対応してくれて、とても感じが良かった,5.0,まず、見積り時に他社の悪口を言わず、他社の見積り金額を聞くことなく金額をスパッと提示してくれて気持ちが良かった。私の細かい要望にきちんと対応してくれて、引っ越し当日のスタッフにも伝達してあり、私が口出しする間もなく速やかに引っ越しが完了しました。不用品の引き取りも、予定外の当日までに出たかなりのゴミ・不用品をサービスで引き取ってくれて本当に助かりました。不用品引き取り代金も含めての金額にしては申し訳ない気持ちの金額でした。悪い点は…あまりのスピードに私がついていくのが大変だった事位でした。ネットでは、色々な口コミがありますが私は信じてお任せして良かったです。現状を知る為にも、引越しの際は３社位は見積りしてみた方が良いと思います。会社によっては、見積りに来て目の前で、上司に金額の交渉をしたりするので感じが良くなかったです。営業の人が会社と客の間に挟まれて困っている様子は、対応していて疲れました。
2944,2017-10-02,たいへん助かりました。,4.25,当日、一人で運ぶには多すぎる量の粗大ごみがありましたが、快く収集場所まで運んでくださり、たいへん助かりました。また、電球や洗濯機の取り外し・取り付けもスムーズに行っていただけたのでとても気持ちよかったです。
2938,2017-10-03,誠実な対応で信頼できました。,4.75,見積り時の営業の方の誠実な対応と、当日の作業担当の方の丁寧で無駄の無い動きが素晴らしかったです。引っ越しを業者の方にお願いする事が初めてで多少不安な気持ちがありましたが、依頼して良かったです。友人にもお薦めしたいです。
2941,2017-10-05,とにかくスピーディーでした。,4.25,【見積もり時の対応】他社と比較し、お安くしていただきました。【料金】相場をよく理解しておらず10年前に引越したときの感覚で見積もりをお願いしていたので、はじめは高い印象だったが、時代も変わり、荷物も増え、作業員も他社より多く配置してくださったので、納得しました。見積もり時に契約したので、ダンボールはその場で置いていっていただきました。【作業内容】とにかくスピーディーでした。まとまっていなかった荷物も、運んでくださいました。【全体的な評価】とても合理的で満足いたしました。
2936,2017-10-05,アリさんマ－クの引越し社,5.0,【見積もり時の対応】見積もり対応も迅速で一番早く訪問見積もりをされよい動きでした。訪問見積もりのキャンペーン商品があり良かった。但しダンボ―ルの処分はこちらでした。【料金】金額も一番安かった。値引きも最大で対応した。【作業内容】事前に連絡があり、日時、時間共良好で遅延なくスムーズに作業を行われた。作業員の対応も良好でした。【全体的な評価】初めて引っ越しを依頼したが、対応、作業、こちらの希望等対応してもらえてよかった。支店が無い地域があるがネットで次回も対応しますとの事なので検討します。依頼できる地域であればよいと思います。
