,date,rate,comment,result
2383,2024-04-23,5.0,ありがとうございました、またご縁があればよろしくお願いします,0
2377,2024-04-23,5.0,13年大事に乗ってきた愛車をちゃんとわかってもらえ、評価しくれたのが1番嬉しかった。査定額も1番高くつけていただきました。車の売却は初めてでしたがASIACARSさんでよかったです。また機会がありましたらお願いしたいと思います。ありがとうございました。,1
2378,2024-04-23,3.3,査定額は小差で第二位。でも車は1番評価されなかったかな。担当の方の好みじゃなかったのかな。13年乗って傷のない車があるなら見てみたい。担当が違ったらもう少し違ったのかなぁ。残念。,0
2379,2024-04-23,5.0,現地で競り形式で見積もりを提示していただきました最終提示価格自体は満足の価格でした,0
2380,2024-04-23,5.0,他社さんとの同時見積もりをしていただきましたが、最高額を提示いただきましたこの度はご売却頂き、誠にありがとう御座います。最後までしっかり対応させて頂きますのでご安心下さいませ。次回もお任せ頂けるよう精一杯頑張りますので、是非ご指名下さいませ。お車の事で弊社で何かお役にたてることがありましたら、お気軽にご相談下さいませ。この度は誠にありがとうございました。,1
2381,2024-04-23,4.5,丁寧な対応ありがとうございました。助かりました。この度はご利用いただき有難う御座いました！お客様も迅速な対応をしていただいたおかげで、こちらとしても助かりました！また何かお困りごとが御座いましたらいつでもご連絡お待ちしております！,1
2382,2024-04-23,5.0,ありがとうございました、またご縁があればよろしくお願いします,0
2365,2024-04-23,5.0,現車確認前、確認後とも予想以上の最高額で査定していただき、即決しました。対応もとても丁寧でした。木曜日夕方に契約して翌週の月曜日には代金の振込があり、安心できるお店だと思いました。米粉ワッフル様口コミのご投稿ありがとうございました。お車の状態も良かったので精一杯の金額をご提示させて頂きました。すぐにご売約となり、次のオーナーさんの元へ旅立つ予定となっております。この度は当社にご売却頂き誠にありがとうございました。今後もよろしくお願い致します。,1
2384,2024-04-23,5.0,今回は入札方式で決めさせて頂きました。前回売却した事もあり、同じ担当者さんが査定をしに来ていただきました。前回同様とても対応が、よくまた機会があれば利用したいと思います。,0
2385,2024-04-23,5.0,入札方式で価格を出してもらい、今回は奇しくも金額が合わず売却とは、なりませんでしたが査定して下さった方の対応も良くとても好印象をもてました。今回は売却とはなりませんでしたが、また機会があれば利用したいと思う業者さんでした。,0
2376,2024-04-23,3.8,結果的に査定額は第三位。でも担当の方には車を高評価していただき会社と色々交渉してくれていた。結局会社側とは折り合いが付かずで第三位に着地との感じだった。また機会があれば次こそ頑張って欲しいです。,0
2364,2024-04-23,2.3,状態が良くても年式が古いということで、現車確認前の査定額の下限価格しかみていただけませんでした。連絡・対応は普通です。,0
2356,2024-04-23,3.2,持ち込み査定&持ち込み売却が手間だったが、そのハンデを超えた金額が提示されるかがポイントだった。,1
2362,2024-04-23,5.0,査定の作業が丁寧で、応対も非常に丁寧。すごく印象の良い方についていただけて、嬉しかったです。売却と乗り換え購入を決めました。,1
2341,2024-04-23,5.0,担当の方が凄く熱心でかなり時間をかけて実車を確認、本社とも複数回連絡を取りギリギリここまで…という価格を提示して下さいました。『大変欲しいクルマですので是非ウチに』と言われて多少の差であればココにお願いしようか…とかなり悩みましたが“多少”以上の差が出てしまいましたので残念ながら他社へお願いする事にしました。仕事は大変丁寧ですし、一番最初に連絡が来たのもココです。機会があれば改めて相談しても良いかな、と思います。,0
2343,2024-04-23,5.0,大満足！『ウチは色々あったので』とかなり頑張ってくれました(笑)。査定に来たのは若い人だったのですが熱意もあり対応も凄く丁寧で、素養もあったのかとは思いますが教育もしっかりされているのかな、と思います。今となっては感謝しかありません。,1
2344,2024-04-23,5.0,色々と非常に丁寧な対応をしていただき、大変満足しております。ありがとうございました。,1
2345,2024-04-23,5.0,査定から振込まで終始丁寧に対応していただけました。,1
2346,2024-04-23,2.3,当初の提示条件をころころ変えて信用できない感じでしたので、今回はお断りしました。,0
2347,2024-04-23,4.8,担当者が若く、若干不慣れな感じもあったが一生懸命対応いただき最高値提示をしていただき、その後も特に問題なく対応してもらった。突然の相続様。この度、ご売却いただきありがとうございます。今後、お車の事でなにかありましたらお気軽に担当、田口にご連絡ください。また、突然の相続様のご友人様などのご紹介も承ります。今後とも、よろしくお願いいたします。,1
2348,2024-04-23,5.0,ガッツとやる気が伝わりました。最高額までとはいきませんでしたが、納得の行く金額を最初に出してくれたので即契約しました。,1
2349,2024-04-23,5.0,他店が最高額以上を提示した為、現車確認はお断りしましたが、対応や姿勢はとても真摯でした。また機会があればお付き合いをしたいと思える会社です。ケン様この度は高評価、コメント頂き誠にありがとうございます。今回はお力になれず大変申し訳ございませんでした。また機会がございましたら是非お声掛け下さい。今後ともよろしくお願い致します。,0
2350,2024-04-23,5.0,他店が最高額以上を提示した為、現車確認はお断りしましたが、対応や姿勢はとても真摯でした。また機会があればお付き合いをしたいと思える会社です。,0
2363,2024-04-23,3.0,現車確認後は事前査定額範囲の中間額より少し上でした。状態が良いので、他社でより高い査定額が提示されたらもう少し上乗せできるかもしれないということでしたが、他社との差が大きかったので再交渉はしませんでした。対応は普通です。米粉ワッフル様この度はお力になれず申し訳ございませんでした。もしまた査定の機会があればぜひお声掛けください。,0
2351,2024-04-23,4.5,納得する査定額をご提示いただきましたが、他社との競合の末に、今回は見送る結果となりました。査定もスピーディーで、対応も満足でした。,0
2353,2024-04-23,5.0,担当いただいた方の熱意が伝わりました。買取価格も精一杯頑張ってもらい、手続き完了まで不安なくスムーズにご対応いただきました。,1
2354,2024-04-23,3.3,最初の査定のMAX値を提示してきて、信頼が感じられた。じゅうにねん様口コミのご投稿ありがとうございます！当店の欲しいお車でしたので出来る限りのご提示をさせて頂きました。残念ながら今回はご縁がありませんでしたが次回の売却時も宜しくお願い致します。次こそ選んでいただけるように精進します。,0
2355,2024-04-23,1.0,本部との作戦会議が長かった割には、最初のmin値をしたまわる提示だった。価格より口で勝負の印象。この度はご利用いただき、誠にありがとうございました。また口コミ投稿ありがとうございます。頂いたご意見はスタッフへ共有し、改善に役立ててまいります。またのご利用をお待ちしております。,0
2386,2024-04-23,5.0,入札方法で1番高値を提示して頂きましたのでこちらで決めさせて頂きました。思い出が詰まった車なので売却を最初迷っていましたが、査定して下さった方がとても良く、売却する事となりました。また機会がありましたらお願いしたいと思います。,1
2357,2024-04-23,5.0,あまり期待はしていませんでしてたが、それ以上の査定額を提示してくれました。担当者も誠実な感じで好感が持てました。,1
2358,2024-04-23,4.7,早急かつ頻繁に連絡かあり丁寧な対応でした。リモートでのやり取りもスムーズにできました。,0
2359,2024-04-23,5.0,親切、丁寧な対応、そして高額査定で最高なお取引ができました。,1
2360,2024-04-23,2.5,電話がかかってきただけで、具体的なアクション要望なし。,0
2361,2024-04-23,2.2,電話がかかってきた後、訪問したが、店舗への引き継ぎがなされていなかった。この度は引継ぎ不足によりご迷惑をお掛けして大変申し訳御座いませんでした。社内での連絡ツールでのやり取り、担当を指定して以後このようなことが無いように努めます。機会があり、また当社をご利用頂ける際は最大限のサービスを提供させて頂きます。,0
2352,2024-04-23,5.0,納得する査定額をご提示いただきましたが、今回は僅差で他社に売却することとなりました。待ち時間に業界の色々なお話を聞かせていただき、勉強になりました。,0
2387,2024-04-23,5.0,おもったより値段がつかなかったけれど、他よりは高かったですありがとうございました,1
2342,2024-04-23,2.5,査定に訪問したい、と連絡は来たものの他社と日程が重複している事、より高額を提示している会社がある事などを伝えたら『日程に余裕があれば連絡下さい』と言われ、あまりやる気を感じませんでした。他社から十分な査定額の提示を受けたので結局その後連絡しないまま終わりました。,0
2389,2024-04-23,4.7,最初はビッグモーターだから大丈夫かな？と思いましたが、非常に感じが良く丁寧な方でした。一番高く査定をしていただいたので売却手続きをしました。ただ査定時間は1時間の予定でしたが、上司への相談？などもあり2時間以上かかったので非常に長く感じました。,1
2415,2024-04-23,1.7,連絡が取れない！時間にルーズ！査定金額もあやふや！信用がおける業者では無い。,0
2416,2024-04-23,0.5,最低でも133.9万円で引き取ります。と本部は答えていたが、実際茂原店からの査定額は、100万円との事。全く信用出来ない。,0
2417,2024-04-23,1.7,申し込み時は、138～162万円で査定が出ていたが、実際の提示額は、100〜110万円交渉の場に立つ為に必要な上位3社に食い込もうと、詐欺まがいの査定金額を付けてくる。ひー様この度は不快な思いをさせてしい大変申し訳ございませんでした。売却が２ヶ月以内ということでしたが４ヶ月以上先の手放し金額をお伝えすることが本来であれば難しく、伺っていた車両情報と実際の車両との大きな差異も重なり査定前の提示額より下の金額をお伝えすることになってしまいました。,0
2418,2024-04-23,5.0,迅速で丁寧な対応をして頂きました。担当して頂いた木下さんは知識も有り信頼出来る人でした。諸事情にも対応して頂き高額を提示して頂き買い取りをお願いしました。今後もお願いしようと思います。,1
2419,2024-04-23,5.0,上位3社ではなかったが概算見積の上限額が高い＆口コミの評価が良かったため追加で現車確認を依頼した。結果、十分によい金額をご提示いただいたが最高額に僅かに足りなかった。査定中の対応は最も好印象でした。次はオーラニスモ様。この度、ご投稿いただきありがとうございます。今回は価格が及ばず申し訳ありません。次回はご期待に応えられる様、価格提示させていただきます。,0
2420,2024-04-23,4.0,現車確認が唯一の2名体制だったり、裏取引を持ち掛けてくるなど熱意は一番感じられました。ただ今回のような一発提示するやり方では会社の都合で最高額の提示は難しいらしく残念でした。,0
2421,2024-04-23,5.0,現車確認後、当初見積額上限以上をご提示いただきました。即日に入金もされて驚きました。金額及び査定時、査定後の対応共に大変満足できました。この度はご売却頂き、誠にありがとう御座います。次回もお任せ頂けるよう精一杯頑張りますので、是非ご指名下さいませ。お車の事で弊社で何かお役にたてることがありましたら、お気軽にご相談下さいませ。この度は誠にありがとうございました。,1
2422,2024-04-23,5.0,ご担当者様の感じの良さで決めました。すぐ車を持って行って頂けて助かりました。ありがとうございました。,1
2423,2024-04-23,5.0,1番対応が早く、査定中もとてもフレンドリーに話もできとても素晴らしい営業の方でした。最低希望の200万を越えられたのはビックモーターさんだけでした。また機会がありましたらお願いしたいと思える対応でした。,1
2414,2024-04-23,1.2,査定金額が間違ったと大幅に金額を下げて提示して来た。いい加減な対応で信用にならない業者だと思った。野菜屋ジュン様。この度、ご投稿いただきありがとうございます。金額のご説明など至らない部分があり申し訳ありません。今後は概算価格、実車査定後の価格説明などよりわかりやすくおこなってまいります。,0
2424,2024-04-23,5.0,買い取り査定よりはるかに安い金額提示で。車体を確認する時もずっと首を傾げて。不安でした。,0
2426,2024-04-23,4.7,いつもの営業の方で無駄な駆け引きもなく短時間ででき助かります。,0
2427,2024-04-23,5.0,とにかく頑張ってくださいました。買取の気持ちが強く伝わってきました。,1
2429,2024-04-23,5.0,新車購入の支払いが迫る中で迅速な対応をしていただきました。,1
2430,2024-04-23,1.7,査定車両に乗ったまま15分以上エンジンつけっぱなしで車内で何かしていて出てこなかったり、トータルの査定時間が2時間近くかかった。また、即日引き渡さないと1週間経過するごとに10万円ずつ査定額が下がっていくと言われたり、不安と不信を感じた。査定額は高めだったが次回以降は査定も頼まないと思う。,0
2431,2024-04-23,3.7,他社の査定状況を電話確認したのみで厳しかったのか、実際の査定までは至らなかった。電話対応は丁寧だった。,0
2432,2024-04-23,5.0,他社の長時間の査定との乖離があり、サクッと査定が終わったことで逆に不安も感じたが、他社は即日引取が条件だったが、融通もきかせていただき大変助かりました。細かい査定による減額などもなく引き渡し時にその場で振込処理をしていただけ、最終的には安心してお取引できました。,1
2434,2024-04-23,5.0,対応は丁寧で気さくに話すことができ、希望金額より高い額を提示していただきました。満足です。,1
2433,2024-04-23,5.0,かなり頑張ってくれました。また、売却後の入金もとても早くてストレスなく最後まで取引できたと思います。ありがとうございました。,1
2388,2024-04-23,3.3,1社目の現社確認でしたが、他社の最終提示が出ていないのにうちで決めてくださいと言ってきて残念でした。最終提示額は悪くなかったですが、1社目で決めたら3社の競合にならないですし、やっぱりこんな感じなんだなと思いました。,0
2425,2024-04-23,5.0,家まで来てもらい、売買しました。寂しいですが仕方ありません。,1
2413,2024-04-23,1.8,時間にルーズで対応も良く無い。信用における業者とは思わなかった。,0
2428,2024-04-23,4.7,礼儀正しく好感が持てる方でした。連絡もタイミングごとにしっかりして下さりました。,0
2411,2024-04-23,5.0,思ったより査定額が安かったので辞退しました。,0
2412,2024-04-23,5.0,一切連絡が来ない。提示額だけ高いが、その後の連絡がないのはどうかと思う。,0
2390,2024-04-23,3.7,査定のその日にきちんと金額を出して貰えたことに満足しましたし、愛車をほめてくださり、お客様第一という感じが伝わりました。個人的に、営業されている、ビジネス臭を感じる事があると不快に思い嫌なのでここはいい意味で営業の裏を感じさせる対応をしていなく感じましたし、満足する金額を出してもらい即決しました。,1
2391,2024-04-23,1.5,査定にきてもらったのはいいが、売るタイミングをこちらがはっきり言わないと査定金額を出せないみたいで結局長々話されて金額は教えて貰えず不快でした。売る時期を未定と考えている方もいると思うのに、客都合より会社の損益しか考えていないが滲み出ていてとても嫌でした。金額はあくまでも相場です,0
2392,2024-04-23,3.8,営業担当者がベテランさんで買取事情など含めていろいろと教えていただき、参考にさせてもらいました。査定も頑張ってもらいましたが、最高金額に届かず今回は依頼するに至りませんでしたが、営業担当者の対応は非常に良い印象です。また機会があればお願いすると思います。,0
2393,2024-04-23,3.3,担当営業の方が熱意があるのは良いのですが、買取させてほしい理由が「自身の成績の為」という態度が見え見えでもう少しお客様に寄り添った対応だとなお良かったと思います。今回はこちらの引き取り希望日と最終金額で買取依頼させてもらいましたが、また機会があった際に素直にお願いするか微妙です。,1
2395,2024-04-23,3.5,最初のお店で、他店に出向くのも面倒だったし、それなりの査定を出してもらったので売却を決めました。,1
2396,2024-04-23,5.0,丁寧にマイナスポイント等写真を撮って説明して頂き分かりやすかったです,0
2397,2024-04-23,5.0,こちらの都合で急な持ち込み日でも丁寧に対応していただきありがとうごじいました,1
2398,2024-04-23,2.5,他社と比べ20万円以上査定後の買取価格提示が低かった。また、他社の査定金額を何度も聞いてきた。,0
2399,2024-04-23,4.5,誠実で親身な対応をしてくださる担当者様にお世話になりました。今回は金額面で売却には至りませんでしたが、機会があればぜひまたお世話になりたいと思います。,0
2394,2024-04-23,4.3,複数の業者様に同日同時刻で査定をお願いし、査定当日、一番最初に来て、いきなり高額査定を提示していただきました。予定が詰まっているとのことで、すぐ帰られましたが、他業者がそれを超える金額を提示してきたので結果、そちらにお願いすることになりましたが、担当者様の対応が非常に良かったです。次回また機会があればその時はお願いしたいと存じます。コウモリ様お客様のお話をゆっくりとお伺いする機会を作れず、申し訳ありませんでした。また、お褒めの言葉をいただき大変うれしく思います。次回は弊社で決めていただけるよう、時間に余裕をもって対応させていただきます。改めましてこの度は弊社でのお取引、誠にありがとうございました。,0
2401,2024-04-23,5.0,希望通りの価格で買取っていただけ、大変ありがたいです。誠実で親身、迅速な対応をしてくださった担当者様に感謝です。安心してお取引できる買取店様ですので、ぜひまたお世話になりたいと思います。,1
2400,2024-04-23,4.8,誠実で親身な対応をしてくださる担当者様にお世話になりました。今回は金額面で売却には至りませんでしたが、機会があればぜひまたお世話になりたいと思います。,0
2409,2024-04-23,5.0,とても話やすい営業の方に来て頂きました。納得いく金額でしたのでお願いしました。,1
2408,2024-04-23,5.0,お客様を第一に考えて対応されてるのがしっかりと伝わって来ました。,0
2410,2024-04-23,5.0,思ったより査定額が安かったので辞退しました。この度はお申込み頂き有難うございます。ご売却の時期が来ましたら是非現車を拝見させて頂いた上で、正確な金額提示をさせて頂ければと思います。是非今後とも宜しくお願い致します。,0
2406,2024-04-23,5.0,1番先にご連絡をいただきました。査定時の対応につきましても他の業者様は路上駐車していたのですが、わざわざ近隣のコインパーキングに駐車いただいて来ていただいたと聞きました。査定を他社様と同時出しとし、当初の上限金額よりもさらに高い金額をご提示いただきました。買取していただき、大変感謝しております。この度はご利用いただきありがとうございました。また口コミの投稿、高評価ありがとうございます。満足していただき大変嬉しいです。またのご利用よろしくお願いします。,1
2407,2024-04-23,2.5,ご連絡、ご対応につきましてはご丁寧にしていただきました。最終的に他社の方が高い査定金額を提示されたので売却には至りませんでした。,0
2405,2024-04-23,5.0,MOTAでの査定の前に大手買取店3社で見積を取得するも、残債を40万程下回っていましたが、こちらのご担当者様には初回で最高額を出していただき、10万の手出しで済むことができました。また、金額だけではなく、終始非常に迅速で丁寧な対応をしていただきました。予想最高額が一番高い業者もいましたが、こちらにお任せして正解でした。この度は、弊社にお車をご売却頂き誠にありがとうございました。また、このような高評価を頂き、ありがとうございます。次のオーナー様もお車の程度がとても良く、前オーナー様が大切に乗られていたんですね、と大変喜んでいらっしゃいました。今後お車の事で何かございましたらお気軽にご連絡を頂ければと思います。是非ともまた宜しくお願い致します！,1
2404,2024-04-23,2.5,ご担当の方には頑張って交渉いただきましたが、他社と35万の差がありました。,0
2403,2024-04-23,5.0,予想外の買取額にびっくりしました。査定から引き取り、入金までスムーズに対応いただきました。,1
2402,2024-04-23,3.0,今回はご縁ありませんでしたが、また機会がありましたら、よろしくお願いします。,0
2292,2024-04-24,5.0,年式も古く買取は難しいと思っておりましたが予想以上に高査定金額をつけて頂き満足です。引取り後当日振り込みというスピーディな対応、終始丁寧にご対応頂きありがとうございました。この度はエルグランドのご売却をお任せいただき、誠にありがとうございました！また、さとう様が満足できる金額で、ご提案出来た事が私も大変嬉しく思います！内外装どちらも綺麗に使われていた事が、今回のご提示金額に繋がりました！この度は、ご契約からお引取まで、親切にご対応いただき誠にありがとうございます。私もとても気持ちの良いお取引となりました！またの機会がありましたら何卒宜しくお願い致します！,1
2294,2024-04-24,5.0,この度は迅速な対応ありがとうございました。また、機会がありましたら宜しくお願い致します。,1
2295,2024-04-24,4.3,売却金額+自動車税で買取していただきました。スムーズにできて良かったです。,1
2296,2024-04-24,5.0,対応も良く表示されてた値段よりかなり高く提示して頂けました。今回は売却を見送りましたが次回も頑張ってくれると力強いお言葉をもらいました大変気持ちよかったです,0
2293,2024-04-24,5.0,お店の人の対応も凄く良かったです。次回もまたよろしくお願いします。アルファード様高評価のレビューをご投稿くださり、誠にありがとうございます。またこの度は当店をご利用頂きまして重ねてお礼申し上げます。ご来店にて気持ち良くご売却いただきました事が非常に嬉しかったです。車両をご売却及びご購入される際は是非お声掛け下さいませ。この度は誠にありがとうございました。,1
2297,2024-04-24,3.3,快く査定して頂けました。今回は見送りましたが表示価格よりちょいとだけ上乗せみたいな感じがちょっと残念でしたが予定通り帰れずにいたのですが快く査定して頂けた対応は本当に有難かったです,0
2302,2024-04-24,5.0,とても対応が良くて、スムーズに取引が出来ました,1
2299,2024-04-24,5.0,値段交渉にも快く応じていただいて、対応が全体的に迅速でとても良かった。Kosuke様、この度はNBOXをご売却頂き誠にありがとうございました。今後もより良いサービスが出来るよう努めてまいります。,1
2300,2024-04-24,5.0,対応は良かったですまたきかいがあればお願いしたいと思いますので、よろしくおねがいします。,0
2301,2024-04-24,5.0,対応は良かったですまたきかいがあればお願いしたいと思いますので、よろしくおねがいします。お兄ちゃん様この度は大切なお車をご売却いただきまして誠にありがとうございました。またこのような高評価まで頂きスタッフ一同嬉しく思います。また、機会がございましたら宜しくお願いいたします。,0
2303,2024-04-24,5.0,誠実さは感じましたが、最終的には店頭販売用特別価格には行かなかったとのことでした。,0
2291,2024-04-24,4.8,迅速な対応に安心して査定を依頼しました。ありがとうございます。,0
2304,2024-04-24,5.0,昨年はいろいろあり大変でしたでしょうが、頑張る姿勢はNO1だったかもしれません。3月末のお手放しを条件にとギリギリまで高値を出してくださり、4／20の納車予定日まで代車もお約束いただき決めました。ありがとうございました。今後とも期待しています。,1
2298,2024-04-24,4.3,前にも提示していただいた金額でした対応も良くありがとうございました,0
2290,2024-04-24,5.0,丁寧な対応、車への熱意が伝わりました。ありがとうございます,0
2279,2024-04-24,5.0,凄く丁寧に対応して頂きました。一週間もせずに入金もして下さいました。とても安心して売却が出来ました。カーレッジトさんにお願いして良かったです。,1
2288,2024-04-24,5.0,丁寧にご対応いただき、査定から引き渡し・振り込みまでの流れも非常にスムーズでした。,0
2305,2024-04-24,5.0,とても丁寧かつ誠実なご対応で好感が待てました。最後の最後に他社さんと3万円の差と、代車日数10日の差でしたが、大変お世話になった。次に機会があればお願いしたいです。ちーちゃー様　口コミ投稿ありがとうございます。この度は、査定の機会をいただきありがとうございました。また、契約が叶いませんでしたが、ご評価いただき心より感謝申し上げます。またご機会がございましたら宜しくお願い致します。この度はありがとうございました。,0
2274,2024-04-24,5.0,すべての面で満足できる結果になった。査定してもらってよかった。,1
2275,2024-04-24,3.5,金額面などは問題なかったが買えないと思った瞬間になんの一言もなく帰って行った。最後の最後で気分が悪くなった。,0
2276,2024-04-24,4.3,丁寧に対応してもらえた。同じ会社でも店舗で査定してもらった時と今回とで大きな差があったので査定してもらえてよかった。,0
2277,2024-04-24,5.0,希望金額の査定は難しいとのことで、ご縁がありませんでしたが、他の会社さんの定時額なら損はないなど、親身になって私達のために車の査定して下さいました。ありがとうございました。,0
2278,2024-04-24,5.0,金額提示も細かく説明して頂きました。また、車もしっかり見てくださりました。タイミングが合わず、売却は他の会社にお願いをしましたが、とても良かったです。,0
2289,2024-04-24,5.0,質問にも丁寧に対応いただき、ありがとうございます,1
2280,2024-04-24,4.7,担当者の対応は群を抜いて良かった。また自身の車を路駐にはなるが、敷地外に駐車する等配慮があった。また査定後もきちんと元に位置に直す等他がしなかったこともする。話す時も身は低く、相手の目線に立つことができる、人としてもきちんとしている。うんにゃ様高評価誠に有難うございます。弊社では査定時の対応面での配慮はもちろん、即日のご入金や密な進捗ご連絡など昨今不安視される車業界の中でお客様が少しでも安心して車の売買を行えることに注力しておりますので、対応面での高評価大変励みになります！このご縁を大切に今後もお気軽にご相談頂けますと幸いです。この度はご売却誠に有難うございました。,1
2282,2024-04-24,5.0,商談も簡単に希望を伝えたら希望通りでとても満足しましたありがとうございます,1
2283,2024-04-24,4.5,丁寧な対応でした。ありがとうございました。,1
2284,2024-04-24,5.0,もう1社からの査定提示が来る事を予定していたため、査定額の提示が明確でなかった。他社の提示の翌日に再連絡をくれると言われていたが来ず。,0
2285,2024-04-24,5.0,もう1社の買取査定額を伝えたところ駆引きナシでの価格提示をいただいた。,1
2286,2024-04-24,5.0,丁寧な対応でスムーズな手続きができました。,1
2287,2024-04-24,5.0,雨の中迅速な対応をしていただき、丁寧な対応をしていただきました。,0
2281,2024-04-24,0.5,査定をしたらしたままで、椅子の位置やナビの画面等を直しもしない。また金額も相手の金額を聞き+αでどうですかというあまりにも姑息な手を使う。来た担当も愛想がない。ラジオとかで聞いて期待していたが、酷すぎた。あと勝手に敷地に入り車を駐車するなど人としてレベルが低い。この度は貴重なお時間を頂いたのにも関わらず大変申し訳御座いませんでした。頂いた貴重なご意見を社内で共有させて頂きます。以後同じ事の無い様最善を尽くします。,0
2306,2024-04-24,5.0,車を一度も直接見る事なく、ラインでのやり取り（車検証等の写メ提供）で査定額を提示いただいたのは、簡単で良かった。最終的に他社から若干上回る査定額と自動車引き取りの条件提示があったので、今回は合意には至りませんでしたが、対応は良かったと思います。,0
2310,2024-04-24,5.0,査定結果確定後、すぐに連絡＆現車確認に来られました。提示額を交渉してもらったんですが、希望金額にはならず・・・「一度持ち帰り、また連絡します」と言われたんですが折り返しの連絡もなかったので取引しませんでした。,0
2308,2024-04-24,5.0,担当してくださった営業の方がスピーディーかつ親切丁寧な対応をしてくだいました。また、査定額1位の企業様を超える金額でご提示頂き、代車も快く対応して下さりと非常に満足しております。,1
2307,2024-04-24,5.0,対応は丁寧だったかと思います。査定額の低い他社が、自身で車を持ち込む要件だったところ、引き取り対応で他社より高額でしたので、結果には満足です。（第１報の査定額より低い結果となった事は残念）てげてげ宮崎様口コミ投稿を頂き誠に有難うございます。今回、お車の売却ありがとうございました。査定金額に関しましては、当社として名一杯頑張らさせて頂きました。また次の機会も御指名頂ければ、さらに全力で頑張ります！お客様が得する事ならアドバイスさせて頂きます。ご友人等でご紹介等ございましたらぜひよろしくお願いします。ラビット宮崎花ヶ島店　スタッフ一同,1
2340,2024-04-24,5.0,3社同時での見積もりでしたが、一番高く査定して頂きました査定の方にも丁寧に対応して頂きました,1
2339,2024-04-24,5.0,希望の価格よりも高く売却価格提示してもらえた。査定の対応も良かった。,1
2338,2024-04-24,5.0,査定の対応、価格の掲示は良かった。相見積もりの為、売却にはならなかった。,0
2337,2024-04-24,5.0,査定の対応、価格の掲示は良かった。相見積もりの為、売却にはならなかった。,0
2336,2024-04-24,5.0,比較3社の中では最高額となります。車両も引き取りに来ていただけるとのこと。たなか様TRIBEをご利用頂きありがとうございます。もっとご満足頂ける用、努力して参ります。この度はご利用ありがとうございました！,1
2335,2024-04-24,5.0,普通です。LINEで査定結果残すのは抵抗あります。,0
2333,2024-04-24,1.5,概算査定はダントツ１位でしたが、実査定は提示額範囲外の最低額でした。土俵に上がるための提示額かな？と疑います。コメントありがとうございます。先日はご対応ありがとうございました。実車を査定させていただいたところ申し込み時の自己申告になかったフロント箇所のコアサポート交換歴があった為、最終提示額となりました。弊社では、エンドユーザー様に安心して購入して頂くために漏れのないよう細かく現車確認をさせて頂いております。このようなコメントは誤解を招きますので、お控え申し上げます。,0
2332,2024-04-24,5.0,お二人で実車確認に来られて、第一印象も良く世間話も弾み、提示額も一発査定！予想外の最高額でした。その後の、買い替え車両の相談にも快く応じていただき、買い替え悩んでいますが、数週間のうちに決める予定なので、決めたら売却を必ずお世話になります。非常に信頼のおけるスタッフ（店舗）だと思います。この度は口コミのご投稿誠にありがとうございます。嬉しいお言葉をいただき大変感謝申し上げます。買取だけではなく私たちにお手伝いさせていただけることがございましたら是非今後ともお付き合いを宜しくお願い致します。,0
2331,2024-04-24,1.5,可もなく不可もなく。買い取りたい！と熱意が全く感じられませんでした。,0
2330,2024-04-24,3.8,とにかく即決を迫ってくるが、査定価格は悪くなかった,0
2329,2024-04-24,5.0,最初の査定額は残念な感じで、相手にしなくていいかなって思ったが、実際に現社確認してこちらの希望を伝えると粘り強く上司と交渉し折り合いをつけてくれた。現車の引取から手続き、自動車税についても対応してくれた。営業さんが一生懸命に動いてくれるので取引していて気持ちがいい。次クルマ売るときも声をかけると思います。カスタムジープ様この度は弊社をご利用頂き、誠に有難う御座います。温かいコメントを頂戴し、感謝申し上げます。今後ともMOTASONEをよろしくお願いいたします。,1
2328,2024-04-24,1.7,査定価格は最も低く、事前の連絡では頑張るとのことだったが話しにならなかった。,0
2327,2024-04-24,2.7,1時間半も自社都合の話をだらだらとずっとしてこられうんざりした,0
2326,2024-04-24,5.0,大事な車を売却するので、金額うんぬんより（もちろん金額も頑張ってくれたが）もさわやかで誠意ある対応に好感が持て、ここなら任せてもよいと思わせてくれた,1
2334,2024-04-24,5.0,出張査定はしないと最初言われたため、過去担当された方にお願いして来ていただきました。,0
2324,2024-04-24,0.3,買取センターより連絡が来ましたが店舗より現車の確認連絡が無く対応が最悪でした。,0
2309,2024-04-24,5.0,査定結果確定後、すぐに連絡＆現車確認に来られました。当初よりは査定提示額が上がったんですが、他社の方が高く査定してもらったので取引とはなりませんでした。,0
2325,2024-04-24,4.2,たまたま、新店を出すみたいで想定を上回ったので売却を決めました。どこの店舗さんも高値を提示してきましたが最終で決めました。,1
2311,2024-04-24,5.0,査定結果確定後、すぐに連絡＆現車確認に来られました。査定金額は変わらなかったですが一番高く査定してもらったのでこちらに決めました。車引取後、次の日には入金されました。,1
2312,2024-04-24,3.3,淡々と事務的な査定でした。最終的にはおりてしまわれたので、それ以上のコメントはありません。,0
2313,2024-04-24,5.0,担当の方がとても良い方でした。主人が不在で私(妻)が2社対応したのでとても不安でしたが、ネクステージの担当の方が流れを説明して下さったり、いろいろと話しかけて下さり、安心して査定をお任せすることができました。今回は条件が合わず、別の業者さんに依頼しましたが、とても誠実に対応して下さった為、本当に最後の最後まで迷いました。おすすめできる,0
2315,2024-04-24,5.0,初回連絡も実車確認もスピーディー対応も良かったです,1
